COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,"REP United States Representative, District 32","REP United States Representative, District 32","REP United States Representative, District 32","REP United States Representative, District 32","REP Member, State Board of Education, District 12","REP Member, State Board of Education, District 12","REP Member, State Board of Education, District 12","REP Member, State Board of Education, District 12","REP State Senator, District 30","REP State Senator, District 30","REP State Senator, District 30","REP State Senator, District 30","REP State Representative, District 33","REP State Representative, District 33","REP State Representative, District 33","REP State Representative, District 33","REP State Representative, District 61","REP State Representative, District 61","REP State Representative, District 61","REP State Representative, District 61","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District",REP County Chair,REP County Chair,REP County Chair,REP County Chair
,,,,,,REP,REP,REP,REP,NON,NON,NON,NON,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP
,,,VOTERS,BALLOTS CAST,BALLOTS CAST,Darrell Day,David Blewett,OVER VOTES,UNDER VOTES,Pam Little,Jamie Kohlmann,OVER VOTES,UNDER VOTES,Jace Yarbrough,Brent Hagenbuch,OVER VOTES,UNDER VOTES,Justin Holland,Katrina Pierson,OVER VOTES,UNDER VOTES,Keresa Richardson,Frederick Frazier,OVER VOTES,UNDER VOTES,Kim Laseter,Joel Petrazio,OVER VOTES,UNDER VOTES,Shelby Williams,Ellen Loveless,OVER VOTES,UNDER VOTES
COLL,1,PCT 001,2750,64,0,0,0,0,0,33,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,17,0,8,34,18,0,12
COLL,1,PCT 001,2750,86,1,0,0,0,0,45,36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,61,18,0,7,55,16,0,15
COLL,1,PCT 001,2750,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
COLL,1,PCT 001,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,1,PCT 001,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,2,PCT 002,4824,49,0,0,0,0,0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,4,33,11,0,5
COLL,2,PCT 002,4824,66,0,0,0,0,0,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,23,0,1,36,26,0,4
COLL,2,PCT 002,4824,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,4,0,1
COLL,2,PCT 002,4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,2,PCT 002,4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,3,PCT 003,2879,5,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0
COLL,3,PCT 003,2879,12,0,0,0,0,0,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,8,3,0,1
COLL,3,PCT 003,2879,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
COLL,3,PCT 003,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,3,PCT 003,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,4,PCT 004,3531,34,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,4,22,7,0,5
COLL,4,PCT 004,3531,46,0,0,0,0,0,21,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,16,0,5,24,18,0,4
COLL,4,PCT 004,3531,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
COLL,4,PCT 004,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,4,PCT 004,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,5,PCT 005,1037,15,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,9,6,0,0
COLL,5,PCT 005,1037,28,0,0,0,0,0,18,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,3,20,5,0,3
COLL,5,PCT 005,1037,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1
COLL,5,PCT 005,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,5,PCT 005,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,6,PCT 006,1618,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0
COLL,6,PCT 006,1618,16,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,11,4,0,1
COLL,6,PCT 006,1618,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
COLL,6,PCT 006,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,6,PCT 006,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,7,PCT 007,1524,9,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,3,5,0,1
COLL,7,PCT 007,1524,23,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,12,10,0,1
COLL,7,PCT 007,1524,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0
COLL,7,PCT 007,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,7,PCT 007,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,8,PCT 008,5182,34,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,23,11,0,0
COLL,8,PCT 008,5182,34,0,0,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,1,10,23,0,1
COLL,8,PCT 008,5182,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
COLL,8,PCT 008,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,8,PCT 008,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,9,PCT 009,4104,23,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,2,15,4,0,4
COLL,9,PCT 009,4104,43,0,0,0,0,0,13,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,0,22,12,0,9
COLL,9,PCT 009,4104,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,2,0,0
COLL,9,PCT 009,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,9,PCT 009,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,10,PCT 010,837,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0
COLL,10,PCT 010,837,12,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,8,0,0
COLL,10,PCT 010,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,10,PCT 010,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,10,PCT 010,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,11,PCT 011,4773,40,0,0,0,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,3,22,12,0,6
COLL,11,PCT 011,4773,59,0,0,0,0,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,0,2,32,17,0,10
COLL,11,PCT 011,4773,7,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,4,0,0
COLL,11,PCT 011,4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,11,PCT 011,4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,12,PCT 012,2106,44,0,0,0,0,0,22,19,0,3,0,0,0,0,0,0,0,0,33,10,0,1,31,6,0,7,25,9,0,10
COLL,12,PCT 012,2106,153,0,0,0,0,0,77,72,0,4,0,0,0,0,0,0,0,0,123,29,0,1,108,29,0,16,79,55,0,19
COLL,12,PCT 012,2106,26,0,0,0,0,0,13,7,0,6,0,0,0,0,0,0,0,0,16,10,0,0,17,2,0,7,16,4,0,6
COLL,12,PCT 012,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,12,PCT 012,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,13,PCT 013,2862,74,0,0,0,0,0,32,41,0,1,0,0,0,0,0,0,0,0,58,15,0,1,47,24,0,3,34,30,0,10
COLL,13,PCT 013,2862,122,0,0,0,0,0,46,64,0,12,0,0,0,0,0,0,0,0,95,23,0,4,86,31,0,5,70,43,0,9
COLL,13,PCT 013,2862,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,4,0,0
COLL,13,PCT 013,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,13,PCT 013,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,14,PCT 014,3287,7,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,5,1,0,1
COLL,14,PCT 014,3287,30,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,16,14,0,0
COLL,14,PCT 014,3287,7,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0
COLL,14,PCT 014,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,14,PCT 014,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,15,PCT 015,1633,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1,0,0
COLL,15,PCT 015,1633,30,0,0,0,0,0,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,2,26,4,0,0
COLL,15,PCT 015,1633,8,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,5,3,0,0
COLL,15,PCT 015,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,15,PCT 015,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,16,PCT 016,5361,70,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12,0,1,44,23,0,3
COLL,16,PCT 016,5361,89,0,0,0,0,0,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,21,0,5,56,20,0,13
COLL,16,PCT 016,5361,5,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,2,0,0
COLL,16,PCT 016,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,16,PCT 016,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,17,PCT 017,5303,91,0,0,0,0,0,40,39,0,12,0,0,0,0,0,0,0,0,56,35,0,0,64,21,0,6,58,19,0,14
COLL,17,PCT 017,5303,143,0,0,0,0,0,57,76,0,10,0,0,0,0,0,0,0,0,99,44,0,0,98,33,0,12,80,47,0,16
COLL,17,PCT 017,5303,8,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,4,0,0,5,3,0,0
COLL,17,PCT 017,5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,17,PCT 017,5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,18,PCT 018,987,13,0,0,0,0,0,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,7,3,0,3
COLL,18,PCT 018,987,17,0,0,0,0,0,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,13,3,0,1
COLL,18,PCT 018,987,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0
COLL,18,PCT 018,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,18,PCT 018,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,19,PCT 019,1584,21,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,17,4,0,0
COLL,19,PCT 019,1584,56,0,0,0,0,0,23,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,20,0,0,44,11,0,1
COLL,19,PCT 019,1584,7,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,3,0,0
COLL,19,PCT 019,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,19,PCT 019,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,20,PCT 020,1721,58,0,0,0,0,0,25,27,0,6,0,0,0,0,0,0,0,0,41,14,0,3,31,21,0,6,28,19,0,11
COLL,20,PCT 020,1721,86,0,0,0,0,0,33,43,0,10,0,0,0,0,0,0,0,0,54,27,0,5,47,32,0,7,48,26,0,12
COLL,20,PCT 020,1721,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0
COLL,20,PCT 020,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,20,PCT 020,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,21,PCT 021,4259,49,0,0,0,0,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,2,35,13,0,1
COLL,21,PCT 021,4259,93,0,0,0,0,0,32,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,0,3,69,20,0,4
COLL,21,PCT 021,4259,10,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,2,0,2
COLL,21,PCT 021,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,21,PCT 021,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,22,PCT 022,4673,82,0,0,0,0,0,26,42,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,65,0,0,29,29,0,24
COLL,22,PCT 022,4673,240,0,0,0,0,0,91,113,0,36,0,0,0,0,0,0,0,0,0,0,0,0,45,191,0,4,92,80,0,68
COLL,22,PCT 022,4673,15,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,5,7,0,3
COLL,22,PCT 022,4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,22,PCT 022,4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,23,PCT 023,3330,11,0,3,5,0,3,6,3,0,2,0,0,0,0,4,7,0,0,0,0,0,0,7,0,0,4,5,1,0,5
COLL,23,PCT 023,3330,20,0,9,8,0,3,7,9,0,4,0,0,0,0,12,8,0,0,0,0,0,0,11,4,0,5,8,7,0,5
COLL,23,PCT 023,3330,4,0,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,3,1,0,0
COLL,23,PCT 023,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,23,PCT 023,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,24,PCT 024,2281,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,3,0,2
COLL,24,PCT 024,2281,20,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,12,8,0,0
COLL,24,PCT 024,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,24,PCT 024,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,24,PCT 024,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,25,PCT 025,4079,25,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,3,16,6,0,3
COLL,25,PCT 025,4079,54,0,0,0,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,0,1,24,26,0,4
COLL,25,PCT 025,4079,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0
COLL,25,PCT 025,4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLL,25,PCT 025,4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
