political_subdivison,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early-votes,election_votes,Absentee Voting Votes,Early Voting Votes
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,LIEUTENANT GOVERNOR,AARON SORRELLS,,8,8,0,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,LIEUTENANT GOVERNOR,TODD M. BULLIS,,2,4,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,ATTORNEY GENERAL,EVA GUZMAN,,21,13,0,21
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,ATTORNEY GENERAL,LOUIE GOHMERT,,88,121,0,88
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,ATTORNEY GENERAL,GEORGE P. BUSH,,10,19,0,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,ATTORNEY GENERAL,KEN PAXTON,,59,53,4,55
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMPTROLLER OF PUBLIC ACCOUNTS,MARK V. GOLOBY,,21,41,0,21
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,,137,143,4,133
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,RUFUS LOPEZ,,5,5,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,,15,35,0,15
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,WESTON MARTINEZ,,4,8,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,VICTOR AVILA,,3,12,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,,46,51,0,46
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,BEN ARMENTA,,5,5,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,DON W. MINTON,,22,26,2,20
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF THE GENERAL LAND OFFICE,JON SPIERS,,33,24,0,33
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF AGRICULTURE,SID MILLER,,104,110,2,102
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF AGRICULTURE,CAREY A. COUNSIL,,5,11,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COMMISSIONER OF AGRICULTURE,JAMES WHITE,,51,67,2,49
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,RAILROAD COMMISSIONER,"MARVIN ""SARGE"" SUMMERS",,25,29,0,25
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,RAILROAD COMMISSIONER,DAWAYNE TIPTON,,9,19,0,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,RAILROAD COMMISSIONER,SARAH STOGNER,,24,29,0,24
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,,68,71,4,64
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,RAILROAD COMMISSIONER,TOM SLOCUM JR,,13,26,0,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,,154,171,3,151
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,,152,168,3,149
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUSTICE, SUPREME COURT, PLACE 9",DAVID J. SCHENCK,,63,81,0,63
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUSTICE, SUPREME COURT, PLACE 9",EVAN YOUNG,,71,85,4,67
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 2",MARY LOU KEEL,,148,167,3,145
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",CLINT MORGAN,,58,82,0,58
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",SCOTT WALKER,,83,86,4,79
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6","JESSE F. MCCLURE, III",,147,166,3,144
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 9",KEVEN M. ELLIS,,150,171,3,147
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"STATE SENATOR, DISTRICT 1",BRYAN HUGHES,,169,183,4,165
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,STATE REPRESENTATIVE DISTRICT 5,DEWEY R. COLLIER,,37,47,0,37
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,STATE REPRESENTATIVE DISTRICT 5,COLE HEFNER,,133,144,4,129
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"CHIEF JUSTICE, 6TH COURT OF APPEALS DISTRICT",SCOTT E. STEVENS,,150,171,3,147
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"JUSTICE, 12TH COURT OF APPEALS DISTRICT, PLACE 2",BRIAN HOYLE,,150,171,3,147
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,"DISTRICT JUDGE, 115TH JUDICIAL DISTRICT",DEAN FOWLER,,167,184,4,163
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,CRIMINAL DISTRICT ATTORNEY UPSHUR COUNTY,BILLY BYRD,,168,180,4,164
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COUNTY JUDGE,TODD TEFTELLER,,167,183,4,163
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,DISTRICT CLERK,KAREN BUNN,,59,91,2,57
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,DISTRICT CLERK,NICOLE HERNANDEZ,,112,105,2,110
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COUNTY CLERK,TERRI ROSS,,164,183,3,161
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COUNTY TREASURER,BRANDY VICK,,162,182,4,158
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,JUSTICE OF THE PEACE PRECINCT 1,WYONE MANES,,165,178,4,161
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COUNTY CHAIRMAN,CARL BYERS,,121,131,1,120
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,COUNTY CHAIRMAN,DE'BORAH STORMCLOUD DEAZ,,28,37,2,26
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 1,For,,172,190,4,168
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 1,Against,,5,12,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 2,For,,142,171,2,140
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 2,Against,,29,30,2,27
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 3,For,,173,193,4,169
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 3,Against,,2,10,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 4,For,,167,188,4,163
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 4,Against,,9,12,0,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 5,For,,160,182,4,156
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 5,Against,,14,17,0,14
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 6,For,,150,168,4,146
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 6,Against,,22,32,0,22
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 7,For,,175,195,4,171
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 7,Against,,1,6,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 8,For,,170,188,4,166
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 8,Against,,4,11,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 9,For,,161,178,4,157
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 9,Against,,15,21,0,15
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 10,For,,169,193,4,165
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,1,1752,PROPOSITION 10,Against,,7,7,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,U. S. REPRESENTATIVE DISTRICT 1,JOHN PORRO,,20,32,1,19
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,U. S. REPRESENTATIVE DISTRICT 1,"ADITYA ""A.D."" ATHOLI",,5,23,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,U. S. REPRESENTATIVE DISTRICT 1,JOE MCDANIEL,,45,78,8,37
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,U. S. REPRESENTATIVE DISTRICT 1,NATHANIEL MORAN,,102,188,4,98
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,KANDY KAYE HORN,,0,2,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,CHAD PRATHER,,8,20,1,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,DON HUFFINES,,11,18,0,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,ALLEN B. WEST,,12,25,2,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,PAUL BELEW,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,DANNY HARRISON,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,RICK PERRY,,3,7,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,GOVERNOR,GREG ABBOTT,,142,279,10,132
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,TRAYCE BRADFORD,,11,18,1,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,DANIEL MILLER,,7,19,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,ZACH VANCE,,3,5,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,DAN PATRICK,,138,269,11,127
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,AARON SORRELLS,,9,13,0,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,LIEUTENANT GOVERNOR,TODD M. BULLIS,,4,8,1,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,ATTORNEY GENERAL,EVA GUZMAN,,14,7,2,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,ATTORNEY GENERAL,LOUIE GOHMERT,,110,213,9,101
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,ATTORNEY GENERAL,GEORGE P. BUSH,,11,28,1,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,ATTORNEY GENERAL,KEN PAXTON,,41,101,1,40
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMPTROLLER OF PUBLIC ACCOUNTS,MARK V. GOLOBY,,43,71,1,42
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,,116,231,12,104
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,RUFUS LOPEZ,,8,17,0,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,,25,43,0,25
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,WESTON MARTINEZ,,5,10,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,VICTOR AVILA,,19,14,2,17
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,,49,75,7,42
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,BEN ARMENTA,,2,3,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,DON W. MINTON,,8,33,1,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF THE GENERAL LAND OFFICE,JON SPIERS,,33,70,1,32
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF AGRICULTURE,SID MILLER,,108,183,7,101
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF AGRICULTURE,CAREY A. COUNSIL,,6,11,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COMMISSIONER OF AGRICULTURE,JAMES WHITE,,50,106,4,46
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,RAILROAD COMMISSIONER,"MARVIN ""SARGE"" SUMMERS",,27,49,4,23
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,RAILROAD COMMISSIONER,DAWAYNE TIPTON,,14,29,1,13
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,RAILROAD COMMISSIONER,SARAH STOGNER,,21,29,2,19
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,,66,132,5,61
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,RAILROAD COMMISSIONER,TOM SLOCUM JR,,26,50,1,25
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,,161,277,13,148
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,,159,273,13,146
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUSTICE, SUPREME COURT, PLACE 9",DAVID J. SCHENCK,,77,132,1,76
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUSTICE, SUPREME COURT, PLACE 9",EVAN YOUNG,,81,146,12,69
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 2",MARY LOU KEEL,,158,269,13,145
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",CLINT MORGAN,,72,122,3,69
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",SCOTT WALKER,,83,161,10,73
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6","JESSE F. MCCLURE, III",,155,267,13,142
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 9",KEVEN M. ELLIS,,154,267,13,141
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"STATE SENATOR, DISTRICT 1",BRYAN HUGHES,,166,306,13,153
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,STATE REPRESENTATIVE DISTRICT 5,DEWEY R. COLLIER,,43,64,2,41
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,STATE REPRESENTATIVE DISTRICT 5,COLE HEFNER,,121,251,10,111
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"CHIEF JUSTICE, 6TH COURT OF APPEALS DISTRICT",SCOTT E. STEVENS,,159,268,13,146
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"JUSTICE, 12TH COURT OF APPEALS DISTRICT, PLACE 2",BRIAN HOYLE,,158,267,13,145
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,"DISTRICT JUDGE, 115TH JUDICIAL DISTRICT",DEAN FOWLER,,164,283,13,151
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,CRIMINAL DISTRICT ATTORNEY UPSHUR COUNTY,BILLY BYRD,,163,284,13,150
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COUNTY JUDGE,TODD TEFTELLER,,160,289,13,147
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,DISTRICT CLERK,KAREN BUNN,,85,159,7,78
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,DISTRICT CLERK,NICOLE HERNANDEZ,,79,152,5,74
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COUNTY CLERK,TERRI ROSS,,160,269,12,148
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COUNTY TREASURER,BRANDY VICK,,160,272,12,148
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,JUSTICE OF THE PEACE PRECINCT 1,WYONE MANES,,158,270,12,146
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COUNTY CHAIRMAN,CARL BYERS,,122,240,9,113
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,COUNTY CHAIRMAN,DE'BORAH STORMCLOUD DEAZ,,35,43,3,32
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,PROPOSITION 1,For,,167,342,13,154
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,PROPOSITION 1,Against,,4,4,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,PROPOSITION 2,For,,144,290,12,132
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,PROPOSITION 2,Against,,24,44,1,23
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,PROPOSITION 3,For,,160,327,11,149
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST REPUBLICAN PRIMARY,0,,2,2874,PROPOSITION 3,Against,,10,18,2,8
