political_subdivision,election_date,election_name,total provisional ballots,total provisioinal ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Comptroller of Public Accounts,Angel Luis Vega,,4,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Commissioner of the General Land Office,Jinny Suh,,3,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Commissioner of the General Land Office,Michael Lange,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Commissioner of the General Land Office,Sandragrace Martinez,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Commissioner of the General Land Office,Jay Kleberg,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Commissioner of Agriculture,Susan Hays,,2,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Commissioner of Agriculture,Ed Ireson,,3,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Railroad Commissioner,Luke Warford,,3,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"Justice, Supreme Court, Place 3",Erin A. Nowell,,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"Justice, Supreme Court, Place 5",Amanda Reichek,,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"Justice, Supreme Court, Place 9",Julia Maldonado,,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"County Commissioner, Precinct No. 2",Robert Ruiz,,4,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"Justice of the Peace, Precinct No. 2",David DeLeon,,4,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,County Chairman,David Martinez,,4,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"United States Representative, District 13",Kathleen Brown,,32,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Governor,Inocencio (Inno) Barrientez,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Governor,Joy Diaz,,6,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Governor,Beto O'Rourke,,27,22
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Governor,Michael Cooper,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Lieutenant Governor,Carla Brailey,,15,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Lieutenant Governor,Michelle Beckley,,12,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Lieutenant Governor,Mike Collier,,8,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Attorney General,Joe Jaworski,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Attorney General,Lee Merritt,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Attorney General,Rochelle Mercedes Garza,,27,22
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Attorney General,"S. ""TBone"" Raynor",,1,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Attorney General,Mike Fields,,4,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Comptroller of Public Accounts,Janet T. Dudding,,10,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Comptroller of Public Accounts,Tim Mahoney,,2,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Comptroller of Public Accounts,Angel Luis Vega,,22,17
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Commissioner of the General Land Office,Jinny Suh,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Commissioner of the General Land Office,Michael Lange,,3,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Commissioner of the General Land Office,Sandragrace Martinez,,26,19
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Commissioner of the General Land Office,Jay Kleberg,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Commissioner of Agriculture,Susan Hays,,27,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Commissioner of Agriculture,Ed Ireson,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,Railroad Commissioner,Luke Warford,,33,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"Justice, Supreme Court, Place 3",Erin A. Nowell,,33,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"Justice, Supreme Court, Place 5",Amanda Reichek,,33,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"Justice, Supreme Court, Place 9",Julia Maldonado,,35,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,33,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,32,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"County Commissioner, Precinct No. 2",Robert Ruiz,,35,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,"Justice of the Peace, Precinct No. 2",David DeLeon,,34,26
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,223,2054,County Chairman,David Martinez,,34,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"United States Representative, District 13",Kathleen Brown,,43,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Governor,Inocencio (Inno) Barrientez,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Governor,Joy Diaz,,3,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Governor,Beto O'Rourke,,41,30
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Governor,Rich Wakeland,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Governor,Michael Cooper,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Lieutenant Governor,Carla Brailey,,9,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Lieutenant Governor,Michelle Beckley,,26,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Lieutenant Governor,Mike Collier,,10,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Attorney General,Joe Jaworski,,7,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Attorney General,Lee Merritt,,10,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Attorney General,Rochelle Mercedes Garza,,23,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Attorney General,"S. ""TBone"" Raynor",,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Attorney General,Mike Fields,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Comptroller of Public Accounts,Janet T. Dudding,,8,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Comptroller of Public Accounts,Tim Mahoney,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Comptroller of Public Accounts,Angel Luis Vega,,32,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Commissioner of the General Land Office,Jinny Suh,,15,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Commissioner of the General Land Office,Michael Lange,,5,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Commissioner of the General Land Office,Sandragrace Martinez,,24,17
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Commissioner of the General Land Office,Jay Kleberg,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Commissioner of Agriculture,Susan Hays,,39,26
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Commissioner of Agriculture,Ed Ireson,,7,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,Railroad Commissioner,Luke Warford,,40,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"Justice, Supreme Court, Place 3",Erin A. Nowell,,39,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"Justice, Supreme Court, Place 5",Amanda Reichek,,42,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"Justice, Supreme Court, Place 9",Julia Maldonado,,44,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,42,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,41,26
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"County Commissioner, Precinct No. 2",Robert Ruiz,,43,28
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,"Justice of the Peace, Precinct No. 2",David DeLeon,,43,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,224,2915,County Chairman,David Martinez,,43,28
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"United States Representative, District 13",Kathleen Brown,,12,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Governor,Inocencio (Inno) Barrientez,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Governor,Joy Diaz,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Governor,Beto O'Rourke,,13,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Governor,Rich Wakeland,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Governor,Michael Cooper,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Lieutenant Governor,Carla Brailey,,4,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Lieutenant Governor,Michelle Beckley,,4,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Lieutenant Governor,Mike Collier,,6,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Attorney General,Joe Jaworski,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Attorney General,Lee Merritt,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Attorney General,Rochelle Mercedes Garza,,9,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Attorney General,"S. ""TBone"" Raynor",,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Attorney General,Mike Fields,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Comptroller of Public Accounts,Janet T. Dudding,,4,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Comptroller of Public Accounts,Tim Mahoney,,3,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Comptroller of Public Accounts,Angel Luis Vega,,7,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Commissioner of the General Land Office,Jinny Suh,,1,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Commissioner of the General Land Office,Michael Lange,,1,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Commissioner of the General Land Office,Sandragrace Martinez,,9,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Commissioner of the General Land Office,Jay Kleberg,,3,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Commissioner of Agriculture,Susan Hays,,14,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Commissioner of Agriculture,Ed Ireson,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,Railroad Commissioner,Luke Warford,,12,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"Justice, Supreme Court, Place 3",Erin A. Nowell,,12,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"Justice, Supreme Court, Place 5",Amanda Reichek,,12,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"Justice, Supreme Court, Place 9",Julia Maldonado,,12,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,12,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,12,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"County Commissioner, Precinct No. 2",Robert Ruiz,,14,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,"Justice of the Peace, Precinct No. 2",David DeLeon,,14,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,225,1814,County Chairman,David Martinez,,13,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,"United States Representative, District 13",Kathleen Brown,,26,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Governor,Inocencio (Inno) Barrientez,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Governor,Joy Diaz,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Governor,Beto O'Rourke,,25,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Governor,Rich Wakeland,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Governor,Michael Cooper,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Lieutenant Governor,Carla Brailey,,8,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Lieutenant Governor,Michelle Beckley,,6,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Lieutenant Governor,Mike Collier,,13,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Attorney General,Joe Jaworski,,8,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Attorney General,Lee Merritt,,6,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Attorney General,Rochelle Mercedes Garza,,10,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Attorney General,"S. ""TBone"" Raynor",,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Attorney General,Mike Fields,,3,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Comptroller of Public Accounts,Janet T. Dudding,,9,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Comptroller of Public Accounts,Tim Mahoney,,12,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Comptroller of Public Accounts,Angel Luis Vega,,6,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Commissioner of the General Land Office,Jinny Suh,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Commissioner of the General Land Office,Michael Lange,,8,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Commissioner of the General Land Office,Sandragrace Martinez,,5,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Commissioner of the General Land Office,Jay Kleberg,,7,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Commissioner of Agriculture,Susan Hays,,17,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Commissioner of Agriculture,Ed Ireson,,10,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,Railroad Commissioner,Luke Warford,,26,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,"Justice, Supreme Court, Place 3",Erin A. Nowell,,25,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,"Justice, Supreme Court, Place 5",Amanda Reichek,,25,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,"Justice, Supreme Court, Place 9",Julia Maldonado,,25,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,25,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,26,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,321,2864,County Chairman,David Martinez,,26,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,"United States Representative, District 13",Kathleen Brown,,2,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Governor,Inocencio (Inno) Barrientez,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Governor,Joy Diaz,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Governor,Beto O'Rourke,,2,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Governor,Michael Cooper,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Lieutenant Governor,Carla Brailey,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Lieutenant Governor,Michelle Beckley,,0,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Lieutenant Governor,Mike Collier,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Attorney General,Joe Jaworski,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Attorney General,Lee Merritt,,0,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Attorney General,Rochelle Mercedes Garza,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Attorney General,"S. ""TBone"" Raynor",,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Attorney General,Mike Fields,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Comptroller of Public Accounts,Janet T. Dudding,,2,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Comptroller of Public Accounts,Tim Mahoney,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Comptroller of Public Accounts,Angel Luis Vega,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Commissioner of the General Land Office,Jinny Suh,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Commissioner of the General Land Office,Michael Lange,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Commissioner of the General Land Office,Sandragrace Martinez,,0,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Commissioner of the General Land Office,Jay Kleberg,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Commissioner of Agriculture,Susan Hays,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Commissioner of Agriculture,Ed Ireson,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,Railroad Commissioner,Luke Warford,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,"Justice, Supreme Court, Place 3",Erin A. Nowell,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,"Justice, Supreme Court, Place 5",Amanda Reichek,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,"Justice, Supreme Court, Place 9",Julia Maldonado,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,322,199,County Chairman,David Martinez,,2,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,"United States Representative, District 13",Kathleen Brown,,42,28
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Governor,Inocencio (Inno) Barrientez,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Governor,Joy Diaz,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Governor,Beto O'Rourke,,39,30
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Governor,Rich Wakeland,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Governor,Michael Cooper,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Lieutenant Governor,Carla Brailey,,12,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Lieutenant Governor,Michelle Beckley,,12,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Lieutenant Governor,Mike Collier,,18,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Attorney General,Joe Jaworski,,8,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Attorney General,Lee Merritt,,4,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Attorney General,Rochelle Mercedes Garza,,19,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Attorney General,"S. ""TBone"" Raynor",,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Attorney General,Mike Fields,,8,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Comptroller of Public Accounts,Janet T. Dudding,,24,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Comptroller of Public Accounts,Tim Mahoney,,8,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Comptroller of Public Accounts,Angel Luis Vega,,10,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Commissioner of the General Land Office,Jinny Suh,,10,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Commissioner of the General Land Office,Michael Lange,,10,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Commissioner of the General Land Office,Sandragrace Martinez,,13,17
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Commissioner of the General Land Office,Jay Kleberg,,9,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Commissioner of Agriculture,Susan Hays,,33,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Commissioner of Agriculture,Ed Ireson,,9,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,Railroad Commissioner,Luke Warford,,42,28
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,"Justice, Supreme Court, Place 3",Erin A. Nowell,,42,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,"Justice, Supreme Court, Place 5",Amanda Reichek,,42,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,"Justice, Supreme Court, Place 9",Julia Maldonado,,42,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,41,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,41,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,323,4170,County Chairman,David Martinez,,41,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,"United States Representative, District 13",Kathleen Brown,,91,40
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Governor,Inocencio (Inno) Barrientez,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Governor,Joy Diaz,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Governor,Beto O'Rourke,,91,37
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Governor,Rich Wakeland,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Governor,Michael Cooper,,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Lieutenant Governor,Carla Brailey,,31,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Lieutenant Governor,Michelle Beckley,,24,17
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Lieutenant Governor,Mike Collier,,39,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Attorney General,Joe Jaworski,,22,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Attorney General,Lee Merritt,,26,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Attorney General,Rochelle Mercedes Garza,,28,15
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Attorney General,"S. ""TBone"" Raynor",,7,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Attorney General,Mike Fields,,14,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Comptroller of Public Accounts,Janet T. Dudding,,54,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Comptroller of Public Accounts,Tim Mahoney,,16,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Comptroller of Public Accounts,Angel Luis Vega,,22,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Commissioner of the General Land Office,Jinny Suh,,28,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Commissioner of the General Land Office,Michael Lange,,17,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Commissioner of the General Land Office,Sandragrace Martinez,,15,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Commissioner of the General Land Office,Jay Kleberg,,29,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Commissioner of Agriculture,Susan Hays,,70,37
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Commissioner of Agriculture,Ed Ireson,,21,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,Railroad Commissioner,Luke Warford,,90,39
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,"Justice, Supreme Court, Place 3",Erin A. Nowell,,89,38
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,324,4457,"Justice, Supreme Court, Place 5",Amanda Reichek,,87,37
