political_subdivision,election_date,election_name,total provisional ballots,total provisioinal ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Governor,Michael Cooper,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Lieutenant Governor,Carla Brailey,,11,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Lieutenant Governor,Michelle Beckley,,6,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Lieutenant Governor,Mike Collier,,13,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Attorney General,Joe Jaworski,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Attorney General,Lee Merritt,,3,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Attorney General,Rochelle Mercedes Garza,,13,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Attorney General,"S. ""TBone"" Raynor",,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Attorney General,Mike Fields,,5,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Comptroller of Public Accounts,Janet T. Dudding,,15,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Comptroller of Public Accounts,Tim Mahoney,,7,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Comptroller of Public Accounts,Angel Luis Vega,,7,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Commissioner of the General Land Office,Jinny Suh,,6,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Commissioner of the General Land Office,Michael Lange,,7,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Commissioner of the General Land Office,Sandragrace Martinez,,8,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Commissioner of the General Land Office,Jay Kleberg,,8,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Commissioner of Agriculture,Susan Hays,,21,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Commissioner of Agriculture,Ed Ireson,,8,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,Railroad Commissioner,Luke Warford,,29,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,"Justice, Supreme Court, Place 3",Erin A. Nowell,,28,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,"Justice, Supreme Court, Place 5",Amanda Reichek,,29,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,"Justice, Supreme Court, Place 9",Julia Maldonado,,29,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,29,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,29,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,122,2862,County Chairman,David Martinez,,28,28
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,"United States Representative, District 13",Kathleen Brown,,73,61
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Governor,Inocencio (Inno) Barrientez,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Governor,Joy Diaz,,1,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Governor,Beto O'Rourke,,75,59
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Governor,Michael Cooper,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Lieutenant Governor,Carla Brailey,,14,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Lieutenant Governor,Michelle Beckley,,35,30
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Lieutenant Governor,Mike Collier,,25,18
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Attorney General,Joe Jaworski,,19,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Attorney General,Lee Merritt,,9,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Attorney General,Rochelle Mercedes Garza,,33,29
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Attorney General,"S. ""TBone"" Raynor",,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Attorney General,Mike Fields,,7,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Comptroller of Public Accounts,Janet T. Dudding,,45,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Comptroller of Public Accounts,Tim Mahoney,,15,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Comptroller of Public Accounts,Angel Luis Vega,,12,18
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Commissioner of the General Land Office,Jinny Suh,,25,19
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Commissioner of the General Land Office,Michael Lange,,10,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Commissioner of the General Land Office,Sandragrace Martinez,,19,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Commissioner of the General Land Office,Jay Kleberg,,15,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Commissioner of Agriculture,Susan Hays,,61,53
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Commissioner of Agriculture,Ed Ireson,,11,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,Railroad Commissioner,Luke Warford,,69,59
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,"Justice, Supreme Court, Place 3",Erin A. Nowell,,71,58
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,"Justice, Supreme Court, Place 5",Amanda Reichek,,72,58
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,"Justice, Supreme Court, Place 9",Julia Maldonado,,72,59
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,72,58
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,71,59
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,123,3486,County Chairman,David Martinez,,74,61
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,"United States Representative, District 13",Kathleen Brown,,35,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Governor,Inocencio (Inno) Barrientez,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Governor,Joy Diaz,,0,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Governor,Beto O'Rourke,,38,30
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Governor,Michael Cooper,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Lieutenant Governor,Carla Brailey,,6,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Lieutenant Governor,Michelle Beckley,,15,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Lieutenant Governor,Mike Collier,,17,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Attorney General,Joe Jaworski,,10,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Attorney General,Lee Merritt,,4,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Attorney General,Rochelle Mercedes Garza,,11,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Attorney General,"S. ""TBone"" Raynor",,1,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Attorney General,Mike Fields,,11,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Comptroller of Public Accounts,Janet T. Dudding,,21,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Comptroller of Public Accounts,Tim Mahoney,,10,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Comptroller of Public Accounts,Angel Luis Vega,,6,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Commissioner of the General Land Office,Jinny Suh,,12,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Commissioner of the General Land Office,Michael Lange,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Commissioner of the General Land Office,Sandragrace Martinez,,7,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Commissioner of the General Land Office,Jay Kleberg,,9,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Commissioner of Agriculture,Susan Hays,,29,26
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Commissioner of Agriculture,Ed Ireson,,6,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,Railroad Commissioner,Luke Warford,,34,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,"Justice, Supreme Court, Place 3",Erin A. Nowell,,35,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,"Justice, Supreme Court, Place 5",Amanda Reichek,,35,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,"Justice, Supreme Court, Place 9",Julia Maldonado,,35,26
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,35,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,35,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,124,2287,County Chairman,David Martinez,,36,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,"United States Representative, District 13",Kathleen Brown,,71,73
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Governor,Inocencio (Inno) Barrientez,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Governor,Joy Diaz,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Governor,Beto O'Rourke,,67,73
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Governor,Rich Wakeland,,3,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Governor,Michael Cooper,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Lieutenant Governor,Carla Brailey,,23,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Lieutenant Governor,Michelle Beckley,,17,21
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Lieutenant Governor,Mike Collier,,32,19
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Attorney General,Joe Jaworski,,17,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Attorney General,Lee Merritt,,15,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Attorney General,Rochelle Mercedes Garza,,26,34
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Attorney General,"S. ""TBone"" Raynor",,3,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Attorney General,Mike Fields,,11,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Comptroller of Public Accounts,Janet T. Dudding,,37,34
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Comptroller of Public Accounts,Tim Mahoney,,14,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Comptroller of Public Accounts,Angel Luis Vega,,22,27
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Commissioner of the General Land Office,Jinny Suh,,13,19
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Commissioner of the General Land Office,Michael Lange,,13,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Commissioner of the General Land Office,Sandragrace Martinez,,18,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Commissioner of the General Land Office,Jay Kleberg,,26,18
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Commissioner of Agriculture,Susan Hays,,50,62
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Commissioner of Agriculture,Ed Ireson,,18,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,Railroad Commissioner,Luke Warford,,65,69
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,"Justice, Supreme Court, Place 3",Erin A. Nowell,,64,68
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,"Justice, Supreme Court, Place 5",Amanda Reichek,,66,70
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,"Justice, Supreme Court, Place 9",Julia Maldonado,,67,71
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,65,70
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,65,68
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,125,3498,County Chairman,David Martinez,,68,70
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,"United States Representative, District 13",Kathleen Brown,,48,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Governor,Inocencio (Inno) Barrientez,,1,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Governor,Joy Diaz,,4,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Governor,Beto O'Rourke,,45,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Governor,Rich Wakeland,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Governor,Michael Cooper,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Lieutenant Governor,Carla Brailey,,10,8
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Lieutenant Governor,Michelle Beckley,,21,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Lieutenant Governor,Mike Collier,,17,13
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Attorney General,Joe Jaworski,,13,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Attorney General,Lee Merritt,,12,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Attorney General,Rochelle Mercedes Garza,,17,12
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Attorney General,"S. ""TBone"" Raynor",,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Attorney General,Mike Fields,,5,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Comptroller of Public Accounts,Janet T. Dudding,,18,18
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Comptroller of Public Accounts,Tim Mahoney,,13,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Comptroller of Public Accounts,Angel Luis Vega,,18,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Commissioner of the General Land Office,Jinny Suh,,16,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Commissioner of the General Land Office,Michael Lange,,9,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Commissioner of the General Land Office,Sandragrace Martinez,,13,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Commissioner of the General Land Office,Jay Kleberg,,10,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Commissioner of Agriculture,Susan Hays,,40,25
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Commissioner of Agriculture,Ed Ireson,,9,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,Railroad Commissioner,Luke Warford,,47,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,"Justice, Supreme Court, Place 3",Erin A. Nowell,,46,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,"Justice, Supreme Court, Place 5",Amanda Reichek,,46,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,"Justice, Supreme Court, Place 9",Julia Maldonado,,47,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,46,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,46,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,0,126,2682,County Chairman,David Martinez,,47,32
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"United States Representative, District 13",Kathleen Brown,,6,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Governor,Inocencio (Inno) Barrientez,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Governor,Joy Diaz,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Governor,Beto O'Rourke,,5,21
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Governor,Michael Cooper,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Lieutenant Governor,Carla Brailey,,3,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Lieutenant Governor,Michelle Beckley,,3,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Lieutenant Governor,Mike Collier,,0,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Attorney General,Joe Jaworski,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Attorney General,Lee Merritt,,1,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Attorney General,Rochelle Mercedes Garza,,4,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Attorney General,"S. ""TBone"" Raynor",,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Attorney General,Mike Fields,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Comptroller of Public Accounts,Janet T. Dudding,,3,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Comptroller of Public Accounts,Tim Mahoney,,0,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Comptroller of Public Accounts,Angel Luis Vega,,4,11
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Commissioner of the General Land Office,Jinny Suh,,1,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Commissioner of the General Land Office,Michael Lange,,2,7
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Commissioner of the General Land Office,Sandragrace Martinez,,2,10
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Commissioner of the General Land Office,Jay Kleberg,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Commissioner of Agriculture,Susan Hays,,7,14
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Commissioner of Agriculture,Ed Ireson,,0,9
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,Railroad Commissioner,Luke Warford,,5,22
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"Justice, Supreme Court, Place 3",Erin A. Nowell,,6,22
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"Justice, Supreme Court, Place 5",Amanda Reichek,,6,22
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"Justice, Supreme Court, Place 9",Julia Maldonado,,6,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,7,22
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,6,21
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"County Commissioner, Precinct No. 2",Robert Ruiz,,5,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,"Justice of the Peace, Precinct No. 2",David DeLeon,,7,23
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,221,1771,County Chairman,David Martinez,,7,24
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,"United States Representative, District 13",Kathleen Brown,,5,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Governor,Inocencio (Inno) Barrientez,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Governor,Joy Diaz,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Governor,Beto O'Rourke,,3,4
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Governor,Rich Wakeland,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Governor,Michael Cooper,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Lieutenant Governor,Carla Brailey,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Lieutenant Governor,Michelle Beckley,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Lieutenant Governor,Mike Collier,,1,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Attorney General,Joe Jaworski,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Attorney General,Lee Merritt,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Attorney General,Rochelle Mercedes Garza,,5,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Attorney General,"S. ""TBone"" Raynor",,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Attorney General,Mike Fields,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Comptroller of Public Accounts,Janet T. Dudding,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,0,0,222,1955,Comptroller of Public Accounts,Tim Mahoney,,1,2
