,,,,,#FormatVersion 1,,,,,,
Reagan County,3/1/2022,Democratic Party,0,0,1,0,Railroad Commissioner,Luke Warford,,0,4
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,0,4
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,0,4
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,0,3
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,0,3
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,0,4
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"Justice, 8th Court of Appeals District, Place No. 2. Unexpired Term",Lisa Soto,,0,3
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"Justice, 8th Court of Appeals District, Place No. 2. Unexpired Term",Veronica Teresa Lerma,,0,1
Reagan County,3/1/2022,Democratic Party,0,0,1,0,"District Judge, 112th Judicial District",Pedro (Pete) Gomez Jr,,0,4
Reagan County,3/1/2022,Republican Party,0,0,1,0,"United States Representative, District No. 23",Alía Garcia,,0,4
Reagan County,3/1/2022,Republican Party,0,0,1,0,"United States Representative, District No. 23",Alma Arredondo-Lynch,,0,1
Reagan County,3/1/2022,Republican Party,0,0,1,0,"United States Representative, District No. 23",Tony Gonzales,,4,17
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Paul Belew,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Danny Harrison,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Chad Prather,,1,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Don Huffines,,0,1
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Kandy Kaye Horn,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Allen B. West,,0,4
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Greg Abbott,,3,15
Reagan County,3/1/2022,Republican Party,0,0,1,0,Governor,Rick Perry,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Lieutenant Governor,Dan Patrick,,4,14
Reagan County,3/1/2022,Republican Party,0,0,1,0,Lieutenant Governor,Todd M. Bullis,,0,1
Reagan County,3/1/2022,Republican Party,0,0,1,0,Lieutenant Governor,Trayce Bradford,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Lieutenant Governor,Zach Vance,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Lieutenant Governor,Aaron Sorrells,,0,1
Reagan County,3/1/2022,Republican Party,0,0,1,0,Lieutenant Governor,Daniel Miller,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Attorney General,Ken Paxton,,3,9
Reagan County,3/1/2022,Republican Party,0,0,1,0,Attorney General,Eva Guzman,,1,3
Reagan County,3/1/2022,Republican Party,0,0,1,0,Attorney General,Louie Gohmert,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Attorney General,George P. Bush,,0,10
Reagan County,3/1/2022,Republican Party,0,0,1,0,Comptroller of Public Accounts,Glenn Hegar,,4,19
Reagan County,3/1/2022,Republican Party,0,0,1,0,Comptroller of Public Accounts,Mark V. Goloby,,0,3
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Jon Spiers,,2,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Tim Westley,,0,4
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Victor Avila,,0,6
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Don W. Minton,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Rufus Lopez,,0,3
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Ben Armenta,,1,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Dawn Buckingham,,1,7
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of the General Land Office,Weston Martinez,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of Agriculture,James White,,0,4
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of Agriculture,Sid Miller,,4,18
Reagan County,3/1/2022,Republican Party,0,0,1,0,Commissioner of Agriculture,Carey A. Counsil,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Railroad Commissioner,Wayne Christian,,1,10
Reagan County,3/1/2022,Republican Party,0,0,1,0,Railroad Commissioner,Sarah Stogner,,1,5
Reagan County,3/1/2022,Republican Party,0,0,1,0,Railroad Commissioner,Tom Slocum Jr,,1,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,0,3
Reagan County,3/1/2022,Republican Party,0,0,1,0,Railroad Commissioner,Dawayne Tipton,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,4,20
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,4,20
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Justice, Supreme Court, Place 9",David J. Schenck,,3,10
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Justice, Supreme Court, Place 9",Evan Young,,1,11
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,4,19
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,2,7
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,2,14
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,4,20
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Member, State Board of Education, District No. 15",Jay Johnson,,3,11
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Member, State Board of Education, District No. 15",Aaron Kinsey,,1,10
Reagan County,3/1/2022,Republican Party,0,0,1,0,"State Senator, District No. 31",Stormy Bradley,,1,3
Reagan County,3/1/2022,Republican Party,0,0,1,0,"State Senator, District No. 31",Kevin Sparks,,3,11
Reagan County,3/1/2022,Republican Party,0,0,1,0,"State Senator, District No. 31",Tim Reid,,0,6
Reagan County,3/1/2022,Republican Party,0,0,1,0,"State Senator, District No. 31",Jesse Quackenbush,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,"State Representative,  District No. 72",Drew Darby,,4,21
Reagan County,3/1/2022,Republican Party,0,0,1,0,"Justice, 8th Court of Appeals District, Place No. 2, Unexpired Term",Jeff Alley,,4,20
Reagan County,3/1/2022,Republican Party,0,0,1,0,County Judge,Jim O'Bryan,,4,21
Reagan County,3/1/2022,Republican Party,0,0,1,0,County and District Clerk,Tammy Hodge,,3,21
Reagan County,3/1/2022,Republican Party,0,0,1,0,County Treasurer,Leticia Quinonez,,4,19
Reagan County,3/1/2022,Republican Party,0,0,1,0,Justice of the Peace,Patty Davenport,,3,21
Reagan County,3/1/2022,Republican Party,0,0,1,0,County Chairman,Cindy Weatherby,,4,21
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 1,YES,,3,17
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 1,NO,,1,5
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 2,YES,,2,18
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 2,NO,,2,4
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 3,YES,,4,16
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 3,NO,,0,6
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 4,YES,,4,20
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 4,NO,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 5,YES,,4,18
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 5,NO,,0,4
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 6,YES,,3,17
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 6,NO,,1,5
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 7,YES,,4,21
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 7,NO,,0,0
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 8,YES,,4,20
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 8,NO,,0,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 9,YES,,3,20
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 9,NO,,1,2
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 10,YES,,3,17
Reagan County,3/1/2022,Republican Party,0,0,1,0,Proposition 10,NO,,1,4
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"United States Representative, District No. 23",Priscilla Golden,,3,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"United States Representative, District No. 23",John Lira,,1,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Governor,Joy Diaz,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Governor,Beto O'Rourke,,6,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Governor,Inocencio (Inno) Barrientez,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Governor,Rich Wakeland,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Governor,Michael Cooper,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Lieutenant Governor,Mike Collier,,3,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Lieutenant Governor,Carla Brailey,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Lieutenant Governor,Michelle Beckley,,1,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Attorney General,Joe Jaworski,,1,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Attorney General,Lee Merritt,,0,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Attorney General,"S. ""TBone"" Raynor",,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Attorney General,Mike Fields,,2,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Attorney General,Rochelle Mercedes Garza,,1,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Comptroller of Public Accounts,Tim Mahoney,,2,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Comptroller of Public Accounts,Janet T. Dudding,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Comptroller of Public Accounts,Angel Luis Vega,,1,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Commissioner of the General Land Office,Jinny Suh,,1,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Commissioner of the General Land Office,Jay Kleberg,,1,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Commissioner of the General Land Office,Michael Lange,,2,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,1
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Commissioner of Agriculture,Ed Ireson,,1,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Commissioner of Agriculture,Susan Hays,,2,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,Railroad Commissioner,Luke Warford,,3,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,3,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,4,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,4,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,3,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,3,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"Justice, 8th Court of Appeals District, Place No. 2. Unexpired Term",Lisa Soto,,3,2
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"Justice, 8th Court of Appeals District, Place No. 2. Unexpired Term",Veronica Teresa Lerma,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,2,0,"District Judge, 112th Judicial District",Pedro (Pete) Gomez Jr,,3,2
Reagan County,3/1/2022,Republican Party,0,0,2,0,"United States Representative, District No. 23",Alía Garcia,,4,3
Reagan County,3/1/2022,Republican Party,0,0,2,0,"United States Representative, District No. 23",Alma Arredondo-Lynch,,4,4
Reagan County,3/1/2022,Republican Party,0,0,2,0,"United States Representative, District No. 23",Tony Gonzales,,37,56
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Paul Belew,,2,0
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Danny Harrison,,1,0
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Chad Prather,,4,10
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Don Huffines,,1,0
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Kandy Kaye Horn,,0,1
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Allen B. West,,1,1
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Greg Abbott,,34,54
Reagan County,3/1/2022,Republican Party,0,0,2,0,Governor,Rick Perry,,2,3
Reagan County,3/1/2022,Republican Party,0,0,2,0,Lieutenant Governor,Dan Patrick,,35,48
Reagan County,3/1/2022,Republican Party,0,0,2,0,Lieutenant Governor,Todd M. Bullis,,2,1
Reagan County,3/1/2022,Republican Party,0,0,2,0,Lieutenant Governor,Trayce Bradford,,1,0
Reagan County,3/1/2022,Republican Party,0,0,2,0,Lieutenant Governor,Zach Vance,,2,3
Reagan County,3/1/2022,Republican Party,0,0,2,0,Lieutenant Governor,Aaron Sorrells,,0,4
Reagan County,3/1/2022,Republican Party,0,0,2,0,Lieutenant Governor,Daniel Miller,,3,9
Reagan County,3/1/2022,Republican Party,0,0,2,0,Attorney General,Ken Paxton,,17,36
Reagan County,3/1/2022,Republican Party,0,0,2,0,Attorney General,Eva Guzman,,10,13
Reagan County,3/1/2022,Republican Party,0,0,2,0,Attorney General,Louie Gohmert,,3,2
Reagan County,3/1/2022,Republican Party,0,0,2,0,Attorney General,George P. Bush,,13,16
Reagan County,3/1/2022,Republican Party,0,0,2,0,Comptroller of Public Accounts,Glenn Hegar,,31,49
Reagan County,3/1/2022,Republican Party,0,0,2,0,Comptroller of Public Accounts,Mark V. Goloby,,4,9
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Jon Spiers,,7,17
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Tim Westley,,11,10
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Victor Avila,,0,3
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Don W. Minton,,3,4
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Rufus Lopez,,3,0
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Ben Armenta,,0,2
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Dawn Buckingham,,9,12
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of the General Land Office,Weston Martinez,,2,3
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of Agriculture,James White,,15,24
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of Agriculture,Sid Miller,,22,32
Reagan County,3/1/2022,Republican Party,0,0,2,0,Commissioner of Agriculture,Carey A. Counsil,,0,1
Reagan County,3/1/2022,Republican Party,0,0,2,0,Railroad Commissioner,Wayne Christian,,14,25
Reagan County,3/1/2022,Republican Party,0,0,2,0,Railroad Commissioner,Sarah Stogner,,6,8
Reagan County,3/1/2022,Republican Party,0,0,2,0,Railroad Commissioner,Tom Slocum Jr,,8,8
Reagan County,3/1/2022,Republican Party,0,0,2,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,4,4
Reagan County,3/1/2022,Republican Party,0,0,2,0,Railroad Commissioner,Dawayne Tipton,,4,9
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,36,54
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,33,54
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Justice, Supreme Court, Place 9",David J. Schenck,,16,32
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Justice, Supreme Court, Place 9",Evan Young,,15,20
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,32,54
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,13,28
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,20,24
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,31,54
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Member, State Board of Education, District No. 15",Jay Johnson,,20,22
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Member, State Board of Education, District No. 15",Aaron Kinsey,,14,28
Reagan County,3/1/2022,Republican Party,0,0,2,0,"State Senator, District No. 31",Stormy Bradley,,12,10
Reagan County,3/1/2022,Republican Party,0,0,2,0,"State Senator, District No. 31",Kevin Sparks,,19,40
Reagan County,3/1/2022,Republican Party,0,0,2,0,"State Senator, District No. 31",Tim Reid,,9,10
Reagan County,3/1/2022,Republican Party,0,0,2,0,"State Senator, District No. 31",Jesse Quackenbush,,1,0
Reagan County,3/1/2022,Republican Party,0,0,2,0,"State Representative,  District No. 72",Drew Darby,,40,60
Reagan County,3/1/2022,Republican Party,0,0,2,0,"Justice, 8th Court of Appeals District, Place No. 2, Unexpired Term",Jeff Alley,,31,55
Reagan County,3/1/2022,Republican Party,0,0,2,0,County Judge,Jim O'Bryan,,42,65
Reagan County,3/1/2022,Republican Party,0,0,2,0,County and District Clerk,Tammy Hodge,,42,66
Reagan County,3/1/2022,Republican Party,0,0,2,0,County Treasurer,Leticia Quinonez,,38,63
Reagan County,3/1/2022,Republican Party,0,0,2,0,"County Commissioner, Precinct No. 2",Tim Sellman,,40,62
Reagan County,3/1/2022,Republican Party,0,0,2,0,Justice of the Peace,Patty Davenport,,38,62
Reagan County,3/1/2022,Republican Party,0,0,2,0,County Chairman,Cindy Weatherby,,40,65
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 1,YES,,41,67
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 1,NO,,3,2
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 2,YES,,31,42
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 2,NO,,10,24
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 3,YES,,41,62
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 3,NO,,4,5
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 4,YES,,40,60
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 4,NO,,2,8
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 5,YES,,37,56
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 5,NO,,6,8
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 6,YES,,36,55
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 6,NO,,7,9
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 7,YES,,43,67
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 7,NO,,1,1
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 8,YES,,39,62
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 8,NO,,4,5
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 9,YES,,41,48
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 9,NO,,4,16
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 10,YES,,42,63
Reagan County,3/1/2022,Republican Party,0,0,2,0,Proposition 10,NO,,2,2
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"United States Representative, District No. 23",Priscilla Golden,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"United States Representative, District No. 23",John Lira,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Governor,Joy Diaz,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Governor,Beto O'Rourke,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Governor,Inocencio (Inno) Barrientez,,0,1
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Governor,Rich Wakeland,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Governor,Michael Cooper,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Lieutenant Governor,Mike Collier,,0,3
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Lieutenant Governor,Carla Brailey,,0,1
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Lieutenant Governor,Michelle Beckley,,0,2
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Attorney General,Joe Jaworski,,0,1
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Attorney General,Lee Merritt,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Attorney General,"S. ""TBone"" Raynor",,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Attorney General,Mike Fields,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Attorney General,Rochelle Mercedes Garza,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Comptroller of Public Accounts,Tim Mahoney,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Comptroller of Public Accounts,Janet T. Dudding,,0,2
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Comptroller of Public Accounts,Angel Luis Vega,,0,4
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Commissioner of the General Land Office,Jinny Suh,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Commissioner of the General Land Office,Jay Kleberg,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Commissioner of the General Land Office,Michael Lange,,0,1
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Commissioner of Agriculture,Ed Ireson,,0,0
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Commissioner of Agriculture,Susan Hays,,0,6
Reagan County,3/1/2022,Democratic Party,0,0,3,0,Railroad Commissioner,Luke Warford,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,0,6
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,0,4
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,0,5
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"Justice, 8th Court of Appeals District, Place No. 2. Unexpired Term",Lisa Soto,,0,2
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"Justice, 8th Court of Appeals District, Place No. 2. Unexpired Term",Veronica Teresa Lerma,,0,4
Reagan County,3/1/2022,Democratic Party,0,0,3,0,"District Judge, 112th Judicial District",Pedro (Pete) Gomez Jr,,0,5
Reagan County,3/1/2022,Republican Party,0,0,3,0,"United States Representative, District No. 23",Alía Garcia,,3,8
Reagan County,3/1/2022,Republican Party,0,0,3,0,"United States Representative, District No. 23",Alma Arredondo-Lynch,,1,3
Reagan County,3/1/2022,Republican Party,0,0,3,0,"United States Representative, District No. 23",Tony Gonzales,,29,33
Reagan County,3/1/2022,Republican Party,0,0,3,0,Governor,Paul Belew,,1,0
Reagan County,3/1/2022,Republican Party,0,0,3,0,Governor,Danny Harrison,,0,0
Reagan County,3/1/2022,Republican Party,0,0,3,0,Governor,Chad Prather,,3,11
Reagan County,3/1/2022,Republican Party,0,0,3,0,Governor,Don Huffines,,4,4
Reagan County,3/1/2022,Republican Party,0,0,3,0,Governor,Kandy Kaye Horn,,0,0
Reagan County,3/1/2022,Republican Party,0,0,3,0,Governor,Allen B. West,,2,6
Reagan County,3/1/2022,Republican Party,0,0,3,0,Governor,Greg Abbott,,23,24
