political_subdivison,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early-votes,election_votes,Absentee Voting Votes,Early Voting Votes
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,0,5,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,4,2,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,0,3,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,0,3,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,6,1,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,2,3,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,7,9,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COMMISSIONER OF AGRICULTURE,ED IRESON,,1,1,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,RAILROAD COMMISSIONER,LUKE WARFORD,,7,10,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,6,10,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,6,10,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,7,10,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,7,10,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,7,10,0,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,5,547,COUNTY CHAIRMAN,WINIFRED JACKSON,,8,10,0,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,U. S. REPRESENTATIVE DISTRICT 5,KATHLEEN CORDELIA BAILEY,,6,10,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,U. S. REPRESENTATIVE DISTRICT 5,TARTISHA HILL,,5,8,0,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,GOVERNOR,RICH WAKELAND,,1,0,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,GOVERNOR,BETO O'ROURKE,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,GOVERNOR,JOY DIAZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,GOVERNOR,MICHAEL COOPER,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,CARLA BRAILEY,,3,8,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,MIKE COLLIER,,6,7,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,2,3,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,3,4,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,ATTORNEY GENERAL,MIKE FIELDS,,3,5,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,ATTORNEY GENERAL,JOE JAWORSKI,,1,2,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,ATTORNEY GENERAL,LEE MERRITT,,4,6,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,3,5,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,2,9,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,6,4,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,3,6,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,0,2,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,4,5,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,4,5,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,9,13,2,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COMMISSIONER OF AGRICULTURE,ED IRESON,,2,4,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,RAILROAD COMMISSIONER,LUKE WARFORD,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,6,1567,COUNTY CHAIRMAN,WINIFRED JACKSON,,10,16,2,8
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,U. S. REPRESENTATIVE DISTRICT 5,KATHLEEN CORDELIA BAILEY,,35,20,18,17
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,U. S. REPRESENTATIVE DISTRICT 5,TARTISHA HILL,,24,20,12,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,GOVERNOR,RICH WAKELAND,,4,1,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,GOVERNOR,BETO O'ROURKE,,55,38,27,28
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,1,0,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,GOVERNOR,JOY DIAZ,,1,1,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,GOVERNOR,MICHAEL COOPER,,1,1,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,CARLA BRAILEY,,14,15,5,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,MIKE COLLIER,,28,16,18,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,19,9,8,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,4,5,2,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,15,12,8,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,ATTORNEY GENERAL,MIKE FIELDS,,12,14,5,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,ATTORNEY GENERAL,JOE JAWORSKI,,9,6,8,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,ATTORNEY GENERAL,LEE MERRITT,,19,3,7,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,23,13,7,16
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,18,10,9,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,18,17,14,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,10,5,4,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,15,9,11,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,13,10,4,9
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,23,15,12,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,51,29,23,28
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COMMISSIONER OF AGRICULTURE,ED IRESON,,9,9,7,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,RAILROAD COMMISSIONER,LUKE WARFORD,,57,35,29,28
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,59,36,30,29
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,58,34,30,28
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,56,33,28,28
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,58,39,30,28
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,57,37,30,27
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,7,2953,COUNTY CHAIRMAN,WINIFRED JACKSON,,59,36,29,30
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,U. S. REPRESENTATIVE DISTRICT 5,KATHLEEN CORDELIA BAILEY,,7,9,3,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,U. S. REPRESENTATIVE DISTRICT 5,TARTISHA HILL,,5,7,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,GOVERNOR,RICH WAKELAND,,1,0,1,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,GOVERNOR,BETO O'ROURKE,,11,16,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,GOVERNOR,JOY DIAZ,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,GOVERNOR,MICHAEL COOPER,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,LIEUTENANT GOVERNOR,CARLA BRAILEY,,2,10,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,LIEUTENANT GOVERNOR,MIKE COLLIER,,7,6,2,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,3,1,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,2,0,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,4,5,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,ATTORNEY GENERAL,MIKE FIELDS,,3,4,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,ATTORNEY GENERAL,JOE JAWORSKI,,0,2,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,ATTORNEY GENERAL,LEE MERRITT,,2,6,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,5,9,3,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,1,4,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,6,2,2,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,5,2,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,2,1,2,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,1,6,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,3,8,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,12,12,5,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COMMISSIONER OF AGRICULTURE,ED IRESON,,0,3,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,RAILROAD COMMISSIONER,LUKE WARFORD,,11,16,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,11,16,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,11,15,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,11,16,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,11,16,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,11,15,4,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,8,984,COUNTY CHAIRMAN,WINIFRED JACKSON,,10,16,3,7
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,U. S. REPRESENTATIVE DISTRICT 1,STEPHEN KOCEN,,4,5,1,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,U. S. REPRESENTATIVE DISTRICT 1,GAVIN DASS,,2,1,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,U. S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,,2,7,1,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,U. S. REPRESENTATIVE DISTRICT 1,VICTOR D. DUNN,,6,9,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,GOVERNOR,RICH WAKELAND,,0,1,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,GOVERNOR,BETO O'ROURKE,,15,23,3,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,GOVERNOR,JOY DIAZ,,0,2,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,GOVERNOR,MICHAEL COOPER,,1,0,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,LIEUTENANT GOVERNOR,CARLA BRAILEY,,5,6,2,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,LIEUTENANT GOVERNOR,MIKE COLLIER,,6,10,0,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,LIEUTENANT GOVERNOR,MICHELLE BECKLEY,,4,8,1,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,ATTORNEY GENERAL,"S. ""TBONE"" RAYNOR",,4,3,2,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,,5,9,1,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,ATTORNEY GENERAL,MIKE FIELDS,,3,7,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,ATTORNEY GENERAL,JOE JAWORSKI,,0,0,0,0
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,ATTORNEY GENERAL,LEE MERRITT,,4,7,0,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMPTROLLER OF PUBLIC ACCOUNTS,ANGEL LUIS VEGA,,1,7,0,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMPTROLLER OF PUBLIC ACCOUNTS,TIM MAHONEY,,7,8,1,6
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,,7,8,2,5
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMMISSIONER OF THE GENERAL LAND OFFICE,JINNY SUH,,3,5,0,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,,4,4,1,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMMISSIONER OF THE GENERAL LAND OFFICE,SANDRAGRACE MARTINEZ,,2,9,0,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMMISSIONER OF THE GENERAL LAND OFFICE,MICHAEL LANGE,,5,5,1,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,,12,20,2,10
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COMMISSIONER OF AGRICULTURE,ED IRESON,,3,2,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,RAILROAD COMMISSIONER,LUKE WARFORD,,14,22,3,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,,14,21,3,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,,14,23,3,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,,14,21,3,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 5",DANA HUFFMAN,,14,21,3,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 6",ROBERT JOHNSON,,14,20,3,11
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,9,2091,COUNTY CHAIRMAN,WINIFRED JACKSON,,15,21,3,12
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,U. S. REPRESENTATIVE DISTRICT 1,STEPHEN KOCEN,,4,1,3,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,U. S. REPRESENTATIVE DISTRICT 1,GAVIN DASS,,6,0,3,3
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,U. S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,,3,4,1,2
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,U. S. REPRESENTATIVE DISTRICT 1,VICTOR D. DUNN,,6,5,5,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,GOVERNOR,RICH WAKELAND,,3,0,2,1
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,GOVERNOR,BETO O'ROURKE,,9,9,5,4
UPSHUR COUNTY,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,0,,10,2588,GOVERNOR,INOCENCIO (INNO) BARRIENTEZ,,1,0,1,0
