political_subsdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Railroad Commissioner,Luke Warford,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,"Justice, Supreme Court, Place 3",Erin A Nowell,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,"Justice, Supreme Court, Place 5",Amanda Reichek,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,"Justice, Supreme Court, Place 9",Julia Maldonado,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,"U. S. Representative, District No. 13",Kathleen Brown,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Governor,Michael Cooper,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Governor,Beto O'Rourke,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Governor,Joy Diaz,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Governor,Rich Wakeland,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Lieutenant Governor,Mike Collier,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Lieutenant Governor,Carla Brailey,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Attorney General,Mike Fields,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Attorney General,Lee Merritt,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Attorney General,Joe Jaworski,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Comptroller of Public Accounts,Tim Mahoney,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Comptroller of Public Accounts,Janet T. Dudding,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Commisioner of the General Land Office,Jay Kleberg,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Commisioner of the General Land Office,Michael Lange,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Commisioner of the General Land Office,Sandragrace Martinez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Commisioner of the General Land Office,Jinny Suh,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Commisioner of Agriculture,Ed Ireson,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Commisioner of Agriculture,Susan Hays,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,Railroad Commissioner,Luke Warford,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,"Justice, Supreme Court, Place 3",Erin A Nowell,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,"Justice, Supreme Court, Place 5",Amanda Reichek,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,"Justice, Supreme Court, Place 9",Julia Maldonado,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - DEM,100,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,"U. S. Representative, District No. 13",Kathleen Brown,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Governor,Michael Cooper,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Governor,Beto O'Rourke,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Governor,Joy Diaz,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Governor,Rich Wakeland,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Lieutenant Governor,Mike Collier,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Lieutenant Governor,Carla Brailey,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Attorney General,Mike Fields,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Attorney General,Lee Merritt,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Attorney General,Joe Jaworski,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Comptroller of Public Accounts,Tim Mahoney,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Comptroller of Public Accounts,Janet T. Dudding,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Commisioner of the General Land Office,Jay Kleberg,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Commisioner of the General Land Office,Michael Lange,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Commisioner of the General Land Office,Sandragrace Martinez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Commisioner of the General Land Office,Jinny Suh,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Commisioner of Agriculture,Ed Ireson,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Commisioner of Agriculture,Susan Hays,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,Railroad Commissioner,Luke Warford,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,"Justice, Supreme Court, Place 3",Erin A Nowell,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,"Justice, Supreme Court, Place 5",Amanda Reichek,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,"Justice, Supreme Court, Place 9",Julia Maldonado,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - DEM,92,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,0,0,0,0
