political_subsdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,"U. S. Representative, District No. 13",Kathleen Brown,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Governor,Michael Cooper,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Governor,Beto O'Rourke,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Governor,Joy Diaz,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Governor,Rich Wakeland,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Lieutenant Governor,Mike Collier,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Lieutenant Governor,Carla Brailey,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Attorney General,Mike Fields,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Attorney General,Lee Merritt,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Attorney General,Joe Jaworski,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Comptroller of Public Accounts,Tim Mahoney,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Comptroller of Public Accounts,Janet T. Dudding,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Commisioner of the General Land Office,Jay Kleberg,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Commisioner of the General Land Office,Michael Lange,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Commisioner of the General Land Office,Sandragrace Martinez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Commisioner of the General Land Office,Jinny Suh,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Commisioner of Agriculture,Ed Ireson,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Commisioner of Agriculture,Susan Hays,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,Railroad Commissioner,Luke Warford,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,"Justice, Supreme Court, Place 3",Erin A Nowell,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,"Justice, Supreme Court, Place 5",Amanda Reichek,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,"Justice, Supreme Court, Place 9",Julia Maldonado,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,1 - DEM,168,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,"U. S. Representative, District No. 13",Kathleen Brown,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Governor,Michael Cooper,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Governor,Beto O'Rourke,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Governor,Joy Diaz,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Governor,Rich Wakeland,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Lieutenant Governor,Mike Collier,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Lieutenant Governor,Michelle Beckley,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Lieutenant Governor,Carla Brailey,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Attorney General,Rochelle Mercedes Garza,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Attorney General,Mike Fields,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Attorney General,Lee Merritt,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Attorney General,Joe Jaworski,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Comptroller of Public Accounts,Tim Mahoney,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Comptroller of Public Accounts,Janet T. Dudding,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Commisioner of the General Land Office,Jay Kleberg,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Commisioner of the General Land Office,Michael Lange,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Commisioner of the General Land Office,Sandragrace Martinez,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Commisioner of the General Land Office,Jinny Suh,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Commisioner of Agriculture,Ed Ireson,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Commisioner of Agriculture,Susan Hays,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,Railroad Commissioner,Luke Warford,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,"Justice, Supreme Court, Place 3",Erin A Nowell,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,"Justice, Supreme Court, Place 5",Amanda Reichek,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,"Justice, Supreme Court, Place 9",Julia Maldonado,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,2 - DEM,171,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,"U. S. Representative, District No. 13",Kathleen Brown,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Governor,Michael Cooper,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Governor,Beto O'Rourke,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Governor,Joy Diaz,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Governor,Rich Wakeland,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Lieutenant Governor,Mike Collier,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Lieutenant Governor,Carla Brailey,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Attorney General,Mike Fields,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Attorney General,Lee Merritt,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Attorney General,Joe Jaworski,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Comptroller of Public Accounts,Tim Mahoney,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Comptroller of Public Accounts,Janet T. Dudding,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Commisioner of the General Land Office,Jay Kleberg,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Commisioner of the General Land Office,Michael Lange,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Commisioner of the General Land Office,Sandragrace Martinez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Commisioner of the General Land Office,Jinny Suh,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Commisioner of Agriculture,Ed Ireson,,1,0,1,0
Roberts County,3/1/2022,Primary,0,0,3 - DEM,158,Commisioner of Agriculture,Susan Hays,,0,0,0,0
