political_subdivision,election_date,election_name,total provisional ballots,total provisonal ballots counted,precinct_number,reg_voters,race_name,candidate_name,early_votes,election_name
Bee County,3/1/2022,Primary,,,5,908,Proposition 1,NO,2,6
Bee County,3/1/2022,Primary,,,5,908,Proposition 2,YES,29,106
Bee County,3/1/2022,Primary,,,5,908,Proposition 2,NO,4,24
Bee County,3/1/2022,Primary,,,5,908,Proposition 3,YES,29,123
Bee County,3/1/2022,Primary,,,5,908,Proposition 3,NO,5,11
Bee County,3/1/2022,Primary,,,5,908,Proposition 4,YES,31,119
Bee County,3/1/2022,Primary,,,5,908,Proposition 4,NO,2,13
Bee County,3/1/2022,Primary,,,5,908,Proposition 5,YES,26,114
Bee County,3/1/2022,Primary,,,5,908,Proposition 5,NO,7,17
Bee County,3/1/2022,Primary,,,5,908,Proposition 6,YES,27,104
Bee County,3/1/2022,Primary,,,5,908,Proposition 6,NO,6,24
Bee County,3/1/2022,Primary,,,5,908,Proposition 7,YES,34,131
Bee County,3/1/2022,Primary,,,5,908,Proposition 7,NO,0,3
Bee County,3/1/2022,Primary,,,5,908,Proposition 8,YES,31,124
Bee County,3/1/2022,Primary,,,5,908,Proposition 8,NO,3,8
Bee County,3/1/2022,Primary,,,5,908,Proposition 9,YES,32,124
Bee County,3/1/2022,Primary,,,5,908,Proposition 9,NO,2,8
Bee County,3/1/2022,Primary,,,5,908,Proposition 10,YES,32,126
Bee County,3/1/2022,Primary,,,5,908,Proposition 10,NO,2,6
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",Anthony J Tristan,6,4
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",Victor Melgoza,3,3
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",Maclovio Perez Jr,15,14
Bee County,3/1/2022,Primary,,,6,1276,Governor,Rich Wakeland,1,1
Bee County,3/1/2022,Primary,,,6,1276,Governor,Joy Diaz,3,1
Bee County,3/1/2022,Primary,,,6,1276,Governor,Inocencio (Inno) Barrientez,0,0
Bee County,3/1/2022,Primary,,,6,1276,Governor,Michael Cooper,2,0
Bee County,3/1/2022,Primary,,,6,1276,Governor,Beto O'Rourke,18,21
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Michelle Beckley,10,6
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Carla Brailey,4,9
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Mike Collier,10,5
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,Joe Jaworski,3,2
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,Rochelle Mercedes Garza,12,17
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,Mike Fields,3,1
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,Lee Merritt,5,0
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,"S. ""TBone"" Raynor",1,1
Bee County,3/1/2022,Primary,,,6,1276,Comptroller of Public Accounts,Janet T. Dudding,8,8
Bee County,3/1/2022,Primary,,,6,1276,Comptroller of Public Accounts,Tim Mahoney,3,1
Bee County,3/1/2022,Primary,,,6,1276,Comptroller of Public Accounts,Angel Luis Vega,13,12
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Jinny Suh,3,1
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Sandragrace Martinez,10,15
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Jay Kleberg,6,5
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Michael Lange,3,0
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of Agriculture,Susan Hays,18,19
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of Agriculture,Ed Ireson,5,2
Bee County,3/1/2022,Primary,,,6,1276,Railroad Commissioner,Luke Warford,23,20
Bee County,3/1/2022,Primary,,,6,1276,"Justice, Supreme Court, Place 3",Erin A Nowell,22,21
Bee County,3/1/2022,Primary,,,6,1276,"Justice, Supreme Court, Place 5",Amanda Reichek,22,21
Bee County,3/1/2022,Primary,,,6,1276,"Justice, Supreme Court, Place 9",Julia Maldonado,23,21
Bee County,3/1/2022,Primary,,,6,1276,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,22,21
Bee County,3/1/2022,Primary,,,6,1276,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,22,20
Bee County,3/1/2022,Primary,,,6,1276,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,23,20
Bee County,3/1/2022,Primary,,,6,1276,"State Senator, District No. 27",Morgan Lamantia,6,8
Bee County,3/1/2022,Primary,,,6,1276,"State Senator, District No. 27",Alex Dominguez,7,4
Bee County,3/1/2022,Primary,,,6,1276,"State Senator, District No. 27",Sara Stapleton-Barrera,8,6
Bee County,3/1/2022,Primary,,,6,1276,"State Senator, District No. 27",Salomon Torres,1,2
Bee County,3/1/2022,Primary,,,6,1276,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,19,21
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",Michael Cloud,51,91
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",Chris Mapp,1,5
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",AJ Louderback,7,5
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",Eric Mireles,22,28
Bee County,3/1/2022,Primary,,,6,1276,"United States Representative, District No. 27",Andrew Alvarez,9,16
Bee County,3/1/2022,Primary,,,6,1276,Governor,Rick Perry,11,17
Bee County,3/1/2022,Primary,,,6,1276,Governor,Chad Prather,5,10
Bee County,3/1/2022,Primary,,,6,1276,Governor,Danny Harrison,1,3
Bee County,3/1/2022,Primary,,,6,1276,Governor,Greg Abbott,71,106
Bee County,3/1/2022,Primary,,,6,1276,Governor,Kandy Kaye Horn,1,1
Bee County,3/1/2022,Primary,,,6,1276,Governor,Don Huffines,0,7
Bee County,3/1/2022,Primary,,,6,1276,Governor,Paul Belew,1,3
Bee County,3/1/2022,Primary,,,6,1276,Governor,Allen B. West,5,14
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Zach Vance,6,10
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Daniel Miller,7,15
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Aaron Sorrells,3,13
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Dan Patrick,64,95
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Trayce Bradford,3,7
Bee County,3/1/2022,Primary,,,6,1276,Lieutenant Governor,Todd M. Bullis,3,5
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,Louie Gohmert,8,16
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,George P. Bush,28,50
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,Eva Guzman,24,25
Bee County,3/1/2022,Primary,,,6,1276,Attorney General,Ken Paxton,32,65
Bee County,3/1/2022,Primary,,,6,1276,Comptroller of Public Accounts,Mark V. Goloby,21,32
Bee County,3/1/2022,Primary,,,6,1276,Comptroller of Public Accounts,Glenn Hegar,64,111
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Jon Spiers,12,37
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Weston Martinez,13,15
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Don W. Minton,3,6
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Victor Avila,10,18
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Dawn Buckingham,33,22
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Rufus Lopez,5,8
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Ben Armenta,1,1
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of the General Land Office,Tim Westley,9,22
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of Agriculture,James White,26,43
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of Agriculture,Carey A. Counsil,6,12
Bee County,3/1/2022,Primary,,,6,1276,Commissioner of Agriculture,Sid Miller,55,89
Bee County,3/1/2022,Primary,,,6,1276,Railroad Commissioner,Sarah Stogner,22,29
Bee County,3/1/2022,Primary,,,6,1276,Railroad Commissioner,Wayne Christian,30,34
Bee County,3/1/2022,Primary,,,6,1276,Railroad Commissioner,Dawayne Tipton,3,11
Bee County,3/1/2022,Primary,,,6,1276,Railroad Commissioner,"Marvin ""Sarge"" Summers",8,27
Bee County,3/1/2022,Primary,,,6,1276,Railroad Commissioner,Tom Slocum Jr,18,26
Bee County,3/1/2022,Primary,,,6,1276,"Justice, Supreme Court, Place 3",Debra Lehrmann,73,133
Bee County,3/1/2022,Primary,,,6,1276,"Justice, Supreme Court, Place 5",Rebeca Huddle,70,130
Bee County,3/1/2022,Primary,,,6,1276,"Justice, Supreme Court, Place 9",David J. Schenck,40,70
Bee County,3/1/2022,Primary,,,6,1276,"Justice, Supreme Court, Place 9",Evan Young,39,65
Bee County,3/1/2022,Primary,,,6,1276,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,73,128
Bee County,3/1/2022,Primary,,,6,1276,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,46,87
Bee County,3/1/2022,Primary,,,6,1276,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,35,47
Bee County,3/1/2022,Primary,,,6,1276,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",70,128
Bee County,3/1/2022,Primary,,,6,1276,"Member, State Board of Education, District No. 3",Lana Jean Holland,52,70
Bee County,3/1/2022,Primary,,,6,1276,"Member, State Board of Education, District No. 3",Ken Morrow,30,66
Bee County,3/1/2022,Primary,,,6,1276,"State Senator, District No. 27",Isreal Salinas,10,19
Bee County,3/1/2022,Primary,,,6,1276,"State Senator, District No. 27",Adam Hinojosa,58,85
Bee County,3/1/2022,Primary,,,6,1276,"State Senator, District No. 27",Raul Torres,23,31
Bee County,3/1/2022,Primary,,,6,1276,"State Representative,  District No. 43",J.M. Lozano,76,133
Bee County,3/1/2022,Primary,,,6,1276,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,28,41
Bee County,3/1/2022,Primary,,,6,1276,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,51,82
Bee County,3/1/2022,Primary,,,6,1276,"District Judge, 36th Judicial District",Starr Bauer,79,142
Bee County,3/1/2022,Primary,,,6,1276,"District Judge, 156th Judicial District",Patrick L. Flanigan,75,137
Bee County,3/1/2022,Primary,,,6,1276,County Judge,George Poe Trace Morrill III,72,139
Bee County,3/1/2022,Primary,,,6,1276,District Clerk,Zenaida Silva,75,146
Bee County,3/1/2022,Primary,,,6,1276,County Clerk,Nickelle Clark Gonzales,26,72
Bee County,3/1/2022,Primary,,,6,1276,County Clerk,Michele Bridge,62,82
Bee County,3/1/2022,Primary,,,6,1276,"County Commissioner, Precinct No. 4",Tino Olivares,43,58
Bee County,3/1/2022,Primary,,,6,1276,"County Commissioner, Precinct No. 4",Derek Franco,16,51
Bee County,3/1/2022,Primary,,,6,1276,"County Commissioner, Precinct No. 4",Kenneth Haggard,31,40
Bee County,3/1/2022,Primary,,,6,1276,"County Commissioner, Precinct No. 4",Martin Silva,10,19
Bee County,3/1/2022,Primary,,,6,1276,"Justice of the Peace, Precinct No. 4",Enrique (Henry) Jimenez,40,76
Bee County,3/1/2022,Primary,,,6,1276,"Justice of the Peace, Precinct No. 4",Leticia Cantu,53,83
Bee County,3/1/2022,Primary,,,6,1276,County Chairman,Patty Johnson,75,134
Bee County,3/1/2022,Primary,,,6,1276,Proposition 1,YES,85,141
Bee County,3/1/2022,Primary,,,6,1276,Proposition 1,NO,11,18
Bee County,3/1/2022,Primary,,,6,1276,Proposition 2,YES,73,130
Bee County,3/1/2022,Primary,,,6,1276,Proposition 2,NO,22,26
Bee County,3/1/2022,Primary,,,6,1276,Proposition 3,YES,82,144
Bee County,3/1/2022,Primary,,,6,1276,Proposition 3,NO,13,17
Bee County,3/1/2022,Primary,,,6,1276,Proposition 4,YES,85,143
Bee County,3/1/2022,Primary,,,6,1276,Proposition 4,NO,8,17
Bee County,3/1/2022,Primary,,,6,1276,Proposition 5,YES,78,139
Bee County,3/1/2022,Primary,,,6,1276,Proposition 5,NO,16,22
Bee County,3/1/2022,Primary,,,6,1276,Proposition 6,YES,69,113
Bee County,3/1/2022,Primary,,,6,1276,Proposition 6,NO,21,35
Bee County,3/1/2022,Primary,,,6,1276,Proposition 7,YES,90,147
Bee County,3/1/2022,Primary,,,6,1276,Proposition 7,NO,5,10
Bee County,3/1/2022,Primary,,,6,1276,Proposition 8,YES,87,148
Bee County,3/1/2022,Primary,,,6,1276,Proposition 8,NO,8,10
Bee County,3/1/2022,Primary,,,6,1276,Proposition 9,YES,83,152
Bee County,3/1/2022,Primary,,,6,1276,Proposition 9,NO,13,10
Bee County,3/1/2022,Primary,,,6,1276,Proposition 10,YES,89,146
Bee County,3/1/2022,Primary,,,6,1276,Proposition 10,NO,6,10
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",Anthony J Tristan,5,6
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",Victor Melgoza,3,1
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",Maclovio Perez Jr,42,14
Bee County,3/1/2022,Primary,,,9,728,Governor,Rich Wakeland,1,0
Bee County,3/1/2022,Primary,,,9,728,Governor,Joy Diaz,3,1
Bee County,3/1/2022,Primary,,,9,728,Governor,Inocencio (Inno) Barrientez,3,0
Bee County,3/1/2022,Primary,,,9,728,Governor,Michael Cooper,1,1
Bee County,3/1/2022,Primary,,,9,728,Governor,Beto O'Rourke,42,19
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Michelle Beckley,24,9
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Carla Brailey,13,6
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Mike Collier,11,5
Bee County,3/1/2022,Primary,,,9,728,Attorney General,Joe Jaworski,4,1
Bee County,3/1/2022,Primary,,,9,728,Attorney General,Rochelle Mercedes Garza,39,16
Bee County,3/1/2022,Primary,,,9,728,Attorney General,Mike Fields,1,0
Bee County,3/1/2022,Primary,,,9,728,Attorney General,Lee Merritt,5,1
Bee County,3/1/2022,Primary,,,9,728,Attorney General,"S. ""TBone"" Raynor",0,3
Bee County,3/1/2022,Primary,,,9,728,Comptroller of Public Accounts,Janet T. Dudding,6,5
Bee County,3/1/2022,Primary,,,9,728,Comptroller of Public Accounts,Tim Mahoney,3,1
Bee County,3/1/2022,Primary,,,9,728,Comptroller of Public Accounts,Angel Luis Vega,41,15
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Jinny Suh,2,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Sandragrace Martinez,44,16
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Jay Kleberg,3,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Michael Lange,1,3
Bee County,3/1/2022,Primary,,,9,728,Commissioner of Agriculture,Susan Hays,43,18
Bee County,3/1/2022,Primary,,,9,728,Commissioner of Agriculture,Ed Ireson,6,2
Bee County,3/1/2022,Primary,,,9,728,Railroad Commissioner,Luke Warford,43,18
Bee County,3/1/2022,Primary,,,9,728,"Justice, Supreme Court, Place 3",Erin A Nowell,45,19
Bee County,3/1/2022,Primary,,,9,728,"Justice, Supreme Court, Place 5",Amanda Reichek,46,18
Bee County,3/1/2022,Primary,,,9,728,"Justice, Supreme Court, Place 9",Julia Maldonado,45,19
Bee County,3/1/2022,Primary,,,9,728,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,44,18
Bee County,3/1/2022,Primary,,,9,728,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,44,17
Bee County,3/1/2022,Primary,,,9,728,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,45,20
Bee County,3/1/2022,Primary,,,9,728,"State Senator, District No. 27",Morgan Lamantia,11,2
Bee County,3/1/2022,Primary,,,9,728,"State Senator, District No. 27",Alex Dominguez,14,8
Bee County,3/1/2022,Primary,,,9,728,"State Senator, District No. 27",Sara Stapleton-Barrera,17,8
Bee County,3/1/2022,Primary,,,9,728,"State Senator, District No. 27",Salomon Torres,8,3
Bee County,3/1/2022,Primary,,,9,728,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,45,19
Bee County,3/1/2022,Primary,,,9,728,"Justice of the Peace,  Precinct No. 1",Susana Salazar Contreras,47,20
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",Michael Cloud,15,5
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",Chris Mapp,1,1
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",AJ Louderback,0,1
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",Eric Mireles,5,6
Bee County,3/1/2022,Primary,,,9,728,"United States Representative, District No. 27",Andrew Alvarez,5,3
Bee County,3/1/2022,Primary,,,9,728,Governor,Rick Perry,4,3
Bee County,3/1/2022,Primary,,,9,728,Governor,Chad Prather,0,0
Bee County,3/1/2022,Primary,,,9,728,Governor,Danny Harrison,0,0
Bee County,3/1/2022,Primary,,,9,728,Governor,Greg Abbott,19,12
Bee County,3/1/2022,Primary,,,9,728,Governor,Kandy Kaye Horn,0,0
Bee County,3/1/2022,Primary,,,9,728,Governor,Don Huffines,1,0
Bee County,3/1/2022,Primary,,,9,728,Governor,Paul Belew,0,1
Bee County,3/1/2022,Primary,,,9,728,Governor,Allen B. West,2,1
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Zach Vance,0,1
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Daniel Miller,1,2
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Aaron Sorrells,1,2
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Dan Patrick,19,9
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Trayce Bradford,2,1
Bee County,3/1/2022,Primary,,,9,728,Lieutenant Governor,Todd M. Bullis,2,0
Bee County,3/1/2022,Primary,,,9,728,Attorney General,Louie Gohmert,0,0
Bee County,3/1/2022,Primary,,,9,728,Attorney General,George P. Bush,12,5
Bee County,3/1/2022,Primary,,,9,728,Attorney General,Eva Guzman,9,4
Bee County,3/1/2022,Primary,,,9,728,Attorney General,Ken Paxton,5,8
Bee County,3/1/2022,Primary,,,9,728,Comptroller of Public Accounts,Mark V. Goloby,5,9
Bee County,3/1/2022,Primary,,,9,728,Comptroller of Public Accounts,Glenn Hegar,19,7
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Jon Spiers,8,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Weston Martinez,1,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Don W. Minton,0,2
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Victor Avila,6,6
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Dawn Buckingham,6,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Rufus Lopez,1,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Ben Armenta,0,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of the General Land Office,Tim Westley,2,1
Bee County,3/1/2022,Primary,,,9,728,Commissioner of Agriculture,James White,7,3
Bee County,3/1/2022,Primary,,,9,728,Commissioner of Agriculture,Carey A. Counsil,3,3
Bee County,3/1/2022,Primary,,,9,728,Commissioner of Agriculture,Sid Miller,16,9
Bee County,3/1/2022,Primary,,,9,728,Railroad Commissioner,Sarah Stogner,12,3
Bee County,3/1/2022,Primary,,,9,728,Railroad Commissioner,Wayne Christian,6,2
Bee County,3/1/2022,Primary,,,9,728,Railroad Commissioner,Dawayne Tipton,2,4
Bee County,3/1/2022,Primary,,,9,728,Railroad Commissioner,"Marvin ""Sarge"" Summers",3,3
Bee County,3/1/2022,Primary,,,9,728,Railroad Commissioner,Tom Slocum Jr,1,3
Bee County,3/1/2022,Primary,,,9,728,"Justice, Supreme Court, Place 3",Debra Lehrmann,22,15
Bee County,3/1/2022,Primary,,,9,728,"Justice, Supreme Court, Place 5",Rebeca Huddle,23,15
Bee County,3/1/2022,Primary,,,9,728,"Justice, Supreme Court, Place 9",David J. Schenck,12,8
Bee County,3/1/2022,Primary,,,9,728,"Justice, Supreme Court, Place 9",Evan Young,13,7
Bee County,3/1/2022,Primary,,,9,728,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,23,15
Bee County,3/1/2022,Primary,,,9,728,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,16,6
Bee County,3/1/2022,Primary,,,9,728,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,9,8
Bee County,3/1/2022,Primary,,,9,728,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",21,15
Bee County,3/1/2022,Primary,,,9,728,"Member, State Board of Education, District No. 3",Lana Jean Holland,15,4
Bee County,3/1/2022,Primary,,,9,728,"Member, State Board of Education, District No. 3",Ken Morrow,9,11
Bee County,3/1/2022,Primary,,,9,728,"State Senator, District No. 27",Isreal Salinas,3,4
Bee County,3/1/2022,Primary,,,9,728,"State Senator, District No. 27",Adam Hinojosa,15,11
Bee County,3/1/2022,Primary,,,9,728,"State Senator, District No. 27",Raul Torres,6,1
Bee County,3/1/2022,Primary,,,9,728,"State Representative,  District No. 43",J.M. Lozano,24,16
Bee County,3/1/2022,Primary,,,9,728,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,11,1
Bee County,3/1/2022,Primary,,,9,728,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,14,12
Bee County,3/1/2022,Primary,,,9,728,"District Judge, 36th Judicial District",Starr Bauer,25,16
Bee County,3/1/2022,Primary,,,9,728,"District Judge, 156th Judicial District",Patrick L. Flanigan,25,16
Bee County,3/1/2022,Primary,,,9,728,County Judge,George Poe Trace Morrill III,24,17
Bee County,3/1/2022,Primary,,,9,728,District Clerk,Zenaida Silva,25,17
Bee County,3/1/2022,Primary,,,9,728,County Clerk,Nickelle Clark Gonzales,11,12
Bee County,3/1/2022,Primary,,,9,728,County Clerk,Michele Bridge,15,6
Bee County,3/1/2022,Primary,,,9,728,"Justice of the Peace, Precinct No. 1",Balde Alvarado,20,17
Bee County,3/1/2022,Primary,,,9,728,County Chairman,Patty Johnson,22,16
Bee County,3/1/2022,Primary,,,9,728,Proposition 1,YES,19,14
Bee County,3/1/2022,Primary,,,9,728,Proposition 1,NO,7,2
Bee County,3/1/2022,Primary,,,9,728,Proposition 2,YES,20,17
Bee County,3/1/2022,Primary,,,9,728,Proposition 2,NO,6,0
Bee County,3/1/2022,Primary,,,9,728,Proposition 3,YES,23,17
Bee County,3/1/2022,Primary,,,9,728,Proposition 3,NO,4,0
Bee County,3/1/2022,Primary,,,9,728,Proposition 4,YES,22,16
Bee County,3/1/2022,Primary,,,9,728,Proposition 4,NO,4,0
Bee County,3/1/2022,Primary,,,9,728,Proposition 5,YES,24,13
Bee County,3/1/2022,Primary,,,9,728,Proposition 5,NO,3,1
Bee County,3/1/2022,Primary,,,9,728,Proposition 6,YES,15,13
Bee County,3/1/2022,Primary,,,9,728,Proposition 6,NO,10,4
Bee County,3/1/2022,Primary,,,9,728,Proposition 7,YES,25,15
Bee County,3/1/2022,Primary,,,9,728,Proposition 7,NO,2,1
Bee County,3/1/2022,Primary,,,9,728,Proposition 8,YES,22,13
Bee County,3/1/2022,Primary,,,9,728,Proposition 8,NO,5,4
Bee County,3/1/2022,Primary,,,9,728,Proposition 9,YES,25,17
Bee County,3/1/2022,Primary,,,9,728,Proposition 9,NO,1,0
Bee County,3/1/2022,Primary,,,9,728,Proposition 10,YES,25,14
Bee County,3/1/2022,Primary,,,9,728,Proposition 10,NO,1,1
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",Anthony J Tristan,7,7
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",Victor Melgoza,2,4
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",Maclovio Perez Jr,16,14
Bee County,3/1/2022,Primary,,,10,1495,Governor,Rich Wakeland,0,2
Bee County,3/1/2022,Primary,,,10,1495,Governor,Joy Diaz,0,1
Bee County,3/1/2022,Primary,,,10,1495,Governor,Inocencio (Inno) Barrientez,1,2
Bee County,3/1/2022,Primary,,,10,1495,Governor,Michael Cooper,2,0
Bee County,3/1/2022,Primary,,,10,1495,Governor,Beto O'Rourke,24,20
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Michelle Beckley,11,12
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Carla Brailey,5,8
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Mike Collier,9,5
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,Joe Jaworski,2,2
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,Rochelle Mercedes Garza,19,16
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,Mike Fields,2,2
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,Lee Merritt,0,0
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,"S. ""TBone"" Raynor",0,2
Bee County,3/1/2022,Primary,,,10,1495,Comptroller of Public Accounts,Janet T. Dudding,4,3
Bee County,3/1/2022,Primary,,,10,1495,Comptroller of Public Accounts,Tim Mahoney,3,5
Bee County,3/1/2022,Primary,,,10,1495,Comptroller of Public Accounts,Angel Luis Vega,18,15
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Jinny Suh,2,2
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Sandragrace Martinez,16,7
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Jay Kleberg,3,10
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Michael Lange,3,4
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of Agriculture,Susan Hays,21,15
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of Agriculture,Ed Ireson,2,6
Bee County,3/1/2022,Primary,,,10,1495,Railroad Commissioner,Luke Warford,21,19
Bee County,3/1/2022,Primary,,,10,1495,"Justice, Supreme Court, Place 3",Erin A Nowell,20,21
Bee County,3/1/2022,Primary,,,10,1495,"Justice, Supreme Court, Place 5",Amanda Reichek,21,20
Bee County,3/1/2022,Primary,,,10,1495,"Justice, Supreme Court, Place 9",Julia Maldonado,24,23
Bee County,3/1/2022,Primary,,,10,1495,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,21,20
Bee County,3/1/2022,Primary,,,10,1495,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,21,19
Bee County,3/1/2022,Primary,,,10,1495,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,24,22
Bee County,3/1/2022,Primary,,,10,1495,"State Senator, District No. 27",Morgan Lamantia,11,5
Bee County,3/1/2022,Primary,,,10,1495,"State Senator, District No. 27",Alex Dominguez,6,7
Bee County,3/1/2022,Primary,,,10,1495,"State Senator, District No. 27",Sara Stapleton-Barrera,10,9
Bee County,3/1/2022,Primary,,,10,1495,"State Senator, District No. 27",Salomon Torres,1,4
Bee County,3/1/2022,Primary,,,10,1495,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,22,23
