,,,,,#FormatVersion 1,,,,,
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Ben Armenta,0,0
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of the General Land Office,Rufus Lopez,3,2
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of Agriculture,Carey A. Counsil,3,0
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of Agriculture,James White,18,29
sabine county,3/1/2022,primary,0,0,3,604,Commissioner of Agriculture,Sid Miller,14,22
sabine county,3/1/2022,primary,0,0,3,604,Railroad Commissioner,Sarah Stogner,0,3
sabine county,3/1/2022,primary,0,0,3,604,Railroad Commissioner,Wayne Christian,24,32
sabine county,3/1/2022,primary,0,0,3,604,Railroad Commissioner,Tom Slocum Jr,4,6
sabine county,3/1/2022,primary,0,0,3,604,Railroad Commissioner,Dawayne Tipton,5,4
sabine county,3/1/2022,primary,0,0,3,604,Railroad Commissioner,"Marvin ""Sarge"" Summers",2,8
sabine county,3/1/2022,primary,0,0,3,604,"Justice, Supreme Court, Place 3",Debra Lehrmann,27,38
sabine county,3/1/2022,primary,0,0,3,604,"Justice, Supreme Court, Place 5",Rebeca Huddle,28,38
sabine county,3/1/2022,primary,0,0,3,604,"Justice, Supreme Court, Place 9",Evan Young,17,33
sabine county,3/1/2022,primary,0,0,3,604,"Justice, Supreme Court, Place 9",David J. Schenck,15,13
sabine county,3/1/2022,primary,0,0,3,604,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,29,36
sabine county,3/1/2022,primary,0,0,3,604,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,24,36
sabine county,3/1/2022,primary,0,0,3,604,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,10,14
sabine county,3/1/2022,primary,0,0,3,604,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",28,36
sabine county,3/1/2022,primary,0,0,3,604,"Member, State Board of Education, District No. 9",Keven M. Ellis,29,40
sabine county,3/1/2022,primary,0,0,3,604,"State Senator, District No. 3",Robert Nichols,31,42
sabine county,3/1/2022,primary,0,0,3,604,"State Representative,  District No. 11",Travis Clardy,22,34
sabine county,3/1/2022,primary,0,0,3,604,"State Representative,  District No. 11",Mark Williams,3,2
sabine county,3/1/2022,primary,0,0,3,604,"State Representative,  District No. 11",Rachel Hale,5,9
sabine county,3/1/2022,primary,0,0,3,604,"State Representative,  District No. 11",Greg Caldwell,5,8
sabine county,3/1/2022,primary,0,0,3,604,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,29,38
sabine county,3/1/2022,primary,0,0,3,604,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",29,41
sabine county,3/1/2022,primary,0,0,3,604,County Judge,Daryl Melton,29,40
sabine county,3/1/2022,primary,0,0,3,604,District Clerk,Tellina Thomas Wright,10,23
sabine county,3/1/2022,primary,0,0,3,604,District Clerk,Lisa Dew Pitre,24,32
sabine county,3/1/2022,primary,0,0,3,604,County Clerk,Jamie Clark,31,40
sabine county,3/1/2022,primary,0,0,3,604,County Treasurer,Tricia Woods Jacks,30,44
sabine county,3/1/2022,primary,0,0,3,604,"County Commissioner, Precinct No. 2",Keith Nabours,10,18
sabine county,3/1/2022,primary,0,0,3,604,"County Commissioner, Precinct No. 2",Ray Sutton,8,8
sabine county,3/1/2022,primary,0,0,3,604,"County Commissioner, Precinct No. 2",Randy Barnett,17,30
sabine county,3/1/2022,primary,0,0,3,604,"Justice of the Peace, Precinct No. 2",Henry Alvarado,32,44
sabine county,3/1/2022,primary,0,0,3,604,County Chairman,R.D. Griffin,29,45
sabine county,3/1/2022,primary,0,0,3,604,Proposition 1,YES,31,51
sabine county,3/1/2022,primary,0,0,3,604,Proposition 1,NO,4,3
sabine county,3/1/2022,primary,0,0,3,604,Proposition 2,YES,28,37
sabine county,3/1/2022,primary,0,0,3,604,Proposition 2,NO,7,18
sabine county,3/1/2022,primary,0,0,3,604,Proposition 3,YES,31,50
sabine county,3/1/2022,primary,0,0,3,604,Proposition 3,NO,4,6
sabine county,3/1/2022,primary,0,0,3,604,Proposition 4,YES,33,51
sabine county,3/1/2022,primary,0,0,3,604,Proposition 4,NO,2,2
sabine county,3/1/2022,primary,0,0,3,604,Proposition 5,YES,34,44
sabine county,3/1/2022,primary,0,0,3,604,Proposition 5,NO,1,10
sabine county,3/1/2022,primary,0,0,3,604,Proposition 6,YES,28,44
sabine county,3/1/2022,primary,0,0,3,604,Proposition 6,NO,7,9
sabine county,3/1/2022,primary,0,0,3,604,Proposition 7,YES,35,53
sabine county,3/1/2022,primary,0,0,3,604,Proposition 7,NO,0,1
sabine county,3/1/2022,primary,0,0,3,604,Proposition 8,YES,35,53
sabine county,3/1/2022,primary,0,0,3,604,Proposition 8,NO,0,2
sabine county,3/1/2022,primary,0,0,3,604,Proposition 9,YES,31,48
sabine county,3/1/2022,primary,0,0,3,604,Proposition 9,NO,4,9
sabine county,3/1/2022,primary,0,0,3,604,Proposition 10,YES,34,48
sabine county,3/1/2022,primary,0,0,3,604,Proposition 10,NO,1,6
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,0,0
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1",Gavin Dass,0,0
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1",Stephen Kocen,0,0
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1",Victor D. Dunn,0,2
sabine county,3/1/2022,primary,0,0,4,289,Governor,Joy Diaz,0,0
sabine county,3/1/2022,primary,0,0,4,289,Governor,Rich Wakeland,0,0
sabine county,3/1/2022,primary,0,0,4,289,Governor,Michael Cooper,0,1
sabine county,3/1/2022,primary,0,0,4,289,Governor,Beto O'Rourke,0,1
sabine county,3/1/2022,primary,0,0,4,289,Governor,Inocencio (Inno) Barrientez,0,0
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Michelle Beckley,0,0
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Carla Brailey,0,1
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Mike Collier,0,1
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,Joe Jaworski,0,1
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,Mike Fields,0,1
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,Rochelle Mercedes Garza,0,0
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,"S. ""TBone"" Raynor",0,0
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,Lee Merritt,0,0
sabine county,3/1/2022,primary,0,0,4,289,Comptroller of Public Accounts,Angel Luis Vega,0,0
sabine county,3/1/2022,primary,0,0,4,289,Comptroller of Public Accounts,Tim Mahoney,0,1
sabine county,3/1/2022,primary,0,0,4,289,Comptroller of Public Accounts,Janet T. Dudding,0,1
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Jinny Suh,0,0
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Jay Kleberg,0,1
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Michael Lange,0,1
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Sandragrace Martinez,0,0
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of Agriculture,Ed Ireson,0,1
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of Agriculture,Susan Hays,0,1
sabine county,3/1/2022,primary,0,0,4,289,Railroad Commissioner,Luke Warford,0,2
sabine county,3/1/2022,primary,0,0,4,289,"Justice, Supreme Court, Place 3",Erin A Nowell,0,2
sabine county,3/1/2022,primary,0,0,4,289,"Justice, Supreme Court, Place 5",Amanda Reichek,0,2
sabine county,3/1/2022,primary,0,0,4,289,"Justice, Supreme Court, Place 9",Julia Maldonado,0,2
sabine county,3/1/2022,primary,0,0,4,289,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,0,2
sabine county,3/1/2022,primary,0,0,4,289,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,0,2
sabine county,3/1/2022,primary,0,0,4,289,"State Senator, District No. 3",Steve Russell,0,2
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1",John Porro,2,4
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",3,3
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1",Joe McDaniel,7,34
sabine county,3/1/2022,primary,0,0,4,289,"United States Representative, District No. 1",Nathaniel Moran,6,11
sabine county,3/1/2022,primary,0,0,4,289,Governor,Don Huffines,2,3
sabine county,3/1/2022,primary,0,0,4,289,Governor,Greg Abbott,13,50
sabine county,3/1/2022,primary,0,0,4,289,Governor,Chad Prather,0,4
sabine county,3/1/2022,primary,0,0,4,289,Governor,Allen B. West,4,6
sabine county,3/1/2022,primary,0,0,4,289,Governor,Danny Harrison,0,2
sabine county,3/1/2022,primary,0,0,4,289,Governor,Paul Belew,0,0
sabine county,3/1/2022,primary,0,0,4,289,Governor,Kandy Kaye Horn,0,0
sabine county,3/1/2022,primary,0,0,4,289,Governor,Rick Perry,0,1
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Zach Vance,0,6
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Daniel Miller,0,7
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Dan Patrick,19,45
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Trayce Bradford,0,3
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Todd M. Bullis,0,0
sabine county,3/1/2022,primary,0,0,4,289,Lieutenant Governor,Aaron Sorrells,0,0
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,Louie Gohmert,8,25
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,George P. Bush,0,5
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,Eva Guzman,1,8
sabine county,3/1/2022,primary,0,0,4,289,Attorney General,Ken Paxton,10,28
sabine county,3/1/2022,primary,0,0,4,289,Comptroller of Public Accounts,Glenn Hegar,15,44
sabine county,3/1/2022,primary,0,0,4,289,Comptroller of Public Accounts,Mark V. Goloby,2,13
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Dawn Buckingham,2,20
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Tim Westley,3,6
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Jon Spiers,3,2
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Victor Avila,0,6
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Don W. Minton,7,17
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Weston Martinez,0,5
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Ben Armenta,0,0
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of the General Land Office,Rufus Lopez,0,3
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of Agriculture,Carey A. Counsil,0,5
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of Agriculture,James White,10,21
sabine county,3/1/2022,primary,0,0,4,289,Commissioner of Agriculture,Sid Miller,6,33
sabine county,3/1/2022,primary,0,0,4,289,Railroad Commissioner,Sarah Stogner,3,6
sabine county,3/1/2022,primary,0,0,4,289,Railroad Commissioner,Wayne Christian,9,35
sabine county,3/1/2022,primary,0,0,4,289,Railroad Commissioner,Tom Slocum Jr,1,7
sabine county,3/1/2022,primary,0,0,4,289,Railroad Commissioner,Dawayne Tipton,0,3
sabine county,3/1/2022,primary,0,0,4,289,Railroad Commissioner,"Marvin ""Sarge"" Summers",3,6
sabine county,3/1/2022,primary,0,0,4,289,"Justice, Supreme Court, Place 3",Debra Lehrmann,15,56
sabine county,3/1/2022,primary,0,0,4,289,"Justice, Supreme Court, Place 5",Rebeca Huddle,15,57
sabine county,3/1/2022,primary,0,0,4,289,"Justice, Supreme Court, Place 9",Evan Young,10,29
sabine county,3/1/2022,primary,0,0,4,289,"Justice, Supreme Court, Place 9",David J. Schenck,8,23
sabine county,3/1/2022,primary,0,0,4,289,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,15,55
sabine county,3/1/2022,primary,0,0,4,289,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,14,37
sabine county,3/1/2022,primary,0,0,4,289,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,2,20
sabine county,3/1/2022,primary,0,0,4,289,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",15,54
sabine county,3/1/2022,primary,0,0,4,289,"Member, State Board of Education, District No. 9",Keven M. Ellis,14,54
sabine county,3/1/2022,primary,0,0,4,289,"State Senator, District No. 3",Robert Nichols,18,55
sabine county,3/1/2022,primary,0,0,4,289,"State Representative,  District No. 11",Travis Clardy,10,22
sabine county,3/1/2022,primary,0,0,4,289,"State Representative,  District No. 11",Mark Williams,3,8
sabine county,3/1/2022,primary,0,0,4,289,"State Representative,  District No. 11",Rachel Hale,6,17
sabine county,3/1/2022,primary,0,0,4,289,"State Representative,  District No. 11",Greg Caldwell,0,8
sabine county,3/1/2022,primary,0,0,4,289,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,15,56
sabine county,3/1/2022,primary,0,0,4,289,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",15,57
sabine county,3/1/2022,primary,0,0,4,289,County Judge,Daryl Melton,15,57
sabine county,3/1/2022,primary,0,0,4,289,District Clerk,Tellina Thomas Wright,3,24
sabine county,3/1/2022,primary,0,0,4,289,District Clerk,Lisa Dew Pitre,14,31
sabine county,3/1/2022,primary,0,0,4,289,County Clerk,Jamie Clark,16,55
sabine county,3/1/2022,primary,0,0,4,289,County Treasurer,Tricia Woods Jacks,15,59
sabine county,3/1/2022,primary,0,0,4,289,"Justice of the Peace, Precinct No. 2",Henry Alvarado,16,59
sabine county,3/1/2022,primary,0,0,4,289,County Chairman,R.D. Griffin,16,57
sabine county,3/1/2022,primary,0,0,4,289,Proposition 1,YES,19,67
sabine county,3/1/2022,primary,0,0,4,289,Proposition 1,NO,0,1
sabine county,3/1/2022,primary,0,0,4,289,Proposition 2,YES,18,60
sabine county,3/1/2022,primary,0,0,4,289,Proposition 2,NO,1,7
sabine county,3/1/2022,primary,0,0,4,289,Proposition 3,YES,19,59
sabine county,3/1/2022,primary,0,0,4,289,Proposition 3,NO,0,5
sabine county,3/1/2022,primary,0,0,4,289,Proposition 4,YES,19,66
sabine county,3/1/2022,primary,0,0,4,289,Proposition 4,NO,0,2
sabine county,3/1/2022,primary,0,0,4,289,Proposition 5,YES,17,61
sabine county,3/1/2022,primary,0,0,4,289,Proposition 5,NO,2,4
sabine county,3/1/2022,primary,0,0,4,289,Proposition 6,YES,18,63
sabine county,3/1/2022,primary,0,0,4,289,Proposition 6,NO,1,4
sabine county,3/1/2022,primary,0,0,4,289,Proposition 7,YES,19,67
sabine county,3/1/2022,primary,0,0,4,289,Proposition 7,NO,0,1
sabine county,3/1/2022,primary,0,0,4,289,Proposition 8,YES,19,66
sabine county,3/1/2022,primary,0,0,4,289,Proposition 8,NO,0,1
sabine county,3/1/2022,primary,0,0,4,289,Proposition 9,YES,19,61
sabine county,3/1/2022,primary,0,0,4,289,Proposition 9,NO,0,6
sabine county,3/1/2022,primary,0,0,4,289,Proposition 10,YES,19,65
sabine county,3/1/2022,primary,0,0,4,289,Proposition 10,NO,0,1
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,4,0
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1",Gavin Dass,4,1
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1",Stephen Kocen,3,1
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1",Victor D. Dunn,2,0
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Joy Diaz,0,1
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Rich Wakeland,0,0
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Michael Cooper,0,0
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Beto O'Rourke,14,1
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Inocencio (Inno) Barrientez,0,0
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Michelle Beckley,5,0
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Carla Brailey,2,1
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Mike Collier,5,1
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,Joe Jaworski,4,0
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,Mike Fields,3,0
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,Rochelle Mercedes Garza,7,0
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,"S. ""TBone"" Raynor",0,1
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,Lee Merritt,0,1
sabine county,3/1/2022,primary,0,0,5,1323,Comptroller of Public Accounts,Angel Luis Vega,2,1
sabine county,3/1/2022,primary,0,0,5,1323,Comptroller of Public Accounts,Tim Mahoney,4,0
sabine county,3/1/2022,primary,0,0,5,1323,Comptroller of Public Accounts,Janet T. Dudding,7,1
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Jinny Suh,4,0
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Jay Kleberg,3,0
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Michael Lange,3,0
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Sandragrace Martinez,3,2
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of Agriculture,Ed Ireson,3,1
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of Agriculture,Susan Hays,11,1
sabine county,3/1/2022,primary,0,0,5,1323,Railroad Commissioner,Luke Warford,14,2
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, Supreme Court, Place 3",Erin A Nowell,13,2
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, Supreme Court, Place 5",Amanda Reichek,14,2
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, Supreme Court, Place 9",Julia Maldonado,13,2
sabine county,3/1/2022,primary,0,0,5,1323,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,14,2
sabine county,3/1/2022,primary,0,0,5,1323,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,14,2
sabine county,3/1/2022,primary,0,0,5,1323,"State Senator, District No. 3",Steve Russell,14,2
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1",John Porro,11,8
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",8,9
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1",Joe McDaniel,42,45
sabine county,3/1/2022,primary,0,0,5,1323,"United States Representative, District No. 1",Nathaniel Moran,41,75
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Don Huffines,5,6
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Greg Abbott,90,131
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Chad Prather,8,12
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Allen B. West,12,20
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Danny Harrison,1,1
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Paul Belew,0,0
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Kandy Kaye Horn,1,1
sabine county,3/1/2022,primary,0,0,5,1323,Governor,Rick Perry,2,2
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Zach Vance,4,4
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Daniel Miller,9,20
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Dan Patrick,86,115
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Trayce Bradford,3,6
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Todd M. Bullis,2,0
sabine county,3/1/2022,primary,0,0,5,1323,Lieutenant Governor,Aaron Sorrells,6,1
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,Louie Gohmert,64,83
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,George P. Bush,11,20
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,Eva Guzman,9,9
sabine county,3/1/2022,primary,0,0,5,1323,Attorney General,Ken Paxton,33,53
sabine county,3/1/2022,primary,0,0,5,1323,Comptroller of Public Accounts,Glenn Hegar,95,112
sabine county,3/1/2022,primary,0,0,5,1323,Comptroller of Public Accounts,Mark V. Goloby,8,18
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Dawn Buckingham,41,45
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Tim Westley,16,25
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Jon Spiers,6,11
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Victor Avila,3,3
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Don W. Minton,26,30
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Weston Martinez,2,5
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Ben Armenta,1,0
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of the General Land Office,Rufus Lopez,5,1
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of Agriculture,Carey A. Counsil,6,12
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of Agriculture,James White,42,67
sabine county,3/1/2022,primary,0,0,5,1323,Commissioner of Agriculture,Sid Miller,55,66
sabine county,3/1/2022,primary,0,0,5,1323,Railroad Commissioner,Sarah Stogner,9,8
sabine county,3/1/2022,primary,0,0,5,1323,Railroad Commissioner,Wayne Christian,73,104
sabine county,3/1/2022,primary,0,0,5,1323,Railroad Commissioner,Tom Slocum Jr,21,30
sabine county,3/1/2022,primary,0,0,5,1323,Railroad Commissioner,Dawayne Tipton,3,8
sabine county,3/1/2022,primary,0,0,5,1323,Railroad Commissioner,"Marvin ""Sarge"" Summers",3,6
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, Supreme Court, Place 3",Debra Lehrmann,93,122
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, Supreme Court, Place 5",Rebeca Huddle,93,121
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, Supreme Court, Place 9",Evan Young,69,94
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, Supreme Court, Place 9",David J. Schenck,31,28
sabine county,3/1/2022,primary,0,0,5,1323,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,95,120
sabine county,3/1/2022,primary,0,0,5,1323,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,71,79
sabine county,3/1/2022,primary,0,0,5,1323,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,26,47
sabine county,3/1/2022,primary,0,0,5,1323,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",93,124
sabine county,3/1/2022,primary,0,0,5,1323,"Member, State Board of Education, District No. 9",Keven M. Ellis,95,123
sabine county,3/1/2022,primary,0,0,5,1323,"State Senator, District No. 3",Robert Nichols,96,131
sabine county,3/1/2022,primary,0,0,5,1323,"State Representative,  District No. 11",Travis Clardy,66,100
sabine county,3/1/2022,primary,0,0,5,1323,"State Representative,  District No. 11",Mark Williams,9,13
sabine county,3/1/2022,primary,0,0,5,1323,"State Representative,  District No. 11",Rachel Hale,28,32
sabine county,3/1/2022,primary,0,0,5,1323,"State Representative,  District No. 11",Greg Caldwell,10,14
sabine county,3/1/2022,primary,0,0,5,1323,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,93,123
sabine county,3/1/2022,primary,0,0,5,1323,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",96,130
sabine county,3/1/2022,primary,0,0,5,1323,County Judge,Daryl Melton,99,127
sabine county,3/1/2022,primary,0,0,5,1323,District Clerk,Tellina Thomas Wright,67,54
sabine county,3/1/2022,primary,0,0,5,1323,District Clerk,Lisa Dew Pitre,51,111
sabine county,3/1/2022,primary,0,0,5,1323,County Clerk,Jamie Clark,100,135
sabine county,3/1/2022,primary,0,0,5,1323,County Treasurer,Tricia Woods Jacks,105,141
sabine county,3/1/2022,primary,0,0,5,1323,"Justice of the Peace, Precinct No. 2",Henry Alvarado,100,139
sabine county,3/1/2022,primary,0,0,5,1323,County Chairman,R.D. Griffin,101,140
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 1,YES,111,168
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 1,NO,3,4
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 2,YES,89,144
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 2,NO,22,23
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 3,YES,106,155
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 3,NO,8,16
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 4,YES,110,166
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 4,NO,5,5
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 5,YES,95,162
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 5,NO,12,7
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 6,YES,100,155
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 6,NO,14,10
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 7,YES,111,171
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 7,NO,2,2
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 8,YES,108,170
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 8,NO,6,3
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 9,YES,104,159
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 9,NO,9,12
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 10,YES,111,167
sabine county,3/1/2022,primary,0,0,5,1323,Proposition 10,NO,2,3
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,2,6
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1",Gavin Dass,0,4
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1",Stephen Kocen,6,3
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1",Victor D. Dunn,4,2
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Joy Diaz,2,3
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Rich Wakeland,0,0
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Michael Cooper,1,2
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Beto O'Rourke,10,11
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Inocencio (Inno) Barrientez,0,0
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Michelle Beckley,2,4
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Carla Brailey,5,5
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Mike Collier,5,7
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,Joe Jaworski,4,6
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,Mike Fields,3,6
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,Rochelle Mercedes Garza,5,4
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,"S. ""TBone"" Raynor",1,1
