political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party code,candidate_name,early_votes,election_votes
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Justice, Supreme Court, Place 9",REP,David J. Schenck,83,65
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,158,154
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,69,57
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,95,88
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",161,152
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,73,63
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,88,83
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"State Senator, District No. 24",REP,Raul Reyes,58,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"State Senator, District No. 24",REP,Pete Flores,98,83
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"State Senator, District No. 24",REP,Lamar Lewis,19,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"State Representative,  District No. 59",REP,Shelby Slawson,167,149
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,158,151
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"District Judge, 440th Judicial District",REP,Grant Kinsey,159,151
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,County Judge,REP,Joey Acfalle,21,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,County Judge,REP,Jack Barcroft,19,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,County Judge,REP,Celia J. Sellers,23,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,County Judge,REP,Roger A Miller,108,86
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Judge, County Court-at-Law",REP,John Lee,159,151
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,District Clerk,REP,Becky Moore,159,151
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,County Clerk,REP,Jennifer Newton,157,150
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,County Treasurer,REP,Randi McFarlin,156,150
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"County Commissioner, Precinct No. 4",REP,Keith Taylor,59,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"County Commissioner, Precinct No. 4",REP,Ray Ashby Jr,36,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"County Commissioner, Precinct No. 4",REP,Bradi Diaz,79,78
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,"Justice of the Peace, Precinct No. 2",REP,F.W. (Bill) Price,162,152
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 1,REP,YES,167,148
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 1,REP,NO,13,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 2,REP,YES,117,121
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 2,REP,NO,63,38
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 3,REP,YES,161,149
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 3,REP,NO,22,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 4,REP,YES,168,148
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 4,REP,NO,14,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 5,REP,YES,150,137
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 5,REP,NO,31,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 6,REP,YES,135,129
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 6,REP,NO,44,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 7,REP,YES,175,156
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 7,REP,NO,6,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 8,REP,YES,172,149
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 8,REP,NO,11,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 9,REP,YES,152,158
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 9,REP,NO,32,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 10,REP,YES,168,153
Coryell County Republican Party,3/1/2022,Primary Election,0,0,412,3434,Proposition 10,REP,NO,13,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"United States Representative, District No. 31",REP,Mike Williams,59,59
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"United States Representative, District No. 31",REP,Abhiram Garapati,32,38
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"United States Representative, District No. 31",REP,John Carter,225,154
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Chad Prather,19,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Danny Harrison,0,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Rick Perry,11,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Don Huffines,18,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Greg Abbott,232,169
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Kandy Kaye Horn,3,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Allen B. West,43,47
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Governor,REP,Paul Belew,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Lieutenant Governor,REP,Dan Patrick,242,174
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Lieutenant Governor,REP,Aaron Sorrells,12,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Lieutenant Governor,REP,Daniel Miller,24,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Lieutenant Governor,REP,Trayce Bradford,13,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Lieutenant Governor,REP,Zach Vance,8,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Lieutenant Governor,REP,Todd M. Bullis,8,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Attorney General,REP,Louie Gohmert,43,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Attorney General,REP,George P. Bush,76,71
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Attorney General,REP,Ken Paxton,150,128
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Attorney General,REP,Eva Guzman,55,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Comptroller of Public Accounts,REP,Mark V. Goloby,51,58
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Comptroller of Public Accounts,REP,Glenn Hegar,230,160
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Don W. Minton,42,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Ben Armenta,6,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Rufus Lopez,9,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Tim Westley,20,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Jon Spiers,14,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Victor Avila,16,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Dawn Buckingham,173,127
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of the General Land Office,REP,Weston Martinez,7,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of Agriculture,REP,James White,70,58
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of Agriculture,REP,Carey A. Counsil,23,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Commissioner of Agriculture,REP,Sid Miller,220,172
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Railroad Commissioner,REP,Tom Slocum Jr,58,40
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Railroad Commissioner,REP,Dawayne Tipton,44,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Railroad Commissioner,REP,Wayne Christian,90,63
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Railroad Commissioner,REP,Sarah Stogner,38,36
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",29,45
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,272,221
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,263,218
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Justice, Supreme Court, Place 9",REP,Evan Young,164,138
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Justice, Supreme Court, Place 9",REP,David J. Schenck,82,63
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,264,214
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,78,72
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,167,128
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",259,207
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,146,116
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,110,93
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"State Senator, District No. 24",REP,Raul Reyes,68,64
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"State Senator, District No. 24",REP,Pete Flores,171,134
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"State Senator, District No. 24",REP,Lamar Lewis,62,44
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"State Representative,  District No. 59",REP,Shelby Slawson,269,211
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,256,206
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"District Judge, 440th Judicial District",REP,Grant Kinsey,271,219
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,County Judge,REP,Joey Acfalle,4,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,County Judge,REP,Jack Barcroft,72,59
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,County Judge,REP,Celia J. Sellers,61,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,County Judge,REP,Roger A Miller,177,145
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Judge, County Court-at-Law",REP,John Lee,286,227
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,District Clerk,REP,Becky Moore,282,240
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,County Clerk,REP,Jennifer Newton,268,224
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,County Treasurer,REP,Randi McFarlin,275,233
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"County Commissioner, Precinct No. 4",REP,Keith Taylor,80,77
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"County Commissioner, Precinct No. 4",REP,Ray Ashby Jr,187,149
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"County Commissioner, Precinct No. 4",REP,Bradi Diaz,41,33
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,"Justice of the Peace, Precinct No. 4",REP,Coy Latham,290,239
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 1,REP,YES,308,251
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 1,REP,NO,22,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 2,REP,YES,237,206
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 2,REP,NO,78,60
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 3,REP,YES,283,248
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 3,REP,NO,44,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 4,REP,YES,293,240
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 4,REP,NO,30,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 5,REP,YES,277,232
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 5,REP,NO,47,38
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 6,REP,YES,264,215
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 6,REP,NO,51,43
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 7,REP,YES,313,265
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 7,REP,NO,14,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 8,REP,YES,309,248
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 8,REP,NO,18,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 9,REP,YES,291,235
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 9,REP,NO,39,36
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 10,REP,YES,303,256
Coryell County Republican Party,3/1/2022,Primary Election,0,0,413,2614,Proposition 10,REP,NO,17,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"United States Representative, District No. 31",REP,Mike Williams,14,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"United States Representative, District No. 31",REP,Abhiram Garapati,10,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"United States Representative, District No. 31",REP,John Carter,23,64
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Chad Prather,4,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Danny Harrison,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Rick Perry,0,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Don Huffines,4,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Greg Abbott,29,64
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Kandy Kaye Horn,0,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Allen B. West,11,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Governor,REP,Paul Belew,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Lieutenant Governor,REP,Dan Patrick,40,71
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Lieutenant Governor,REP,Aaron Sorrells,2,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Lieutenant Governor,REP,Daniel Miller,0,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Lieutenant Governor,REP,Trayce Bradford,3,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Lieutenant Governor,REP,Zach Vance,2,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Lieutenant Governor,REP,Todd M. Bullis,0,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Attorney General,REP,Louie Gohmert,6,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Attorney General,REP,George P. Bush,9,22
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Attorney General,REP,Ken Paxton,27,47
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Attorney General,REP,Eva Guzman,5,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Comptroller of Public Accounts,REP,Mark V. Goloby,6,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Comptroller of Public Accounts,REP,Glenn Hegar,33,57
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Don W. Minton,2,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Ben Armenta,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Rufus Lopez,1,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Tim Westley,4,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Jon Spiers,1,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Victor Avila,1,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Dawn Buckingham,27,49
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of the General Land Office,REP,Weston Martinez,2,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of Agriculture,REP,James White,5,21
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of Agriculture,REP,Carey A. Counsil,3,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Commissioner of Agriculture,REP,Sid Miller,33,59
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Railroad Commissioner,REP,Tom Slocum Jr,9,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Railroad Commissioner,REP,Dawayne Tipton,4,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Railroad Commissioner,REP,Wayne Christian,13,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Railroad Commissioner,REP,Sarah Stogner,2,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",4,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,34,69
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,35,67
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Justice, Supreme Court, Place 9",REP,Evan Young,23,47
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Justice, Supreme Court, Place 9",REP,David J. Schenck,9,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,34,66
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,10,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,20,40
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",31,63
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,19,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,16,33
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"State Senator, District No. 24",REP,Raul Reyes,16,22
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"State Senator, District No. 24",REP,Pete Flores,23,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"State Senator, District No. 24",REP,Lamar Lewis,2,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"State Representative,  District No. 59",REP,Shelby Slawson,34,68
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,32,62
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"District Judge, 440th Judicial District",REP,Grant Kinsey,37,75
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,County Judge,REP,Joey Acfalle,4,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,County Judge,REP,Jack Barcroft,11,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,County Judge,REP,Celia J. Sellers,7,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,County Judge,REP,Roger A Miller,21,48
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Judge, County Court-at-Law",REP,John Lee,38,76
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,District Clerk,REP,Becky Moore,38,78
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,County Clerk,REP,Jennifer Newton,37,74
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,County Treasurer,REP,Randi McFarlin,39,77
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"County Commissioner, Precinct No. 4",REP,Keith Taylor,23,47
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"County Commissioner, Precinct No. 4",REP,Ray Ashby Jr,18,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"County Commissioner, Precinct No. 4",REP,Bradi Diaz,3,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,"Justice of the Peace, Precinct No. 4",REP,Coy Latham,42,83
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 1,REP,YES,46,92
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 1,REP,NO,0,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 2,REP,YES,37,73
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 2,REP,NO,7,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 3,REP,YES,46,83
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 3,REP,NO,2,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 4,REP,YES,45,88
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 4,REP,NO,2,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 5,REP,YES,41,81
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 5,REP,NO,5,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 6,REP,YES,35,72
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 6,REP,NO,7,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 7,REP,YES,48,93
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 7,REP,NO,0,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 8,REP,YES,47,89
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 8,REP,NO,1,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 9,REP,YES,40,83
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 9,REP,NO,8,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 10,REP,YES,44,88
Coryell County Republican Party,3/1/2022,Primary Election,0,0,414,396,Proposition 10,REP,NO,2,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"United States Representative, District No. 31",REP,Mike Williams,8,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"United States Representative, District No. 31",REP,Abhiram Garapati,7,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"United States Representative, District No. 31",REP,John Carter,30,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Chad Prather,3,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Danny Harrison,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Rick Perry,0,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Don Huffines,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Greg Abbott,33,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Kandy Kaye Horn,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Allen B. West,7,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Governor,REP,Paul Belew,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Lieutenant Governor,REP,Dan Patrick,34,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Lieutenant Governor,REP,Aaron Sorrells,2,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Lieutenant Governor,REP,Daniel Miller,7,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Lieutenant Governor,REP,Trayce Bradford,0,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Lieutenant Governor,REP,Zach Vance,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Lieutenant Governor,REP,Todd M. Bullis,0,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Attorney General,REP,Louie Gohmert,8,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Attorney General,REP,George P. Bush,13,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Attorney General,REP,Ken Paxton,18,21
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Attorney General,REP,Eva Guzman,6,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Comptroller of Public Accounts,REP,Mark V. Goloby,14,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Comptroller of Public Accounts,REP,Glenn Hegar,24,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Don W. Minton,5,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Ben Armenta,0,0
