#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","REP Ballots Cast","DEM Ballots Cast","NON Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes","Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes"
"1",1,Reporting         ,0,237,15,0,0.00,"Governor",43,"DEM","Beto O'Rourke",1,"",13,0,0,0,4,0,0,0,2,0,0,0,7,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Governor",43,"DEM","Michael Cooper",4,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Governor",43,"DEM","Joy Diaz",3,"",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Governor",43,"DEM","Inocencio (Inno) Barrientez",5,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Governor",43,"DEM","Rich Wakeland",2,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Lieutenant Governor",25,"DEM","Mike Collier",2,"",9,0,1,0,3,0,0,0,1,0,0,0,5,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Lieutenant Governor",25,"DEM","Michelle Beckley",3,"",3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Lieutenant Governor",25,"DEM","Carla Brailey",1,"",2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Attorney General",42,"DEM","Mike Fields",4,"",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Attorney General",42,"DEM","Joe Jaworski",3,"",5,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Attorney General",42,"DEM","Rochelle Mercedes Garza",2,"",4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Attorney General",42,"DEM","Lee Merritt",1,"",3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Attorney General",42,"DEM","S. ""TBONE"" Raynor",5,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Comptroller of Public Accounts",58,"DEM","Tim Mahoney",2,"",4,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Comptroller of Public Accounts",58,"DEM","Angel Luis Vega",1,"",2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Comptroller of Public Accounts",58,"DEM","Janet T. Dudding",3,"",8,0,1,0,2,0,0,0,2,0,0,0,4,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Commissioner of the General Land Office",24,"DEM","Jay Kleberg",4,"",6,0,1,0,3,0,0,0,0,0,0,0,3,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Commissioner of the General Land Office",24,"DEM","Sandragrace Martinez",2,"",3,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Commissioner of the General Land Office",24,"DEM","Jinny Suh",1,"",2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Commissioner of the General Land Office",24,"DEM","Michael Lange",3,"",3,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Commissioner of Agriculture",67,"DEM","Susan Hays",2,"",11,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Commissioner of Agriculture",67,"DEM","Ed Ireson",1,"",4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"1",1,Reporting         ,0,237,15,0,0.00,"Railroad Commissioner",12,"DEM","Luke Warford",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Justice, Supreme Court, Place 3",39,"DEM","Erin A Nowell",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Justice, Supreme Court, Place 5",33,"DEM","Amanda Reichek",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Justice, Supreme Court, Place 9",20,"DEM","Julia Maldonado",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Judge, Court of Criminal Appeals, Place 5",73,"DEM","Dana Huffman",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"Judge, Court of Criminal Appeals, Place 6",28,"DEM","Robert Johnson",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"State Senator, District No. 10",60,"DEM","Beverly Powell",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
"1",1,Reporting         ,0,237,15,0,0.00,"State Representative,  District No. 71",72,"DEM","Linda Goolsbee",1,"",14,0,1,0,4,0,0,0,3,0,0,0,7,0,1,0
