political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"United States Representative, District No. 13",Ronny Jackson,,11,81
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Don Huffines,,2,6
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Danny Harrison,,0,0
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Rick Perry,,0,1
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Kandy Kaye Horn,,0,0
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Allen B. West,,0,7
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Greg Abbott,,10,66
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Paul Belew,,0,0
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Governor,Chad Prather,,0,7
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Lieutenant Governor,Zach Vance,,1,6
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Lieutenant Governor,Trayce Bradford,,0,4
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Lieutenant Governor,Dan Patrick,,8,54
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Lieutenant Governor,Aaron Sorrells,,2,4
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Lieutenant Governor,Todd M. Bullis,,0,2
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Lieutenant Governor,Daniel Miller,,1,7
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Attorney General,Eva Guzman,,3,13
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Attorney General,George P. Bush,,2,12
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Attorney General,Louie Gohmert,,3,9
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Attorney General,Ken Paxton,,4,53
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Comptroller of Public Accounts,Glenn Hegar,,9,64
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Comptroller of Public Accounts,Mark V. Goloby,,3,14
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Dawn Buckingham,,4,28
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Ben Armenta,,0,1
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Rufus Lopez,,0,2
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Don W. Minton,,3,10
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Weston Martinez,,0,4
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Tim Westley,,1,13
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Jon Spiers,,2,7
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of the General Land Office,Victor Avila,,1,4
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of Agriculture,James White,,5,31
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of Agriculture,Carey A. Counsil,,1,5
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Commissioner of Agriculture,Sid Miller,,6,39
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Railroad Commissioner,Tom Slocum Jr,,1,17
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Railroad Commissioner,"Marvin ""Sarge"" Summers",,3,10
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Railroad Commissioner,Wayne Christian,,6,21
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Railroad Commissioner,Sarah Stogner,,1,11
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Railroad Commissioner,Dawayne Tipton,,0,11
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Justice, Supreme Court, Place 3",Debra Lehrmann,,11,71
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Justice, Supreme Court, Place 5",Rebeca Huddle,,11,67
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Justice, Supreme Court, Place 9",Evan Young,,8,41
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Justice, Supreme Court, Place 9",David J. Schenck,,3,29
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,12,69
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,3,26
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,9,42
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,11,66
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Member, State Board of Education, District No. 15",Jay Johnson,,7,64
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Member, State Board of Education, District No. 15",Aaron Kinsey,,5,14
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"State Senator, District No. 28",Charles Perry,,12,67
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"State Representative,  District No. 88",Ken King,,8,30
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"State Representative,  District No. 88",Ted Hutto,,4,55
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,,11,67
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"District Judge, 31st Judicial District",Steven R. Emmert,,11,68
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"District Judge, 223rd Judicial District",Phil N. Vanderpool,,12,67
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,County Judge,Chris Porter,,10,70
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,District Clerk,Phyllis Carroll,,12,67
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,County Clerk,Jeanne Horton,,12,70
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,County Treasurer,Elaine Morris,,5,50
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,County Treasurer,Barbara J. Hahn,,6,31
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,"Justice of the Peace, Precinct No. 1 & 3",Karen Goodman,,12,68
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,County Chairman,Ann Franklin,,12,67
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Proposition 1,YES,,11,80
Gray County ,3/1/2022,Rep Primary ,0,0,1,401,Proposition 1,NO,,1,3
