political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,NON Ballots Cast,race_name,candidate_name,Early Voting Votes,early_votes,election_votes
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,ATTORNEY GENERAL,Joe Jaworski,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,ATTORNEY GENERAL,Lee Merritt,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,0,0,2
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,1,0,0
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,0,0,2
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,1,0,1
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMMISSIONER OF AGRICULTURE,Susan Hays,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,RAILROAD COMMISSIONER,Luke Warford,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,71,113,0,DISTRICT CLERK,Searcy L. Toliver,1,0,3
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,GOVERNOR,Inocencio (Inno) Barrientez,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,GOVERNOR,Michael Cooper,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,GOVERNOR,Joy Diaz,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,GOVERNOR,Beto O'Rourke,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,LIEUTENANT GOVERNOR,Michelle Beckley,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,LIEUTENANT GOVERNOR,Mike Collier,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,LIEUTENANT GOVERNOR,Carla Brailey,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,ATTORNEY GENERAL,Mike Fields,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,ATTORNEY GENERAL,Joe Jaworski,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,ATTORNEY GENERAL,Lee Merritt,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMMISSIONER OF AGRICULTURE,Susan Hays,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,RAILROAD COMMISSIONER,Luke Warford,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,DISTRICT CLERK,Searcy L. Toliver,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"COUNTY COMMISSIONER, PRECINCT 4",Ann Boney,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"COUNTY COMMISSIONER, PRECINCT 4",Roy Flores,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"JUSTICE OF THE PEACE, PRECINCT 4",Loretta Montoya Garcia,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,72,81,0,"CONSTABLE, PRECINCT 4",Hezekiah Carter Jr,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,32,7,29
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,GOVERNOR,Inocencio (Inno) Barrientez,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,GOVERNOR,Michael Cooper,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,GOVERNOR,Joy Diaz,1,0,2
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,GOVERNOR,Beto O'Rourke,32,7,26
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,LIEUTENANT GOVERNOR,Michelle Beckley,8,2,12
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,LIEUTENANT GOVERNOR,Mike Collier,18,1,10
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,LIEUTENANT GOVERNOR,Carla Brailey,7,4,7
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,ATTORNEY GENERAL,Mike Fields,5,0,5
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",1,0,0
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,10,5,14
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,ATTORNEY GENERAL,Joe Jaworski,12,1,6
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,ATTORNEY GENERAL,Lee Merritt,4,1,4
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,3,0,4
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,24,3,16
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,6,3,8
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,7,4,12
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,0,0,2
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,18,3,7
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,6,0,7
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMMISSIONER OF AGRICULTURE,Susan Hays,31,7,26
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,2,0,2
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,RAILROAD COMMISSIONER,Luke Warford,30,7,28
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,31,7,28
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,31,7,28
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,31,7,28
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,31,7,28
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,31,7,28
Brazos County,3/1/2022,Democratic Primary,,,73,2940,0,DISTRICT CLERK,Searcy L. Toliver,31,6,28
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,25,0,33
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,GOVERNOR,Inocencio (Inno) Barrientez,0,0,2
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,GOVERNOR,Michael Cooper,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,GOVERNOR,Joy Diaz,2,0,0
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,GOVERNOR,Beto O'Rourke,23,0,31
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,LIEUTENANT GOVERNOR,Michelle Beckley,12,0,9
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,LIEUTENANT GOVERNOR,Mike Collier,9,0,13
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,LIEUTENANT GOVERNOR,Carla Brailey,3,0,10
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,ATTORNEY GENERAL,Mike Fields,6,0,4
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",0,0,5
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,12,0,12
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,ATTORNEY GENERAL,Joe Jaworski,2,0,3
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,ATTORNEY GENERAL,Lee Merritt,4,0,8
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,3,0,6
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,13,0,19
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,7,0,6
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,7,0,13
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,4,0,2
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,6,0,7
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,7,0,9
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMMISSIONER OF AGRICULTURE,Susan Hays,22,0,27
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,1,0,5
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,RAILROAD COMMISSIONER,Luke Warford,25,0,32
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,25,0,33
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,25,0,33
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,25,0,33
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,25,0,32
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,25,0,32
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,DISTRICT CLERK,Searcy L. Toliver,25,0,32
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,5,0,2
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,9,0,13
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"COUNTY COMMISSIONER, PRECINCT 4",Ann Boney,3,0,6
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"COUNTY COMMISSIONER, PRECINCT 4",Roy Flores,5,0,8
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,2,0,3
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,14,0,12
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"JUSTICE OF THE PEACE, PRECINCT 4",Loretta Montoya Garcia,5,0,15
Brazos County,3/1/2022,Democratic Primary,,,74,1988,0,"CONSTABLE, PRECINCT 4",Hezekiah Carter Jr,25,0,32
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,29,1,35
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,GOVERNOR,Inocencio (Inno) Barrientez,1,0,1
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,GOVERNOR,Michael Cooper,1,0,2
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,GOVERNOR,Joy Diaz,2,0,3
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,GOVERNOR,Beto O'Rourke,24,1,28
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,LIEUTENANT GOVERNOR,Michelle Beckley,8,0,16
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,LIEUTENANT GOVERNOR,Mike Collier,11,1,11
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,LIEUTENANT GOVERNOR,Carla Brailey,9,0,6
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,ATTORNEY GENERAL,Mike Fields,4,0,2
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",8,0,1
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,10,0,18
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,ATTORNEY GENERAL,Joe Jaworski,2,1,9
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,ATTORNEY GENERAL,Lee Merritt,4,0,4
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,5,0,1
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,16,1,23
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,7,0,10
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,7,0,7
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,4,0,7
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,5,1,8
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,12,0,11
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMMISSIONER OF AGRICULTURE,Susan Hays,21,0,30
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,7,1,3
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,RAILROAD COMMISSIONER,Luke Warford,29,1,34
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,29,1,34
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,28,1,33
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,29,1,34
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,28,1,34
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,29,1,34
Brazos County,3/1/2022,Democratic Primary,,,75,2708,0,DISTRICT CLERK,Searcy L. Toliver,29,1,35
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,56,21,58
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,GOVERNOR,Inocencio (Inno) Barrientez,0,0,0
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,GOVERNOR,Michael Cooper,0,0,0
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,GOVERNOR,Joy Diaz,0,0,1
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,GOVERNOR,Beto O'Rourke,58,22,59
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,LIEUTENANT GOVERNOR,Michelle Beckley,18,3,16
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,LIEUTENANT GOVERNOR,Mike Collier,19,16,34
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,LIEUTENANT GOVERNOR,Carla Brailey,19,2,7
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,ATTORNEY GENERAL,Mike Fields,5,3,12
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",1,0,1
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,27,7,17
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,ATTORNEY GENERAL,Joe Jaworski,21,10,19
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,ATTORNEY GENERAL,Lee Merritt,2,1,9
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,3,1,10
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,45,18,38
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,7,2,6
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,9,5,12
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,5,0,9
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,18,12,24
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,21,4,11
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMMISSIONER OF AGRICULTURE,Susan Hays,51,16,51
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,3,5,5
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,RAILROAD COMMISSIONER,Luke Warford,54,21,56
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,55,21,59
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,55,21,58
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,56,21,59
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,57,21,59
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,56,21,55
Brazos County,3/1/2022,Democratic Primary,,2,76,2962,0,DISTRICT CLERK,Searcy L. Toliver,57,21,57
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"U.S. REPRESENTATIVE, DISTRICT 10",Linda Nuno,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,GOVERNOR,Inocencio (Inno) Barrientez,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,GOVERNOR,Michael Cooper,1,0,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,GOVERNOR,Joy Diaz,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,GOVERNOR,Beto O'Rourke,3,6,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,GOVERNOR,Rich Wakeland,0,0,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,LIEUTENANT GOVERNOR,Michelle Beckley,1,1,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,LIEUTENANT GOVERNOR,Mike Collier,3,2,1
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,LIEUTENANT GOVERNOR,Carla Brailey,0,3,2
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,ATTORNEY GENERAL,Mike Fields,0,1,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,ATTORNEY GENERAL,"S. ""TBone"" Raynor",0,1,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,ATTORNEY GENERAL,Rochelle Mercedes Garza,2,0,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,ATTORNEY GENERAL,Joe Jaworski,0,4,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,ATTORNEY GENERAL,Lee Merritt,1,0,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMPTROLLER OF PUBLIC ACCOUNTS,Tim Mahoney,1,0,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,1,5,1
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,1,1,2
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,0,1,2
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Michael Lange,1,0,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,2,4,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMMISSIONER OF THE GENERAL LAND OFFICE,Jinny Suh,0,0,1
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMMISSIONER OF AGRICULTURE,Susan Hays,3,3,1
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,COMMISSIONER OF AGRICULTURE,Ed Ireson,0,3,2
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,RAILROAD COMMISSIONER,Luke Warford,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"JUSTICE, SUPREME COURT, PLACE 3",Erin A Nowell,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"JUSTICE, SUPREME COURT, PLACE 5",Amanda Reichek,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"JUSTICE, SUPREME COURT, PLACE 9",Julia Maldonado,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",Dana Huffman,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",Robert Johnson,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,DISTRICT CLERK,Searcy L. Toliver,3,4,3
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,1,2,0
Brazos County,3/1/2022,Democratic Primary,,,77,557,0,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,1,0,1
