,,,,,#FormatVersion 1,,,,,,
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Allen B. West,0,4,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Chad Prather,0,9,14
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Greg Abbott,9,77,54
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Kandy Kaye Horn,0,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Paul Belew,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Daniel Miller,1,7,10
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Todd M. Bullis,0,3,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Trayce Bradford,0,8,7
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Dan Patrick,8,70,61
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Zach Vance,0,1,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Lieutenant Governor,Aaron Sorrells,0,6,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,Louie Gohmert,0,11,16
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,Ken Paxton,7,54,50
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,George P. Bush,0,18,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Attorney General,Eva Guzman,2,19,16
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Comptroller of Public Accounts,Glenn Hegar,9,66,70
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Comptroller of Public Accounts,Mark V. Goloby,0,10,10
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Dawn Buckingham,3,40,33
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Victor Avila,1,4,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Rufus Lopez,0,5,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Weston Martinez,0,0,7
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Ben Armenta,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Tim Westley,2,14,12
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Don W. Minton,0,3,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of the General Land Office,Jon Spiers,3,9,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of Agriculture,James White,2,39,25
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of Agriculture,Sid Miller,7,49,54
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Commissioner of Agriculture,Carey A. Counsil,0,4,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Railroad Commissioner,Sarah Stogner,2,21,21
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Railroad Commissioner,Wayne Christian,7,32,34
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Railroad Commissioner,Dawayne Tipton,0,8,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Railroad Commissioner,Tom Slocum Jr,0,5,12
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Railroad Commissioner,"Marvin ""Sarge"" Summers",0,14,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, Supreme Court, Place 3",Debra Lehrmann,9,80,74
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, Supreme Court, Place 5",Rebeca Huddle,9,80,71
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, Supreme Court, Place 9",David J. Schenck,4,34,37
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, Supreme Court, Place 9",Evan Young,5,43,32
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,9,81,70
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,6,53,45
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,2,23,26
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",8,76,71
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Member, State Board of Education, District No. 15",Aaron Kinsey,4,49,34
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Member, State Board of Education, District No. 15",Jay Johnson,5,31,39
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"State Senator, District No. 28",Charles Perry,8,84,74
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"State Representative,  District No. 88",Ken King,4,74,52
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"State Representative,  District No. 88",Ted Hutto,5,25,41
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,8,80,74
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"District Judge, 31st Judicial District",Steven R. Emmert,8,93,86
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,County Judge,Pat McDowell,8,68,58
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,County Judge,Carol Porton,1,36,38
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,District Clerk,Sherri Jones,9,94,91
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,County Clerk,Margaret Dorman,9,96,88
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,County Treasurer,Renee Warren,9,95,88
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"Justice of the Peace, Precinct No. 2",Rick Walden,9,98,90
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,County Chairman,Terralyn Miles,9,82,82
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 1,YES,9,97,91
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 1,NO,0,4,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 2,YES,6,75,85
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 2,NO,2,21,11
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 3,YES,8,91,95
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 3,NO,1,11,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 4,YES,9,97,96
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 4,NO,0,0,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 5,YES,9,91,92
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 5,NO,0,6,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 6,YES,9,86,85
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 6,NO,0,11,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 7,YES,9,101,98
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 7,NO,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 8,YES,9,95,97
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 8,NO,0,3,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 9,YES,9,89,89
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 9,NO,0,12,10
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 10,YES,9,98,94
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Proposition 10,NO,0,2,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,"United States Representative, District No. 13",Kathleen Brown,4,3,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,301,880,Governor,Inocencio (Inno) Barrientez,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Beto O'Rourke,5,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Rich Wakeland,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Michael Cooper,1,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Joy Diaz,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Mike Collier,6,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Michelle Beckley,0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Carla Brailey,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,Lee Merritt,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,"S. ""TBone"" Raynor",0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,Joe Jaworski,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,Mike Fields,6,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,Rochelle Mercedes Garza,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Comptroller of Public Accounts,Janet T. Dudding,1,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Comptroller of Public Accounts,Angel Luis Vega,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Comptroller of Public Accounts,Tim Mahoney,5,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Sandragrace Martinez,0,0,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Jinny Suh,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Jay Kleberg,0,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Michael Lange,6,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of Agriculture,Ed Ireson,6,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of Agriculture,Susan Hays,0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Railroad Commissioner,Luke Warford,4,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, Supreme Court, Place 3",Erin A Nowell,5,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, Supreme Court, Place 5",Amanda Reichek,5,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, Supreme Court, Place 9",Julia Maldonado,5,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,5,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,4,2,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"United States Representative, District No. 13",Ronny Jackson,7,96,98
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Rick Perry,0,5,7
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Don Huffines,0,9,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Danny Harrison,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Allen B. West,0,8,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Chad Prather,0,6,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Greg Abbott,7,77,78
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Kandy Kaye Horn,0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Governor,Paul Belew,0,0,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Daniel Miller,1,6,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Todd M. Bullis,0,1,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Trayce Bradford,0,8,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Dan Patrick,6,74,79
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Zach Vance,0,0,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Lieutenant Governor,Aaron Sorrells,0,2,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,Louie Gohmert,1,9,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,Ken Paxton,3,58,56
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,George P. Bush,1,11,19
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Attorney General,Eva Guzman,2,28,15
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Comptroller of Public Accounts,Glenn Hegar,4,71,75
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Comptroller of Public Accounts,Mark V. Goloby,3,11,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Dawn Buckingham,4,41,50
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Victor Avila,0,12,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Rufus Lopez,0,1,1
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Weston Martinez,0,2,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Ben Armenta,0,2,2
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Tim Westley,1,4,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Don W. Minton,0,7,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of the General Land Office,Jon Spiers,2,10,8
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of Agriculture,James White,1,25,22
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of Agriculture,Sid Miller,6,53,60
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Commissioner of Agriculture,Carey A. Counsil,0,6,4
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Railroad Commissioner,Sarah Stogner,1,9,18
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Railroad Commissioner,Wayne Christian,4,41,34
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Railroad Commissioner,Dawayne Tipton,1,14,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Railroad Commissioner,Tom Slocum Jr,0,7,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Railroad Commissioner,"Marvin ""Sarge"" Summers",1,7,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, Supreme Court, Place 3",Debra Lehrmann,7,74,80
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, Supreme Court, Place 5",Rebeca Huddle,7,75,79
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, Supreme Court, Place 9",David J. Schenck,1,33,40
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, Supreme Court, Place 9",Evan Young,5,38,33
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,7,73,76
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,3,51,47
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,4,25,24
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",6,71,78
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Member, State Board of Education, District No. 15",Aaron Kinsey,5,45,50
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Member, State Board of Education, District No. 15",Jay Johnson,2,37,27
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"State Senator, District No. 28",Charles Perry,6,73,79
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"State Representative,  District No. 88",Ken King,5,60,54
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"State Representative,  District No. 88",Ted Hutto,2,37,41
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,6,71,84
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"District Judge, 31st Judicial District",Steven R. Emmert,7,101,90
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,County Judge,Pat McDowell,3,56,66
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,County Judge,Carol Porton,4,55,37
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,District Clerk,Sherri Jones,6,97,92
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,County Clerk,Margaret Dorman,6,99,93
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,County Treasurer,Renee Warren,7,97,94
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"County Commissioner, Precinct No. 4",John Walker,6,97,94
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,"Justice of the Peace, Precinct No. 2",Rick Walden,5,101,91
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,County Chairman,Terralyn Miles,6,82,86
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 1,YES,7,100,101
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 1,NO,0,6,3
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 2,YES,6,76,73
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 2,NO,1,24,20
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 3,YES,6,84,94
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 3,NO,1,16,10
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 4,YES,7,92,91
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 4,NO,0,7,10
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 5,YES,6,91,96
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 5,NO,1,9,6
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 6,YES,5,82,89
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 6,NO,2,17,9
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 7,YES,7,101,104
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 7,NO,0,2,0
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 8,YES,7,94,97
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 8,NO,0,4,5
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 9,YES,7,89,91
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 9,NO,0,12,13
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 10,YES,7,99,100
Wheeler County,1-Mar-22,March Primary 2022,0,0,401,843,Proposition 10,NO,0,3,4
