political_subdivision,election_date,election_name,total provisional ballots ,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
Red River,3/1/2022,Primary Election,,,11,488,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,37,45,1,36
Red River,3/1/2022,Primary Election,,,11,488,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,14,19,1,13
Red River,3/1/2022,Primary Election,,,11,488,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,22,27,0,22
Red River,3/1/2022,Primary Election,,,11,488,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,39,44,1,38
Red River,3/1/2022,Primary Election,,,11,488,0,"Member, State Board of Education, District No. 12",Pam Little,,38,45,1,37
Red River,3/1/2022,Primary Election,,,11,488,0,"State Senator, District No. 1",Bryan Hughes,,41,47,1,40
Red River,3/1/2022,Primary Election,,,11,488,0,"State Representative,  District No. 1",George Lavender,,13,9,0,13
Red River,3/1/2022,Primary Election,,,11,488,0,"State Representative,  District No. 1",Gary Vandeaver,,37,59,0,37
Red River,3/1/2022,Primary Election,,,11,488,0,"State Representative,  District No. 1",Ray Null,,4,2,1,3
Red River,3/1/2022,Primary Election,,,11,488,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,39,44,1,38
Red River,3/1/2022,Primary Election,,,11,488,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,39,44,1,38
Red River,3/1/2022,Primary Election,,,11,488,0,County Judge,Robert Bridges,,38,46,0,38
Red River,3/1/2022,Primary Election,,,11,488,0,County Judge,Carl Hausler,,12,21,1,11
Red River,3/1/2022,Primary Election,,,11,488,0,District Clerk,Brenna Williams,,44,51,1,43
Red River,3/1/2022,Primary Election,,,11,488,0,County Clerk,Shawn Weemes,,49,60,1,48
Red River,3/1/2022,Primary Election,,,11,488,0,County Treasurer,Lorena Delatorre,,44,48,1,43
Red River,3/1/2022,Primary Election,,,11,488,0,Justice of the Peace,Shelley Benton,,44,56,1,43
Red River,3/1/2022,Primary Election,,,11,488,0,County Chairman,Shawn Tully,,45,48,1,44
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 1,YES,,52,71,1,51
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 1,NO,,1,1,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 2,YES,,42,58,1,41
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 2,NO,,10,9,0,10
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 3,YES,,49,71,1,48
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 3,NO,,3,1,0,3
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 4,YES,,51,65,1,50
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 4,NO,,0,6,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 5,YES,,48,64,1,47
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 5,NO,,2,8,0,2
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 6,YES,,49,67,1,48
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 6,NO,,3,2,0,3
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 7,YES,,52,70,1,51
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 7,NO,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 8,YES,,51,71,1,50
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 8,NO,,1,0,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 9,YES,,45,58,1,44
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 9,NO,,7,13,0,7
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 10,YES,,50,69,1,49
Red River,3/1/2022,Primary Election,,,11,488,0,Proposition 10,NO,,1,2,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1",Gavin Dass,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1",Stephen Kocen,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1",Victor D. Dunn,,0,2,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,2,0,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Beto O'Rourke,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Michael Cooper,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Carla Brailey,,1,0,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Michelle Beckley,,1,0,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Mike Collier,,0,2,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,Rochelle Mercedes Garza,,1,1,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,Lee Merritt,,1,1,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,Joe Jaworski,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,Mike Fields,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Comptroller of Public Accounts,Janet T. Dudding,,2,1,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Comptroller of Public Accounts,Tim Mahoney,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Comptroller of Public Accounts,Angel Luis Vega,,0,1,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Jinny Suh,,2,0,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Jay Kleberg,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,1,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Michael Lange,,0,1,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of Agriculture,Ed Ireson,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of Agriculture,Susan Hays,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Railroad Commissioner,Luke Warford,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,2,1,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,2,1,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,0,1,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,1,1,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1",Nathaniel Moran,,3,19,1,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1",Joe McDaniel,,14,21,4,10
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"United States Representative, District No. 1",John Porro,,2,5,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Don Huffines,,1,2,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Rick Perry,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Chad Prather,,2,14,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Paul Belew,,1,0,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Allen B. West,,0,5,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Governor,Greg Abbott,,22,35,5,17
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Trayce Bradford,,2,4,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Aaron Sorrells,,1,3,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Todd M. Bullis,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Daniel Miller,,2,6,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Dan Patrick,,18,38,5,13
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Lieutenant Governor,Zach Vance,,0,1,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,Louie Gohmert,,1,5,0,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,Ken Paxton,,7,24,1,6
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,Eva Guzman,,2,9,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Attorney General,George P. Bush,,13,17,4,9
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Comptroller of Public Accounts,Glenn Hegar,,19,38,5,14
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Comptroller of Public Accounts,Mark V. Goloby,,3,7,0,3
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Victor Avila,,2,3,1,1
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Rufus Lopez,,0,1,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Dawn Buckingham,,8,16,2,6
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Tim Westley,,7,6,2,5
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Don W. Minton,,0,6,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Weston Martinez,,0,2,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Ben Armenta,,0,4,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of the General Land Office,Jon Spiers,,2,4,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of Agriculture,James White,,7,9,2,5
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of Agriculture,Sid Miller,,12,31,3,9
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Commissioner of Agriculture,Carey A. Counsil,,2,3,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Railroad Commissioner,Dawayne Tipton,,7,8,4,3
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Railroad Commissioner,Wayne Christian,,3,15,0,3
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,3,7,0,3
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Railroad Commissioner,Sarah Stogner,,4,4,0,4
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Railroad Commissioner,Tom Slocum Jr,,2,7,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,20,43,4,16
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,20,43,4,16
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Justice, Supreme Court, Place 9",Evan Young,,18,37,4,14
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Justice, Supreme Court, Place 9",David J. Schenck,,3,3,1,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,20,43,4,16
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,8,9,3,5
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,12,27,1,11
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,18,40,4,14
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Member, State Board of Education, District No. 12",Pam Little,,17,39,4,13
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"State Senator, District No. 1",Bryan Hughes,,19,41,4,15
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"State Representative,  District No. 1",George Lavender,,2,6,2,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"State Representative,  District No. 1",Gary Vandeaver,,22,45,3,19
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"State Representative,  District No. 1",Ray Null,,0,3,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,19,40,4,15
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,17,40,3,14
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,County Judge,Robert Bridges,,18,42,5,13
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,County Judge,Carl Hausler,,6,10,0,6
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,District Clerk,Brenna Williams,,22,44,5,17
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,County Clerk,Shawn Weemes,,23,51,5,18
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,County Treasurer,Lorena Delatorre,,21,48,5,16
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,"County Commissioner, Precinct No. 2",David E Hutson Sr,,20,48,5,15
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Justice of the Peace,Shelley Benton,,22,49,5,17
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,County Chairman,Shawn Tully,,20,49,5,15
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 1,YES,,25,51,5,20
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 1,NO,,0,4,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 2,YES,,14,45,3,11
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 2,NO,,9,10,2,7
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 3,YES,,19,53,5,14
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 3,NO,,5,1,0,5
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 4,YES,,22,53,5,17
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 4,NO,,2,2,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 5,YES,,20,48,5,15
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 5,NO,,4,6,0,4
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 6,YES,,20,43,5,15
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 6,NO,,4,9,0,4
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 7,YES,,23,54,5,18
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 7,NO,,0,1,0,0
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 8,YES,,23,53,5,18
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 8,NO,,2,1,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 9,YES,,21,45,5,16
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 9,NO,,2,10,0,2
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 10,YES,,21,52,5,16
Red River,3/1/2022,Primary Election,,,13 - 1,514,0,Proposition 10,NO,,2,3,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"United States Representative, District No. 4",Iro Omere,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Beto O'Rourke,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Michael Cooper,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Carla Brailey,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Mike Collier,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,Lee Merritt,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,Joe Jaworski,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,Mike Fields,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Comptroller of Public Accounts,Janet T. Dudding,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Comptroller of Public Accounts,Tim Mahoney,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Jinny Suh,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Jay Kleberg,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Michael Lange,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of Agriculture,Ed Ireson,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of Agriculture,Susan Hays,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Railroad Commissioner,Luke Warford,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"United States Representative, District No. 4",John E. Harper,,1,13,0,1
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"United States Representative, District No. 4",Pat Fallon,,21,41,1,20
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"United States Representative, District No. 4",Dan Thomas,,7,24,0,7
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Don Huffines,,1,15,0,1
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Rick Perry,,2,5,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Chad Prather,,4,3,0,4
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Allen B. West,,2,7,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Governor,Greg Abbott,,30,52,1,29
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Trayce Bradford,,0,4,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Aaron Sorrells,,0,4,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Todd M. Bullis,,2,1,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Daniel Miller,,3,9,0,3
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Dan Patrick,,32,57,1,31
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Lieutenant Governor,Zach Vance,,1,7,0,1
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,Louie Gohmert,,6,8,0,6
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,Ken Paxton,,19,46,0,19
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,Eva Guzman,,5,8,1,4
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Attorney General,George P. Bush,,9,20,0,9
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Comptroller of Public Accounts,Glenn Hegar,,29,64,1,28
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Comptroller of Public Accounts,Mark V. Goloby,,4,7,0,4
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Victor Avila,,2,4,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Rufus Lopez,,0,5,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Dawn Buckingham,,9,9,0,9
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Tim Westley,,3,19,0,3
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Don W. Minton,,6,11,1,5
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Weston Martinez,,2,7,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Ben Armenta,,1,0,0,1
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of the General Land Office,Jon Spiers,,2,10,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of Agriculture,James White,,4,24,0,4
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of Agriculture,Sid Miller,,29,44,1,28
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Commissioner of Agriculture,Carey A. Counsil,,1,6,0,1
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Railroad Commissioner,Dawayne Tipton,,3,14,0,3
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Railroad Commissioner,Wayne Christian,,16,18,0,16
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,6,13,1,5
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Railroad Commissioner,Sarah Stogner,,3,9,0,3
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Railroad Commissioner,Tom Slocum Jr,,2,8,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,26,59,1,25
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,25,60,1,24
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Justice, Supreme Court, Place 9",Evan Young,,17,32,1,16
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Justice, Supreme Court, Place 9",David J. Schenck,,7,26,0,7
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,25,59,1,24
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,9,26,0,9
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,16,37,1,15
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,25,59,1,24
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Member, State Board of Education, District No. 12",Pam Little,,25,59,1,24
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"State Senator, District No. 1",Bryan Hughes,,27,59,1,26
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"State Representative,  District No. 1",George Lavender,,7,9,0,7
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"State Representative,  District No. 1",Gary Vandeaver,,27,64,1,26
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"State Representative,  District No. 1",Ray Null,,4,10,0,4
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,27,59,1,26
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,25,58,1,24
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,County Judge,Robert Bridges,,27,61,0,27
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,County Judge,Carl Hausler,,9,18,1,8
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,District Clerk,Brenna Williams,,27,66,1,26
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,County Clerk,Shawn Weemes,,32,69,1,31
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,County Treasurer,Lorena Delatorre,,29,65,1,28
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,"County Commissioner, Precinct No. 2",David E Hutson Sr,,31,70,1,30
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Justice of the Peace,Shelley Benton,,34,70,1,33
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,County Chairman,Shawn Tully,,28,68,1,27
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 1,YES,,38,77,1,37
