,,,,,#FormatVersion 1,,,,,,,
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"District Judge, 198th Judicial District","M. Patrick ""Pat"" Maguire",365,,214,151
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,County Judge,Richard A. Evans,309,,168,141
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,County Judge,Susan Junker,142,,98,44
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,County Judge,Dennis Alonzo Fitzgerald,9,,3,6
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,District Clerk,Tammy Kneuper,407,,242,165
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,County Clerk,Tandie Mansfield,394,,235,159
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,County Treasurer,Beverly Schmidt,386,,231,155
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,"Justice of the Peace, Precinct No. 3",Randy J Boysen,409,,244,165
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,County Chairman,Conrad (Butch) Striegl,372,,223,149
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 1,YES,450,,256,194
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 1,NO,17,,12,5
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 2,YES,344,,198,146
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 2,NO,113,,69,44
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 3,YES,439,,253,186
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 3,NO,33,,21,12
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 4,YES,444,,255,189
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 4,NO,22,,14,8
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 5,YES,403,,235,168
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 5,NO,54,,31,23
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 6,YES,407,,237,170
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 6,NO,47,,27,20
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 7,YES,464,,269,195
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 7,NO,7,,5,2
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 8,YES,447,,261,186
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 8,NO,21,,10,11
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 9,YES,425,,243,182
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 9,NO,43,,28,15
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 10,YES,443,,257,186
Bandera County,1-Mar-22,Republican Primary ,17,2,306,1498,Proposition 10,NO,22,,13,9
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"United States Representative, District No. 21",Dana Zavorka,58,,31,27
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"United States Representative, District No. 21",Chip Roy,632,,414,218
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"United States Representative, District No. 21",Michael Alexander French,21,,18,3
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"United States Representative, District No. 21",Robert Lowry,36,,23,13
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Rick Perry,48,,26,22
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Don Huffines,50,,33,17
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Danny Harrison,4,,3,1
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Kandy Kaye Horn,5,,4,1
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Allen B. West,123,,73,50
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Paul Belew,3,,2,1
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Greg Abbott,491,,333,158
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Governor,Chad Prather,40,,23,17
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Lieutenant Governor,Aaron Sorrells,41,,24,17
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Lieutenant Governor,Zach Vance,20,,13,7
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Lieutenant Governor,Todd M. Bullis,23,,8,15
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Lieutenant Governor,Daniel Miller,37,,29,8
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Lieutenant Governor,Trayce Bradford,32,,21,11
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Lieutenant Governor,Dan Patrick,582,,379,203
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Attorney General,George P. Bush,170,,104,66
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Attorney General,Eva Guzman,117,,93,24
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Attorney General,Ken Paxton,337,,213,124
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Attorney General,Louie Gohmert,130,,80,50
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Comptroller of Public Accounts,Glenn Hegar,573,,376,197
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Comptroller of Public Accounts,Mark V. Goloby,95,,59,36
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Tim Westley,118,,73,45
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Jon Spiers,56,,39,17
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Dawn Buckingham,357,,230,127
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Victor Avila,40,,24,16
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Don W. Minton,34,,24,10
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Rufus Lopez,13,,8,5
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Ben Armenta,18,,14,4
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of the General Land Office,Weston Martinez,26,,13,13
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of Agriculture,James White,220,,144,76
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of Agriculture,Carey A. Counsil,57,,37,20
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Commissioner of Agriculture,Sid Miller,381,,251,130
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Railroad Commissioner,"Marvin ""Sarge"" Summers",112,,65,47
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Railroad Commissioner,Dawayne Tipton,73,,51,22
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Railroad Commissioner,Wayne Christian,283,,189,94
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Railroad Commissioner,Tom Slocum Jr,74,,47,27
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Railroad Commissioner,Sarah Stogner,103,,66,37
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice, Supreme Court, Place 3",Debra Lehrmann,637,,415,222
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice, Supreme Court, Place 5",Rebeca Huddle,636,,415,221
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice, Supreme Court, Place 9",David J. Schenck,286,,186,100
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice, Supreme Court, Place 9",Evan Young,354,,233,121
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,613,,396,217
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,394,,254,140
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,223,,151,72
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",596,,384,212
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",448,,290,158
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Member, State Board of Education, District No. 1",Lani Popp,181,,118,63
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"State Senator, District No. 24",Lamar Lewis,217,,153,64
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"State Senator, District No. 24",Pete Flores,299,,185,114
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"State Senator, District No. 24",Raul Reyes,181,,117,64
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"State Representative,  District No. 53","Wesley ""Wes"" Virdell",265,,156,109
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"State Representative,  District No. 53",Andrew S. Murr,431,,302,129
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,604,,390,214
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,594,,391,203
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"District Judge, 198th Judicial District","M. Patrick ""Pat"" Maguire",603,,389,214
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,County Judge,Richard A. Evans,407,,263,144
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,County Judge,Susan Junker,285,,191,94
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,County Judge,Dennis Alonzo Fitzgerald,48,,28,20
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,District Clerk,Tammy Kneuper,655,,431,224
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,County Clerk,Tandie Mansfield,655,,432,223
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,County Treasurer,Beverly Schmidt,650,,423,227
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"County Commissioner, Precinct No. 4",Jordan (Jody) Rutherford Jr,642,,422,220
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice of the Peace, Precinct No. 4",Lynn D. Holt,498,,329,169
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,"Justice of the Peace, Precinct No. 4",Ben Condry,195,,125,70
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,County Chairman,Conrad (Butch) Striegl,611,,399,212
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 1,YES,723,,470,253
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 1,NO,34,,23,11
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 2,YES,531,,336,195
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 2,NO,213,,145,68
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 3,YES,683,,444,239
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 3,NO,67,,41,26
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 4,YES,705,,458,247
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 4,NO,44,,27,17
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 5,YES,621,,391,230
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 5,NO,115,,82,33
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 6,YES,627,,405,222
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 6,NO,103,,63,40
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 7,YES,738,,478,260
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 7,NO,16,,10,6
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 8,YES,720,,465,255
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 8,NO,30,,21,9
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 9,YES,684,,437,247
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 9,NO,69,,51,18
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 10,YES,696,,444,252
Bandera County,1-Mar-22,Republican Primary ,17,2,407,2469,Proposition 10,NO,45,,34,11
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"United States Representative, District No. 21",Dana Zavorka,5,,2,3
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"United States Representative, District No. 21",Chip Roy,79,,37,42
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"United States Representative, District No. 21",Michael Alexander French,9,,6,3
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"United States Representative, District No. 21",Robert Lowry,7,,3,4
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Rick Perry,9,,4,5
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Don Huffines,13,,5,8
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Danny Harrison,0,,0,0
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Kandy Kaye Horn,0,,0,0
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Allen B. West,13,,10,3
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Paul Belew,1,,0,1
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Greg Abbott,60,,27,33
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Governor,Chad Prather,10,,2,8
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Lieutenant Governor,Aaron Sorrells,11,,3,8
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Lieutenant Governor,Zach Vance,6,,2,4
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Lieutenant Governor,Todd M. Bullis,4,,3,1
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Lieutenant Governor,Daniel Miller,9,,6,3
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Lieutenant Governor,Trayce Bradford,5,,2,3
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Lieutenant Governor,Dan Patrick,67,,31,36
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Attorney General,George P. Bush,24,,9,15
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Attorney General,Eva Guzman,16,,11,5
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Attorney General,Ken Paxton,36,,16,20
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Attorney General,Louie Gohmert,28,,12,16
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Comptroller of Public Accounts,Glenn Hegar,65,,30,35
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Comptroller of Public Accounts,Mark V. Goloby,25,,12,13
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Tim Westley,15,,5,10
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Jon Spiers,5,,3,2
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Dawn Buckingham,50,,25,25
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Victor Avila,4,,2,2
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Don W. Minton,4,,2,2
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Rufus Lopez,2,,0,2
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Ben Armenta,4,,3,1
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of the General Land Office,Weston Martinez,4,,0,4
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of Agriculture,James White,27,,14,13
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of Agriculture,Carey A. Counsil,12,,7,5
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Commissioner of Agriculture,Sid Miller,50,,20,30
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Railroad Commissioner,"Marvin ""Sarge"" Summers",17,,12,5
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Railroad Commissioner,Dawayne Tipton,11,,6,5
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Railroad Commissioner,Wayne Christian,33,,12,21
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Railroad Commissioner,Tom Slocum Jr,6,,2,4
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Railroad Commissioner,Sarah Stogner,16,,8,8
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice, Supreme Court, Place 3",Debra Lehrmann,85,,41,44
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice, Supreme Court, Place 5",Rebeca Huddle,85,,41,44
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice, Supreme Court, Place 9",David J. Schenck,35,,15,20
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice, Supreme Court, Place 9",Evan Young,47,,25,22
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,82,,40,42
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,44,,21,23
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,35,,18,17
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",82,,40,42
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",52,,27,25
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Member, State Board of Education, District No. 1",Lani Popp,32,,15,17
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"State Senator, District No. 24",Lamar Lewis,35,,15,20
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"State Senator, District No. 24",Pete Flores,32,,18,14
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"State Senator, District No. 24",Raul Reyes,24,,10,14
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"State Representative,  District No. 53","Wesley ""Wes"" Virdell",35,,18,17
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"State Representative,  District No. 53",Andrew S. Murr,59,,26,33
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,85,,41,44
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,83,,39,44
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"District Judge, 198th Judicial District","M. Patrick ""Pat"" Maguire",85,,40,45
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,County Judge,Richard A. Evans,57,,22,35
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,County Judge,Susan Junker,40,,21,19
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,County Judge,Dennis Alonzo Fitzgerald,7,,4,3
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,District Clerk,Tammy Kneuper,92,,44,48
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,County Clerk,Tandie Mansfield,92,,43,49
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,County Treasurer,Beverly Schmidt,90,,42,48
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"County Commissioner, Precinct No. 4",Jordan (Jody) Rutherford Jr,89,,41,48
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice of the Peace, Precinct No. 4",Lynn D. Holt,85,,39,46
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,"Justice of the Peace, Precinct No. 4",Ben Condry,15,,5,10
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,County Chairman,Conrad (Butch) Striegl,87,,40,47
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 1,YES,90,,40,50
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 1,NO,11,,5,6
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 2,YES,73,,29,44
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 2,NO,25,,15,10
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 3,YES,85,,34,51
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 3,NO,18,,11,7
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 4,YES,92,,40,52
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 4,NO,12,,7,5
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 5,YES,67,,23,44
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 5,NO,34,,23,11
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 6,YES,77,,29,48
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 6,NO,25,,17,8
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 7,YES,91,,40,51
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 7,NO,13,,7,6
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 8,YES,86,,37,49
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 8,NO,17,,10,7
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 9,YES,82,,35,47
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 9,NO,19,,11,8
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 10,YES,86,,36,50
Bandera County,1-Mar-22,Republican Primary ,17,2,408,269,Proposition 10,NO,16,,11,5
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"United States Representative, District No. 21",Dana Zavorka,15,,3,12
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"United States Representative, District No. 21",Chip Roy,162,,83,79
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"United States Representative, District No. 21",Michael Alexander French,6,,3,3
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"United States Representative, District No. 21",Robert Lowry,12,,2,10
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Rick Perry,14,,8,6
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Don Huffines,26,,14,12
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Danny Harrison,1,,1,0
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Kandy Kaye Horn,3,,1,2
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Allen B. West,17,,6,11
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Paul Belew,1,,0,1
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Greg Abbott,124,,57,67
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Governor,Chad Prather,12,,6,6
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Lieutenant Governor,Aaron Sorrells,14,,3,11
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Lieutenant Governor,Zach Vance,3,,0,3
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Lieutenant Governor,Todd M. Bullis,5,,3,2
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Lieutenant Governor,Daniel Miller,11,,5,6
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Lieutenant Governor,Trayce Bradford,8,,6,2
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Lieutenant Governor,Dan Patrick,148,,72,76
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Attorney General,George P. Bush,34,,20,14
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Attorney General,Eva Guzman,32,,19,13
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Attorney General,Ken Paxton,96,,40,56
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Attorney General,Louie Gohmert,31,,13,18
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Comptroller of Public Accounts,Glenn Hegar,135,,63,72
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Comptroller of Public Accounts,Mark V. Goloby,37,,18,19
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Tim Westley,27,,8,19
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Jon Spiers,19,,3,16
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Dawn Buckingham,81,,48,33
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Victor Avila,11,,6,5
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Don W. Minton,6,,0,6
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Rufus Lopez,10,,7,3
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Ben Armenta,4,,1,3
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of the General Land Office,Weston Martinez,12,,7,5
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of Agriculture,James White,55,,26,29
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of Agriculture,Carey A. Counsil,23,,12,11
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Commissioner of Agriculture,Sid Miller,94,,43,51
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Railroad Commissioner,"Marvin ""Sarge"" Summers",49,,20,29
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Railroad Commissioner,Dawayne Tipton,12,,6,6
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Railroad Commissioner,Wayne Christian,57,,30,27
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Railroad Commissioner,Tom Slocum Jr,24,,11,13
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,Railroad Commissioner,Sarah Stogner,24,,12,12
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice, Supreme Court, Place 3",Debra Lehrmann,163,,78,85
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice, Supreme Court, Place 5",Rebeca Huddle,158,,76,82
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice, Supreme Court, Place 9",David J. Schenck,92,,40,52
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Justice, Supreme Court, Place 9",Evan Young,72,,35,37
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,159,,74,85
Bandera County,1-Mar-22,Republican Primary ,17,2,409,946,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,107,,52,55
