political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
BELLCOUNTY,11/6/2012,General Election,0,60,101,5458,Straight Party,REPUBLICAN PARTY,REP,1150,411
BELLCOUNTY,11/6/2012,General Election,0,60,102,2913,Straight Party,REPUBLICAN PARTY,REP,633,221
BELLCOUNTY,11/6/2012,General Election,0,60,103,4543,Straight Party,REPUBLICAN PARTY,REP,598,292
BELLCOUNTY,11/6/2012,General Election,2,60,104,5905,Straight Party,REPUBLICAN PARTY,REP,1313,564
BELLCOUNTY,11/6/2012,General Election,0,60,105,1534,Straight Party,REPUBLICAN PARTY,REP,165,267
BELLCOUNTY,11/6/2012,General Election,0,60,106,5617,Straight Party,REPUBLICAN PARTY,REP,311,223
BELLCOUNTY,11/6/2012,General Election,0,60,107,564,Straight Party,REPUBLICAN PARTY,REP,24,81
BELLCOUNTY,11/6/2012,General Election,0,60,108,1411,Straight Party,REPUBLICAN PARTY,REP,115,229
BELLCOUNTY,11/6/2012,General Election,1,60,109,2858,Straight Party,REPUBLICAN PARTY,REP,187,110
BELLCOUNTY,11/6/2012,General Election,2,60,110,2937,Straight Party,REPUBLICAN PARTY,REP,183,127
BELLCOUNTY,11/6/2012,General Election,1,60,111,4636,Straight Party,REPUBLICAN PARTY,REP,649,366
BELLCOUNTY,11/6/2012,General Election,0,60,113,247,Straight Party,REPUBLICAN PARTY,REP,67,18
BELLCOUNTY,11/6/2012,General Election,1,60,201,3899,Straight Party,REPUBLICAN PARTY,REP,436,172
BELLCOUNTY,11/6/2012,General Election,0,60,202,5782,Straight Party,REPUBLICAN PARTY,REP,947,331
BELLCOUNTY,11/6/2012,General Election,4,60,203,5563,Straight Party,REPUBLICAN PARTY,REP,1571,416
BELLCOUNTY,11/6/2012,General Election,0,60,204,2833,Straight Party,REPUBLICAN PARTY,REP,231,104
BELLCOUNTY,11/6/2012,General Election,1,60,205,5373,Straight Party,REPUBLICAN PARTY,REP,388,173
BELLCOUNTY,11/6/2012,General Election,1,60,206,1815,Straight Party,REPUBLICAN PARTY,REP,165,77
BELLCOUNTY,11/6/2012,General Election,0,60,207,3436,Straight Party,REPUBLICAN PARTY,REP,217,132
BELLCOUNTY,11/6/2012,General Election,1,60,208,6557,Straight Party,REPUBLICAN PARTY,REP,468,266
BELLCOUNTY,11/6/2012,General Election,0,60,209,5865,Straight Party,REPUBLICAN PARTY,REP,824,308
BELLCOUNTY,11/6/2012,General Election,0,60,210,2928,Straight Party,REPUBLICAN PARTY,REP,334,236
BELLCOUNTY,11/6/2012,General Election,0,60,301,3206,Straight Party,REPUBLICAN PARTY,REP,497,482
BELLCOUNTY,11/6/2012,General Election,0,60,302,3897,Straight Party,REPUBLICAN PARTY,REP,552,292
BELLCOUNTY,11/6/2012,General Election,0,60,303,4585,Straight Party,REPUBLICAN PARTY,REP,572,283
BELLCOUNTY,11/6/2012,General Election,0,60,304,791,Straight Party,REPUBLICAN PARTY,REP,131,69
BELLCOUNTY,11/6/2012,General Election,0,60,305,2823,Straight Party,REPUBLICAN PARTY,REP,544,250
BELLCOUNTY,11/6/2012,General Election,0,60,306,2776,Straight Party,REPUBLICAN PARTY,REP,155,73
BELLCOUNTY,11/6/2012,General Election,0,60,307,3565,Straight Party,REPUBLICAN PARTY,REP,110,71
BELLCOUNTY,11/6/2012,General Election,0,60,308,1854,Straight Party,REPUBLICAN PARTY,REP,154,92
BELLCOUNTY,11/6/2012,General Election,0,60,309,720,Straight Party,REPUBLICAN PARTY,REP,102,94
BELLCOUNTY,11/6/2012,General Election,0,60,310,460,Straight Party,REPUBLICAN PARTY,REP,68,40
BELLCOUNTY,11/6/2012,General Election,0,60,311,2514,Straight Party,REPUBLICAN PARTY,REP,419,369
BELLCOUNTY,11/6/2012,General Election,0,60,312,1839,Straight Party,REPUBLICAN PARTY,REP,207,218
BELLCOUNTY,11/6/2012,General Election,1,60,313,2781,Straight Party,REPUBLICAN PARTY,REP,547,225
BELLCOUNTY,11/6/2012,General Election,0,60,314,3183,Straight Party,REPUBLICAN PARTY,REP,362,184
BELLCOUNTY,11/6/2012,General Election,0,60,315,4173,Straight Party,REPUBLICAN PARTY,REP,715,420
BELLCOUNTY,11/6/2012,General Election,1,60,317,5352,Straight Party,REPUBLICAN PARTY,REP,1098,480
BELLCOUNTY,11/6/2012,General Election,0,60,401,1160,Straight Party,REPUBLICAN PARTY,REP,147,160
BELLCOUNTY,11/6/2012,General Election,0,60,402,2149,Straight Party,REPUBLICAN PARTY,REP,356,306
BELLCOUNTY,11/6/2012,General Election,0,60,404,5292,Straight Party,REPUBLICAN PARTY,REP,339,229
BELLCOUNTY,11/6/2012,General Election,1,60,405,5611,Straight Party,REPUBLICAN PARTY,REP,246,198
BELLCOUNTY,11/6/2012,General Election,1,60,406,3492,Straight Party,REPUBLICAN PARTY,REP,310,106
BELLCOUNTY,11/6/2012,General Election,0,60,407,13,Straight Party,REPUBLICAN PARTY,REP,1,1
BELLCOUNTY,11/6/2012,General Election,0,60,408,5538,Straight Party,REPUBLICAN PARTY,REP,422,190
BELLCOUNTY,11/6/2012,General Election,0,60,409,1107,Straight Party,REPUBLICAN PARTY,REP,133,73
BELLCOUNTY,11/6/2012,General Election,0,60,410,3252,Straight Party,REPUBLICAN PARTY,REP,123,89
BELLCOUNTY,11/6/2012,General Election,1,60,412,5858,Straight Party,REPUBLICAN PARTY,REP,282,220
BELLCOUNTY,11/6/2012,General Election,0,60,413,3283,Straight Party,REPUBLICAN PARTY,REP,182,159
BELLCOUNTY,11/6/2012,General Election,0,60,101,5458,Straight Party,DEMOCRATIC PARTY,DEM,225,129
BELLCOUNTY,11/6/2012,General Election,0,60,102,2913,Straight Party,DEMOCRATIC PARTY,DEM,125,77
BELLCOUNTY,11/6/2012,General Election,0,60,103,4543,Straight Party,DEMOCRATIC PARTY,DEM,211,172
BELLCOUNTY,11/6/2012,General Election,2,60,104,5905,Straight Party,DEMOCRATIC PARTY,DEM,212,120
BELLCOUNTY,11/6/2012,General Election,0,60,105,1534,Straight Party,DEMOCRATIC PARTY,DEM,18,35
BELLCOUNTY,11/6/2012,General Election,0,60,106,5617,Straight Party,DEMOCRATIC PARTY,DEM,831,377
BELLCOUNTY,11/6/2012,General Election,0,60,107,564,Straight Party,DEMOCRATIC PARTY,DEM,11,63
BELLCOUNTY,11/6/2012,General Election,0,60,108,1411,Straight Party,DEMOCRATIC PARTY,DEM,23,38
BELLCOUNTY,11/6/2012,General Election,1,60,109,2858,Straight Party,DEMOCRATIC PARTY,DEM,294,198
