political_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,2,3,Straight Party,,1,1,Republican Party,C,1,REP,699,195,436,2,0,0,0,0,509,150,317,2,190,45,119,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,2,3,Straight Party,,1,2,Democratic Party,C,2,DEM,699,65,436,2,0,0,0,0,509,39,317,2,190,26,119,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,2,3,Straight Party,,1,3,Libertarian Party,C,3,LIB,699,1,436,2,0,0,0,0,509,1,317,2,190,0,119,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,2,3,Straight Party,,1,4,Green Party,C,4,GRN,699,0,436,2,0,0,0,0,509,0,317,2,190,0,119,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,1,Mitt Romney \ Paul Ryan,C,1,REP,699,556,2,0,0,0,0,0,509,415,1,0,190,141,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,2,Barack Obama \ Joe Biden,C,2,DEM,699,135,2,0,0,0,0,0,509,89,1,0,190,46,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,3,Gary Johnson \ Jim Gray,C,3,LIB,699,6,2,0,0,0,0,0,509,4,1,0,190,2,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,4,Jill Stein \ Cheri Honkala,C,4,GRN,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,6,Stewart Alexander/Alex Mendoza,W,5,,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,7,Rocky Anderson/Luis J. Rodriguez,W,6,,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,8,Avery Ayers/Alejandrina Cabrera,W,7,,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,9,Andre N. Barnett/Kenneth R. Cross,W,8,,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,10,Virgil Goode/Jim Clymer,W,9,,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,11,Thaddaus Hill/Gordon F. Bailey,W,10,,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,3,4,President and Vice President,,1,12,Tom Hoefling/Jonathan D. Ellis,W,11,,699,0,2,0,0,0,0,0,509,0,1,0,190,0,1,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,4,5,United States Senator,,1,1,Ted Cruz,C,1,REP,699,514,26,0,0,0,0,0,509,385,21,0,190,129,5,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,4,5,United States Senator,,1,2,Paul Sadler,C,2,DEM,699,144,26,0,0,0,0,0,509,93,21,0,190,51,5,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,4,5,United States Senator,,1,3,John Jay Myers,C,3,LIB,699,10,26,0,0,0,0,0,509,7,21,0,190,3,5,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,4,5,United States Senator,,1,4,David B. Collins,C,4,GRN,699,5,26,0,0,0,0,0,509,3,21,0,190,2,5,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,5,6,"United States Representative, District 34",,1,1,Jessica Puente Bradshaw,C,1,REP,699,529,33,4,0,0,0,0,509,397,24,4,190,132,9,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,5,6,"United States Representative, District 34",,1,2,Filemon Vela,C,2,DEM,699,117,33,4,0,0,0,0,509,78,24,4,190,39,9,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,5,6,"United States Representative, District 34",,1,3,Steven (Ziggy) Shanklin,C,3,LIB,699,16,33,4,0,0,0,0,509,6,24,4,190,10,9,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,6,7,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,699,507,44,0,0,0,0,0,509,383,31,0,190,124,13,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,6,7,Railroad Commissioner,,1,2,Dale Henry,C,2,DEM,699,132,44,0,0,0,0,0,509,86,31,0,190,46,13,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,6,7,Railroad Commissioner,,1,3,Vivekananda (Vik) Wall,C,3,LIB,699,7,44,0,0,0,0,0,509,2,31,0,190,5,13,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,6,7,Railroad Commissioner,,1,4,Chris Kennedy,C,4,GRN,699,9,44,0,0,0,0,0,509,7,31,0,190,2,13,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,7,8,"Railroad Commissioner, Unexpired Term",,1,1,Barry Smitherman,C,1,REP,699,523,106,0,0,0,0,0,509,399,71,0,190,124,35,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,7,8,"Railroad Commissioner, Unexpired Term",,1,2,Jaime O. Perez,C,2,LIB,699,42,106,0,0,0,0,0,509,20,71,0,190,22,35,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,7,8,"Railroad Commissioner, Unexpired Term",,1,3,Josh Wendel,C,3,GRN,699,28,106,0,0,0,0,0,509,19,71,0,190,9,35,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,8,9,"Justice, Supreme Court, Place 2",,1,1,Don Willett,C,1,REP,699,532,122,0,0,0,0,0,509,402,81,0,190,130,41,0
DeWitt County,11/6/2012,General Election,101,,1,5,1,1,1131,0.62,8,9,"Justice, Supreme Court, Place 2",,1,2,RS Roberto Koelsch,C,2,LIB,699,45,122,0,0,0,0,0,509,26,81,0,190,19,41,0
