Political_Subdivision,Election_Date,Election_Name,Total_Provisional_Ballots,Total_Provisional_Ballots_Counted,Precinct_name,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,5,4,President and Vice-President,,1,3,Gary Johnson/Jim Gray,C,3,LIB,32,0,1,0,14,0,0,0,18,0,1,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,5,4,President and Vice-President,,1,4,Jill Stein/Cheri Honkala,C,4,GRN,32,0,1,0,14,0,0,0,18,0,1,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,6,5,United States Senator,,1,1,Ted Cruz,C,1,REP,32,21,3,0,14,9,0,0,18,12,3,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,6,5,United States Senator,,1,2,Paul Sadler,C,2,DEM,32,8,3,0,14,5,0,0,18,3,3,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,6,5,United States Senator,,1,3,John Jay Myers,C,3,LIB,32,0,3,0,14,0,0,0,18,0,3,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,6,5,United States Senator,,1,4,David B. Collins,C,4,GRN,32,0,3,0,14,0,0,0,18,0,3,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,7,6,"United States Representative, District 19",,1,1,Randy Neugebauer,C,1,REP,32,23,9,0,14,12,2,0,18,11,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,7,6,"United States Representative, District 19",,1,2,"Richard ""Chip"" Peterson",C,2,LIB,32,0,9,0,14,0,2,0,18,0,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,8,7,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,32,19,5,0,14,9,0,0,18,10,5,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,8,7,Railroad Commissioner,,1,2,Dale Henry,C,2,DEM,32,8,5,0,14,5,0,0,18,3,5,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,8,7,Railroad Commissioner,,1,3,Vivekananda (Vik) Wall,C,3,LIB,32,0,5,0,14,0,0,0,18,0,5,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,8,7,Railroad Commissioner,,1,4,Chris Kennedy,C,4,GRN,32,0,5,0,14,0,0,0,18,0,5,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,9,8,"Railroad Commissioner, Unexpired Term",,1,1,Barry Smitherman,C,1,REP,32,21,9,0,14,12,2,0,18,9,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,9,8,"Railroad Commissioner, Unexpired Term",,1,2,Jaime O. Perez,C,2,LIB,32,2,9,0,14,0,2,0,18,2,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,9,8,"Railroad Commissioner, Unexpired Term",,1,3,Josh Wendel,C,3,GRN,32,0,9,0,14,0,2,0,18,0,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,10,9,"Justice, Supreme Court, Place 2",,1,1,Don Willett,C,1,REP,32,21,11,0,14,12,2,0,18,9,9,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,10,9,"Justice, Supreme Court, Place 2",,1,2,RS Roberto Koelsch,C,2,LIB,32,0,11,0,14,0,2,0,18,0,9,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,11,10,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,32,22,10,0,14,12,2,0,18,10,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,11,10,"Justice, Supreme Court, Place 4",,1,2,Tom Oxford,C,2,LIB,32,0,10,0,14,0,2,0,18,0,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,11,10,"Justice, Supreme Court, Place 4",,1,3,Charles E. Waterbury,C,3,GRN,32,0,10,0,14,0,2,0,18,0,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,12,11,"Justice, Supreme Court, Place 6",,1,1,Nathan Hecht,C,1,REP,32,17,7,0,14,9,0,0,18,8,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,12,11,"Justice, Supreme Court, Place 6",,1,2,Michele Petty,C,2,DEM,32,8,7,0,14,5,0,0,18,3,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,12,11,"Justice, Supreme Court, Place 6",,1,3,Mark Ash,C,3,LIB,32,0,7,0,14,0,0,0,18,0,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,12,11,"Justice, Supreme Court, Place 6",,1,4,Jim Chisholm,C,4,GRN,32,0,7,0,14,0,0,0,18,0,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,13,12,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,32,16,7,0,14,9,0,0,18,7,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,13,12,"Presiding Judge, Court of Criminal Appeals",,1,2,Keith Hampton,C,2,DEM,32,9,7,0,14,5,0,0,18,4,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,13,12,"Presiding Judge, Court of Criminal Appeals",,1,3,Lance Stott,C,3,LIB,32,0,7,0,14,0,0,0,18,0,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,14,13,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,32,20,10,0,14,11,2,0,18,9,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,14,13,"Judge, Court of Criminal Appeals, Place 7",,1,2,Mark W. Bennett,C,2,LIB,32,2,10,0,14,1,2,0,18,1,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,15,14,"Judge, Court of Criminal Appeals, Place 8",,1,1,Elsa Alcala,C,1,REP,32,19,11,0,14,11,2,0,18,8,9,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,15,14,"Judge, Court of Criminal Appeals, Place 8",,1,2,"William Bryan Strange, III",C,2,LIB,32,2,11,0,14,1,2,0,18,1,9,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,16,15,"Member, State Board of Education, District 15",,1,1,Marty Rowley,C,1,REP,32,18,5,0,14,9,0,0,18,9,5,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,16,15,"Member, State Board of Education, District 15",,1,2,Steven D. Schafersman,C,2,DEM,32,9,5,0,14,5,0,0,18,4,5,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,17,16,"State Senator, District 31",,1,1,Kel Seliger,C,1,REP,32,22,10,0,14,12,2,0,18,10,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,18,17,"State Representative, District 88",,1,1,Ken King,C,1,REP,32,23,9,0,14,13,1,0,18,10,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,19,18,"Justice, 7th Court of Appeals District, Place 2",,1,1,Mackey K. Hancock,C,1,REP,32,21,11,0,14,12,2,0,18,9,9,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,20,19,"Justice, 7th Court of Appeals District, Place 3, Unexpired Term",,1,1,Pat Pirtle,C,1,REP,32,21,11,0,14,12,2,0,18,9,9,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,21,20,County Judge,,1,1,Carroll Gerber,C,1,REP,32,23,9,0,14,12,2,0,18,11,7,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,22,21,County District Attorney,,1,1,Shalyn Hamlin,C,1,REP,32,14,4,0,14,10,0,0,18,4,4,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,22,21,County District Attorney,,1,2,Jerry Matthews,C,2,DEM,32,14,4,0,14,4,0,0,18,10,4,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,23,22,Sheriff,,1,1,Sal Rivera,C,1,REP,32,24,8,0,14,12,2,0,18,12,6,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,24,23,Constable,,1,1,Ray Aleman,C,1,REP,32,23,9,0,14,11,3,0,18,12,6,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,25,24,Tax-Assessor Collector,,1,1,Elaine Kern,C,1,REP,32,12,2,0,14,7,0,0,18,5,2,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,25,24,Tax-Assessor Collector,,1,2,Pamala Rickert,C,2,DEM,32,18,2,0,14,7,0,0,18,11,2,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,26,25,"County Commissioner, Precinct 1",,1,1,Horace E.(Tom) Mclain,C,1,REP,32,22,10,0,14,12,2,0,18,10,8,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,28,27,"High Plains Underground Water Conservation District DIRECTOR, Precinct 3",,1,1,Mike Beauchamp,C,1,,32,17,11,0,14,9,2,0,18,8,9,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,28,27,"High Plains Underground Water Conservation District DIRECTOR, Precinct 3",,1,2,Carroll Cook,C,2,,32,4,11,0,14,3,2,0,18,1,9,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,4,3,Straight Party,,1,1,Republican Party,C,1,REP,324,41,197,0,153,25,97,0,171,16,100,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,4,3,Straight Party,,1,2,Democratic Party,C,2,DEM,324,85,197,0,153,30,97,0,171,55,100,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,4,3,Straight Party,,1,3,Libertarian Party,C,3,LIB,324,1,197,0,153,1,97,0,171,0,100,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,4,3,Straight Party,,1,4,Green Party,C,4,GRN,324,0,197,0,153,0,97,0,171,0,100,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,5,4,President and Vice-President,,1,1,Mitt Romney/Paul Ryan,C,1,REP,324,138,12,0,153,81,4,0,171,57,8,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,5,4,President and Vice-President,,1,2,Barack Obama/Joe Biden,C,2,DEM,324,169,12,0,153,66,4,0,171,103,8,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,5,4,President and Vice-President,,1,3,Gary Johnson/Jim Gray,C,3,LIB,324,4,12,0,153,2,4,0,171,2,8,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,5,4,President and Vice-President,,1,4,Jill Stein/Cheri Honkala,C,4,GRN,324,1,12,0,153,0,4,0,171,1,8,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,6,5,United States Senator,,1,1,Ted Cruz,C,1,REP,324,143,38,0,153,84,18,0,171,59,20,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,6,5,United States Senator,,1,2,Paul Sadler,C,2,DEM,324,134,38,0,153,47,18,0,171,87,20,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,6,5,United States Senator,,1,3,John Jay Myers,C,3,LIB,324,7,38,0,153,3,18,0,171,4,20,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,6,5,United States Senator,,1,4,David B. Collins,C,4,GRN,324,2,38,0,153,1,18,0,171,1,20,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,7,6,"United States Representative, District 19",,1,1,Randy Neugebauer,C,1,REP,324,159,131,0,153,89,47,0,171,70,84,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,7,6,"United States Representative, District 19",,1,2,"Richard ""Chip"" Peterson",C,2,LIB,324,34,131,0,153,17,47,0,171,17,84,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,8,7,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,324,118,46,0,153,71,19,0,171,47,27,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,8,7,Railroad Commissioner,,1,2,Dale Henry,C,2,DEM,324,143,46,0,153,53,19,0,171,90,27,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,8,7,Railroad Commissioner,,1,3,Vivekananda (Vik) Wall,C,3,LIB,324,6,46,0,153,5,19,0,171,1,27,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,8,7,Railroad Commissioner,,1,4,Chris Kennedy,C,4,GRN,324,11,46,0,153,5,19,0,171,6,27,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,9,8,"Railroad Commissioner, Unexpired Term",,1,1,Barry Smitherman,C,1,REP,324,140,121,0,153,81,48,0,171,59,73,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,9,8,"Railroad Commissioner, Unexpired Term",,1,2,Jaime O. Perez,C,2,LIB,324,52,121,0,153,19,48,0,171,33,73,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,9,8,"Railroad Commissioner, Unexpired Term",,1,3,Josh Wendel,C,3,GRN,324,11,121,0,153,5,48,0,171,6,73,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,10,9,"Justice, Supreme Court, Place 2",,1,1,Don Willett,C,1,REP,324,140,141,0,153,84,53,0,171,56,88,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,10,9,"Justice, Supreme Court, Place 2",,1,2,RS Roberto Koelsch,C,2,LIB,324,43,141,0,153,16,53,0,171,27,88,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,11,10,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,324,134,137,0,153,75,53,0,171,59,84,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,11,10,"Justice, Supreme Court, Place 4",,1,2,Tom Oxford,C,2,LIB,324,33,137,0,153,18,53,0,171,15,84,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,11,10,"Justice, Supreme Court, Place 4",,1,3,Charles E. Waterbury,C,3,GRN,324,20,137,0,153,7,53,0,171,13,84,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,12,11,"Justice, Supreme Court, Place 6",,1,1,Nathan Hecht,C,1,REP,324,102,59,0,153,62,27,0,171,40,32,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,12,11,"Justice, Supreme Court, Place 6",,1,2,Michele Petty,C,2,DEM,324,146,59,0,153,56,27,0,171,90,32,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,12,11,"Justice, Supreme Court, Place 6",,1,3,Mark Ash,C,3,LIB,324,11,59,0,153,5,27,0,171,6,32,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,12,11,"Justice, Supreme Court, Place 6",,1,4,Jim Chisholm,C,4,GRN,324,6,59,0,153,3,27,0,171,3,32,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,13,12,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,324,121,53,0,153,67,25,0,171,54,28,0
Castro County,11/6/2012,General Election,2,0,201,4,3,3,810,0.4,13,12,"Presiding Judge, Court of Criminal Appeals",,1,2,Keith Hampton,C,2,DEM,324,143,53,0,153,57,25,0,171,86,28,0
