Political_Subdivision,Election_Date,Election_Name,Total_Provisional_Ballots,Total_Provisional_Ballots_Counted,Precinct_name,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,4,3,Straight Party,,1,1,Republican Party,C,1,REP,329,67,161,0,71,22,39,0,258,45,122,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,4,3,Straight Party,,1,2,Democratic Party,C,2,DEM,329,100,161,0,71,10,39,0,258,90,122,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,4,3,Straight Party,,1,3,Libertarian Party,C,3,LIB,329,0,161,0,71,0,39,0,258,0,122,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,4,3,Straight Party,,1,4,Green Party,C,4,GRN,329,1,161,0,71,0,39,0,258,1,122,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,5,4,President and Vice-President,,1,1,Mitt Romney/Paul Ryan,C,1,REP,329,163,7,0,71,43,2,0,258,120,5,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,5,4,President and Vice-President,,1,2,Barack Obama/Joe Biden,C,2,DEM,329,155,7,0,71,26,2,0,258,129,5,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,5,4,President and Vice-President,,1,3,Gary Johnson/Jim Gray,C,3,LIB,329,3,7,0,71,0,2,0,258,3,5,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,5,4,President and Vice-President,,1,4,Jill Stein/Cheri Honkala,C,4,GRN,329,1,7,0,71,0,2,0,258,1,5,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,6,5,United States Senator,,1,1,Ted Cruz,C,1,REP,329,154,23,0,71,41,4,0,258,113,19,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,6,5,United States Senator,,1,2,Paul Sadler,C,2,DEM,329,148,23,0,71,26,4,0,258,122,19,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,6,5,United States Senator,,1,3,John Jay Myers,C,3,LIB,329,3,23,0,71,0,4,0,258,3,19,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,6,5,United States Senator,,1,4,David B. Collins,C,4,GRN,329,1,23,0,71,0,4,0,258,1,19,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,7,6,"United States Representative, District 19",,1,1,Randy Neugebauer,C,1,REP,329,181,120,0,71,48,17,0,258,133,103,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,7,6,"United States Representative, District 19",,1,2,"Richard ""Chip"" Peterson",C,2,LIB,329,28,120,0,71,6,17,0,258,22,103,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,8,7,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,329,148,29,0,71,43,4,0,258,105,25,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,8,7,Railroad Commissioner,,1,2,Dale Henry,C,2,DEM,329,146,29,0,71,22,4,0,258,124,25,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,8,7,Railroad Commissioner,,1,3,Vivekananda (Vik) Wall,C,3,LIB,329,3,29,0,71,1,4,0,258,2,25,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,8,7,Railroad Commissioner,,1,4,Chris Kennedy,C,4,GRN,329,3,29,0,71,1,4,0,258,2,25,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,9,8,"Railroad Commissioner, Unexpired Term",,1,1,Barry Smitherman,C,1,REP,329,161,115,0,71,48,11,0,258,113,104,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,9,8,"Railroad Commissioner, Unexpired Term",,1,2,Jaime O. Perez,C,2,LIB,329,45,115,0,71,8,11,0,258,37,104,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,9,8,"Railroad Commissioner, Unexpired Term",,1,3,Josh Wendel,C,3,GRN,329,8,115,0,71,4,11,0,258,4,104,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,10,9,"Justice, Supreme Court, Place 2",,1,1,Don Willett,C,1,REP,329,165,134,0,71,44,21,0,258,121,113,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,10,9,"Justice, Supreme Court, Place 2",,1,2,RS Roberto Koelsch,C,2,LIB,329,30,134,0,71,6,21,0,258,24,113,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,11,10,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,329,163,132,0,71,44,18,0,258,119,114,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,11,10,"Justice, Supreme Court, Place 4",,1,2,Tom Oxford,C,2,LIB,329,22,132,0,71,3,18,0,258,19,114,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,11,10,"Justice, Supreme Court, Place 4",,1,3,Charles E. Waterbury,C,3,GRN,329,12,132,0,71,6,18,0,258,6,114,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,12,11,"Justice, Supreme Court, Place 6",,1,1,Nathan Hecht,C,1,REP,329,128,31,0,71,36,7,0,258,92,24,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,12,11,"Justice, Supreme Court, Place 6",,1,2,Michele Petty,C,2,DEM,329,159,31,0,71,25,7,0,258,134,24,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,12,11,"Justice, Supreme Court, Place 6",,1,3,Mark Ash,C,3,LIB,329,6,31,0,71,2,7,0,258,4,24,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,12,11,"Justice, Supreme Court, Place 6",,1,4,Jim Chisholm,C,4,GRN,329,5,31,0,71,1,7,0,258,4,24,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,13,12,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,329,140,35,0,71,37,10,0,258,103,25,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,13,12,"Presiding Judge, Court of Criminal Appeals",,1,2,Keith Hampton,C,2,DEM,329,150,35,0,71,23,10,0,258,127,25,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,13,12,"Presiding Judge, Court of Criminal Appeals",,1,3,Lance Stott,C,3,LIB,329,4,35,0,71,1,10,0,258,3,25,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,14,13,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,329,158,131,0,71,41,21,0,258,117,110,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,14,13,"Judge, Court of Criminal Appeals, Place 7",,1,2,Mark W. Bennett,C,2,LIB,329,40,131,0,71,9,21,0,258,31,110,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,15,14,"Judge, Court of Criminal Appeals, Place 8",,1,1,Elsa Alcala,C,1,REP,329,174,129,0,71,45,19,0,258,129,110,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,15,14,"Judge, Court of Criminal Appeals, Place 8",,1,2,"William Bryan Strange, III",C,2,LIB,329,26,129,0,71,7,19,0,258,19,110,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,16,15,"Member, State Board of Education, District 15",,1,1,Marty Rowley,C,1,REP,329,137,43,0,71,35,12,0,258,102,31,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,16,15,"Member, State Board of Education, District 15",,1,2,Steven D. Schafersman,C,2,DEM,329,149,43,0,71,24,12,0,258,125,31,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,17,16,"State Senator, District 31",,1,1,Kel Seliger,C,1,REP,329,179,150,0,71,47,24,0,258,132,126,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,18,17,"State Representative, District 88",,1,1,Ken King,C,1,REP,329,174,155,0,71,47,24,0,258,127,131,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,19,18,"Justice, 7th Court of Appeals District, Place 2",,1,1,Mackey K. Hancock,C,1,REP,329,166,163,0,71,42,29,0,258,124,134,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,20,19,"Justice, 7th Court of Appeals District, Place 3, Unexpired Term",,1,1,Pat Pirtle,C,1,REP,329,164,165,0,71,40,31,0,258,124,134,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,21,20,County Judge,,1,1,Carroll Gerber,C,1,REP,329,177,152,0,71,44,27,0,258,133,125,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,22,21,County District Attorney,,1,1,Shalyn Hamlin,C,1,REP,329,158,22,0,71,40,4,0,258,118,18,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,22,21,County District Attorney,,1,2,Jerry Matthews,C,2,DEM,329,149,22,0,71,27,4,0,258,122,18,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,23,22,Sheriff,,1,1,Sal Rivera,C,1,REP,329,199,130,0,71,51,20,0,258,148,110,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,24,23,Constable,,1,1,Ray Aleman,C,1,REP,329,181,148,0,71,43,28,0,258,138,120,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,25,24,Tax-Assessor Collector,,1,1,Elaine Kern,C,1,REP,329,150,14,0,71,39,2,0,258,111,12,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,25,24,Tax-Assessor Collector,,1,2,Pamala Rickert,C,2,DEM,329,165,14,0,71,30,2,0,258,135,12,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,26,25,"County Commissioner, Precinct 1",,1,1,Horace E.(Tom) Mclain,C,1,REP,329,197,132,0,71,51,20,0,258,146,112,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,28,27,"High Plains Underground Water Conservation District DIRECTOR, Precinct 3",,1,1,Mike Beauchamp,C,1,,329,130,161,0,71,27,37,0,258,103,124,0
Castro County,11/6/2012,General Election,2,0,101,4,1,1,806,0.41,28,27,"High Plains Underground Water Conservation District DIRECTOR, Precinct 3",,1,2,Carroll Cook,C,2,,329,38,161,0,71,7,37,0,258,31,124,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,4,3,Straight Party,,1,1,Republican Party,C,1,REP,32,8,23,0,14,5,9,0,18,3,14,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,4,3,Straight Party,,1,2,Democratic Party,C,2,DEM,32,1,23,0,14,0,9,0,18,1,14,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,4,3,Straight Party,,1,3,Libertarian Party,C,3,LIB,32,0,23,0,14,0,9,0,18,0,14,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,4,3,Straight Party,,1,4,Green Party,C,4,GRN,32,0,23,0,14,0,9,0,18,0,14,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,5,4,President and Vice-President,,1,1,Mitt Romney/Paul Ryan,C,1,REP,32,21,1,0,14,11,0,0,18,10,1,0
Castro County,11/6/2012,General Election,2,0,105,2,2,2,77,0.42,5,4,President and Vice-President,,1,2,Barack Obama/Joe Biden,C,2,DEM,32,10,1,0,14,3,0,0,18,7,1,0
