Lipscomb County,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,4,8,United States Senator  REP,,1,5,David Dewhurst,C,3,,50,37,0,0,0,0,0,0,7,6,0,0,43,31,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,4,8,United States Senator  REP,,1,4,Ted Cruz,C,8,,50,13,0,0,0,0,0,0,7,1,0,0,43,12,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,,50,0,0,0,0,0,0,0,7,0,0,0,43,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,2,,50,0,0,0,0,0,0,0,7,0,0,0,43,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,,50,37,1,0,0,0,0,0,7,7,0,0,43,30,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,,50,12,1,0,0,0,0,0,7,0,0,0,43,12,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,50,22,9,0,0,0,0,0,7,3,0,0,43,19,9,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,4,REP,50,19,9,0,0,0,0,0,7,4,0,0,43,15,9,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,2,,50,26,11,0,0,0,0,0,7,5,0,0,43,21,11,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,3,,50,13,11,0,0,0,0,0,7,2,0,0,43,11,11,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,32,37,"State Representative, District 88  REP",,1,1,Ken King,C,1,,50,42,0,0,0,0,0,0,7,5,0,0,43,37,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,202,,1,4,1,1,155,0.32,32,37,"State Representative, District 88  REP",,1,3,Jim Landtroop,C,3,,50,8,0,0,0,0,0,0,7,2,0,0,43,6,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,4,8,United States Senator  REP,,1,5,David Dewhurst,C,3,,93,58,4,0,0,0,0,0,25,20,0,0,68,38,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,4,8,United States Senator  REP,,1,4,Ted Cruz,C,8,,93,26,4,0,0,0,0,0,25,5,0,0,68,21,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,,93,3,0,0,0,0,0,0,25,0,0,0,68,3,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,2,,93,2,0,0,0,0,0,0,25,0,0,0,68,2,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,,93,70,2,0,0,0,0,0,25,18,0,0,68,52,2,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,,93,16,2,0,0,0,0,0,25,7,0,0,68,9,2,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,93,31,14,0,0,0,0,0,25,10,5,0,68,21,9,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,4,REP,93,43,14,0,0,0,0,0,25,10,5,0,68,33,9,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,2,,93,44,12,0,0,0,0,0,25,11,2,0,68,33,10,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,3,,93,32,12,0,0,0,0,0,25,12,2,0,68,20,10,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,32,37,"State Representative, District 88  REP",,1,1,Ken King,C,1,,93,74,1,0,0,0,0,0,25,18,1,0,68,56,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,303,,1,4,2,2,412,0.23,32,37,"State Representative, District 88  REP",,1,3,Jim Landtroop,C,3,,93,13,1,0,0,0,0,0,25,6,1,0,68,7,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,4,8,United States Senator  REP,,1,5,David Dewhurst,C,3,,78,41,6,0,0,0,0,0,26,17,2,0,52,24,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,4,8,United States Senator  REP,,1,4,Ted Cruz,C,8,,78,31,6,0,0,0,0,0,26,7,2,0,52,24,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,,78,0,0,0,0,0,0,0,26,0,0,0,52,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,2,,78,0,0,0,0,0,0,0,26,0,0,0,52,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,,78,54,2,0,0,0,0,0,26,18,1,0,52,36,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,,78,22,2,0,0,0,0,0,26,7,1,0,52,15,1,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,78,25,28,0,0,0,0,0,26,9,11,0,52,16,17,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,4,REP,78,25,28,0,0,0,0,0,26,6,11,0,52,19,17,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,2,,78,30,22,0,0,0,0,0,26,12,7,0,52,18,15,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,3,,78,26,22,0,0,0,0,0,26,7,7,0,52,19,15,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,32,37,"State Representative, District 88  REP",,1,1,Ken King,C,1,,78,64,0,0,0,0,0,0,26,23,0,0,52,41,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,404,,1,4,3,3,397,0.2,32,37,"State Representative, District 88  REP",,1,3,Jim Landtroop,C,3,,78,14,0,0,0,0,0,0,26,3,0,0,52,11,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,4,8,United States Senator  REP,,1,5,David Dewhurst,C,3,,74,43,5,0,0,0,0,0,27,20,3,0,47,23,2,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,4,8,United States Senator  REP,,1,4,Ted Cruz,C,8,,74,25,5,0,0,0,0,0,27,4,3,0,47,21,2,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,,74,0,0,0,0,0,0,0,27,0,0,0,47,0,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,2,,74,1,0,0,0,0,0,0,27,0,0,0,47,1,0,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,,74,55,4,0,0,0,0,0,27,18,0,0,47,37,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,,74,14,4,0,0,0,0,0,27,9,0,0,47,5,4,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,74,17,17,0,0,0,0,0,27,6,4,0,47,11,13,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,4,REP,74,39,17,0,0,0,0,0,27,17,4,0,47,22,13,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,2,,74,26,16,0,0,0,0,0,27,11,5,0,47,15,11,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,3,,74,31,16,0,0,0,0,0,27,11,5,0,47,20,11,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,32,37,"State Representative, District 88  REP",,1,1,Ken King,C,1,,74,53,2,0,0,0,0,0,27,16,0,0,47,37,2,0
Lipscomb County,7/31/2012,2012 Primary Runoff,106,,1,4,4,4,310,0.24,32,37,"State Representative, District 88  REP",,1,3,Jim Landtroop,C,3,,74,18,2,0,0,0,0,0,27,11,0,0,47,7,2,0
