political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,2824,472,149,2675
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,404,65,97,307
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,2827,469,150,2677
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,395,67,95,300
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Member, State Board of Education, District 15",Jay Johnson,REP,2800,469,150,2650
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Member, State Board of Education, District 15",John Betancourt,DEM,422,70,94,328
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"State Representative, District 86",John Smithee,REP,2977,510,187,2790
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,2964,505,185,2779
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,REP,2955,507,184,2771
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,Sheriff,Christopher Forbis,REP,2955,507,185,2770
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,County Tax Assessor-Collector,Christina McMurray,REP,2963,505,188,2775
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"County Commissioner, Precinct 1",Christy Dyer,REP,2941,503,184,2757
Randall County,11/3/20,General Election,34,27,110 COUNTY,5331,"County Constable, Precinct 4",Paula Hicks,REP,2949,502,185,2764
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Donald J. Trump/Michael R. Pence,REP,1571,328,89,1482
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Joseph R. Biden/Kamala D. Harris,DEM,701,138,88,613
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,22,8,1,21
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Howie Hawkins/Angela Walker,GRN,6,6,0,6
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Brian Carroll/Amar Patel,,2,1,0,2
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Todd Cella/Tim Cella,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Rejected write-ins,,10,3,0,10
Randall County,11/3/20,General Election,27,6,111 CITY,4950,President/Vice President,Unassigned write-ins,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,United States Senator,John Cornyn,REP,1589,329,98,1491
Randall County,11/3/20,General Election,27,6,111 CITY,4950,United States Senator,"Mary ""MJ"" Hegar",DEM,648,120,79,569
Randall County,11/3/20,General Election,27,6,111 CITY,4950,United States Senator,Kerry Douglas McKennon,LIB,43,21,1,42
Randall County,11/3/20,General Election,27,6,111 CITY,4950,United States Senator,David B. Collins,GRN,8,7,0,8
Randall County,11/3/20,General Election,27,6,111 CITY,4950,United States Senator,Ricardo Turullols-Bonilla,,0,2,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,United States Senator,Rejected write-ins,,0,1,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,United States Senator,Unassigned write-ins,,0,0,0,0
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"United States Representative, District 13",Ronny Jackson,REP,1538,314,89,1449
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"United States Representative, District 13",Gus Trujillo,DEM,716,143,87,629
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"United States Representative, District 13",Jack B. Westbrook,LIB,36,19,1,35
Randall County,11/3/20,General Election,27,6,111 CITY,4950,Railroad Commissioner,"James ""Jim"" Wright",REP,1548,314,90,1458
Randall County,11/3/20,General Election,27,6,111 CITY,4950,Railroad Commissioner,Chrysta Castañeda,DEM,657,130,81,576
Randall County,11/3/20,General Election,27,6,111 CITY,4950,Railroad Commissioner,Matt Sterett,LIB,43,13,2,41
Randall County,11/3/20,General Election,27,6,111 CITY,4950,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,23,13,0,23
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Chief Justice, Supreme Court",Nathan Hecht,REP,1546,317,92,1454
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,683,133,83,600
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Chief Justice, Supreme Court",Mark Ash,LIB,41,21,0,41
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 6, Unexpired Term",Jane Bland,REP,1577,334,92,1485
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 6, Unexpired Term",Kathy Cheng,DEM,684,134,81,603
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,1558,325,89,1469
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 7",Staci Williams,DEM,654,122,83,571
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 7",William Bryan Strange III,LIB,49,20,2,47
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 8",Brett Busby,REP,1537,311,90,1447
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,668,128,80,588
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, Supreme Court, Place 8",Tom Oxford,LIB,47,26,2,45
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,1573,330,91,1482
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,685,136,82,603
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,1572,336,92,1480
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,679,129,82,597
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,1574,328,90,1484
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,671,136,82,589
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Member, State Board of Education, District 15",Jay Johnson,REP,1539,317,85,1454
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Member, State Board of Education, District 15",John Betancourt,DEM,711,147,88,623
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"State Representative, District 86",John Smithee,REP,1868,410,121,1747
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,1852,404,116,1736
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,REP,1829,395,116,1713
Randall County,11/3/20,General Election,27,6,111 CITY,4950,Sheriff,Christopher Forbis,REP,1825,398,117,1708
Randall County,11/3/20,General Election,27,6,111 CITY,4950,County Tax Assessor-Collector,Christina McMurray,REP,1842,399,116,1726
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"County Commissioner, Precinct 1",Christy Dyer,REP,1826,393,116,1710
Randall County,11/3/20,General Election,27,6,111 CITY,4950,"County Constable, Precinct 4",Paula Hicks,REP,1818,391,118,1700
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Donald J. Trump/Michael R. Pence,REP,40,8,2,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Joseph R. Biden/Kamala D. Harris,DEM,12,5,1,11
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,0,1,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Howie Hawkins/Angela Walker,GRN,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Todd Cella/Tim Cella,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Rejected write-ins,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,President/Vice President,Unassigned write-ins,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,United States Senator,John Cornyn,REP,38,9,2,36
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,United States Senator,"Mary ""MJ"" Hegar",DEM,14,3,1,13
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,United States Senator,David B. Collins,GRN,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,United States Senator,Rejected write-ins,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,United States Senator,Unassigned write-ins,,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"United States Representative, District 13",Ronny Jackson,REP,39,8,2,37
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"United States Representative, District 13",Gus Trujillo,DEM,13,5,1,12
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"United States Representative, District 13",Jack B. Westbrook,LIB,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,Railroad Commissioner,"James ""Jim"" Wright",REP,39,9,2,37
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,Railroad Commissioner,Chrysta Castañeda,DEM,13,3,1,12
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Chief Justice, Supreme Court",Nathan Hecht,REP,37,9,2,35
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,14,3,1,13
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0,0,1
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 6, Unexpired Term",Jane Bland,REP,40,9,2,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 6, Unexpired Term",Kathy Cheng,DEM,12,3,1,11
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,40,9,2,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 7",Staci Williams,DEM,11,3,1,10
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 7",William Bryan Strange III,LIB,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 8",Brett Busby,REP,40,9,2,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,11,3,1,10
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, Supreme Court, Place 8",Tom Oxford,LIB,0,0,0,0
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,40,9,2,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,12,3,1,11
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,40,9,2,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,11,3,1,10
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,40,9,2,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,11,3,1,10
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Member, State Board of Education, District 15",Jay Johnson,REP,39,9,2,37
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Member, State Board of Education, District 15",John Betancourt,DEM,12,4,1,11
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"State Representative, District 86",John Smithee,REP,42,11,3,39
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,45,10,3,42
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,REP,44,10,3,41
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,Sheriff,Christopher Forbis,REP,43,10,3,40
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,County Tax Assessor-Collector,Christina McMurray,REP,42,10,3,39
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"County Commissioner, Precinct 1",Christy Dyer,REP,41,10,3,38
Randall County,11/3/20,General Election,0,0,111 COUNTY,110,"County Constable, Precinct 4",Paula Hicks,REP,41,10,3,38
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Donald J. Trump/Michael R. Pence,REP,1213,313,78,1135
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Joseph R. Biden/Kamala D. Harris,DEM,511,103,78,433
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,24,23,1,23
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Howie Hawkins/Angela Walker,GRN,5,4,0,5
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Brian Carroll/Amar Patel,,1,0,0,1
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Todd Cella/Tim Cella,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Rejected write-ins,,5,1,1,4
Randall County,11/3/20,General Election,26,10,112 CITY,4070,President/Vice President,Unassigned write-ins,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,United States Senator,John Cornyn,REP,1215,302,86,1129
Randall County,11/3/20,General Election,26,10,112 CITY,4070,United States Senator,"Mary ""MJ"" Hegar",DEM,459,100,64,395
Randall County,11/3/20,General Election,26,10,112 CITY,4070,United States Senator,Kerry Douglas McKennon,LIB,51,33,1,50
Randall County,11/3/20,General Election,26,10,112 CITY,4070,United States Senator,David B. Collins,GRN,8,6,0,8
Randall County,11/3/20,General Election,26,10,112 CITY,4070,United States Senator,Ricardo Turullols-Bonilla,,2,0,2,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,United States Senator,Rejected write-ins,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,United States Senator,Unassigned write-ins,,0,0,0,0
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"United States Representative, District 13",Ronny Jackson,REP,1194,294,84,1110
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"United States Representative, District 13",Gus Trujillo,DEM,492,115,67,425
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"United States Representative, District 13",Jack B. Westbrook,LIB,56,29,4,52
Randall County,11/3/20,General Election,26,10,112 CITY,4070,Railroad Commissioner,"James ""Jim"" Wright",REP,1187,293,82,1105
Randall County,11/3/20,General Election,26,10,112 CITY,4070,Railroad Commissioner,Chrysta Castañeda,DEM,461,104,67,394
Randall County,11/3/20,General Election,26,10,112 CITY,4070,Railroad Commissioner,Matt Sterett,LIB,54,31,1,53
Randall County,11/3/20,General Election,26,10,112 CITY,4070,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,24,11,0,24
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Chief Justice, Supreme Court",Nathan Hecht,REP,1177,284,80,1097
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,498,117,69,429
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Chief Justice, Supreme Court",Mark Ash,LIB,52,32,1,51
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 6, Unexpired Term",Jane Bland,REP,1238,324,84,1154
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 6, Unexpired Term",Kathy Cheng,DEM,484,109,65,419
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,1186,293,81,1105
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 7",Staci Williams,DEM,478,106,69,409
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 7",William Bryan Strange III,LIB,54,34,0,54
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 8",Brett Busby,REP,1191,294,81,1110
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,470,104,67,403
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, Supreme Court, Place 8",Tom Oxford,LIB,57,33,2,55
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,1208,316,80,1128
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,510,114,70,440
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,1234,326,85,1149
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,483,105,65,418
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,1217,325,80,1137
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,495,106,68,427
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Member, State Board of Education, District 15",Jay Johnson,REP,1203,320,82,1121
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Member, State Board of Education, District 15",John Betancourt,DEM,510,107,67,443
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"State Representative, District 86",John Smithee,REP,1445,379,118,1327
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,1437,371,114,1323
Randall County,11/3/20,General Election,26,10,112 CITY,4070,"Justice, 7th Court of Appeals District, Place 4",Larry Doss,REP,1431,369,115,1316
