political_subdivison,election_date,election_name,total provisionals ballots,total provisional ballots counted,#FormatVersion 1,,,,,,
Red River,11/3/2020,General,18,6,14,114,"State Representative, District No. 1",Gary Vandeaver,REP,37,9
Red River,11/3/2020,General,18,6,14,114,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,37,10
Red River,11/3/2020,General,18,6,14,114,County Attorney,Val Varley,REP,33,8
Red River,11/3/2020,General,18,6,14,114,Sheriff,Jim Caldwell,REP,37,10
Red River,11/3/2020,General,18,6,14,114,County Tax Assessor-Collector,Tonya R. Martin,REP,38,10
Red River,11/3/2020,General,18,6,14,114,Constable,Shawn Roden,REP,36,9
Red River,11/3/2020,General,18,6,14 - A,131,President and Vice President,Donald J. Trump Michael R. Pence,REP,49,44
Red River,11/3/2020,General,18,6,14 - A,131,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,3,7
Red River,11/3/2020,General,18,6,14 - A,131,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,14 - A,131,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,14 - A,131,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,14 - A,131,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,14 - A,131,United States Senator,John Cornyn,REP,47,39
Red River,11/3/2020,General,18,6,14 - A,131,United States Senator,"Mary ""MJ"" Hegar",DEM,2,9
Red River,11/3/2020,General,18,6,14 - A,131,United States Senator,Kerry Douglas McKennon,LIB,1,0
Red River,11/3/2020,General,18,6,14 - A,131,United States Senator,David B. Collins,GRN,0,1
Red River,11/3/2020,General,18,6,14 - A,131,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,14 - A,131,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,14 - A,131,"United States Representative, District No. 4",Pat Fallon,REP,44,42
Red River,11/3/2020,General,18,6,14 - A,131,"United States Representative, District No. 4",Russell Foster,DEM,1,6
Red River,11/3/2020,General,18,6,14 - A,131,"United States Representative, District No. 4",Lou Antonelli,LIB,2,0
Red River,11/3/2020,General,18,6,14 - A,131,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,14 - A,131,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,14 - A,131,Railroad Commissioner,"James ""Jim"" Wright",REP,47,44
Red River,11/3/2020,General,18,6,14 - A,131,Railroad Commissioner,Chrysta Castañeda,DEM,2,6
Red River,11/3/2020,General,18,6,14 - A,131,Railroad Commissioner,Matt Sterett,LIB,0,0
Red River,11/3/2020,General,18,6,14 - A,131,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,14 - A,131,"Chief Justice, Supreme Court",Nathan Hecht,REP,45,41
Red River,11/3/2020,General,18,6,14 - A,131,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,2,7
Red River,11/3/2020,General,18,6,14 - A,131,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,45,39
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,1,8
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,45,41
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,1,6
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,46,41
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,1,6
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
Red River,11/3/2020,General,18,6,14 - A,131,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,45,42
Red River,11/3/2020,General,18,6,14 - A,131,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,1,6
Red River,11/3/2020,General,18,6,14 - A,131,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,45,42
Red River,11/3/2020,General,18,6,14 - A,131,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,1,6
Red River,11/3/2020,General,18,6,14 - A,131,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,45,42
Red River,11/3/2020,General,18,6,14 - A,131,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,1,6
Red River,11/3/2020,General,18,6,14 - A,131,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,45,41
Red River,11/3/2020,General,18,6,14 - A,131,"Member State Board of Education, District No. 9",Brenda Davis,DEM,1,7
Red River,11/3/2020,General,18,6,14 - A,131,"State Senator, District No. 1",Bryan Hughes,REP,46,40
Red River,11/3/2020,General,18,6,14 - A,131,"State Senator, District No. 1",Audrey Spanko,DEM,1,7
Red River,11/3/2020,General,18,6,14 - A,131,"State Representative, District No. 1",Gary Vandeaver,REP,48,45
Red River,11/3/2020,General,18,6,14 - A,131,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,46,42
Red River,11/3/2020,General,18,6,14 - A,131,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,47,43
Red River,11/3/2020,General,18,6,14 - A,131,County Attorney,Val Varley,REP,40,38
Red River,11/3/2020,General,18,6,14 - A,131,Sheriff,Jim Caldwell,REP,48,45
Red River,11/3/2020,General,18,6,14 - A,131,County Tax Assessor-Collector,Tonya R. Martin,REP,46,45
Red River,11/3/2020,General,18,6,14 - A,131,Constable,Shawn Roden,REP,46,42
Red River,11/3/2020,General,18,6,14 - A,131,Detroit Independent School District Board of Trustees,Ginny Minter,,22,24
Red River,11/3/2020,General,18,6,14 - A,131,Detroit Independent School District Board of Trustees,Clint Johnson,,18,11
Red River,11/3/2020,General,18,6,14 - A,131,Detroit Independent School District Board of Trustees,Cheri Yarbrough Eldridge,,17,26
Red River,11/3/2020,General,18,6,14 - A,131,Detroit Independent School District Board of Trustees,Jessie Smith,,10,13
Red River,11/3/2020,General,18,6,14 - A,131,Detroit Independent School District Board of Trustees,Shane Henderson,,26,14
Red River,11/3/2020,General,18,6,17,83,President and Vice President,Donald J. Trump Michael R. Pence,REP,35,12
Red River,11/3/2020,General,18,6,17,83,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,1,2
Red River,11/3/2020,General,18,6,17,83,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,17,83,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,17,83,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,17,83,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,17,83,United States Senator,John Cornyn,REP,34,11
Red River,11/3/2020,General,18,6,17,83,United States Senator,"Mary ""MJ"" Hegar",DEM,1,2
Red River,11/3/2020,General,18,6,17,83,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,17,83,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,17,83,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,17,83,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,17,83,"United States Representative, District No. 4",Pat Fallon,REP,33,11
Red River,11/3/2020,General,18,6,17,83,"United States Representative, District No. 4",Russell Foster,DEM,1,2
Red River,11/3/2020,General,18,6,17,83,"United States Representative, District No. 4",Lou Antonelli,LIB,1,0
Red River,11/3/2020,General,18,6,17,83,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,17,83,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,17,83,Railroad Commissioner,"James ""Jim"" Wright",REP,32,11
Red River,11/3/2020,General,18,6,17,83,Railroad Commissioner,Chrysta Castañeda,DEM,0,3
Red River,11/3/2020,General,18,6,17,83,Railroad Commissioner,Matt Sterett,LIB,0,0
Red River,11/3/2020,General,18,6,17,83,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,17,83,"Chief Justice, Supreme Court",Nathan Hecht,REP,32,12
Red River,11/3/2020,General,18,6,17,83,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,32,12
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,32,12
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,32,12
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
Red River,11/3/2020,General,18,6,17,83,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,32,12
Red River,11/3/2020,General,18,6,17,83,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,32,12
Red River,11/3/2020,General,18,6,17,83,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,31,12
Red River,11/3/2020,General,18,6,17,83,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,32,11
Red River,11/3/2020,General,18,6,17,83,"Member State Board of Education, District No. 9",Brenda Davis,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"State Senator, District No. 1",Bryan Hughes,REP,32,12
Red River,11/3/2020,General,18,6,17,83,"State Senator, District No. 1",Audrey Spanko,DEM,0,1
Red River,11/3/2020,General,18,6,17,83,"State Representative, District No. 1",Gary Vandeaver,REP,31,12
Red River,11/3/2020,General,18,6,17,83,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,31,12
Red River,11/3/2020,General,18,6,17,83,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,30,11
Red River,11/3/2020,General,18,6,17,83,County Attorney,Val Varley,REP,31,12
Red River,11/3/2020,General,18,6,17,83,Sheriff,Jim Caldwell,REP,31,12
Red River,11/3/2020,General,18,6,17,83,County Tax Assessor-Collector,Tonya R. Martin,REP,30,12
Red River,11/3/2020,General,18,6,17,83,Constable,Shawn Roden,REP,29,10
Red River,11/3/2020,General,18,6,17 - A,340,President and Vice President,Donald J. Trump Michael R. Pence,REP,122,102
Red River,11/3/2020,General,18,6,17 - A,340,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,20,8
Red River,11/3/2020,General,18,6,17 - A,340,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,1
Red River,11/3/2020,General,18,6,17 - A,340,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,17 - A,340,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,17 - A,340,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,17 - A,340,United States Senator,John Cornyn,REP,121,97
Red River,11/3/2020,General,18,6,17 - A,340,United States Senator,"Mary ""MJ"" Hegar",DEM,20,9
Red River,11/3/2020,General,18,6,17 - A,340,United States Senator,Kerry Douglas McKennon,LIB,0,2
Red River,11/3/2020,General,18,6,17 - A,340,United States Senator,David B. Collins,GRN,0,2
Red River,11/3/2020,General,18,6,17 - A,340,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,17 - A,340,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,17 - A,340,"United States Representative, District No. 4",Pat Fallon,REP,115,97
Red River,11/3/2020,General,18,6,17 - A,340,"United States Representative, District No. 4",Russell Foster,DEM,20,8
Red River,11/3/2020,General,18,6,17 - A,340,"United States Representative, District No. 4",Lou Antonelli,LIB,0,2
Red River,11/3/2020,General,18,6,17 - A,340,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,17 - A,340,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,17 - A,340,Railroad Commissioner,"James ""Jim"" Wright",REP,116,99
Red River,11/3/2020,General,18,6,17 - A,340,Railroad Commissioner,Chrysta Castañeda,DEM,20,7
Red River,11/3/2020,General,18,6,17 - A,340,Railroad Commissioner,Matt Sterett,LIB,0,4
Red River,11/3/2020,General,18,6,17 - A,340,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,0
Red River,11/3/2020,General,18,6,17 - A,340,"Chief Justice, Supreme Court",Nathan Hecht,REP,117,99
Red River,11/3/2020,General,18,6,17 - A,340,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,23,8
Red River,11/3/2020,General,18,6,17 - A,340,"Chief Justice, Supreme Court",Mark Ash,LIB,0,1
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,119,99
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,20,7
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,116,98
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,24,8
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,2
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,117,95
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,20,8
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,2,4
Red River,11/3/2020,General,18,6,17 - A,340,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,114,95
Red River,11/3/2020,General,18,6,17 - A,340,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,25,11
Red River,11/3/2020,General,18,6,17 - A,340,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,117,96
Red River,11/3/2020,General,18,6,17 - A,340,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,21,11
Red River,11/3/2020,General,18,6,17 - A,340,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,117,97
Red River,11/3/2020,General,18,6,17 - A,340,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,22,10
Red River,11/3/2020,General,18,6,17 - A,340,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,115,95
Red River,11/3/2020,General,18,6,17 - A,340,"Member State Board of Education, District No. 9",Brenda Davis,DEM,21,10
Red River,11/3/2020,General,18,6,17 - A,340,"State Senator, District No. 1",Bryan Hughes,REP,116,98
Red River,11/3/2020,General,18,6,17 - A,340,"State Senator, District No. 1",Audrey Spanko,DEM,20,8
Red River,11/3/2020,General,18,6,17 - A,340,"State Representative, District No. 1",Gary Vandeaver,REP,123,105
Red River,11/3/2020,General,18,6,17 - A,340,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,121,100
Red River,11/3/2020,General,18,6,17 - A,340,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,121,98
Red River,11/3/2020,General,18,6,17 - A,340,County Attorney,Val Varley,REP,116,98
Red River,11/3/2020,General,18,6,17 - A,340,Sheriff,Jim Caldwell,REP,122,99
Red River,11/3/2020,General,18,6,17 - A,340,County Tax Assessor-Collector,Tonya R. Martin,REP,126,103
Red River,11/3/2020,General,18,6,17 - A,340,Constable,Shawn Roden,REP,123,98
Red River,11/3/2020,General,18,6,17 - A,340,Detroit Independent School District Board of Trustees,Ginny Minter,,67,52
Red River,11/3/2020,General,18,6,17 - A,340,Detroit Independent School District Board of Trustees,Clint Johnson,,56,27
Red River,11/3/2020,General,18,6,17 - A,340,Detroit Independent School District Board of Trustees,Cheri Yarbrough Eldridge,,48,38
Red River,11/3/2020,General,18,6,17 - A,340,Detroit Independent School District Board of Trustees,Jessie Smith,,17,12
Red River,11/3/2020,General,18,6,17 - A,340,Detroit Independent School District Board of Trustees,Shane Henderson,,47,32
Red River,11/3/2020,General,18,6,19,271,President and Vice President,Donald J. Trump Michael R. Pence,REP,136,47
Red River,11/3/2020,General,18,6,19,271,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,14,7
Red River,11/3/2020,General,18,6,19,271,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,1
Red River,11/3/2020,General,18,6,19,271,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,19,271,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,19,271,President and Vice President,Unassigned write-ins,,0,1
Red River,11/3/2020,General,18,6,19,271,United States Senator,John Cornyn,REP,135,47
Red River,11/3/2020,General,18,6,19,271,United States Senator,"Mary ""MJ"" Hegar",DEM,14,8
Red River,11/3/2020,General,18,6,19,271,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,19,271,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,19,271,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,19,271,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,19,271,"United States Representative, District No. 4",Pat Fallon,REP,130,46
Red River,11/3/2020,General,18,6,19,271,"United States Representative, District No. 4",Russell Foster,DEM,12,8
Red River,11/3/2020,General,18,6,19,271,"United States Representative, District No. 4",Lou Antonelli,LIB,5,1
Red River,11/3/2020,General,18,6,19,271,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,19,271,"United States Representative, District No. 4",Unassigned write-ins,,1,0
Red River,11/3/2020,General,18,6,19,271,Railroad Commissioner,"James ""Jim"" Wright",REP,135,47
Red River,11/3/2020,General,18,6,19,271,Railroad Commissioner,Chrysta Castañeda,DEM,11,8
Red River,11/3/2020,General,18,6,19,271,Railroad Commissioner,Matt Sterett,LIB,1,0
Red River,11/3/2020,General,18,6,19,271,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,19,271,"Chief Justice, Supreme Court",Nathan Hecht,REP,133,47
Red River,11/3/2020,General,18,6,19,271,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,13,7
Red River,11/3/2020,General,18,6,19,271,"Chief Justice, Supreme Court",Mark Ash,LIB,1,1
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,135,47
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,12,8
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,133,48
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,13,7
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,135,48
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,11,6
Red River,11/3/2020,General,18,6,19,271,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,1
Red River,11/3/2020,General,18,6,19,271,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,132,47
Red River,11/3/2020,General,18,6,19,271,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,14,8
Red River,11/3/2020,General,18,6,19,271,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,133,48
Red River,11/3/2020,General,18,6,19,271,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,12,7
Red River,11/3/2020,General,18,6,19,271,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,134,47
Red River,11/3/2020,General,18,6,19,271,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,13,7
Red River,11/3/2020,General,18,6,19,271,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,133,46
Red River,11/3/2020,General,18,6,19,271,"Member State Board of Education, District No. 9",Brenda Davis,DEM,13,9
Red River,11/3/2020,General,18,6,19,271,"State Senator, District No. 1",Bryan Hughes,REP,133,47
Red River,11/3/2020,General,18,6,19,271,"State Senator, District No. 1",Audrey Spanko,DEM,13,8
Red River,11/3/2020,General,18,6,19,271,"State Representative, District No. 1",Gary Vandeaver,REP,140,50
Red River,11/3/2020,General,18,6,19,271,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,137,48
Red River,11/3/2020,General,18,6,19,271,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,139,48
Red River,11/3/2020,General,18,6,19,271,County Attorney,Val Varley,REP,129,48
Red River,11/3/2020,General,18,6,19,271,Sheriff,Jim Caldwell,REP,139,49
Red River,11/3/2020,General,18,6,19,271,County Tax Assessor-Collector,Tonya R. Martin,REP,140,48
Red River,11/3/2020,General,18,6,19,271,"County Commissioner, Precinct No. 3",Jeff Moore,REP,137,49
Red River,11/3/2020,General,18,6,19,271,Constable,Shawn Roden,REP,131,48
Red River,11/3/2020,General,18,6,19 - A,196,President and Vice President,Donald J. Trump Michael R. Pence,REP,72,52
Red River,11/3/2020,General,18,6,19 - A,196,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,8,6
Red River,11/3/2020,General,18,6,19 - A,196,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0
Red River,11/3/2020,General,18,6,19 - A,196,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,19 - A,196,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,19 - A,196,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,19 - A,196,United States Senator,John Cornyn,REP,73,51
Red River,11/3/2020,General,18,6,19 - A,196,United States Senator,"Mary ""MJ"" Hegar",DEM,6,6
Red River,11/3/2020,General,18,6,19 - A,196,United States Senator,Kerry Douglas McKennon,LIB,2,1
Red River,11/3/2020,General,18,6,19 - A,196,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,19 - A,196,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,19 - A,196,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,19 - A,196,"United States Representative, District No. 4",Pat Fallon,REP,71,48
Red River,11/3/2020,General,18,6,19 - A,196,"United States Representative, District No. 4",Russell Foster,DEM,9,7
Red River,11/3/2020,General,18,6,19 - A,196,"United States Representative, District No. 4",Lou Antonelli,LIB,1,1
Red River,11/3/2020,General,18,6,19 - A,196,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,19 - A,196,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,19 - A,196,Railroad Commissioner,"James ""Jim"" Wright",REP,71,52
Red River,11/3/2020,General,18,6,19 - A,196,Railroad Commissioner,Chrysta Castañeda,DEM,7,5
Red River,11/3/2020,General,18,6,19 - A,196,Railroad Commissioner,Matt Sterett,LIB,1,0
Red River,11/3/2020,General,18,6,19 - A,196,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,1
Red River,11/3/2020,General,18,6,19 - A,196,"Chief Justice, Supreme Court",Nathan Hecht,REP,67,50
Red River,11/3/2020,General,18,6,19 - A,196,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,10,5
Red River,11/3/2020,General,18,6,19 - A,196,"Chief Justice, Supreme Court",Mark Ash,LIB,1,1
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,71,52
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,9,6
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,69,52
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,9,6
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,69,51
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,9,6
Red River,11/3/2020,General,18,6,19 - A,196,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,1
Red River,11/3/2020,General,18,6,19 - A,196,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,70,50
Red River,11/3/2020,General,18,6,19 - A,196,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,9,7
Red River,11/3/2020,General,18,6,19 - A,196,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,70,49
Red River,11/3/2020,General,18,6,19 - A,196,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,9,7
Red River,11/3/2020,General,18,6,19 - A,196,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,69,51
Red River,11/3/2020,General,18,6,19 - A,196,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,9,6
Red River,11/3/2020,General,18,6,19 - A,196,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,70,49
Red River,11/3/2020,General,18,6,19 - A,196,"Member State Board of Education, District No. 9",Brenda Davis,DEM,10,7
Red River,11/3/2020,General,18,6,19 - A,196,"State Senator, District No. 1",Bryan Hughes,REP,72,50
Red River,11/3/2020,General,18,6,19 - A,196,"State Senator, District No. 1",Audrey Spanko,DEM,8,5
Red River,11/3/2020,General,18,6,19 - A,196,"State Representative, District No. 1",Gary Vandeaver,REP,78,53
