political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,Donald J. Trump Mike Pence,REP,463,59
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,98,19
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,4,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,Howie Hawkins Angela Walker,GRN,1,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,ABRAM LOEB/ JENNIFER JAIRALA,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,BRIAN CARROLL/ AMAR PATEL,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,GLORIA LA RIVA/ LEONARD PELTIER,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,JESSE CUELLAR/ JIMMY MONREAL,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,KASEY WELLS/ RACHEL WELLS,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,PRESIDENT R. BODDIE/ ERIC S. STONEHAM,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,ROBERT MORROW/ ANNE BECKETT,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,TODD CELLA/ TIM CELLA,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,TOM HOEFLING/ ANDY PRIOR,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,Rejected write-ins,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,President and Vice President,Unassigned write-ins,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,United States Senator,John Cornyn,REP,464,55
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,United States Senator,"Mary ""MJ"" Hegar",DEM,88,21
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,United States Senator,Kerry Douglas McKennon,LIB,8,1
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,United States Senator,David B. Collins,GRN,1,1
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,United States Senator,RICARDO TURULLOLS-BONILLA,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,United States Senator,Rejected write-ins,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,United States Senator,Unassigned write-ins,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"United States Representative, District  No. 10",Michael McCaul,REP,463,55
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"United States Representative, District  No. 10",Mike Siegel,DEM,83,20
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"United States Representative, District  No. 10",Roy Eriksen,LIB,10,2
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Railroad Commissioner,"James ""Jim"" Wright",REP,460,54
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Railroad Commissioner,Chrysta Castañeda,DEM,87,20
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Railroad Commissioner,Matt Sterett,LIB,10,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,1
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Chief Justice, Supreme Court",Nathan Hecht,REP,462,53
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,84,19
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Chief Justice, Supreme Court",Mark Ash,LIB,11,2
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,471,55
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,86,19
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,454,54
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,93,20
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,5,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,461,55
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,88,18
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,5,1
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,464,53
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,90,22
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,465,56
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,89,19
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,468,54
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,85,19
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Member, State Board of Education, District No. 10",Tom Maynard,REP,450,52
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Member, State Board of Education, District No. 10",Marsha Burnett-Webster,DEM,86,21
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Member, State Board of Education, District No. 10",Trip Siebold,LIB,12,2
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"State Senator, District 18",Lois W. Kolkhorst,REP,467,54
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"State Senator, District 18",Michael Antalan,DEM,84,20
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"State Representative, District  No. 3",Cecil Bell Jr,REP,466,58
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"State Representative, District  No. 3",Martin Shupp,DEM,84,16
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Chief Justice, 14th Court of Appeals District",Tracy Elizabeth Christopher,REP,466,56
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Chief Justice, 14th Court of Appeals District",Jane Robinson,DEM,80,17
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, 1st Court of Appeals District, Place  No. 3",Russell Lloyd,REP,464,57
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, 1st Court of Appeals District, Place  No. 3",Veronica Rivas-Molloy,DEM,83,18
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, 1st Court of Appeals District, Place  No. 5",Terry Adams,REP,467,55
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, 1st Court of Appeals District, Place  No. 5",Amparo Monique Guerra,DEM,82,18
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, 14th Court of Appeals District, Place  No. 7 ",Ken Wise,REP,458,55
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Justice, 14th Court of Appeals District, Place  No. 7 ","Tamika ""Tami"" Craft",DEM,87,18
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"District Judge, 506th Judicial District",Gary W. Chaney,REP,486,69
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Sheriff,Troy Guidry,REP,464,64
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Sheriff,Cedric D. Watson,DEM,83,13
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,County Tax Assessor-Collector,Ellen Contreras Shelburne,REP,475,70
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"County Commissioner, Precinct No. 1",John Allen Amsler,REP,470,57
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"County Commissioner, Precinct No. 1",Mildred Jefferson,DEM,77,18
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Constable, Precinct No. 1",Bo Hashaw,REP,483,70
Hempstead ISD ,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Trustee, Position 4 Hempstead ISD",Stephanie Bush,,348,56
Hempstead ISD ,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Trustee, Position 4 Hempstead ISD",Shari Griswold,,86,10
Hempstead ISD ,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Trustee, Position 7 Hempstead ISD",Walter Pete Pendleton,,180,27
Hempstead ISD ,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,"Trustee, Position 7 Hempstead ISD",Connie Wawarofsky,,274,42
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Board of Emergency Services Commissioners,Ryan Kasperek,,74,16
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Board of Emergency Services Commissioners,Glen Trahan,,63,11
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Board of Emergency Services Commissioners,Brian L. Davis,,88,14
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Board of Emergency Services Commissioners,Brenda Bundick,,115,12
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Board of Emergency Services Commissioners,Sherry Whiteley,,58,8
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Board of Emergency Services Commissioners,Jason Tharp,,26,3
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Board of Emergency Services Commissioners,Tommy Davis,,130,20
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Waller-Harris Emergency Services District No. 200 Proposition A,For,,246,42
Waller-Harris ESD 200,11/3/2020,2020 November 3rd General Election,3,1,101 - 01,770,Waller-Harris Emergency Services District No. 200 Proposition A,Against,,251,26
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,Donald J. Trump Mike Pence,REP,335,36
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,261,51
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,2,2
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,Howie Hawkins Angela Walker,GRN,2,2
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,ABRAM LOEB/ JENNIFER JAIRALA,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,BRIAN CARROLL/ AMAR PATEL,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,GLORIA LA RIVA/ LEONARD PELTIER,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,JESSE CUELLAR/ JIMMY MONREAL,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,KASEY WELLS/ RACHEL WELLS,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,PRESIDENT R. BODDIE/ ERIC S. STONEHAM,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,ROBERT MORROW/ ANNE BECKETT,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,TODD CELLA/ TIM CELLA,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,TOM HOEFLING/ ANDY PRIOR,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,Rejected write-ins,,1,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,President and Vice President,Unassigned write-ins,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,United States Senator,John Cornyn,REP,338,39
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,United States Senator,"Mary ""MJ"" Hegar",DEM,243,41
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,United States Senator,Kerry Douglas McKennon,LIB,8,5
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,United States Senator,David B. Collins,GRN,2,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,United States Senator,RICARDO TURULLOLS-BONILLA,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,United States Senator,Rejected write-ins,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,United States Senator,Unassigned write-ins,,0,0
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"United States Representative, District  No. 10",Michael McCaul,REP,342,37
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"United States Representative, District  No. 10",Mike Siegel,DEM,239,45
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"United States Representative, District  No. 10",Roy Eriksen,LIB,8,4
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,Railroad Commissioner,"James ""Jim"" Wright",REP,326,35
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,Railroad Commissioner,Chrysta Castañeda,DEM,234,44
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,Railroad Commissioner,Matt Sterett,LIB,10,3
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,3,2
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Chief Justice, Supreme Court",Nathan Hecht,REP,319,32
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,243,47
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Chief Justice, Supreme Court",Mark Ash,LIB,14,4
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,337,40
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,242,45
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,325,35
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,244,46
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,7,3
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,325,34
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,240,44
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,9,5
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,323,38
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,255,46
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,328,41
WALLER COUNTY,11/3/2020,2020 November 3rd General Election,3,1,101 - 02,1014,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,243,40
