COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,President / Vice-President,President / Vice-President,President / Vice-President,President / Vice-President,President / Vice-President,President / Vice-President,President / Vice-President,US Senator,US Senator,US Senator,US Senator,US Senator,US Senator,US Senator,"US Representative, Dist 5","US Representative, Dist 5","US Representative, Dist 5","US Representative, Dist 5","US Representative, Dist 5",Railroad Commissioner,Railroad Commissioner,Railroad Commissioner,Railroad Commissioner,Railroad Commissioner,Railroad Commissioner,"Chief Justice, Supreme Court","Chief Justice, Supreme Court","Chief Justice, Supreme Court","Chief Justice, Supreme Court","Chief Justice, Supreme Court","Justice, Supreme Court, Pl 6","Justice, Supreme Court, Pl 6","Justice, Supreme Court, Pl 6","Justice, Supreme Court, Pl 6","Justice, Supreme Court, Pl 7","Justice, Supreme Court, Pl 7","Justice, Supreme Court, Pl 7","Justice, Supreme Court, Pl 7","Justice, Supreme Court, Pl 7","Justice, Supreme Court, Pl 8","Justice, Supreme Court, Pl 8","Justice, Supreme Court, Pl 8","Justice, Supreme Court, Pl 8","Justice, Supreme Court, Pl 8","Judge, Ct of Crim App, Pl 3","Judge, Ct of Crim App, Pl 3","Judge, Ct of Crim App, Pl 3","Judge, Ct of Crim App, Pl 3","Judge, Ct of Crim App, Pl 4","Judge, Ct of Crim App, Pl 4","Judge, Ct of Crim App, Pl 4","Judge, Ct of Crim App, Pl 4","Judge, Ct of Crim App, Pl 9","Judge, Ct of Crim App, Pl 9","Judge, Ct of Crim App, Pl 9","Judge, Ct of Crim App, Pl 9","Member, State BoE, Dist 9","Member, State BoE, Dist 9","Member, State BoE, Dist 9","Member, State BoE, Dist 9","State Representative, Dist 4","State Representative, Dist 4","State Representative, Dist 4","State Representative, Dist 4","State Representative, Dist 10","State Representative, Dist 10","State Representative, Dist 10","State Representative, Dist 10","Chief Justice, 12th Ct of App Dist","Chief Justice, 12th Ct of App Dist","Chief Justice, 12th Ct of App Dist","Dist Judge, 3rd Judicial Dist","Dist Judge, 3rd Judicial Dist","Dist Judge, 3rd Judicial Dist","Dist Judge, 392nd Judicial Dist","Dist Judge, 392nd Judicial Dist","Dist Judge, 392nd Judicial Dist","Dist Attorney, 173rd Judicial Dist","Dist Attorney, 173rd Judicial Dist","Dist Attorney, 173rd Judicial Dist",County Attorney,County Attorney,County Attorney,Sheriff,Sheriff,Sheriff,County Tax Assessor-Collector,County Tax Assessor-Collector,County Tax Assessor-Collector,County Commissioner,County Commissioner,County Commissioner,County Commissioner,County Commissioner,County Commissioner,County Commissioner,County Commissioner,County Commissioner,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,Constable,"Council Member, Place 2","Council Member, Place 2","Council Member, Place 2","Council Member, Place 3","Council Member, Place 3","Council Member, Place 3","Council Member, Place 3","Council Member, Place 4","Council Member, Place 4","Council Member, Place 4","Board of Trustee, Place 1","Board of Trustee, Place 1","Board of Trustee, Place 1","Board of Trustee, Place 2","Board of Trustee, Place 2","Board of Trustee, Place 2","Board of Trustee, Place 2",Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,"Council Member, At Large","Council Member, At Large","Council Member, At Large","Council Member, At Large","Council Member, At Large","Council Member, At Large","Council Member, At Large","Council, Place 2 - East","Council, Place 2 - East","Council, Place 2 - East","Council, Place 2 - East","Council, Place 4 - West","Council, Place 4 - West","Council, Place 4 - West","Council, Place 4 - West",Mayor – At Large,Mayor – At Large,Mayor – At Large,PROPOSITION A,PROPOSITION A,PROPOSITION A,PROPOSITION A,PROPOSITION B,PROPOSITION B,PROPOSITION B,PROPOSITION B,PROPOSITION C,PROPOSITION C,PROPOSITION C,PROPOSITION C,PROPOSITION D,PROPOSITION D,PROPOSITION D,PROPOSITION D,PROPOSITION E,PROPOSITION E,PROPOSITION E,PROPOSITION E,PROPOSITION F,PROPOSITION F,PROPOSITION F,PROPOSITION F,PROPOSITION G,PROPOSITION G,PROPOSITION G,PROPOSITION G,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Mayor – At Large,Mayor – At Large,Mayor – At Large,Mayor – At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,Council At Large,"Trustees, At Large","Trustees, At Large","Trustees, At Large","Trustees, At Large","Trustees, At Large","Trustees, At Large","Trustees, At Large","Trustees, At Large","Trustees, Place 1","Trustees, Place 1","Trustees, Place 1","Trustees, Place 1","Trustees, Place 2","Trustees, Place 2","Trustees, Place 2","Trustees, Place 1","Trustees, Place 1","Trustees, Place 1","Trustees, Place 1","Trustees, Place 1","Trustees, Place 1","Trustees, Place 1","Trustees, Place 4","Trustees, Place 4","Trustees, Place 4","Trustees, Place 5","Trustees, Place 5","Trustees, Place 5","Trustees, Place 5",Mayor – At Large,Mayor – At Large,Mayor – At Large,Mayor – At Large,"Alderman, Place 1","Alderman, Place 1","Alderman, Place 1","Alderman, Place 1","Alderman, Place 3","Alderman, Place 3","Alderman, Place 3","Alderman, Place 3","Alderman, Place 5","Alderman, Place 5","Alderman, Place 5","Trustees, Place 3","Trustees, Place 3","Trustees, Place 3","Trustees, Place 6","Trustees, Place 6","Trustees, Place 6","Trustees, Place 6","Trustees, Place 7","Trustees, Place 7","Trustees, Place 7","Board Member, District 3","Board Member, District 3","Board Member, District 3","Board Member, District 3",
,,,,,,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,
,,,VOTERS,BALLOTS CAST,BALLOTS CAST,REP Donald J. Trump / Michael R. Pence,DEM Joseph R. Biden / Kamala D. Harris,"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",GRN Howie Hawkins / Angela Walker,Write-in,OVER VOTES,UNDER VOTES,REP John Cornyn,"DEM Mary ""MJ"" Hegar",LIB Kerry Douglas McKennon,GRN David B. Collins,Write-in,OVER VOTES,UNDER VOTES,REP Lance Gooden,DEM Carolyn Salter,LIB Kevin A. Hale,OVER VOTES,UNDER VOTES,"REP James ""Jim"" Wright",DEM Chrysta Castaneda,LIB Matt Sterett,"GRN Katija ""Kat"" Gruene",OVER VOTES,UNDER VOTES,REP Nathan Hecht,DEM Amy Clark Meachum,LIB Mark Ash,OVER VOTES,UNDER VOTES,REP Jane Bland,DEM Kathy Cheng,OVER VOTES,UNDER VOTES,REP Jeff Boyd,DEM Staci Williams,LIB William Bryan Strange III,OVER VOTES,UNDER VOTES,REP Brett Busby,DEM Gisela D. Triana,LIB Tom Oxford,OVER VOTES,UNDER VOTES,REP Bert Richardson,DEM Elizabeth Davis Frizell,OVER VOTES,UNDER VOTES,REP Kevin Patrick Yeary,DEM Tina Clinton,OVER VOTES,UNDER VOTES,REP David Newell,DEM Brandon Birmingham,OVER VOTES,UNDER VOTES,REP Keven M. Ellis,DEM Brenda Davis,OVER VOTES,UNDER VOTES,REP Keith Bell,LIB K. Nicole Sprabary,OVER VOTES,UNDER VOTES,REP Jake Elizey,LIB Matt Savino,OVER VOTES,UNDER VOTES,REP Jim Worthen,OVER VOTES,UNDER VOTES,REP Mark A. Calhoon,OVER VOTES,UNDER VOTES,REP R. Scott McKee,OVER VOTES,UNDER VOTES,REP Jenny Palmer,OVER VOTES,UNDER VOTES,REP Clint Davis,OVER VOTES,UNDER VOTES,REP Botie Hillhouse,OVER VOTES,UNDER VOTES,REP Peggy Goodall,OVER VOTES,UNDER VOTES,REP Wendy Kinabrew Spivey,OVER VOTES,UNDER VOTES,"REP Charles ""Chuck"" McHam",OVER VOTES,UNDER VOTES,REP Mark Richardson,OVER VOTES,UNDER VOTES,REP Kay Langford,OVER VOTES,UNDER VOTES,REP Mitch Baker,OVER VOTES,UNDER VOTES,REP David Grubbs,OVER VOTES,UNDER VOTES,REP John Floyd,OVER VOTES,UNDER VOTES,REP Brad Miers,OVER VOTES,UNDER VOTES,"Aaron ""Bubba"" Smith",OVER VOTES,UNDER VOTES,"SyTanna ""Sytonia"" Freeman",Ed McCain,OVER VOTES,UNDER VOTES,Robert Gross,OVER VOTES,UNDER VOTES,Eugene Buford,OVER VOTES,UNDER VOTES,Bryan Barker,Alicea Elliott,OVER VOTES,UNDER VOTES,Stacey Dickson,Conley Cade,Janeice Lunsford,Brandon Delaney,OVER VOTES,UNDER VOTES,Dennis Terry,John Chappell,Gilbert Mitchell,Tyson Adams,OVER VOTES,UNDER VOTES,Kevin Kilman,Ricky L Baker,Jerrilyn Tarver,Vincent Bailey,Thomas Posey,OVER VOTES,UNDER VOTES,Rita Evans,Rob Rea,OVER VOTES,UNDER VOTES,Anne Mullins,Kathi Nailing,OVER VOTES,UNDER VOTES,David Skains,OVER VOTES,UNDER VOTES,For,Against,OVER VOTES,UNDER VOTES,For,Against,OVER VOTES,UNDER VOTES,For,Against,OVER VOTES,UNDER VOTES,For,Against,OVER VOTES,UNDER VOTES,For,Against,OVER VOTES,UNDER VOTES,For,Against,OVER VOTES,UNDER VOTES,For,Against,OVER VOTES,UNDER VOTES,Gary Sestito,Mike Dumont,Summer Harrison,David Moses,OVER VOTES,UNDER VOTES,Andrew Morrow,Cheryl Jones,Charles White,OVER VOTES,UNDER VOTES,Skippy Waters,Gerald Taylor,OVER VOTES,UNDER VOTES,Roy Stanfield,Kay Hernandez,Velma Womack,Marie Bannister,OVER VOTES,UNDER VOTES,Eddie Bubba Jean Pogue,Lynn Amundsen,Rodney Allen,Jessica Abbe,Larry Sutherland,OVER VOTES,UNDER VOTES,Ronda Cade,Gerald Essary,Brian Hudler,Michele P. Rinehart,Regina Davis,Mike Torres,OVER VOTES,UNDER VOTES,Charissa Roberts,Matt Gross,OVER VOTES,UNDER VOTES,Carole Williams,OVER VOTES,UNDER VOTES,Peggy L. Dewberry,Keith Massingill,Bryan Young,Duana J. Busch,Kandi Walker,OVER VOTES,UNDER VOTES,Erik Tijerina,OVER VOTES,UNDER VOTES,Todd Grimes,Bryan Miller,OVER VOTES,UNDER VOTES,Frank Serrato,Edward McDaniel,OVER VOTES,UNDER VOTES,Chuck Jones,GeoJan Wright,OVER VOTES,UNDER VOTES,Kevin E. Swanson,Donald G. Weaver,OVER VOTES,UNDER VOTES,Ray Ver Hey,OVER VOTES,UNDER VOTES,Clayton Hamil,OVER VOTES,UNDER VOTES,Cornelius Hambrick,Anthony Almeida,OVER VOTES,UNDER VOTES,Patrick DeBusk,OVER VOTES,UNDER VOTES,Michael Hembree,Ken McGee,OVER VOTES,UNDER VOTES,
HENDE,0001,1A,2256,86,0,51,30,0,1,0,4,0,50,27,4,1,0,2,2,47,32,2,0,5,51,27,2,2,0,4,51,30,3,0,2,52,31,0,3,50,30,2,0,4,52,27,3,0,4,48,34,0,4,49,31,0,6,50,29,0,7,45,32,0,9,0,0,0,0,53,19,0,14,63,0,23,61,0,25,61,0,25,63,0,23,64,0,22,65,0,21,65,0,21,64,0,22,0,0,0,0,0,0,0,0,0,63,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,2,43,14,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,0,23,40,0,28,0,0,0,0,0,0,0,8,0,10,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HENDE,0001,1A,2256,1000,0,840,150,6,0,1,0,3,826,149,14,3,0,0,8,832,144,16,0,8,823,142,15,2,0,18,814,150,21,0,15,835,150,0,15,818,150,17,0,15,823,141,21,0,15,833,152,0,15,828,154,0,18,834,149,0,17,832,154,0,14,0,0,0,0,848,120,0,32,928,0,72,919,0,81,924,0,76,927,0,73,930,0,70,928,0,72,937,0,63,940,0,60,0,0,0,0,0,0,0,0,0,929,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,146,115,0,236,167,115,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,296,0,135,696,0,144,0,0,0,0,0,0,0,115,0,45,68,48,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HENDE,0001,1A,2256,237,0,216,18,2,1,0,0,0,201,23,6,2,0,0,5,204,21,7,0,5,206,18,6,0,0,7,207,20,6,0,4,215,17,0,5,209,17,5,0,6,208,17,5,0,7,205,26,0,6,210,21,0,6,209,22,0,6,204,28,0,5,0,0,0,0,211,19,0,7,226,0,11,223,0,14,225,0,12,224,0,13,223,0,14,223,0,14,223,0,14,221,0,16,0,0,0,0,0,0,0,0,0,225,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,26,0,37,35,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,62,0,22,166,0,26,0,0,0,0,0,0,0,34,0,11,27,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HENDE,0001,1A,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HENDE,0002,1CR,2689,182,0,122,56,2,1,0,0,1,118,55,5,1,1,0,2,120,53,3,0,6,120,52,4,2,1,3,121,55,5,0,1,126,53,0,3,117,58,4,0,3,121,53,5,0,3,122,55,1,4,125,53,0,4,123,54,0,5,118,55,0,9,129,27,0,26,0,0,0,0,132,0,50,131,0,51,133,0,49,132,0,50,137,0,45,142,0,40,138,0,44,136,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,44,27,0,10,11,16,0,10,24,0,13,77,0,24,38,39,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,89,1,51,
HENDE,0002,1CR,2689,1392,0,1194,185,10,2,1,0,0,1181,173,22,8,0,0,8,1206,156,21,0,9,1184,165,24,5,0,14,1190,171,18,0,13,1202,166,0,24,1179,168,27,0,18,1188,160,24,0,20,1198,175,0,19,1198,169,0,25,1199,168,0,25,1192,178,0,22,1223,129,0,40,0,0,0,0,1302,0,90,1299,0,93,1305,0,87,1308,0,84,1314,0,78,1318,0,74,1324,0,68,1302,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,91,131,0,30,75,72,0,14,131,0,30,535,0,69,281,230,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,593,0,209,
HENDE,0002,1CR,2689,331,0,293,31,5,0,2,0,0,287,32,10,0,0,0,2,298,25,7,0,1,291,26,13,0,0,1,291,28,10,0,2,302,27,0,2,287,32,9,0,3,291,26,11,0,3,298,31,0,2,301,28,0,2,299,29,0,3,300,29,0,2,307,22,0,2,0,0,0,0,323,0,8,319,0,12,320,0,11,319,0,12,323,0,8,318,0,13,321,0,10,319,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,9,25,0,2,14,13,0,0,26,0,1,78,0,4,46,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,149,0,36,
HENDE,0002,1CR,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
