political_subdivision,election_date,election_name,total provisionals ballots,total provisionals ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES SENATOR,Kerry Douglas McKennon,Lib,4,1,1,3
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES SENATOR,David B. Collins,Grn,0,1,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES SENATOR,RICARDO TURULLOLS-BONILLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES SENATOR,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES SENATOR,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES REPRESENTATIVE DISTRICT 11,August Pfluger,Rep,271,53,38,233
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES REPRESENTATIVE DISTRICT 11,Jon Mark Hogg,Dem,26,6,7,19
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,UNITED STATES REPRESENTATIVE DISTRICT 11,Wacey Alpha Cody,Lib,4,3,2,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,RAILROAD COMMISSIONER,"James ""Jim"" Wright",Rep,272,49,40,232
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,RAILROAD COMMISSIONER,Chrysta Castañeda,Dem,24,5,8,16
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,RAILROAD COMMISSIONER,Matt Sterett,Lib,5,2,0,5
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",Grn,1,1,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,Rep,267,48,37,230
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,Dem,29,7,10,19
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,Lib,5,2,1,4
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Jane Bland,Rep,269,53,33,236
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Kathy Cheng,Dem,26,6,9,17
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,Rep,262,54,33,229
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,Dem,28,6,10,18
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,Lib,5,0,0,5
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,266,50,35,231
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,24,6,8,16
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,4,0,0,4
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,265,53,33,232
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,30,7,10,20
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,270,55,35,235
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,26,5,8,18
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,265,56,33,232
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,28,5,10,18
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,269,54,33,236
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,26,4,9,17
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,274,58,36,238
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,STATE REPRESENTATIVE DISTRICT 60,Glenn Rogers,Rep,279,53,39,240
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",Bruce Williams,Rep,277,57,39,238
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3-UNEXPIRED TERM",W. Stacy Trotter,Rep,276,57,39,237
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,"DISTRICT JUDGE, 91ST JUDICIAL DISTRICT",Steven R. Herod,Rep,274,52,37,237
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,SHERIFF,Chad Roberts,Rep,184,34,25,159
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,SHERIFF,RUSTY SCHRAEDER,,86,21,15,71
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,SHERIFF,Rejected write-ins,,4,0,0,4
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,SHERIFF,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,COUNTY TAX ASSESSOR-COLLECTOR,Andrea Caye May,Rep,279,56,40,239
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,COUNTY COMMISSIONER PRECINCT 2-UNEXPIRED TERM,James Crenshaw,Rep,277,54,37,240
Eastland County,11/3/2020,2020 November 3rd General,113,23,9-Lake Leon,451,CONSTABLE PRECINCT 2,Jay Druesedow,Rep,274,54,37,237
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,Donald J. Trump/Michael R. Pence,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,Joseph R. Biden/Kamala D. Harris,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,Howie Hawkins/Angela Walker,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,PRESIDENT/VICE-PRESIDENT,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES SENATOR,John Cornyn,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES SENATOR,"Mary ""MJ"" Hegar",Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES SENATOR,Kerry Douglas McKennon,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES SENATOR,David B. Collins,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES SENATOR,RICARDO TURULLOLS-BONILLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES SENATOR,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES SENATOR,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES REPRESENTATIVE DISTRICT 11,August Pfluger,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES REPRESENTATIVE DISTRICT 11,Jon Mark Hogg,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,UNITED STATES REPRESENTATIVE DISTRICT 11,Wacey Alpha Cody,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,RAILROAD COMMISSIONER,"James ""Jim"" Wright",Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,RAILROAD COMMISSIONER,Chrysta Castañeda,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,RAILROAD COMMISSIONER,Matt Sterett,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Jane Bland,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Kathy Cheng,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,STATE REPRESENTATIVE DISTRICT 60,Glenn Rogers,Rep,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",Bruce Williams,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3-UNEXPIRED TERM",W. Stacy Trotter,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,"DISTRICT JUDGE, 91ST JUDICIAL DISTRICT",Steven R. Herod,Rep,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,SHERIFF,Chad Roberts,Rep,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,SHERIFF,RUSTY SCHRAEDER,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,SHERIFF,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,SHERIFF,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,COUNTY TAX ASSESSOR-COLLECTOR,Andrea Caye May,Rep,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,COUNTY COMMISSIONER PRECINCT 1,Andy Maxwell,Rep,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,CONSTABLE PRECINCT 1,Larry L Jernigan Sr,Rep,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,TRUSTEE PLACE 4,Devin Koenig,,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,TRUSTEE PLACE 5,Dustin Ferguson,,2,0,0,2
Eastland County,11/3/2020,2020 November 3rd General,113,23,1-Eastland-Cisd,1,TRUSTEE PLACE 5,Tim McKinney,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,Donald J. Trump/Michael R. Pence,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,Joseph R. Biden/Kamala D. Harris,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,Howie Hawkins/Angela Walker,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,PRESIDENT/VICE-PRESIDENT,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES SENATOR,John Cornyn,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES SENATOR,"Mary ""MJ"" Hegar",Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES SENATOR,Kerry Douglas McKennon,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES SENATOR,David B. Collins,Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES SENATOR,RICARDO TURULLOLS-BONILLA,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES SENATOR,Rejected write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES SENATOR,Unassigned write-ins,,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES REPRESENTATIVE DISTRICT 11,August Pfluger,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES REPRESENTATIVE DISTRICT 11,Jon Mark Hogg,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,UNITED STATES REPRESENTATIVE DISTRICT 11,Wacey Alpha Cody,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,RAILROAD COMMISSIONER,"James ""Jim"" Wright",Rep,13,4,0,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,RAILROAD COMMISSIONER,Chrysta Castañeda,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,RAILROAD COMMISSIONER,Matt Sterett,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",Grn,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Jane Bland,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 6- UNEXPIRED TERM",Kathy Cheng,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,Lib,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,Rep,13,4,0,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,Lib,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Bert Richardson,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",Elizabeth Davis Frizell,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Kevin Patrick Yeary,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",Tina Clinton,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",David Newell,Rep,13,4,0,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",Brandon Birmingham,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,Dem,0,0,0,0
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"STATE SENATOR, DISTRICT 28",Charles Perry,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,STATE REPRESENTATIVE DISTRICT 60,Glenn Rogers,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",Bruce Williams,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3-UNEXPIRED TERM",W. Stacy Trotter,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,"DISTRICT JUDGE, 91ST JUDICIAL DISTRICT",Steven R. Herod,Rep,14,4,0,14
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,SHERIFF,Chad Roberts,Rep,13,3,0,13
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,SHERIFF,RUSTY SCHRAEDER,,1,0,0,1
Eastland County,11/3/2020,2020 November 3rd General,113,23,7-Rising Star-Cisd,20,SHERIFF,Rejected write-ins,,0,0,0,0
