political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
WISE,11/3/2020,GENERAL,8,0,02 - D2,925,622,"COUNTY COMMISSIONER, PRECINCT 1","John ""Biff"" Hayes",REP,519,55,395,69
WISE,11/3/2020,GENERAL,8,0,02 - D2,925,622,"CONSTABLE, PRECINCT 1",Rex Hoskins,REP,516,52,388,76
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,172,30,123,19
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,41,5,29,7
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,1,0,0,1
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,1,0,0,1
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,U.S. SENATOR,John Cornyn,REP,167,30,119,18
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,34,5,24,5
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,U.S. SENATOR,Kerry Douglas McKennon,LIB,5,0,3,2
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,U.S. SENATOR,David B. Collins,GRN,3,0,2,1
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,U.S. SENATOR,Rejected write-ins,,1,0,0,1
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"U.S. REPRESENTATIVE, DISTRICT 12",Kay Granger,REP,172,31,122,19
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"U.S. REPRESENTATIVE, DISTRICT 12",Lisa Welch,DEM,34,3,25,6
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"U.S. REPRESENTATIVE, DISTRICT 12",Trey Holcomb,LIB,5,0,3,2
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,171,32,120,19
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,27,3,21,3
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,RAILROAD COMMISSIONER,Matt Sterett,LIB,10,0,6,4
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,165,30,118,17
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,35,5,25,5
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,8,0,4,4
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,171,30,120,21
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,34,3,26,5
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,165,29,118,18
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,35,4,26,5
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,6,0,3,3
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,165,29,118,18
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,33,3,26,4
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,6,0,2,4
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,168,29,121,18
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,38,4,26,8
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,166,29,119,18
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,36,3,25,8
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,168,29,121,18
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,35,3,24,8
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,168,29,119,20
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,36,3,26,7
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,170,30,121,19
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,30,5,22,3
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,9,0,5,4
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,179,29,126,24
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,167,29,118,20
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,36,3,27,6
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,181,30,127,24
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",Greg Lowery,REP,182,29,128,25
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"JUDGE, COUNTY COURT AT LAW NUMBER 2",Stephen J. Wren,REP,184,30,130,24
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,COUNTY ATTORNEY,James M. Stainton,REP,181,29,128,24
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,SHERIFF,Lane Akin,REP,187,29,133,25
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,COUNTY TAX ASSESSOR-COLLECTOR,Monte S. Shaw,REP,186,31,131,24
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"COUNTY COMMISSIONER, PRECINCT 1","John ""Biff"" Hayes",REP,183,29,129,25
WISE,11/3/2020,GENERAL,1,0,02 - D3,350,215,"CONSTABLE, PRECINCT 1",Rex Hoskins,REP,178,29,125,24
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,116,9,96,11
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,30,3,24,3
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,U.S. SENATOR,John Cornyn,REP,113,10,93,10
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,28,2,23,3
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,U.S. SENATOR,Kerry Douglas McKennon,LIB,1,0,1,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,U.S. SENATOR,David B. Collins,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,U.S. SENATOR,Rejected write-ins,,1,0,0,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"U.S. REPRESENTATIVE, DISTRICT 12",Kay Granger,REP,116,10,94,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"U.S. REPRESENTATIVE, DISTRICT 12",Lisa Welch,DEM,26,2,23,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"U.S. REPRESENTATIVE, DISTRICT 12",Trey Holcomb,LIB,2,0,1,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,114,10,93,11
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,26,2,22,2
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,RAILROAD COMMISSIONER,Matt Sterett,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,2,0,1,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,112,9,92,11
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,26,2,22,2
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,1,0,0,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,113,8,92,13
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,26,3,22,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,111,8,92,11
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,26,2,21,3
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,111,8,91,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,25,2,21,2
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,1,0,1,0
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,109,8,89,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,27,2,23,2
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,110,8,90,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,26,2,22,2
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,112,8,92,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,26,2,22,2
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,110,8,91,11
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,28,2,23,3
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,111,9,90,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,24,2,21,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,4,0,3,1
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,123,8,102,13
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,108,7,89,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,28,3,23,2
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,122,8,101,13
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",Greg Lowery,REP,124,8,103,13
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"JUDGE, COUNTY COURT AT LAW NUMBER 2",Stephen J. Wren,REP,127,9,105,13
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,COUNTY ATTORNEY,James M. Stainton,REP,122,8,102,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,SHERIFF,Lane Akin,REP,123,8,103,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,COUNTY TAX ASSESSOR-COLLECTOR,Monte S. Shaw,REP,124,9,103,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"COUNTY COMMISSIONER, PRECINCT 1","John ""Biff"" Hayes",REP,124,8,104,12
WISE,11/3/2020,GENERAL,0,0,02 - D4,222,146,"CONSTABLE, PRECINCT 1",Rex Hoskins,REP,121,8,101,12
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Donald J. Trump/Michael R. Pence,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Joseph R. Biden/Kamala D. Harris,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Howie Hawkins/Angela Walker,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Abram Loeb/Jennifer Jairala,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Brian Carroll/Amar Patel,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Gloria La Riva/Leonard Peltier,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Kasey Wells/Rachel Wells,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,President R. Boddie/Eric C. Stoneham,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Robert  Morrow/Anne Beckett,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Todd Cella/Tim Cella,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Tom Hoefling/Andy Prior,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,PRESIDENT/VICE PRESIDENT,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,U.S. SENATOR,John Cornyn,REP,7,0,6,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,U.S. SENATOR,"Mary ""MJ"" Hegar",DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,U.S. SENATOR,Kerry Douglas McKennon,LIB,1,0,0,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,U.S. SENATOR,David B. Collins,GRN,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,U.S. SENATOR,Ricardo Turullols-Bonilla,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,U.S. SENATOR,Rejected write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,U.S. SENATOR,Unassigned write-ins,,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"U.S. REPRESENTATIVE, DISTRICT 12",Kay Granger,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"U.S. REPRESENTATIVE, DISTRICT 12",Lisa Welch,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"U.S. REPRESENTATIVE, DISTRICT 12",Trey Holcomb,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,RAILROAD COMMISSIONER,"James ""Jim"" Wright",REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,RAILROAD COMMISSIONER,Chrysta Castañeda,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,RAILROAD COMMISSIONER,Matt Sterett,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,RAILROAD COMMISSIONER,"Katija ""Kat"" Gruene",GRN,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"CHIEF JUSTICE, SUPREME COURT",Nathan Hecht,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"CHIEF JUSTICE, SUPREME COURT",Amy Clark Meachum,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"CHIEF JUSTICE, SUPREME COURT",Mark Ash,LIB,0,0,0,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Jane Bland,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 6 (UNEXPIRED TERM)",Kathy Cheng,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 7",Jeff Boyd,REP,7,0,6,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 7",Staci Williams,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 7",William Bryan Strange III,LIB,1,0,0,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 8",Brett Busby,REP,7,0,6,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 8",Gisela D. Triana,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, SUPREME COURT, PLACE 8",Tom Oxford,LIB,1,0,0,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Bert Richardson,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",Elizabeth Davis Frizell,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Kevin Patrick Yeary,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",Tina Clinton,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",David Newell,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",Brandon Birmingham,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Sue Melton-Malone,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",Greg Alvord,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"STATE REPRESENTATIVE, DISTRICT 61",Phil King,REP,7,0,6,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"STATE REPRESENTATIVE, DISTRICT 61",Christopher Cox,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"STATE REPRESENTATIVE, DISTRICT 61",J.K. Stephenson,LIB,1,0,0,1
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",Dana Womack,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Mike Wallach,REP,8,0,6,2
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6 (UNEXPIRED TERM)",Delonia A. Watson,DEM,2,0,2,0
WISE,11/3/2020,GENERAL,1,0,02 - BOISD,14,10,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",Brian Walker,REP,8,0,6,2
