political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Donald J. Trump Michael R. Pence,,121,62
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Joseph R. Biden Kamala D. Harris,,3,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Howie Hawkins Angela Walker,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Brian Carroll/Amar Patel,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Kasey Wells/Rachel Wells,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Robert Morrow/Anne Beckett,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Todd Cella/Tim Cella,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Tom Hoefling/Andy Prior,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Rejected write-ins,,0,0
Wheeler County,11/3/20,General,0,0,1,0,President and Vice President,Unassigned write-ins,,0,0
Wheeler County,11/3/20,General,0,0,1,0,United States Senator,John Cornyn,,118,63
Wheeler County,11/3/20,General,0,0,1,0,United States Senator,"Mary ""MJ"" Hegar",,3,0
Wheeler County,11/3/20,General,0,0,1,0,United States Senator,Kerry Douglas McKennon,,0,0
Wheeler County,11/3/20,General,0,0,1,0,United States Senator,David B. Collins,,0,0
Wheeler County,11/3/20,General,0,0,1,0,United States Senator,Ricardo Turullois-Bonilla,,0,0
Wheeler County,11/3/20,General,0,0,1,0,United States Senator,Rejected write-ins,,0,0
Wheeler County,11/3/20,General,0,0,1,0,United States Senator,Unassigned write-ins,,0,0
Wheeler County,11/3/20,General,0,0,1,0,"United States Representative, District No. 13",Ronny Jackson,,118,60
Wheeler County,11/3/20,General,0,0,1,0,"United States Representative, District No. 13",Gus Trujillo,,4,1
Wheeler County,11/3/20,General,0,0,1,0,"United States Representative, District No. 13",Jack B. Westbrook,,0,2
Wheeler County,11/3/20,General,0,0,1,0,Railroad Commissioner,"James ""Jim"" Wright",,120,63
Wheeler County,11/3/20,General,0,0,1,0,Railroad Commissioner,Chrysta Castañeda,,2,0
Wheeler County,11/3/20,General,0,0,1,0,Railroad Commissioner,Matt Sterett,,0,0
Wheeler County,11/3/20,General,0,0,1,0,Railroad Commissioner,"Katija ""Kat"" Gruene",,0,0
Wheeler County,11/3/20,General,0,0,1,0,"Chief Justice, Supreme Court",Nathan Hecht,,119,61
Wheeler County,11/3/20,General,0,0,1,0,"Chief Justice, Supreme Court",Amy Clark Meachum,,3,1
Wheeler County,11/3/20,General,0,0,1,0,"Chief Justice, Supreme Court",Mark Ash,,0,0
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,,118,63
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,,3,0
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 7",Jeff Boyd,,118,62
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 7",Staci Williams,,3,0
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,,1,1
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 8",Brett Busby,,118,63
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,,3,0
Wheeler County,11/3/20,General,0,0,1,0,"Justice, Supreme Court, Place No. 8",Tom Oxford,,1,0
Wheeler County,11/3/20,General,0,0,1,0,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,,118,62
Wheeler County,11/3/20,General,0,0,1,0,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,,3,1
Wheeler County,11/3/20,General,0,0,1,0,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,,119,63
Wheeler County,11/3/20,General,0,0,1,0,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,,3,0
Wheeler County,11/3/20,General,0,0,1,0,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,,119,62
