political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_Code,early_votes,election_votes
floyd county,11/3/20,Nov 2020 General,8,3,1,1132,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,524,76
floyd county,11/3/20,Nov 2020 General,,,1,1132,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,106,21
floyd county,11/3/20,Nov 2020 General,,,1,1132,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,3,3
floyd county,11/3/20,Nov 2020 General,,,1,1132,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0
floyd county,11/3/20,Nov 2020 General,,,1,1132,President and Vice President,Rejected write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,1,1132,President and Vice President,Unassigned write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,1,1132,United States Senator,John Cornyn,REP,518,75
floyd county,11/3/20,Nov 2020 General,,,1,1132,United States Senator,"Mary ""MJ"" Hegar",DEM,99,17
floyd county,11/3/20,Nov 2020 General,,,1,1132,United States Senator,Kerry Douglas McKennon,LIB,2,3
floyd county,11/3/20,Nov 2020 General,,,1,1132,United States Senator,David B. Collins,GRN,1,1
floyd county,11/3/20,Nov 2020 General,,,1,1132,United States Senator,Rejected write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,1,1132,United States Senator,Unassigned write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,1,1132,"United States Representative, District No. 19",Jodey C. Arrington,REP,531,76
floyd county,11/3/20,Nov 2020 General,,,1,1132,"United States Representative, District No. 19",Tom Watson,DEM,85,18
floyd county,11/3/20,Nov 2020 General,,,1,1132,"United States Representative, District No. 19",Joe Burnes,LIB,8,4
floyd county,11/3/20,Nov 2020 General,,,1,1132,Railroad Commissioner,"James ""Jim"" Wright",REP,517,72
floyd county,11/3/20,Nov 2020 General,,,1,1132,Railroad Commissioner,Chrysta Castañeda,DEM,89,19
floyd county,11/3/20,Nov 2020 General,,,1,1132,Railroad Commissioner,Matt Sterett,LIB,4,4
floyd county,11/3/20,Nov 2020 General,,,1,1132,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,1
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Chief Justice, Supreme Court",Nathan Hecht,REP,514,71
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,94,23
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Chief Justice, Supreme Court",Mark Ash,LIB,3,3
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,520,77
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,88,19
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,507,77
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,91,16
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,5,4
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,511,72
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,88,18
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,6,4
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,510,76
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,96,19
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,513,76
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,92,19
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,515,76
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,88,19
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Member State Board of Education, District No. 15",Jay Johnson,REP,515,77
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Member State Board of Education, District No. 15",John Betancourt,DEM,92,17
floyd county,11/3/20,Nov 2020 General,,,1,1132,"State Senator, District No. 28",Charles Perry,REP,560,87
floyd county,11/3/20,Nov 2020 General,,,1,1132,"State Representative, District No. 68",Drew Springer,REP,522,75
floyd county,11/3/20,Nov 2020 General,,,1,1132,"State Representative, District No. 68",Patsy Ledbetter,DEM,86,20
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,546,87
floyd county,11/3/20,Nov 2020 General,,,1,1132,"Justice, 7th Court of Appeals District, Place No. 4
Unexpired Term",Larry Doss,REP,548,86
floyd county,11/3/20,Nov 2020 General,,,1,1132,"District Attorney, 110th Judicial District",Wade Jackson,REP,562,86
floyd county,11/3/20,Nov 2020 General,,,1,1132,County Attorney,Lex Herrington,REP,532,85
floyd county,11/3/20,Nov 2020 General,,,1,1132,Sheriff,Paul Raissez,REP,562,84
floyd county,11/3/20,Nov 2020 General,,,1,1132,County Tax Assessor-Collector,Delia Suarez,REP,577,83
floyd county,11/3/20,Nov 2020 General,,,1,1132,"County Commissioner,
Precinct No. 1",Tanner Smith,REP,575,84
floyd county,11/3/20,Nov 2020 General,,,9,101,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,54,16
floyd county,11/3/20,Nov 2020 General,,,9,101,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,4,1
floyd county,11/3/20,Nov 2020 General,,,9,101,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,1,0
floyd county,11/3/20,Nov 2020 General,,,9,101,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0
floyd county,11/3/20,Nov 2020 General,,,9,101,President and Vice President,Rejected write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,9,101,President and Vice President,Unassigned write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,9,101,United States Senator,John Cornyn,REP,53,14
floyd county,11/3/20,Nov 2020 General,,,9,101,United States Senator,"Mary ""MJ"" Hegar",DEM,3,1
floyd county,11/3/20,Nov 2020 General,,,9,101,United States Senator,Kerry Douglas McKennon,LIB,3,0
floyd county,11/3/20,Nov 2020 General,,,9,101,United States Senator,David B. Collins,GRN,0,0
floyd county,11/3/20,Nov 2020 General,,,9,101,United States Senator,Rejected write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,9,101,United States Senator,Unassigned write-ins,,0,0
floyd county,11/3/20,Nov 2020 General,,,9,101,"United States Representative, District No. 13",Ronny Jackson,REP,57,13
floyd county,11/3/20,Nov 2020 General,,,9,101,"United States Representative, District No. 13",Gus Trujillo,DEM,2,1
floyd county,11/3/20,Nov 2020 General,,,9,101,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,1
