political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,"Donald J. Trump Michael R. Pence",REP,121,29,13,108
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,"Joseph R. Biden Kamala D. Harris",DEM,117,17,22,95
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0,0,1
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,"Howie Hawkins Angela Walker",GRN,2,0,0,2
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,ABRAM LOEB / JENNIFER JAIRALA,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,BRIAN CARROLL /  AMAR PATEL,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,GLORIA LA RIVA / LEONARD PELTIER,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,JESSE CUELLAR / JIMMY MONREAL,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,KASEY WELLS / RACHEL WELLS,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,PRESIDENT R BODDIE / ERIC C. STONEHAM,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,ROBERT MORROW / ANNE BECKETT,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,TODD CELLA / TIM CELLA,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,TOM HOEFLING / ANDY PRIOR,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,Rejected write-ins,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,President and Vice President,Unassigned write-ins,,0,0,0,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,United States Senator,John Cornyn,REP,113,26,10,103
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,United States Senator,"Mary ""MJ"" Hegar",DEM,107,18,20,87
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,United States Senator,Kerry Douglas McKennon,LIB,5,0,0,5
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,United States Senator,David B. Collins,GRN,1,1,1,0
Refugio County,11/3/2020,General Election,0,0,1 - CO-RCMH,488,United States Senator,RICARDO TURULLOLS-BONILLA,,0,0,0,0
