political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,Reg_voters,race_name,candidate_name,party code,election_votes,Election Day Voting Votes,Absentee Voting Votes,Early Voting Votes
Gray County ,11/3/2020,General,46,31,4 - LISD,10,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Chief Justice, Supreme Court",Nathan Hecht,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Member State Board of Education, District No. 15",Jay Johnson,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Member State Board of Education, District No. 15",John Betancourt,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"State Representative, District No. 88",Ken King,REP,10,5,0,10
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,12,4,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"District Attorney, 31st Judicial District",Franklin McDonough,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Donald J. Trump Michael R. Pence,REP,107,318,20,87
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,20,19,6,14
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,3,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Howie Hawkins Angela Walker,GRN,0,1,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,United States Senator,John Cornyn,REP,107,319,20,87
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,United States Senator,"Mary ""MJ"" Hegar",DEM,19,16,6,13
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,United States Senator,Kerry Douglas McKennon,LIB,2,5,1,1
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"United States Representative, District No. 13",Ronny Jackson,REP,104,319,17,87
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"United States Representative, District No. 13",Gus Trujillo,DEM,20,15,7,13
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"United States Representative, District No. 13",Jack B. Westbrook,LIB,4,4,3,1
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,Railroad Commissioner,"James ""Jim"" Wright",REP,106,320,17,89
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,Railroad Commissioner,Chrysta Castañeda,DEM,16,14,5,11
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,Railroad Commissioner,Matt Sterett,LIB,4,4,4,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Chief Justice, Supreme Court",Nathan Hecht,REP,105,313,18,87
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,18,19,6,12
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Chief Justice, Supreme Court",Mark Ash,LIB,3,5,2,1
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,107,323,19,88
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,19,16,6,13
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,104,318,17,87
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,20,14,7,13
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,3,6,2,1
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,105,319,18,87
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,18,17,6,12
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,3,3,2,1
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,108,318,20,88
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,19,18,6,13
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,107,322,20,87
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,18,17,5,13
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,108,323,20,88
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,18,16,6,12
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Member State Board of Education, District No. 15",Jay Johnson,REP,107,321,18,89
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Member State Board of Education, District No. 15",John Betancourt,DEM,19,14,8,11
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"State Representative, District No. 88",Ken King,REP,109,329,19,90
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,109,327,19,90
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,110,330,19,91
Gray County ,11/3/2020,General,46,31,4 - Mclean,709,"District Attorney, 31st Judicial District",Franklin McDonough,REP,108,327,19,89
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Donald J. Trump Michael R. Pence,REP,1500,325,184,1316
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,165,37,42,123
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,22,9,4,18
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Howie Hawkins Angela Walker,GRN,1,2,0,1
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Rejected write-ins,,2,1,1,1
Gray County ,11/3/2020,General,46,31,5,3126,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,United States Senator,John Cornyn,REP,1494,313,186,1308
Gray County ,11/3/2020,General,46,31,5,3126,United States Senator,"Mary ""MJ"" Hegar",DEM,141,38,37,104
Gray County ,11/3/2020,General,46,31,5,3126,United States Senator,Kerry Douglas McKennon,LIB,30,12,6,24
Gray County ,11/3/2020,General,46,31,5,3126,United States Senator,David B. Collins,GRN,7,3,1,6
Gray County ,11/3/2020,General,46,31,5,3126,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5,3126,"United States Representative, District No. 13",Ronny Jackson,REP,1492,319,185,1307
Gray County ,11/3/2020,General,46,31,5,3126,"United States Representative, District No. 13",Gus Trujillo,DEM,154,35,39,115
Gray County ,11/3/2020,General,46,31,5,3126,"United States Representative, District No. 13",Jack B. Westbrook,LIB,22,11,4,18
Gray County ,11/3/2020,General,46,31,5,3126,Railroad Commissioner,"James ""Jim"" Wright",REP,1482,312,187,1295
Gray County ,11/3/2020,General,46,31,5,3126,Railroad Commissioner,Chrysta Castañeda,DEM,138,34,34,104
Gray County ,11/3/2020,General,46,31,5,3126,Railroad Commissioner,Matt Sterett,LIB,28,10,4,24
Gray County ,11/3/2020,General,46,31,5,3126,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,8,5,1,7
Gray County ,11/3/2020,General,46,31,5,3126,"Chief Justice, Supreme Court",Nathan Hecht,REP,1470,318,180,1290
Gray County ,11/3/2020,General,46,31,5,3126,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,167,32,42,125
Gray County ,11/3/2020,General,46,31,5,3126,"Chief Justice, Supreme Court",Mark Ash,LIB,25,11,4,21
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,1512,328,188,1324
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,152,34,38,114
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,1476,314,181,1295
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,155,32,39,116
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,29,15,6,23
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,1486,314,184,1302
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,146,35,38,108
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,25,12,4,21
Gray County ,11/3/2020,General,46,31,5,3126,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,1505,322,185,1320
Gray County ,11/3/2020,General,46,31,5,3126,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,157,39,41,116
Gray County ,11/3/2020,General,46,31,5,3126,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,1501,324,186,1315
Gray County ,11/3/2020,General,46,31,5,3126,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,158,38,40,118
Gray County ,11/3/2020,General,46,31,5,3126,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,1503,328,186,1317
Gray County ,11/3/2020,General,46,31,5,3126,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,151,35,39,112
Gray County ,11/3/2020,General,46,31,5,3126,"Member State Board of Education, District No. 15",Jay Johnson,REP,1506,326,194,1312
Gray County ,11/3/2020,General,46,31,5,3126,"Member State Board of Education, District No. 15",John Betancourt,DEM,156,35,31,125
Gray County ,11/3/2020,General,46,31,5,3126,"State Representative, District No. 88",Ken King,REP,1540,348,205,1335
Gray County ,11/3/2020,General,46,31,5,3126,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,1545,344,199,1346
Gray County ,11/3/2020,General,46,31,5,3126,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,1544,345,196,1348
Gray County ,11/3/2020,General,46,31,5,3126,"District Attorney, 31st Judicial District",Franklin McDonough,REP,1543,342,200,1343
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Donald J. Trump Michael R. Pence,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,United States Senator,John Cornyn,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,United States Senator,"Mary ""MJ"" Hegar",DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"United States Representative, District No. 13",Ronny Jackson,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"United States Representative, District No. 13",Gus Trujillo,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,Railroad Commissioner,"James ""Jim"" Wright",REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,Railroad Commissioner,Chrysta Castañeda,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Chief Justice, Supreme Court",Nathan Hecht,REP,10,5,0,10
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Member State Board of Education, District No. 15",Jay Johnson,REP,11,5,0,11
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Member State Board of Education, District No. 15",John Betancourt,DEM,3,0,0,3
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"State Representative, District No. 88",Ken King,REP,13,5,0,13
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,13,5,0,13
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,13,5,0,13
Gray County ,11/3/2020,General,46,31,5 - Miami,24,"District Attorney, 31st Judicial District",Franklin McDonough,REP,12,5,0,12
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Donald J. Trump Michael R. Pence,REP,1438,293,175,1263
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,164,38,34,130
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,10,6,0,10
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Howie Hawkins Angela Walker,GRN,1,0,0,1
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,United States Senator,John Cornyn,REP,1425,285,175,1250
Gray County ,11/3/2020,General,46,31,6,2825,United States Senator,"Mary ""MJ"" Hegar",DEM,149,35,34,115
Gray County ,11/3/2020,General,46,31,6,2825,United States Senator,Kerry Douglas McKennon,LIB,21,6,1,20
Gray County ,11/3/2020,General,46,31,6,2825,United States Senator,David B. Collins,GRN,3,1,0,3
Gray County ,11/3/2020,General,46,31,6,2825,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,United States Senator,Rejected write-ins,,1,1,0,1
Gray County ,11/3/2020,General,46,31,6,2825,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,6,2825,"United States Representative, District No. 13",Ronny Jackson,REP,1438,281,176,1262
Gray County ,11/3/2020,General,46,31,6,2825,"United States Representative, District No. 13",Gus Trujillo,DEM,142,36,33,109
Gray County ,11/3/2020,General,46,31,6,2825,"United States Representative, District No. 13",Jack B. Westbrook,LIB,20,5,1,19
Gray County ,11/3/2020,General,46,31,6,2825,Railroad Commissioner,"James ""Jim"" Wright",REP,1421,270,168,1253
Gray County ,11/3/2020,General,46,31,6,2825,Railroad Commissioner,Chrysta Castañeda,DEM,129,37,27,102
Gray County ,11/3/2020,General,46,31,6,2825,Railroad Commissioner,Matt Sterett,LIB,26,9,0,26
Gray County ,11/3/2020,General,46,31,6,2825,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,4,0,2,2
Gray County ,11/3/2020,General,46,31,6,2825,"Chief Justice, Supreme Court",Nathan Hecht,REP,1400,279,166,1234
Gray County ,11/3/2020,General,46,31,6,2825,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,163,38,31,132
Gray County ,11/3/2020,General,46,31,6,2825,"Chief Justice, Supreme Court",Mark Ash,LIB,19,6,1,18
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,1432,284,163,1269
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,147,41,33,114
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,1408,272,162,1246
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,148,41,33,115
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,21,5,0,21
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,1413,274,161,1252
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,144,38,31,113
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,19,9,1,18
