poltical_subdivision,election_date,election_name,total provisional ballots,toatal provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition I",Against,,77,27,12,65
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition J",For,,118,29,6,112
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition J",Against,,185,49,27,158
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition K",For,,175,41,17,158
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition K",Against,,86,25,11,75
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition L",For,,215,57,20,195
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition L",Against,,58,13,8,50
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition M",For,,212,56,18,194
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition M",Against,,66,17,12,54
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition N",For,,244,65,23,221
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"City of Beeville
Proposition N",Against,,45,11,5,40
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,65,3,2,63
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,55,3,11,44
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,United States Senator,John Cornyn,REP,63,2,3,60
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,United States Senator,"Mary ""MJ"" Hegar",DEM,55,2,10,45
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,United States Senator,Kerry Douglas McKennon,LIB,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,United States Senator,David B. Collins,GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"United States Representative, District No. 34",Rey Gonzalez,REP,65,2,3,62
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"United States Representative, District No. 34",Filemon B. Vela,DEM,54,3,10,44
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"United States Representative, District No. 34",Anthony Cristo,LIB,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"United States Representative, District No. 34",Chris B. Royal,IND,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,Railroad Commissioner,"James ""Jim"" Wright",REP,61,2,3,58
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,Railroad Commissioner,Chrysta Castañeda,DEM,55,2,10,45
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,Railroad Commissioner,Matt Sterett,LIB,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Chief Justice, Supreme Court",Nathan Hecht,REP,61,1,3,58
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,55,4,10,45
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Chief Justice, Supreme Court",Mark Ash,LIB,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,60,2,3,57
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,55,3,10,45
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,60,1,3,57
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,54,3,10,44
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,2,1,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,61,2,3,58
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,53,2,9,44
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,2,1,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,61,1,3,58
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,53,4,10,43
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,62,1,3,59
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,54,4,10,44
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,63,2,3,60
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,52,3,10,42
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"State Senator, District 21",Frank Pomeroy,REP,55,2,3,52
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"State Senator, District 21",Judith Zaffirini,DEM,63,3,10,53
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"State Representative, District No. 43",J.M. Lozano,REP,93,5,10,83
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,66,2,3,63
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,52,3,10,42
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,69,2,3,66
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,48,3,10,38
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,88,5,8,80
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"District Attorney, 156th Judicial District",Jose Aliseda,REP,90,5,8,82
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,County Tax Assessor-Collector,Michelle Matus,REP,81,4,8,73
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,County Tax Assessor-Collector,Debbie Moreno,,15,1,3,12
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,County Tax Assessor-Collector,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,102,5,11,91
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,54,3,7,47
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,52,2,6,46
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,44,2,3,41
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,60,3,9,51
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Beeville Independent School District
Trustee, At Large",Art Gamez,,61,3,9,52
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Beeville Independent School District
Trustee, At Large",Kevin D. Behr,,50,2,4,46
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"Beeville Independent School District
Trustee, Sub Ward 1",Eddie Salazar,,99,5,9,90
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition for Street Maintenance Sales Tax",For,,70,3,8,62
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition for Street Maintenance Sales Tax",Against,,41,2,3,38
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition A",For,,68,5,8,60
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition A",Against,,35,0,3,32
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition B",For,,78,5,9,69
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition B",Against,,22,0,3,19
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition C",For,,40,4,4,36
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition C",Against,,63,1,7,56
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition D",For,,80,5,8,72
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition D",Against,,23,0,2,21
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition E",For,,76,5,8,68
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition E",Against,,27,0,3,24
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition F",For,,89,5,9,80
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition F",Against,,12,0,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition G",For,,93,5,8,85
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition G",Against,,10,0,3,7
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition H",For,,68,4,7,61
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition H",Against,,26,1,4,22
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition I",For,,66,3,7,59
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition I",Against,,26,1,3,23
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition J",For,,36,2,2,34
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition J",Against,,61,2,9,52
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition K",For,,63,3,6,57
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition K",Against,,26,1,3,23
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition L",For,,76,2,7,69
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition L",Against,,17,2,3,14
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition M",For,,77,3,7,70
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition M",Against,,14,1,3,11
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition N",For,,86,3,9,77
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS28-1,154,"City of Beeville
Proposition N",Against,,12,1,2,10
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,74,24,4,70
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,7,2,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,2,1,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,United States Senator,John Cornyn,REP,72,22,4,68
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,United States Senator,"Mary ""MJ"" Hegar",DEM,7,3,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,United States Senator,Kerry Douglas McKennon,LIB,2,2,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,United States Senator,David B. Collins,GRN,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"United States Representative, District No. 34",Rey Gonzalez,REP,65,23,4,61
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"United States Representative, District No. 34",Filemon B. Vela,DEM,9,0,0,9
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"United States Representative, District No. 34",Anthony Cristo,LIB,4,1,0,4
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"United States Representative, District No. 34",Chris B. Royal,IND,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,Railroad Commissioner,"James ""Jim"" Wright",REP,69,21,4,65
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,Railroad Commissioner,Chrysta Castañeda,DEM,7,2,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,Railroad Commissioner,Matt Sterett,LIB,2,1,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,2,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Chief Justice, Supreme Court",Nathan Hecht,REP,72,24,4,68
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,6,1,0,6
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Chief Justice, Supreme Court",Mark Ash,LIB,3,2,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,72,24,4,68
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,7,3,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,70,23,4,66
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,7,2,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,3,1,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,70,22,4,66
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,7,3,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,3,1,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,73,24,4,69
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,7,1,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,74,23,4,70
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,7,2,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,73,21,4,69
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,7,1,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"State Senator, District 21",Frank Pomeroy,REP,69,22,4,65
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"State Senator, District 21",Judith Zaffirini,DEM,11,4,0,11
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"State Representative, District No. 43",J.M. Lozano,REP,76,24,4,72
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,73,25,4,69
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,6,1,0,6
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,73,22,4,69
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,7,2,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,75,25,4,71
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"District Attorney, 156th Judicial District",Jose Aliseda,REP,72,24,4,68
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,County Tax Assessor-Collector,Michelle Matus,REP,77,24,4,73
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,County Tax Assessor-Collector,Debbie Moreno,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,County Tax Assessor-Collector,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,59,19,3,56
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,37,8,3,34
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,21,6,0,21
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,45,13,4,41
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,16,2,0,16
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Pettus Independent School District
Trustee, At Large",Shannon Grayson,,82,17,5,77
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Pettus Independent School District
Trustee, At Large",Marissa Benavidez Gonzales,,7,2,0,7
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Pettus Independent School District
Trustee, At Large",John Hodge,,79,43,6,73
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS15-2,160,"Pettus Independent School District
Trustee, At Large",Jaime Rodriguez,,27,10,1,26
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,51,15,4,47
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,8,1,3,5
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,United States Senator,John Cornyn,REP,49,14,4,45
Bee County,11/3/2020,2020 November 3rd General Election,,,2 - BS16-2,104,United States Senator,"Mary ""MJ"" Hegar",DEM,8,1,2,6
