#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes","Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes"
"5 - 1",1,Partially Reporting,0,1600,0.00,"Chief Justice, Supreme Court",6,"","Mark Ash",1,"LIB",33,0,39,0,1,0,6,0,27,0,31,0,5,0,2,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 6 Unexpired Term",3,"","Jane Bland",2,"REP",1337,0,41,0,72,0,6,0,1132,0,31,0,133,0,4,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 6 Unexpired Term",3,"","Kathy Cheng",1,"DEM",222,0,41,0,43,0,6,0,149,0,31,0,30,0,4,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 7",12,"","Jeff Boyd",2,"REP",1308,0,43,0,71,0,6,0,1112,0,32,0,125,0,5,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 7",12,"","Staci Williams",1,"DEM",212,0,43,0,43,0,6,0,142,0,32,0,27,0,5,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 7",12,"","William Bryan Strange III",3,"LIB",37,0,43,0,1,0,6,0,26,0,32,0,10,0,5,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 8",24,"","Brett Busby",1,"REP",1306,0,48,0,71,0,7,0,1104,0,37,0,131,0,4,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 8",24,"","Gisela D. Triana",2,"DEM",204,0,48,0,42,0,7,0,135,0,37,0,27,0,4,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, Supreme Court, Place No. 8",24,"","Tom Oxford",3,"LIB",42,0,48,0,1,0,7,0,36,0,37,0,5,0,4,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Judge, Court of Criminal Appeals, Place No. 3",21,"","Bert Richardson",2,"REP",1320,0,50,0,71,0,8,0,1116,0,39,0,133,0,3,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Judge, Court of Criminal Appeals, Place No. 3",21,"","Elizabeth Davis Frizell",1,"DEM",230,0,50,0,42,0,8,0,157,0,39,0,31,0,3,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Judge, Court of Criminal Appeals, Place No. 4",14,"","Kevin Patrick Yeary",1,"REP",1331,0,55,0,70,0,9,0,1126,0,41,0,135,0,5,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Judge, Court of Criminal Appeals, Place No. 4",14,"","Tina Clinton",2,"DEM",214,0,55,0,42,0,9,0,145,0,41,0,27,0,5,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Judge, Court of Criminal Appeals, Place No. 9",11,"","David Newell",1,"REP",1335,0,59,0,72,0,8,0,1128,0,45,0,135,0,6,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Judge, Court of Criminal Appeals, Place No. 9",11,"","Brandon Birmingham",2,"DEM",206,0,59,0,41,0,8,0,139,0,45,0,26,0,6,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Member, State Board of Education, District No. 15",20,"","Jay Johnson",1,"REP",1318,1,64,0,69,1,8,0,1118,0,48,0,131,0,8,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Member, State Board of Education, District No. 15",20,"","John Betancourt",2,"DEM",217,1,64,0,43,1,8,0,146,0,48,0,28,0,8,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"State Representative, District  No. 68",27,"","Drew Springer",2,"REP",1337,0,42,0,72,0,7,0,1135,0,27,0,130,0,8,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"State Representative, District  No. 68",27,"","Patsy Ledbetter",1,"DEM",221,0,42,0,42,0,7,0,150,0,27,0,29,0,8,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, 2nd Court of Appeals District, Place  No.2",25,"","Dana Womack",1,"REP",1406,0,194,0,81,0,40,0,1178,0,134,0,147,0,20,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, 2nd Court of Appeals District, Place  No. 6 Unexpired Term",26,"","Mike Wallach",2,"REP",1330,0,56,0,73,0,8,0,1124,0,39,0,133,0,9,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, 2nd Court of Appeals District, Place  No. 6 Unexpired Term",26,"","Delonia A Watson",1,"DEM",214,0,56,0,40,0,8,0,149,0,39,0,25,0,9,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"Justice, 2nd Court of Appeals District, Place  No. 7",7,"","Brian Walker",1,"REP",1398,0,202,0,82,0,39,0,1170,0,142,0,146,0,21,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"District Judge, 90th Judicial District",8,"","Stephen Bristow",1,"REP",1438,0,162,0,86,0,35,0,1203,0,109,0,149,0,18,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"District Attorney, 90th Judicial District",28,"","Dee Peavy",1,"REP",1415,0,185,0,85,0,36,0,1182,0,130,0,148,0,19,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"MAYOR",39,"","Neal Blanton",1,"",1054,0,196,0,85,0,20,0,879,0,143,0,90,0,33,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"MAYOR",39,"","RC ""Judge"" Lyon",2,"",350,0,196,0,16,0,20,0,290,0,143,0,44,0,33,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"CITY COUNCIL, PLACE 1",40,"","Shana Weatherbee Wolfe",1,"",1381,0,219,0,86,0,35,0,1156,0,156,0,139,0,28,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"CITY COUNCIL, PLACE 2",32,"","Alex Heartfield",1,"",1300,0,300,0,77,0,44,0,1090,0,222,0,133,0,34,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"TRUSTEE, PLACE 6",34,"","Daniel L. Da La Cruz",1,"",1334,0,266,0,80,0,41,0,1116,0,196,0,138,0,29,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"TRUSTEE, PLACE 7",37,"","Kristina Pettus",2,"",766,0,181,0,50,0,20,0,636,0,129,0,80,0,32,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"TRUSTEE, PLACE 7",37,"","Cindy Elsberry",1,"",653,0,181,0,51,0,20,0,547,0,129,0,55,0,32,0
"5 - 1",1,Partially Reporting,0,1600,0.00,"TRUSTEE, PLACE 2 UNEXPIRED TERM",29,"","Brandon Bates",1,"",1344,0,256,0,82,0,39,0,1121,0,191,0,141,0,26,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"President and Vice President",9,"","Donald J. Trump Michael R. Pence",4,"REP",58,0,0,0,53,0,0,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"President and Vice President",9,"","Joseph R. Biden Kamala D. Harris",2,"DEM",11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"President and Vice President",9,"","Jo Jorgensen Jeremy ""Spike"" Cohen",1,"LIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"President and Vice President",9,"","Howie Hawkins Angela Walker",3,"GRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"President and Vice President",9,"","ROBERT MORROW",0,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"President and Vice President",9,"","Rejected write-ins",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"President and Vice President",9,"","Unassigned write-ins",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Senator",17,"","John Cornyn",1,"REP",60,0,1,0,55,0,1,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Senator",17,"","Mary ""MJ"" Hegar",2,"DEM",9,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Senator",17,"","Kerry Douglas McKennon",3,"LIB",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Senator",17,"","David B. Collins",4,"GRN",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Senator",17,"","Rejected write-ins",0,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Senator",17,"","Unassigned write-ins",0,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Representative, District  No. 19",15,"","Jodey C. Arrington",3,"REP",57,0,3,0,52,0,3,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Representative, District  No. 19",15,"","Tom Watson",1,"DEM",10,0,3,0,10,0,3,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"United States Representative, District  No. 19",15,"","Joe Burnes",2,"LIB",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Railroad Commissioner",10,"","James ""Jim"" Wright",3,"REP",60,0,1,0,55,0,1,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Railroad Commissioner",10,"","Chrysta Castañeda",1,"DEM",9,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Railroad Commissioner",10,"","Matt Sterett",2,"LIB",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Railroad Commissioner",10,"","Katija ""Kat"" Gruene",4,"GRN",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Chief Justice, Supreme Court",6,"","Nathan Hecht",2,"REP",57,0,2,0,52,0,2,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Chief Justice, Supreme Court",6,"","Amy Clark Meachum",3,"DEM",11,0,2,0,11,0,2,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Chief Justice, Supreme Court",6,"","Mark Ash",1,"LIB",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 6 Unexpired Term",3,"","Jane Bland",2,"REP",57,0,3,0,52,0,3,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 6 Unexpired Term",3,"","Kathy Cheng",1,"DEM",10,0,3,0,10,0,3,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 7",12,"","Jeff Boyd",2,"REP",58,0,2,0,53,0,2,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 7",12,"","Staci Williams",1,"DEM",10,0,2,0,10,0,2,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 7",12,"","William Bryan Strange III",3,"LIB",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 8",24,"","Brett Busby",1,"REP",59,0,2,0,54,0,2,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 8",24,"","Gisela D. Triana",2,"DEM",9,0,2,0,9,0,2,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, Supreme Court, Place No. 8",24,"","Tom Oxford",3,"LIB",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Judge, Court of Criminal Appeals, Place No. 3",21,"","Bert Richardson",2,"REP",59,0,2,0,54,0,2,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Judge, Court of Criminal Appeals, Place No. 3",21,"","Elizabeth Davis Frizell",1,"DEM",9,0,2,0,9,0,2,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Judge, Court of Criminal Appeals, Place No. 4",14,"","Kevin Patrick Yeary",1,"REP",58,0,3,0,53,0,3,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Judge, Court of Criminal Appeals, Place No. 4",14,"","Tina Clinton",2,"DEM",9,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Judge, Court of Criminal Appeals, Place No. 9",11,"","David Newell",1,"REP",57,0,3,0,52,0,3,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Judge, Court of Criminal Appeals, Place No. 9",11,"","Brandon Birmingham",2,"DEM",10,0,3,0,10,0,3,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Member, State Board of Education, District No. 15",20,"","Jay Johnson",1,"REP",57,0,4,0,52,0,4,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Member, State Board of Education, District No. 15",20,"","John Betancourt",2,"DEM",9,0,4,0,9,0,4,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"State Representative, District  No. 68",27,"","Drew Springer",2,"REP",54,0,6,0,50,0,5,0,2,0,1,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"State Representative, District  No. 68",27,"","Patsy Ledbetter",1,"DEM",10,0,6,0,10,0,5,0,0,0,1,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, 2nd Court of Appeals District, Place  No.2",25,"","Dana Womack",1,"REP",60,0,10,0,55,0,10,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, 2nd Court of Appeals District, Place  No. 6 Unexpired Term",26,"","Mike Wallach",2,"REP",58,0,3,0,53,0,3,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, 2nd Court of Appeals District, Place  No. 6 Unexpired Term",26,"","Delonia A Watson",1,"DEM",9,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"Justice, 2nd Court of Appeals District, Place  No. 7",7,"","Brian Walker",1,"REP",60,0,10,0,55,0,10,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"District Judge, 90th Judicial District",8,"","Stephen Bristow",1,"REP",57,0,13,0,52,0,13,0,3,0,0,0,2,0,0,0
"5 - 1A",36,Partially Reporting,0,70,0.00,"District Attorney, 90th Judicial District",28,"","Dee Peavy",1,"REP",51,0,19,0,48,0,17,0,1,0,2,0,2,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"President and Vice President",9,"","Donald J. Trump Michael R. Pence",4,"REP",727,1,3,0,44,1,1,0,614,0,2,0,69,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"President and Vice President",9,"","Joseph R. Biden Kamala D. Harris",2,"DEM",109,1,3,0,20,1,1,0,77,0,2,0,12,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"President and Vice President",9,"","Jo Jorgensen Jeremy ""Spike"" Cohen",1,"LIB",9,1,3,0,1,1,1,0,7,0,2,0,1,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"President and Vice President",9,"","Howie Hawkins Angela Walker",3,"GRN",2,1,3,0,0,1,1,0,2,0,2,0,0,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"President and Vice President",9,"","ROBERT MORROW",0,"",0,1,3,0,0,1,1,0,0,0,2,0,0,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"President and Vice President",9,"","Rejected write-ins",0,"",4,1,3,0,0,1,1,0,4,0,2,0,0,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"President and Vice President",9,"","Unassigned write-ins",0,"",0,1,3,0,0,1,1,0,0,0,2,0,0,0,0,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Senator",17,"","John Cornyn",1,"REP",726,0,11,0,47,0,1,0,612,0,9,0,67,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Senator",17,"","Mary ""MJ"" Hegar",2,"DEM",103,0,11,0,19,0,1,0,72,0,9,0,12,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Senator",17,"","Kerry Douglas McKennon",3,"LIB",13,0,11,0,0,0,1,0,11,0,9,0,2,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Senator",17,"","David B. Collins",4,"GRN",1,0,11,0,0,0,1,0,1,0,9,0,0,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Senator",17,"","Rejected write-ins",0,"",1,0,11,0,0,0,1,0,1,0,9,0,0,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Senator",17,"","Unassigned write-ins",0,"",0,0,11,0,0,0,1,0,0,0,9,0,0,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Representative, District  No. 19",15,"","Jodey C. Arrington",3,"REP",734,0,15,0,47,0,1,0,619,0,12,0,68,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Representative, District  No. 19",15,"","Tom Watson",1,"DEM",93,0,15,0,19,0,1,0,63,0,12,0,11,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"United States Representative, District  No. 19",15,"","Joe Burnes",2,"LIB",13,0,15,0,0,0,1,0,12,0,12,0,1,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Railroad Commissioner",10,"","James ""Jim"" Wright",3,"REP",725,0,23,0,46,0,2,0,610,0,20,0,69,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Railroad Commissioner",10,"","Chrysta Castañeda",1,"DEM",93,0,23,0,19,0,2,0,63,0,20,0,11,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Railroad Commissioner",10,"","Matt Sterett",2,"LIB",11,0,23,0,0,0,2,0,10,0,20,0,1,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Railroad Commissioner",10,"","Katija ""Kat"" Gruene",4,"GRN",3,0,23,0,0,0,2,0,3,0,20,0,0,0,1,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Chief Justice, Supreme Court",6,"","Nathan Hecht",2,"REP",725,0,19,0,47,0,1,0,610,0,16,0,68,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Chief Justice, Supreme Court",6,"","Amy Clark Meachum",3,"DEM",100,0,19,0,18,0,1,0,71,0,16,0,11,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Chief Justice, Supreme Court",6,"","Mark Ash",1,"LIB",11,0,19,0,1,0,1,0,9,0,16,0,1,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 6 Unexpired Term",3,"","Jane Bland",2,"REP",736,0,23,0,47,0,3,0,621,0,17,0,68,0,3,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 6 Unexpired Term",3,"","Kathy Cheng",1,"DEM",96,0,23,0,17,0,3,0,68,0,17,0,11,0,3,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 7",12,"","Jeff Boyd",2,"REP",722,0,25,0,46,0,2,0,607,0,21,0,69,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 7",12,"","Staci Williams",1,"DEM",96,0,25,0,19,0,2,0,67,0,21,0,10,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 7",12,"","William Bryan Strange III",3,"LIB",12,0,25,0,0,0,2,0,11,0,21,0,1,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 8",24,"","Brett Busby",1,"REP",728,0,24,0,48,0,2,0,612,0,20,0,68,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 8",24,"","Gisela D. Triana",2,"DEM",90,0,24,0,17,0,2,0,62,0,20,0,11,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Justice, Supreme Court, Place No. 8",24,"","Tom Oxford",3,"LIB",13,0,24,0,0,0,2,0,12,0,20,0,1,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Judge, Court of Criminal Appeals, Place No. 3",21,"","Bert Richardson",2,"REP",733,0,25,0,47,0,2,0,617,0,21,0,69,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Judge, Court of Criminal Appeals, Place No. 3",21,"","Elizabeth Davis Frizell",1,"DEM",97,0,25,0,18,0,2,0,68,0,21,0,11,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Judge, Court of Criminal Appeals, Place No. 4",14,"","Kevin Patrick Yeary",1,"REP",733,0,24,0,46,0,2,0,619,0,20,0,68,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Judge, Court of Criminal Appeals, Place No. 4",14,"","Tina Clinton",2,"DEM",98,0,24,0,19,0,2,0,67,0,20,0,12,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Judge, Court of Criminal Appeals, Place No. 9",11,"","David Newell",1,"REP",729,0,27,0,46,0,2,0,615,0,22,0,68,0,3,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Judge, Court of Criminal Appeals, Place No. 9",11,"","Brandon Birmingham",2,"DEM",99,0,27,0,19,0,2,0,69,0,22,0,11,0,3,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Member, State Board of Education, District No. 15",20,"","Jay Johnson",1,"REP",728,0,26,0,45,0,2,0,612,0,22,0,71,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"Member, State Board of Education, District No. 15",20,"","John Betancourt",2,"DEM",101,0,26,0,20,0,2,0,72,0,22,0,9,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"State Representative, District  No. 68",27,"","Drew Springer",2,"REP",737,0,22,0,45,0,3,0,622,0,17,0,70,0,2,0
"22 - 1",39,Partially Reporting,0,855,0.00,"State Representative, District  No. 68",27,"","Patsy Ledbetter",1,"DEM",96,0,22,0,19,0,3,0,67,0,17,0,10,0,2,0
