political_subdivision,election_date,election_name,total prov ballots,total prov counted,Precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,President and Vice President,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,United States Senator,John Cornyn,REP,149,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,United States Senator,"Mary ""MJ"" Hegar",DEM,28,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,United States Senator,Kerry Douglas McKennon,LIB,5,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,United States Senator,David B. Collins,GRN,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"United States Representative, District No. 27",Michael Cloud,REP,149,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,28,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"United States Representative, District No. 27",Phil Gray,LIB,4,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,Railroad Commissioner,"James ""Jim"" Wright",REP,146,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,Railroad Commissioner,Chrysta Castañeda,DEM,25,2
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,Railroad Commissioner,Matt Sterett,LIB,7,1
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Chief Justice, Supreme Court",Nathan Hecht,REP,146,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,26,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Chief Justice, Supreme Court",Mark Ash,LIB,6,0
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,151,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,27,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,144,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,29,2
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,3,1
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,145,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,24,2
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,7,1
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,149,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,29,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,147,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,31,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,151,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,27,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"State Senator, District No. 21",Frank Pomeroy,REP,140,13
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"State Senator, District No. 21",Judith Zaffirini,DEM,37,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"State Representative, District No. 43",J.M. Lozano,REP,160,14
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,146,11
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,30,4
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,150,12
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,26,3
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,160,14
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,158,14
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,County Attorney,Tamara Cochran-May,REP,155,14
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,Sheriff,Oscar Rivera,REP,156,14
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,158,14
San Patricio County,11/3/2020,General Election,,,108 - TISD,261,"Constable, Precinct No. 4",Parnell Haynes,REP,158,15
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Donald J. Trump Michael R. Pence,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,United States Senator,John Cornyn,REP,9,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,United States Senator,"Mary ""MJ"" Hegar",DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,United States Senator,Kerry Douglas McKennon,LIB,1,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,United States Senator,David B. Collins,GRN,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"United States Representative, District No. 27",Michael Cloud,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"United States Representative, District No. 27",Phil Gray,LIB,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,Railroad Commissioner,"James ""Jim"" Wright",REP,9,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,Railroad Commissioner,Chrysta Castañeda,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,Railroad Commissioner,Matt Sterett,LIB,1,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Chief Justice, Supreme Court",Nathan Hecht,REP,9,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,1,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,9,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,3,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"State Senator, District No. 21",Frank Pomeroy,REP,8,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"State Senator, District No. 21",Judith Zaffirini,DEM,4,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"State Representative, District No. 43",J.M. Lozano,REP,11,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,11,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,1,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,2,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,12,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,11,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,County Attorney,Tamara Cochran-May,REP,11,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,Sheriff,Oscar Rivera,REP,11,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,10,0
San Patricio County,11/3/2020,General Election,,,108 - SISD,25,"Constable, Precinct No. 4",Parnell Haynes,REP,11,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Donald J. Trump Michael R. Pence,REP,1144,198
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,418,65
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,17,5
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Howie Hawkins Angela Walker,GRN,1,3
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Todd Cella Tim Cella,,1,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Rejected write-ins,,4,2
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,United States Senator,John Cornyn,REP,1108,177
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,United States Senator,"Mary ""MJ"" Hegar",DEM,408,64
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,United States Senator,Kerry Douglas McKennon,LIB,27,14
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,United States Senator,David B. Collins,GRN,8,4
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"United States Representative, District No. 27",Michael Cloud,REP,1132,187
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,379,63
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"United States Representative, District No. 27",Phil Gray,LIB,34,10
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,Railroad Commissioner,"James ""Jim"" Wright",REP,1101,182
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,Railroad Commissioner,Chrysta Castañeda,DEM,382,62
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,Railroad Commissioner,Matt Sterett,LIB,36,7
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,21,6
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Chief Justice, Supreme Court",Nathan Hecht,REP,1080,180
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,424,64
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Chief Justice, Supreme Court",Mark Ash,LIB,34,13
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,1132,190
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,404,65
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,1094,182
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,403,70
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,37,5
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,1088,182
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,412,57
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,32,15
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,1113,182
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,415,73
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,1118,191
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,410,63
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,1126,195
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,391,61
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"State Senator, District No. 21",Frank Pomeroy,REP,1064,181
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"State Senator, District No. 21",Judith Zaffirini,DEM,455,76
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"State Representative, District No. 43",J.M. Lozano,REP,1261,232
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,1114,189
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,396,61
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,1125,188
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,387,63
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,1260,225
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,1243,226
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,County Attorney,Tamara Cochran-May,REP,1240,228
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,Sheriff,Oscar Rivera,REP,1277,234
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,1235,226
San Patricio County,11/3/2020,General Election,,,109 - ICITY-IISD,3032,"Constable, Precinct No. 6",Kody Fahrenthold,REP,1239,226
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Donald J. Trump Michael R. Pence,REP,34,16
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,58,13
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,4,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,United States Senator,John Cornyn,REP,38,10
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,United States Senator,"Mary ""MJ"" Hegar",DEM,50,15
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,United States Senator,Kerry Douglas McKennon,LIB,3,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,United States Senator,David B. Collins,GRN,1,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"United States Representative, District No. 27",Michael Cloud,REP,37,11
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,51,13
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"United States Representative, District No. 27",Phil Gray,LIB,3,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,Railroad Commissioner,"James ""Jim"" Wright",REP,32,12
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,Railroad Commissioner,Chrysta Castañeda,DEM,53,13
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,Railroad Commissioner,Matt Sterett,LIB,2,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Chief Justice, Supreme Court",Nathan Hecht,REP,31,11
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,52,13
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Chief Justice, Supreme Court",Mark Ash,LIB,5,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,34,10
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,53,16
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,31,12
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,52,11
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,4,0
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,32,10
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,49,11
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,4,1
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,33,11
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,53,12
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,34,13
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,52,11
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,35,12
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,50,11
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"State Senator, District No. 21",Frank Pomeroy,REP,28,9
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"State Senator, District No. 21",Judith Zaffirini,DEM,62,16
San Patricio County,11/3/2020,General Election,,,110 - W 1 - TISD,256,"State Representative, District No. 43",J.M. Lozano,REP,58,16
