Political Subdivision,Election Date,2020 General,Total Provisional/Counted,#Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,United States Senator,1,,Kerry Douglas McKennon,2,LIB,6,0,10,,0,0,2,,5,0,7,,1,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,United States Senator,1,,David B. Collins,4,GRN,1,0,10,,0,0,2,,0,0,7,,1,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,United States Senator,1,,Rejected write-ins,0,,0,0,10,,0,0,2,,0,0,7,,0,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,United States Senator,1,,Unassigned write-ins,0,,0,0,10,,0,0,2,,0,0,7,,0,0,1,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"United States Representative, District No. 11",10,,August Pfluger,1,REP,328,0,9,,15,0,2,,256,0,5,,57,0,2,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"United States Representative, District No. 11",10,,Jon Mark Hogg,2,DEM,52,0,9,,4,0,2,,38,0,5,,10,0,2,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"United States Representative, District No. 11",10,,Wacey Alpha Cody,3,LIB,6,0,9,,0,0,2,,4,0,5,,2,0,2,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,Railroad Commissioner,12,,"James ""Jim"" Wright",3,REP,324,0,11,,15,0,2,,252,0,6,,57,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,Railroad Commissioner,12,,Chrysta Castañeda,2,DEM,49,0,11,,3,0,2,,36,0,6,,10,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,Railroad Commissioner,12,,Matt Sterett,1,LIB,9,0,11,,0,0,2,,8,0,6,,1,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,Railroad Commissioner,12,,"Katija ""Kat"" Gruene",4,GRN,2,0,11,,1,0,2,,1,0,6,,0,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Chief Justice, Supreme Court",7,,Nathan Hecht,2,REP,323,0,13,,15,0,2,,253,0,7,,55,0,4,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Chief Justice, Supreme Court",7,,Amy Clark Meachum,3,DEM,53,0,13,,4,0,2,,38,0,7,,11,0,4,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Chief Justice, Supreme Court",7,,Mark Ash,1,LIB,6,0,13,,0,0,2,,5,0,7,,1,0,4,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Jane Bland,1,REP,325,0,15,,13,0,3,,256,0,9,,56,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Kathy Cheng,2,DEM,55,0,15,,5,0,3,,38,0,9,,12,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 7",16,,Jeff Boyd,1,REP,323,0,14,,15,0,2,,252,0,9,,56,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 7",16,,Staci Williams,3,DEM,52,0,14,,4,0,2,,38,0,9,,10,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 7",16,,William Bryan Strange III,2,LIB,6,0,14,,0,0,2,,4,0,9,,2,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 8",3,,Brett Busby,1,REP,322,0,14,,15,0,2,,251,0,9,,56,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 8",3,,Gisela D. Triana,2,DEM,51,0,14,,3,0,2,,39,0,9,,9,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, Supreme Court, Place No. 8",3,,Tom Oxford,3,LIB,8,0,14,,1,0,2,,4,0,9,,3,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Judge, Court of Criminal Appeals, Place No. 3",13,,Bert Richardson,1,REP,327,0,18,,13,0,3,,255,0,11,,59,0,4,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Judge, Court of Criminal Appeals, Place No. 3",13,,Elizabeth Davis Frizell,2,DEM,50,0,18,,5,0,3,,37,0,11,,8,0,4,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Judge, Court of Criminal Appeals, Place No. 4",2,,Kevin Patrick Yeary,1,REP,324,0,18,,14,0,3,,252,0,12,,58,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Judge, Court of Criminal Appeals, Place No. 4",2,,Tina Clinton,2,DEM,53,0,18,,4,0,3,,39,0,12,,10,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Judge, Court of Criminal Appeals, Place No. 9",9,,David Newell,1,REP,326,0,17,,13,0,4,,254,0,10,,59,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Judge, Court of Criminal Appeals, Place No. 9",9,,Brandon Birmingham,2,DEM,52,0,17,,4,0,4,,39,0,10,,9,0,3,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Member State Board of Education, District No. 15",14,,Jay Johnson,1,REP,320,0,21,,11,0,6,,254,0,10,,55,0,5,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Member State Board of Education, District No. 15",14,,John Betancourt,2,DEM,54,0,21,,4,0,6,,39,0,10,,11,0,5,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"State Representative, District No. 82",17,,Tom Craddick,1,REP,330,0,65,,11,0,10,,258,0,45,,61,0,10,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, 11th Court of Appeals District, Place No. 2",11,,Bruce Williams,1,REP,342,0,53,,12,0,9,,268,0,35,,62,0,9,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"Justice, 11th Court of Appeals District, Place No. 3
Unexpired Term",4,,W. Stacy Trotter,1,REP,339,0,56,,12,0,9,,266,0,37,,61,0,10,
Martin County,11/3/2020,2020 General,0,4,7,Not Reporting,603,395,65.51,"District Attorney, 118th Judicial District",6,,Hardy L. Wilkerson,1,REP,340,0,55,,11,0,10,,269,0,34,,60,0,11,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,President and Vice President,5,,"Donald J. Trump
Michael R. Pence",1,REP,147,0,0,,11,0,0,,88,0,0,,48,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,President and Vice President,5,,"Joseph R. Biden
Kamala D. Harris",4,DEM,11,0,0,,0,0,0,,6,0,0,,5,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,President and Vice President,5,,"Jo Jorgensen
Jeremy ""Spike"" Cohen",2,LIB,2,0,0,,0,0,0,,1,0,0,,1,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,President and Vice President,5,,"Howie Hawkins
Angela Walker",3,GRN,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,President and Vice President,5,,Rejected write-ins,0,,2,0,0,,0,0,0,,0,0,0,,2,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,President and Vice President,5,,Unassigned write-ins,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,United States Senator,1,,John Cornyn,1,REP,152,0,0,,11,0,0,,88,0,0,,53,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,United States Senator,1,,"Mary ""MJ"" Hegar",3,DEM,8,0,0,,0,0,0,,5,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,United States Senator,1,,Kerry Douglas McKennon,2,LIB,2,0,0,,0,0,0,,2,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,United States Senator,1,,David B. Collins,4,GRN,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,United States Senator,1,,Rejected write-ins,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,United States Senator,1,,Unassigned write-ins,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"United States Representative, District No. 11",10,,August Pfluger,1,REP,153,0,0,,11,0,0,,90,0,0,,52,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"United States Representative, District No. 11",10,,Jon Mark Hogg,2,DEM,7,0,0,,0,0,0,,4,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"United States Representative, District No. 11",10,,Wacey Alpha Cody,3,LIB,2,0,0,,0,0,0,,1,0,0,,1,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,Railroad Commissioner,12,,"James ""Jim"" Wright",3,REP,149,0,1,,11,0,0,,86,0,1,,52,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,Railroad Commissioner,12,,Chrysta Castañeda,2,DEM,10,0,1,,0,0,0,,6,0,1,,4,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,Railroad Commissioner,12,,Matt Sterett,1,LIB,1,0,1,,0,0,0,,1,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,Railroad Commissioner,12,,"Katija ""Kat"" Gruene",4,GRN,1,0,1,,0,0,0,,1,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Chief Justice, Supreme Court",7,,Nathan Hecht,2,REP,153,0,0,,11,0,0,,89,0,0,,53,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Chief Justice, Supreme Court",7,,Amy Clark Meachum,3,DEM,8,0,0,,0,0,0,,5,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Chief Justice, Supreme Court",7,,Mark Ash,1,LIB,1,0,0,,0,0,0,,1,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Jane Bland,1,REP,154,0,2,,9,0,2,,92,0,0,,53,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Kathy Cheng,2,DEM,6,0,2,,0,0,2,,3,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 7",16,,Jeff Boyd,1,REP,149,0,3,,8,0,3,,89,0,0,,52,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 7",16,,Staci Williams,3,DEM,8,0,3,,0,0,3,,5,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 7",16,,William Bryan Strange III,2,LIB,2,0,3,,0,0,3,,1,0,0,,1,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 8",3,,Brett Busby,1,REP,150,0,4,,8,0,3,,90,0,1,,52,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 8",3,,Gisela D. Triana,2,DEM,6,0,4,,0,0,3,,3,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, Supreme Court, Place No. 8",3,,Tom Oxford,3,LIB,2,0,4,,0,0,3,,1,0,1,,1,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Judge, Court of Criminal Appeals, Place No. 3",13,,Bert Richardson,1,REP,151,0,3,,8,0,3,,90,0,0,,53,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Judge, Court of Criminal Appeals, Place No. 3",13,,Elizabeth Davis Frizell,2,DEM,8,0,3,,0,0,3,,5,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Judge, Court of Criminal Appeals, Place No. 4",2,,Kevin Patrick Yeary,1,REP,150,0,4,,8,0,3,,90,0,0,,52,0,1,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Judge, Court of Criminal Appeals, Place No. 4",2,,Tina Clinton,2,DEM,8,0,4,,0,0,3,,5,0,0,,3,0,1,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Judge, Court of Criminal Appeals, Place No. 9",9,,David Newell,1,REP,152,0,3,,8,0,3,,91,0,0,,53,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Judge, Court of Criminal Appeals, Place No. 9",9,,Brandon Birmingham,2,DEM,7,0,3,,0,0,3,,4,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Member State Board of Education, District No. 15",14,,Jay Johnson,1,REP,153,0,2,,9,0,2,,91,0,0,,53,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Member State Board of Education, District No. 15",14,,John Betancourt,2,DEM,7,0,2,,0,0,2,,4,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"State Representative, District No. 82",17,,Tom Craddick,1,REP,148,0,14,,10,0,1,,85,0,10,,53,0,3,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, 11th Court of Appeals District, Place No. 2",11,,Bruce Williams,1,REP,150,0,12,,8,0,3,,88,0,7,,54,0,2,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"Justice, 11th Court of Appeals District, Place No. 3
Unexpired Term",4,,W. Stacy Trotter,1,REP,150,0,12,,8,0,3,,88,0,7,,54,0,2,
Martin County,11/3/2020,2020 General,0,3A,6,Not Reporting,207,162,78.26,"District Attorney, 118th Judicial District",6,,Hardy L. Wilkerson,1,REP,148,0,14,,10,0,1,,85,0,10,,53,0,3,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,President and Vice President,5,,"Donald J. Trump
Michael R. Pence",1,REP,131,0,0,,7,0,0,,110,0,0,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,President and Vice President,5,,"Joseph R. Biden
Kamala D. Harris",4,DEM,6,0,0,,2,0,0,,1,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,President and Vice President,5,,"Jo Jorgensen
Jeremy ""Spike"" Cohen",2,LIB,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,President and Vice President,5,,"Howie Hawkins
Angela Walker",3,GRN,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,President and Vice President,5,,Rejected write-ins,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,President and Vice President,5,,Unassigned write-ins,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,United States Senator,1,,John Cornyn,1,REP,132,0,0,,8,0,0,,110,0,0,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,United States Senator,1,,"Mary ""MJ"" Hegar",3,DEM,5,0,0,,1,0,0,,1,0,0,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,United States Senator,1,,Kerry Douglas McKennon,2,LIB,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,United States Senator,1,,David B. Collins,4,GRN,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,United States Senator,1,,Rejected write-ins,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,United States Senator,1,,Unassigned write-ins,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"United States Representative, District No. 11",10,,August Pfluger,1,REP,131,0,1,,8,0,0,,109,0,1,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"United States Representative, District No. 11",10,,Jon Mark Hogg,2,DEM,5,0,1,,1,0,0,,1,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"United States Representative, District No. 11",10,,Wacey Alpha Cody,3,LIB,0,0,1,,0,0,0,,0,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,Railroad Commissioner,12,,"James ""Jim"" Wright",3,REP,132,0,1,,8,0,0,,110,0,1,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,Railroad Commissioner,12,,Chrysta Castañeda,2,DEM,4,0,1,,1,0,0,,0,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,Railroad Commissioner,12,,Matt Sterett,1,LIB,0,0,1,,0,0,0,,0,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,Railroad Commissioner,12,,"Katija ""Kat"" Gruene",4,GRN,0,0,1,,0,0,0,,0,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Chief Justice, Supreme Court",7,,Nathan Hecht,2,REP,131,0,1,,8,0,0,,110,0,0,,13,0,1,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Chief Justice, Supreme Court",7,,Amy Clark Meachum,3,DEM,5,0,1,,1,0,0,,1,0,0,,3,0,1,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Chief Justice, Supreme Court",7,,Mark Ash,1,LIB,0,0,1,,0,0,0,,0,0,0,,0,0,1,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Jane Bland,1,REP,129,0,3,,8,0,0,,107,0,3,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 6
Unexpired Term",8,,Kathy Cheng,2,DEM,5,0,3,,1,0,0,,1,0,3,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 7",16,,Jeff Boyd,1,REP,131,0,1,,8,0,0,,109,0,1,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 7",16,,Staci Williams,3,DEM,5,0,1,,1,0,0,,1,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 7",16,,William Bryan Strange III,2,LIB,0,0,1,,0,0,0,,0,0,1,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 8",3,,Brett Busby,1,REP,130,0,2,,8,0,0,,108,0,2,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 8",3,,Gisela D. Triana,2,DEM,5,0,2,,1,0,0,,1,0,2,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, Supreme Court, Place No. 8",3,,Tom Oxford,3,LIB,0,0,2,,0,0,0,,0,0,2,,0,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Judge, Court of Criminal Appeals, Place No. 3",13,,Bert Richardson,1,REP,129,0,2,,7,0,1,,108,0,1,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Judge, Court of Criminal Appeals, Place No. 3",13,,Elizabeth Davis Frizell,2,DEM,6,0,2,,1,0,1,,2,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Judge, Court of Criminal Appeals, Place No. 4",2,,Kevin Patrick Yeary,1,REP,130,0,2,,7,0,1,,109,0,1,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Judge, Court of Criminal Appeals, Place No. 4",2,,Tina Clinton,2,DEM,5,0,2,,1,0,1,,1,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Judge, Court of Criminal Appeals, Place No. 9",9,,David Newell,1,REP,130,0,2,,7,0,1,,109,0,1,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Judge, Court of Criminal Appeals, Place No. 9",9,,Brandon Birmingham,2,DEM,5,0,2,,1,0,1,,1,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Member State Board of Education, District No. 15",14,,Jay Johnson,1,REP,130,0,2,,7,0,1,,109,0,1,,14,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Member State Board of Education, District No. 15",14,,John Betancourt,2,DEM,5,0,2,,1,0,1,,1,0,1,,3,0,0,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"State Representative, District No. 82",17,,Tom Craddick,1,REP,127,0,10,,6,0,3,,105,0,6,,16,0,1,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, 11th Court of Appeals District, Place No. 2",11,,Bruce Williams,1,REP,131,0,6,,7,0,2,,109,0,2,,15,0,2,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"Justice, 11th Court of Appeals District, Place No. 3
Unexpired Term",4,,W. Stacy Trotter,1,REP,131,0,6,,7,0,2,,109,0,2,,15,0,2,
Martin County,11/3/2020,2020 General,0,4A,1,Not Reporting,185,137,74.05,"District Attorney, 118th Judicial District",6,,Hardy L. Wilkerson,1,REP,129,0,8,,7,0,2,,108,0,3,,14,0,3,
City of Stanton,11/3/2020,2020 General,0,CITY,4,Not Reporting,0,449,0,City of Stanton Proposition A,15,,For,2,,380,0,0,,7,0,0,,297,0,0,,76,0,0,
City of Stanton,11/3/2020,2020 General,0,CITY,4,Not Reporting,0,449,0,City of Stanton Proposition A,15,,Against,1,,69,0,0,,2,0,0,,50,0,0,,17,0,0,
Klondike ISD,11/3/2020,2020 General,0,KISD,2,Not Reporting,0,11,0,Klondike Independent School District Proposition A,18,,FOR,2,,3,0,0,,0,0,0,,0,0,0,,3,0,0,
Klondike ISD,11/3/2020,2020 General,0,KISD,2,Not Reporting,0,11,0,Klondike Independent School District Proposition A,18,,AGAINST,1,,8,0,0,,0,0,0,,0,0,0,,8,0,0,
