political_subdivison,election_date,election_name,total provisional ballots ,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_Code,early_votes,election_votes
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Judge, Court of Criminal Appeals Place 4",Tina Clinton,DEM,671,92
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,1510,187
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Judge, Court of Criminal Appeals Place 9",Brandon Birmingham,DEM,673,90
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"State Senator, District 11",Larry Taylor,REP,1468,175
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"State Senator, District 11",Susan Criss,DEM,663,93
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"State Senator, District 11",Jared Wissel,LIB,66,10
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,State Representative District 25,Cody Thane Vasut,REP,1509,191
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,State Representative District 25,Patrick Henry,DEM,705,93
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Chief Justice, 14th Court of Appeals District",Tracy Elizabeth Christopher,REP,1504,187
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Chief Justice, 14th Court of Appeals District",Jane Robinson,DEM,681,91
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Justice, 1st Court of Appeals District, Place 3",Russell Lloyd,REP,1496,180
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Justice, 1st Court of Appeals District, Place 3",Veronica Rivas-Molloy,DEM,688,98
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Justice, 1st Court of Appeals District, Place 5",Terry Adams,REP,1508,184
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Justice, 1st Court of Appeals District, Place 5",Amparo Monique Guerra,DEM,675,94
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Justice, 14th Court of Appeals District, Place 7",Ken Wise,REP,1510,186
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Justice, 14th Court of Appeals District, Place 7","Tamika ""Tami"" Craft",DEM,673,90
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"District Judge, 461st Judicial District",Patrick Bulanek,REP,1748,241
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Judge, County Court at Law No. 1 & Probate Court, Unexpired Term",Courtney Gilbert,REP,1524,195
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Judge, County Court at Law No. 1 & Probate Court, Unexpired Term",Terence Norman,DEM,657,83
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,Sheriff,"L. ""Bo"" Stallman III",REP,1782,245
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,County Tax Assessor-Collector,Kristin R. Bulanek,REP,1517,188
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,County Tax Assessor-Collector,Andrew Bell,DEM,670,93
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,County Commissioner Precinct 1,"Donald ""Dude"" Payne",REP,1773,242
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,"Justice of the Peace Precinct 1, Place 1",Jack Brown,REP,1753,242
Brazoria County,11/3/20,General Election ,,,1 - ANGISD,4421,County Constable Precinct 1,David Thacker,REP,1756,239
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Donald J. Trump/Michael R. Pence,REP,900,116
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Joseph R. Biden/Kamala D. Harris,DEM,379,59
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,16,1
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Howie Hawkins/Angela Walker,GRE,5,4
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Abram Loeb/Jennifer Jairala,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Brian Carroll/Amar Patel,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Gloria La Riva/Leonard Peltier,,1,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Jesse Cuellar/Jimmy Monreal,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Kasey Wells/Rachel Wells,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,President R. Boddie/Eric C. Stoneham,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Robert Morrow/Anne Beckett,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Todd Cella/Tim Cella,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Tom Hoefling/Andy Prior,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Rejected write-ins,,0,2
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,President/Vice-President,Unassigned write-ins,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Senator,John Cornyn,REP,884,109
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Senator,"Mary ""MJ"" Hegar",DEM,371,56
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Senator,Kerry Douglas McKennon,LIB,28,5
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Senator,David B. Collins,GRE,6,3
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Senator,Ricardo Turullois-Bonilla,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Senator,Rejected write-ins,,0,1
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Senator,Unassigned write-ins,,0,0
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Representative District 14,Randy Weber,REP,923,116
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,U. S. Representative District 14,Adrienne Bell,DEM,360,57
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,Railroad Commissioner,"James ""Jim"" Wright",REP,895,114
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,Railroad Commissioner,Chrysta Castañeda,DEM,354,52
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,Railroad Commissioner,Matt Sterett,LIB,24,6
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,Railroad Commissioner,"Katija ""Kat"" Gruene",GRE,7,2
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Chief Justice, Supreme Court",Nathan Hecht,REP,879,113
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,371,54
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Chief Justice, Supreme Court",Mark Ash,LIB,29,6
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 6, Unexpired Term",Jane Bland,REP,908,119
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 6, Unexpired Term",Kathy Cheng,DEM,366,57
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,882,115
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 7",Staci Williams,DEM,367,54
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 7",William Bryan Strange III,LIB,29,6
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 8",Brett Busby,REP,881,115
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,371,58
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, Supreme Court, Place 8",Tom Oxford,LIB,27,3
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,888,114
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, Court of Criminal Appeals Place 3",Elizabeth Davis Frizell,DEM,384,61
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,900,113
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, Court of Criminal Appeals Place 4",Tina Clinton,DEM,373,60
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,896,118
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, Court of Criminal Appeals Place 9",Brandon Birmingham,DEM,373,56
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,State Representative District 25,Cody Thane Vasut,REP,902,115
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,State Representative District 25,Patrick Henry,DEM,377,58
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Chief Justice, 14th Court of Appeals District",Tracy Elizabeth Christopher,REP,898,115
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Chief Justice, 14th Court of Appeals District",Jane Robinson,DEM,374,57
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, 1st Court of Appeals District, Place 3",Russell Lloyd,REP,897,113
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, 1st Court of Appeals District, Place 3",Veronica Rivas-Molloy,DEM,372,60
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, 1st Court of Appeals District, Place 5",Terry Adams,REP,902,116
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, 1st Court of Appeals District, Place 5",Amparo Monique Guerra,DEM,363,55
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, 14th Court of Appeals District, Place 7",Ken Wise,REP,899,116
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice, 14th Court of Appeals District, Place 7","Tamika ""Tami"" Craft",DEM,368,55
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"District Judge, 461st Judicial District",Patrick Bulanek,REP,995,141
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, County Court at Law No. 1 & Probate Court, Unexpired Term",Courtney Gilbert,REP,911,116
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Judge, County Court at Law No. 1 & Probate Court, Unexpired Term",Terence Norman,DEM,358,56
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,Sheriff,"L. ""Bo"" Stallman III",REP,1012,139
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,County Tax Assessor-Collector,Kristin R. Bulanek,REP,905,118
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,County Tax Assessor-Collector,Andrew Bell,DEM,368,50
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice of the Peace Precinct 4, Place 1",Sarah Linder,REP,913,117
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,"Justice of the Peace Precinct 4, Place 1",F. J. Jones,DEM,356,55
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,County Constable Precinct 4,James Brawner,REP,920,119
Brazoria County,11/3/20,General Election ,,,2 - WC,2303,County Constable Precinct 4,David Keith Rougeau,DEM,348,51
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Donald J. Trump/Michael R. Pence,REP,899,83
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Joseph R. Biden/Kamala D. Harris,DEM,205,21
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,9,6
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Howie Hawkins/Angela Walker,GRE,1,1
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Abram Loeb/Jennifer Jairala,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Brian Carroll/Amar Patel,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Gloria La Riva/Leonard Peltier,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Jesse Cuellar/Jimmy Monreal,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Kasey Wells/Rachel Wells,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,President R. Boddie/Eric C. Stoneham,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Robert Morrow/Anne Beckett,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Todd Cella/Tim Cella,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Tom Hoefling/Andy Prior,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Rejected write-ins,,2,0
Brazoria County,11/3/20,General Election ,,,2,1769,President/Vice-President,Unassigned write-ins,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Senator,John Cornyn,REP,885,81
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Senator,"Mary ""MJ"" Hegar",DEM,202,22
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Senator,Kerry Douglas McKennon,LIB,17,4
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Senator,David B. Collins,GRE,3,0
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Senator,Ricardo Turullois-Bonilla,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Senator,Rejected write-ins,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Senator,Unassigned write-ins,,0,0
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Representative District 14,Randy Weber,REP,908,82
Brazoria County,11/3/20,General Election ,,,2,1769,U. S. Representative District 14,Adrienne Bell,DEM,197,26
Brazoria County,11/3/20,General Election ,,,2,1769,Railroad Commissioner,"James ""Jim"" Wright",REP,882,81
Brazoria County,11/3/20,General Election ,,,2,1769,Railroad Commissioner,Chrysta Castañeda,DEM,195,19
Brazoria County,11/3/20,General Election ,,,2,1769,Railroad Commissioner,Matt Sterett,LIB,25,7
Brazoria County,11/3/20,General Election ,,,2,1769,Railroad Commissioner,"Katija ""Kat"" Gruene",GRE,3,0
Brazoria County,11/3/20,General Election ,,,2,1769,"Chief Justice, Supreme Court",Nathan Hecht,REP,884,78
Brazoria County,11/3/20,General Election ,,,2,1769,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,193,20
Brazoria County,11/3/20,General Election ,,,2,1769,"Chief Justice, Supreme Court",Mark Ash,LIB,24,8
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 6, Unexpired Term",Jane Bland,REP,899,82
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 6, Unexpired Term",Kathy Cheng,DEM,200,22
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,878,80
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 7",Staci Williams,DEM,199,22
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 7",William Bryan Strange III,LIB,21,6
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 8",Brett Busby,REP,877,79
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,196,21
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, Supreme Court, Place 8",Tom Oxford,LIB,20,5
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,895,82
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, Court of Criminal Appeals Place 3",Elizabeth Davis Frizell,DEM,198,22
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,887,79
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, Court of Criminal Appeals Place 4",Tina Clinton,DEM,205,24
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,899,83
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, Court of Criminal Appeals Place 9",Brandon Birmingham,DEM,195,22
Brazoria County,11/3/20,General Election ,,,2,1769,State Representative District 25,Cody Thane Vasut,REP,896,79
Brazoria County,11/3/20,General Election ,,,2,1769,State Representative District 25,Patrick Henry,DEM,202,26
Brazoria County,11/3/20,General Election ,,,2,1769,"Chief Justice, 14th Court of Appeals District",Tracy Elizabeth Christopher,REP,900,80
Brazoria County,11/3/20,General Election ,,,2,1769,"Chief Justice, 14th Court of Appeals District",Jane Robinson,DEM,197,22
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, 1st Court of Appeals District, Place 3",Russell Lloyd,REP,896,82
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, 1st Court of Appeals District, Place 3",Veronica Rivas-Molloy,DEM,199,22
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, 1st Court of Appeals District, Place 5",Terry Adams,REP,900,83
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, 1st Court of Appeals District, Place 5",Amparo Monique Guerra,DEM,196,21
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, 14th Court of Appeals District, Place 7",Ken Wise,REP,900,80
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice, 14th Court of Appeals District, Place 7","Tamika ""Tami"" Craft",DEM,198,23
Brazoria County,11/3/20,General Election ,,,2,1769,"District Judge, 461st Judicial District",Patrick Bulanek,REP,950,91
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, County Court at Law No. 1 & Probate Court, Unexpired Term",Courtney Gilbert,REP,903,85
Brazoria County,11/3/20,General Election ,,,2,1769,"Judge, County Court at Law No. 1 & Probate Court, Unexpired Term",Terence Norman,DEM,192,20
Brazoria County,11/3/20,General Election ,,,2,1769,Sheriff,"L. ""Bo"" Stallman III",REP,957,92
Brazoria County,11/3/20,General Election ,,,2,1769,County Tax Assessor-Collector,Kristin R. Bulanek,REP,896,81
Brazoria County,11/3/20,General Election ,,,2,1769,County Tax Assessor-Collector,Andrew Bell,DEM,197,21
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice of the Peace Precinct 4, Place 1",Sarah Linder,REP,907,81
Brazoria County,11/3/20,General Election ,,,2,1769,"Justice of the Peace Precinct 4, Place 1",F. J. Jones,DEM,192,23
Brazoria County,11/3/20,General Election ,,,2,1769,County Constable Precinct 4,James Brawner,REP,908,83
Brazoria County,11/3/20,General Election ,,,2,1769,County Constable Precinct 4,David Keith Rougeau,DEM,192,22
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Donald J. Trump/Michael R. Pence,REP,2145,211
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Joseph R. Biden/Kamala D. Harris,DEM,720,55
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LIB,31,6
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Howie Hawkins/Angela Walker,GRE,7,2
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Abram Loeb/Jennifer Jairala,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Brian Carroll/Amar Patel,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Gloria La Riva/Leonard Peltier,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Jesse Cuellar/Jimmy Monreal,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Kasey Wells/Rachel Wells,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,President R. Boddie/Eric C. Stoneham,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Robert Morrow/Anne Beckett,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Todd Cella/Tim Cella,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Tom Hoefling/Andy Prior,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Rejected write-ins,,0,1
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,President/Vice-President,Unassigned write-ins,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Senator,John Cornyn,REP,2147,192
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Senator,"Mary ""MJ"" Hegar",DEM,658,54
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Senator,Kerry Douglas McKennon,LIB,52,13
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Senator,David B. Collins,GRE,16,6
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Senator,Ricardo Turullois-Bonilla,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Senator,Rejected write-ins,,2,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Senator,Unassigned write-ins,,0,0
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Representative District 22,Troy Nehls,REP,2055,178
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Representative District 22,Sri Preston Kulkarni,DEM,627,55
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,U. S. Representative District 22,Joseph LeBlanc Jr,LIB,152,27
Brazoria County,11/3/20,General Election ,,,3 - AISD-ALVIN,4925,Railroad Commissioner,"James ""Jim"" Wright",REP,2100,190
