political subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_Code,early_votes,election_votes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"United States Representative, District No. 23",Beto Villela,LIB,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,Railroad Commissioner,"James ""Jim"" Wright",REP,66,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,Railroad Commissioner,Chrysta Castañeda,DEM,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,Railroad Commissioner,Matt Sterett,LIB,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Chief Justice, Supreme Court",Nathan Hecht,REP,64,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Chief Justice, Supreme Court",Mark Ash,LIB,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,66,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,65,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,61,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,63,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,68,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,65,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Member State Board of Education, District No. 1",Jennifer Ivey,REP,63,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Member State Board of Education, District No. 1",Georgina Perez,DEM,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"State Senator, District No. 28",Charles Perry,REP,79,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"State Representative, District No. 72",Drew Darby,REP,81,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Chief Justice, 8th Court of Appeals District",Jeff Alley,REP,57,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"Chief Justice, 8th Court of Appeals District",Yvonne Rodriguez,DEM,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"District Attorney, 112th Judicial District",Laurie K. English,REP,81,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,County Attorney,Michele Dodd,REP,86,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,Sheriff,Jeff Garner,REP,91,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,County Tax Assessor-Collector,Cynthia Aguilar,REP,77,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,County Tax Assessor-Collector,Judy Gonzalez,,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,County Tax Assessor-Collector,Rejected write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,County Tax Assessor-Collector,Unassigned write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,"County Commissioner, Precinct No. 1",Mike Vargas,REP,90,35 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,CITY OF BIG LAKE Mayor,David Melms,,38,14 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,CITY OF BIG LAKE Mayor,Phil Pool,,56,24 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,CITY OF BIG LAKE Council Members At-Large,Frank White,,24,6 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,CITY OF BIG LAKE Council Members At-Large,Deona Thompson,,26,6 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,CITY OF BIG LAKE Council Members At-Large,Cliff Miller,,29,9 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,CITY OF BIG LAKE Council Members At-Large,Cindy O'Bryan,,35,18 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,1 COUNTY - CITY,363,CITY OF BIG LAKE Council Members At-Large,David Valenzuela,,39,14,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Donald J. Trump Michael R. Pence,REP,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Brian Carroll/Amar Patel,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Kasey Wells/Rachel Wells,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Robert Morrow/Anne Beckett,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Todd Cella/Tim Cella,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Tom Hoefling/Andy Prior,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Rejected write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,President and Vice President,Unassigned write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,United States Senator,John Cornyn,REP,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,United States Senator,Kerry Douglas McKennon,LIB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,United States Senator,David B. Collins,GRN,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,United States Senator,Ricardo Turullols-Bonilla,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,United States Senator,Rejected write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,United States Senator,Unassigned write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"United States Representative, District No. 23",Tony Gonzales,REP,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"United States Representative, District No. 23",Gina Ortiz Jones,DEM,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"United States Representative, District No. 23",Beto Villela,LIB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,Railroad Commissioner,"James ""Jim"" Wright",REP,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,Railroad Commissioner,Chrysta Castañeda,DEM,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,Railroad Commissioner,Matt Sterett,LIB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Chief Justice, Supreme Court",Nathan Hecht,REP,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY,12,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
