polictical_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"Member State Board of Education, District No. 15",John Betancourt,DEM,2,2,1,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"State Representative, District No. 88",Ken King,REP,90,34,7,83
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,92,33,6,86
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,91,34,6,85
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"District Attorney, 31st Judicial District",Franklin McDonough,REP,89,35,6,83
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"County Commissioner, Precinct No. 1",Cleve Wheeler,REP,71,26,5,66
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"County Commissioner, Precinct No. 1",Ryan McCoy,,22,10,1,21
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"County Commissioner, Precinct No. 1",Rejected write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,"County Commissioner, Precinct No. 1",Unassigned write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,School Board Trustee 3 Year Term,Brian Benge,,60,15,3,57
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,School Board Trustee 3 Year Term,Shane Thompson,,28,15,1,27
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,School Board Trustee 3 Year Term,Chelsie M. Underwood,,69,22,2,67
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,School Board Trustee 2 Year Unexpired Term,Rusty Early,,51,16,4,47
Roberts County Miami ISD,11/3/2020,General Election,0,0,1 - MISD,155,School Board Trustee 2 Year Unexpired Term,Mike Jeffcoat,,36,19,1,35
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Donald J. Trump Michael R. Pence,REP,101,34,20,81
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,2,0,1,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Predident R. Boddie/Eric C. Stoneham,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Rejected write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,President and Vice President,Unassigned write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,United States Senator,John Cornyn,REP,99,34,20,79
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,United States Senator,"Mary ""MJ"" Hegar",DEM,2,0,1,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,United States Senator,Kerry Douglas McKennon,LIB,1,0,0,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,United States Senator,David B. Collins,GRN,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,United States Senator,Rejected write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,United States Senator,Unassigned write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"United States Representative, District No. 13",Ronny Jackson,REP,97,34,21,76
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"United States Representative, District No. 13",Gus Trujillo,DEM,4,0,1,3
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"United States Representative, District No. 13",Jack B. Westbrook,LIB,1,0,0,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,Railroad Commissioner,"James ""Jim"" Wright",REP,99,34,21,78
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,Railroad Commissioner,Chrysta Castañeda,DEM,3,0,1,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Chief Justice, Supreme Court",Nathan Hecht,REP,97,34,21,76
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,3,0,1,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Chief Justice, Supreme Court",Mark Ash,LIB,2,0,0,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,100,34,21,79
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,3,0,1,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,99,34,21,78
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,3,0,1,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,100,33,21,79
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,2,0,1,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,99,34,21,78
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,2,0,1,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,99,33,21,78
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,3,0,1,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,97,33,20,77
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,5,0,1,4
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Member State Board of Education, District No. 15",Jay Johnson,REP,98,33,21,77
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Member State Board of Education, District No. 15",John Betancourt,DEM,4,0,1,3
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"State Representative, District No. 88",Ken King,REP,94,34,20,74
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,98,33,20,78
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,97,32,20,77
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,"District Attorney, 31st Judicial District",Franklin McDonough,REP,98,33,21,77
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,School Board Trustee 3 Year Term,Brian Benge,,58,15,13,45
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,School Board Trustee 3 Year Term,Shane Thompson,,33,12,6,27
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,School Board Trustee 3 Year Term,Chelsie M. Underwood,,64,28,8,56
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,School Board Trustee 2 Year Unexpired Term,Rusty Early,,45,20,13,32
Roberts County Miami ISD,11/3/2020,General Election,0,0,2 - MISD,163,School Board Trustee 2 Year Unexpired Term,Mike Jeffcoat,,44,11,5,39
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Donald J. Trump Michael R. Pence,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Predident R. Boddie/Eric C. Stoneham,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Rejected write-ins,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,President and Vice President,Unassigned write-ins,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,United States Senator,John Cornyn,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,United States Senator,David B. Collins,GRN,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,United States Senator,Rejected write-ins,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,United States Senator,Unassigned write-ins,,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"United States Representative, District No. 13",Ronny Jackson,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"United States Representative, District No. 13",Gus Trujillo,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,Railroad Commissioner,"James ""Jim"" Wright",REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Chief Justice, Supreme Court",Nathan Hecht,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,4,1,0,4
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,4,1,0,4
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,4,1,0,4
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Member State Board of Education, District No. 15",Jay Johnson,REP,5,1,0,5
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Member State Board of Education, District No. 15",John Betancourt,DEM,0,0,0,0
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"State Representative, District No. 88",Ken King,REP,4,1,0,4
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,4,1,0,4
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,4,1,0,4
Roberts County GISD,11/3/2020,General Election,0,0,3,10,"District Attorney, 31st Judicial District",Franklin McDonough,REP,4,1,0,4
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Donald J. Trump Michael R. Pence,REP,83,32,8,75
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,3,1,2,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0,0,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Predident R. Boddie/Eric C. Stoneham,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Rejected write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,President and Vice President,Unassigned write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,United States Senator,John Cornyn,REP,83,31,7,76
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,United States Senator,"Mary ""MJ"" Hegar",DEM,2,1,1,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,United States Senator,Kerry Douglas McKennon,LIB,1,0,0,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,United States Senator,David B. Collins,GRN,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,United States Senator,Rejected write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,United States Senator,Unassigned write-ins,,0,0,0,0
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,"United States Representative, District No. 13",Ronny Jackson,REP,82,31,8,74
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,"United States Representative, District No. 13",Gus Trujillo,DEM,3,1,1,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,"United States Representative, District No. 13",Jack B. Westbrook,LIB,2,0,0,2
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,Railroad Commissioner,"James ""Jim"" Wright",REP,80,28,8,72
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,Railroad Commissioner,Chrysta Castañeda,DEM,5,2,1,4
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,Railroad Commissioner,Matt Sterett,LIB,1,0,0,1
Roberts County Miami ISD,11/3/2020,General Election,0,0,3 - MISD,146,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,0,0,1
