political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Cory Booker,DEM,1,2
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Deval Patrick,DEM,1,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Michael R. Bloomberg,DEM,28,27
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Marianne Williamson,DEM,0,1
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Elizabeth Warren,DEM,16,25
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Robby Wells,DEM,0,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Bernie Sanders,DEM,51,104
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Joseph R. Biden,DEM,50,139
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Julián Castro,DEM,0,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Tulsi Gabbard,DEM,1,2
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Andrew Yang,DEM,2,2
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Michael Bennet,DEM,0,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Amy Klobuchar,DEM,12,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Pete Buttigieg,DEM,15,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,John K. Delaney,DEM,0,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,President,Tom Steyer,DEM,0,0
Coryell County,3/3/2020,General Primary Election,,,101,6226,United States Senator,Sema Hernandez,DEM,21,37
Coryell County,3/3/2020,General Primary Election,,,101,6226,United States Senator,Adrian Ocegueda,DEM,0,6
Coryell County,3/3/2020,General Primary Election,,,101,6226,United States Senator,Cristina Tzintzun Ramirez,DEM,6,26
