political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,MICHAEL BENNET,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,CORY BOOKER,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,BERNIE SANDERS,DEM,9,19
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,JULIÁN CASTRO,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,MICHAEL R. BLOOMBERG,DEM,16,6
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,MARIANNE WILLIAMSON,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,TOM STEYER,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,DEVAL PATRICK,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,ELIZABETH WARREN,DEM,8,6
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,JOSEPH R. BIDEN,DEM,28,45
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,ROBBY WELLS,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,TULSI GABBARD,DEM,0,2
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,JOHN K. DELANEY,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,PETE BUTTIGIEG,DEM,9,1
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,ANDREW YANG,DEM,0,0
Gregg County,3/3/20,Primary,60,26,1,1582,PRESIDENT,AMY KLOBUCHAR,DEM,6,0
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,ROYCE WEST,DEM,10,10
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,JACK DANIEL FOSTER JR,DEM,3,0
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,AMANDA K. EDWARDS,DEM,11,5
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,CRISTINA TZINTZUN RAMIREZ,DEM,2,6
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,VICTOR HUGO HARRIS,DEM,1,5
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,SEMA HERNANDEZ,DEM,2,3
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,ADRIAN OCEGUEDA,DEM,0,3
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,"MARY ""MJ"" HEGAR",DEM,20,17
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,CHRIS BELL,DEM,8,5
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,"ANNIE ""MAMÁ"" GARCIA",DEM,3,4
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,MICHAEL COOPER,DEM,2,1
Gregg County,3/3/20,Primary,60,26,1,1582,UNITED STATES SENATOR,D. R. HUNTER,DEM,1,0
Gregg County,3/3/20,Primary,60,26,1,1582,"UNITED STATES REPRESENTATIVE,  DISTRICT 1",HANK GILBERT,DEM,52,52
Gregg County,3/3/20,Primary,60,26,1,1582,RAILROAD COMMISSIONER,KELLY STONE,DEM,11,13
Gregg County,3/3/20,Primary,60,26,1,1582,RAILROAD COMMISSIONER,"ROBERTO R. ""BETO"" ALONZO",DEM,17,20
Gregg County,3/3/20,Primary,60,26,1,1582,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,DEM,22,17
Gregg County,3/3/20,Primary,60,26,1,1582,RAILROAD COMMISSIONER,MARK WATSON,DEM,11,9
Gregg County,3/3/20,Primary,60,26,1,1582,"CHIEF JUSTICE, SUPREME COURT",AMY CLARK MEACHUM,DEM,51,50
Gregg County,3/3/20,Primary,60,26,1,1582,"CHIEF JUSTICE, SUPREME COURT",JERRY ZIMMERER,DEM,8,10
Gregg County,3/3/20,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",LARRY PRAEGER,DEM,15,14
Gregg County,3/3/20,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",KATHY CHENG,DEM,39,48
Gregg County,3/3/20,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 7",STACI WILLIAMS,DEM,36,38
Gregg County,3/3/20,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 7",BRANDY VOSS,DEM,18,19
Gregg County,3/3/20,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 8",PETER KELLY,DEM,17,18
Gregg County,3/3/20,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 8",GISELA D. TRIANA,DEM,37,40
Gregg County,3/3/20,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 3",DAN WOOD,DEM,7,14
Gregg County,3/3/20,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 3",WILLIAM PIERATT DEMOND,DEM,2,8
Gregg County,3/3/20,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 3",ELIZABETH DAVIS FRIZELL,DEM,45,35
Gregg County,3/3/20,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 4",TINA CLINTON,DEM,44,47
Gregg County,3/3/20,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 4",STEVEN MIEARS,DEM,10,11
Gregg County,3/3/20,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 9",BRANDON BIRMINGHAM,DEM,50,53
Gregg County,3/3/20,Primary,60,26,1,1582,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 9",BRENDA DAVIS,DEM,54,57
Gregg County,3/3/20,Primary,60,26,1,1582,"STATE SENATOR, DISTRICT 1",AUDREY SPANKO,DEM,54,54
Gregg County,3/3/20,Primary,60,26,1,1582,COUNTY CHAIR,PHIL BURNS,DEM,50,55
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #1,YES,DEM,68,63
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #1,NO,DEM,5,14
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #2,YES,DEM,68,67
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #2,NO,DEM,6,10
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #3,YES,DEM,71,67
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #3,NO,DEM,2,8
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #4,YES,DEM,68,66
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #4,NO,DEM,5,10
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #5,YES,DEM,68,69
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #5,NO,DEM,3,7
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #6,YES,DEM,73,71
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #6,NO,DEM,0,5
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #7,YES,DEM,69,71
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #7,NO,DEM,4,6
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #8,YES,DEM,71,66
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #8,NO,DEM,3,11
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #9,YES,DEM,71,71
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #9,NO,DEM,0,6
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #10,YES,DEM,72,69
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #10,NO,DEM,1,7
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #11,YES,DEM,67,60
Gregg County,3/3/20,Primary,60,26,1,1582,PROPOSITION #11,NO,DEM,2,14
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,MICHAEL BENNET,DEM,1,1
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,CORY BOOKER,DEM,0,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,BERNIE SANDERS,DEM,17,30
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,JULIÁN CASTRO,DEM,0,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,MICHAEL R. BLOOMBERG,DEM,23,15
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,MARIANNE WILLIAMSON,DEM,1,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,TOM STEYER,DEM,1,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,DEVAL PATRICK,DEM,0,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,ELIZABETH WARREN,DEM,15,6
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,JOSEPH R. BIDEN,DEM,62,125
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,ROBBY WELLS,DEM,0,1
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,TULSI GABBARD,DEM,0,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,JOHN K. DELANEY,DEM,0,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,PETE BUTTIGIEG,DEM,23,1
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,ANDREW YANG,DEM,0,0
Gregg County,3/3/20,Primary,60,26,2,3642,PRESIDENT,AMY KLOBUCHAR,DEM,14,0
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,ROYCE WEST,DEM,33,35
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,JACK DANIEL FOSTER JR,DEM,5,8
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,AMANDA K. EDWARDS,DEM,14,31
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,CRISTINA TZINTZUN RAMIREZ,DEM,6,9
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,VICTOR HUGO HARRIS,DEM,5,8
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,SEMA HERNANDEZ,DEM,6,8
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,ADRIAN OCEGUEDA,DEM,1,1
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,"MARY ""MJ"" HEGAR",DEM,40,25
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,CHRIS BELL,DEM,13,7
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,"ANNIE ""MAMÁ"" GARCIA",DEM,1,4
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,MICHAEL COOPER,DEM,6,9
Gregg County,3/3/20,Primary,60,26,2,3642,UNITED STATES SENATOR,D. R. HUNTER,DEM,0,2
Gregg County,3/3/20,Primary,60,26,2,3642,"UNITED STATES REPRESENTATIVE,  DISTRICT 1",HANK GILBERT,DEM,121,123
Gregg County,3/3/20,Primary,60,26,2,3642,RAILROAD COMMISSIONER,KELLY STONE,DEM,33,37
Gregg County,3/3/20,Primary,60,26,2,3642,RAILROAD COMMISSIONER,"ROBERTO R. ""BETO"" ALONZO",DEM,19,33
Gregg County,3/3/20,Primary,60,26,2,3642,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,DEM,37,19
Gregg County,3/3/20,Primary,60,26,2,3642,RAILROAD COMMISSIONER,MARK WATSON,DEM,34,41
