political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,election_votes,early_votes
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Railroad Commissioner,Mark Watson,DEM,5,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Railroad Commissioner,Chrysta Castañeda,DEM,6,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,21,39
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,4,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,18,39
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,8,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,19,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,7,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,14,36
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,12,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,6,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,2,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,18,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,23,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,3,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,24,45
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,23,45
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,County Chair,Carla Schoonover-Porter,DEM,27,47
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,Donald J. Trump,REP,165,285
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,Bob Ely,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,Bill Weld,REP,0,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,Matthew John Matern,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,Joe Walsh,REP,3,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,President,Uncommitted,REP,8,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,United States Senator,Dwayne Stovall,REP,29,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,United States Senator,Mark Yancey,REP,10,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,United States Senator,Virgil Bierschwale,REP,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,United States Senator,John Cornyn,REP,109,224
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,United States Senator,John Anthony Castro,REP,6,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,16,24
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,3,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",Robert Tucker,REP,11,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",Ned Luscombe,REP,8,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,6,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",Casey Gray,REP,18,20
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",Brandon Batch,REP,33,63
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",Gene Barber,REP,1,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,4,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"United States Representative,
District No. 11",August Pfluger,REP,48,121
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Railroad Commissioner,"James ""Jim"" Wright",REP,106,169
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Railroad Commissioner,Ryan Sitton,REP,42,92
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,135,252
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,133,262
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,131,260
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,132,260
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,71,157
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,65,95
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,129,255
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,128,258
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,92,186
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,43,65
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"State Representative, District 60",Jon Francis,REP,45,68
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"State Representative, District 60",Glenn Rogers,REP,103,206
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"State Representative, District 60",Kellye Sorelle,REP,7,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"State Representative, District 60",Christopher M. Perricone,REP,14,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,37,76
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,91,162
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,125,249
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"District Judge, 29th Judicial District",Michael Moore,REP,132,263
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,117,206
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,41,90
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,County Attorney,Cynthia Dillard Ince,REP,66,94
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,County Attorney,Maegan Kostiha,REP,88,200
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,61,64
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,42,71
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"District Clerk, Unexpired Term",Jonna Banks,REP,59,166
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Sheriff,Brett McGuire,REP,144,288
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,County Tax Assessor-Collector,Stacy Choate,REP,131,211
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,County Tax Assessor-Collector,Stephanie Dunn,REP,37,99
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"County Commissioner, Precinct 1",Gary Glover,REP,149,288
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Constable, Precinct No. 5",Scott Mitcham,REP,96,172
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,"Constable, Precinct No. 5",Frank Baker,REP,67,131
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,County Chairman,Barbara Upham,REP,141,291
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #1,Yes,DEM,35,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #1,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #2,Yes,DEM,32,49
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #2,No,DEM,5,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #3,Yes,DEM,34,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #3,No,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #4,Yes,DEM,35,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #4,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #5,Yes,DEM,37,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #5,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #6,Yes,DEM,37,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #6,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #7,Yes,DEM,32,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #7,No,DEM,3,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #8,Yes,DEM,35,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #8,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #9,Yes,DEM,35,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #9,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #10,Yes,DEM,34,52
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #10,No,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #11,Yes,DEM,34,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition #11,No,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 1,Yes,REP,146,264
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 1,No,REP,25,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 2,Yes,REP,142,258
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 2,No,REP,33,54
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 3,Yes,REP,151,258
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 3,No,REP,20,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 4,Yes,REP,156,272
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 4,No,REP,18,34
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 5,Yes,REP,154,256
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 5,No,REP,15,56
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 6,Yes,REP,159,282
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 6,No,REP,13,27
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 7,Yes,REP,170,306
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 7,No,REP,4,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 8,Yes,REP,170,302
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 8,No,REP,3,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 9,Yes,REP,159,281
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 9,No,REP,12,26
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 10,Yes,REP,153,270
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,27,0,Proposition 10,No,REP,17,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Michael R. Bloomberg,DEM,5,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Tulsi Gabbard,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Cory Booker,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Joseph R. Biden,DEM,10,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Pete Buttigieg,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Tom Steyer,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Bernie Sanders,DEM,5,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Deval Patrick,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,John K. Delaney,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Elizabeth Warren,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Amy Klobuchar,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,7,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Michael Cooper,DEM,3,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,"Mary ""MJ"" Hegar",DEM,4,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Adrian Ocegueda,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Amanda K. Edwards,DEM,3,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Sema Hernandez,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,D.R. Hunter,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Victor Hugo Harris,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Chris Bell,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Royce West,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,14,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,7,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Railroad Commissioner,Kelly Stone,DEM,8,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Railroad Commissioner,Mark Watson,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Railroad Commissioner,Chrysta Castañeda,DEM,2,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,15,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,3,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,12,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,12,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,9,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,8,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,7,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,8,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,15,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,3,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,18,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,18,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,County Chair,Carla Schoonover-Porter,DEM,17,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Donald J. Trump,REP,82,88
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Bob Ely,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Bill Weld,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Matthew John Matern,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Joe Walsh,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,President,Uncommitted,REP,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Dwayne Stovall,REP,19,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Mark Yancey,REP,2,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,Virgil Bierschwale,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,John Cornyn,REP,53,56
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,United States Senator,John Anthony Castro,REP,3,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,9,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Robert Tucker,REP,7,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Ned Luscombe,REP,7,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,6,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Casey Gray,REP,9,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Brandon Batch,REP,13,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",Gene Barber,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"United States Representative,
District No. 11",August Pfluger,REP,16,28
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Railroad Commissioner,"James ""Jim"" Wright",REP,61,47
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Railroad Commissioner,Ryan Sitton,REP,17,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,73,71
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,71,71
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,71,70
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,69,69
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,46,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,28,37
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,72,69
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,71,67
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,58,54
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,17,20
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"State Representative, District 60",Jon Francis,REP,33,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"State Representative, District 60",Glenn Rogers,REP,31,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"State Representative, District 60",Kellye Sorelle,REP,5,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"State Representative, District 60",Christopher M. Perricone,REP,11,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,27,34
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,47,40
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,73,66
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"District Judge, 29th Judicial District",Michael Moore,REP,69,72
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,47,42
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,29,42
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,County Attorney,Cynthia Dillard Ince,REP,50,41
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,County Attorney,Maegan Kostiha,REP,27,40
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,29,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,21,27
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"District Clerk, Unexpired Term",Jonna Banks,REP,28,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Sheriff,Brett McGuire,REP,76,74
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,County Tax Assessor-Collector,Stacy Choate,REP,65,71
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,County Tax Assessor-Collector,Stephanie Dunn,REP,17,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"County Commissioner, Precinct 1",Gary Glover,REP,73,73
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Constable, Precinct No. 5",Scott Mitcham,REP,58,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,"Constable, Precinct No. 5",Frank Baker,REP,24,37
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,County Chairman,Barbara Upham,REP,75,73
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #1,Yes,DEM,23,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #1,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #2,Yes,DEM,22,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #2,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #3,Yes,DEM,22,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #3,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #4,Yes,DEM,22,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #4,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #5,Yes,DEM,22,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #5,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,28,0,Proposition #6,Yes,DEM,21,16
