Polictical_Subdivision,Election_Date,Election_Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precint__Number,Reg_Voters,Race_Name,Canadidate_Name,Party Code,Election_Votes,Early_Votes
Roberts County,3/3/2020,Democratic Primary,0,0,1,152,Proposition #9,Yes,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,1,152,Proposition #9,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1,152,Proposition #10,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,1,152,Proposition #10,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1,152,Proposition #11,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,1,152,Proposition #11,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Pete Buttigieg,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Julián Castro,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Deval Patrick,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Cory Booker,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Michael R. Bloomberg,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Marianne Williamson,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,"Roque ""Rocky"" De La Fuente",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Tulsi Gabbard,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Tom Steyer,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,John K. Delaney,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Michael Bennet,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Andrew Yang,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Joseph R. Biden,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Amy Klobuchar,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Elizabeth Warren,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Robby Wells,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,President,Bernie Sanders,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,"Mary ""MJ"" Hegar",,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Chris Bell,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Cristina Tzintzun Ramirez,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Victor Hugo Harris,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,"Annie ""Mamá"" Garcia",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Amanda K. Edwards,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Royce West,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Adrian Ocegueda,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,D.R. Hunter,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Michael Cooper,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Jack Daniel Foster Jr,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,United States Senator,Sema Hernandez,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"United States Representative,
District No. 13",Timothy W. Gassaway,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"United States Representative,
District No. 13",Greg Sagan,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"United States Representative,
District No. 13",Gus Trujillo,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Railroad Commissioner,Chrysta Castañeda,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Railroad Commissioner,Kelly Stone,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Railroad Commissioner,Mark Watson,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Chief Justice, Supreme Court",Jerry Zimmerer,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Chief Justice, Supreme Court",Amy Clark Meachum,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Justice, Supreme Court, Place 6
Unexpired Term",Larry Praeger,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Justice, Supreme Court, Place 6
Unexpired Term",Kathy Cheng,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Justice, Supreme Court, Place 7",Brandy Voss,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Justice, Supreme Court, Place 7",Staci Williams,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Justice, Supreme Court, Place 8",Peter Kelly,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Justice, Supreme Court, Place 8",Gisela D. Triana,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,"Member, State Board of Education, District 15",John Betancourt,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #1,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #1,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #2,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #2,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #3,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #3,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #4,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #4,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #5,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #5,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #6,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #6,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #7,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #7,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #8,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #8,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #9,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #9,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #10,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #10,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #11,Yes,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,2,164,Proposition #11,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Pete Buttigieg,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Julián Castro,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Deval Patrick,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Cory Booker,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Michael R. Bloomberg,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Marianne Williamson,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,"Roque ""Rocky"" De La Fuente",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Tulsi Gabbard,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Tom Steyer,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,John K. Delaney,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Michael Bennet,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Andrew Yang,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Joseph R. Biden,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Amy Klobuchar,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Elizabeth Warren,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Robby Wells,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,President,Bernie Sanders,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,"Mary ""MJ"" Hegar",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Chris Bell,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Cristina Tzintzun Ramirez,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Victor Hugo Harris,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,"Annie ""Mamá"" Garcia",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Amanda K. Edwards,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Royce West,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Adrian Ocegueda,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,D.R. Hunter,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Michael Cooper,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Jack Daniel Foster Jr,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,United States Senator,Sema Hernandez,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"United States Representative,
District No. 13",Timothy W. Gassaway,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"United States Representative,
District No. 13",Greg Sagan,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"United States Representative,
District No. 13",Gus Trujillo,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Railroad Commissioner,Chrysta Castañeda,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Railroad Commissioner,Kelly Stone,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Railroad Commissioner,Mark Watson,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Chief Justice, Supreme Court",Jerry Zimmerer,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Chief Justice, Supreme Court",Amy Clark Meachum,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Justice, Supreme Court, Place 6
Unexpired Term",Larry Praeger,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Justice, Supreme Court, Place 6
Unexpired Term",Kathy Cheng,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Justice, Supreme Court, Place 7",Brandy Voss,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Justice, Supreme Court, Place 7",Staci Williams,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Justice, Supreme Court, Place 8",Peter Kelly,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Justice, Supreme Court, Place 8",Gisela D. Triana,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,"Member, State Board of Education, District 15",John Betancourt,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #1,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #1,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #2,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #2,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #3,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #3,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #4,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #4,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #5,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #5,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #6,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #6,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #7,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #7,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #8,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #8,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #9,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #9,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #10,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #10,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #11,Yes,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,3,167,Proposition #11,No,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Pete Buttigieg,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Julián Castro,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Deval Patrick,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Cory Booker,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Michael R. Bloomberg,,0,2
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Marianne Williamson,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,"Roque ""Rocky"" De La Fuente",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Tulsi Gabbard,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Tom Steyer,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,John K. Delaney,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Michael Bennet,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Andrew Yang,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Joseph R. Biden,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Amy Klobuchar,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Elizabeth Warren,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Robby Wells,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,President,Bernie Sanders,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,"Mary ""MJ"" Hegar",,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Chris Bell,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Cristina Tzintzun Ramirez,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Victor Hugo Harris,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,"Annie ""Mamá"" Garcia",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Amanda K. Edwards,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Royce West,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Adrian Ocegueda,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,D.R. Hunter,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Michael Cooper,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Jack Daniel Foster Jr,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,United States Senator,Sema Hernandez,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"United States Representative,
District No. 13",Timothy W. Gassaway,,0,2
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"United States Representative,
District No. 13",Greg Sagan,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"United States Representative,
District No. 13",Gus Trujillo,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,Railroad Commissioner,Chrysta Castañeda,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,Railroad Commissioner,Kelly Stone,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,Railroad Commissioner,Mark Watson,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Chief Justice, Supreme Court",Jerry Zimmerer,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Chief Justice, Supreme Court",Amy Clark Meachum,,1,2
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Justice, Supreme Court, Place 6
Unexpired Term",Larry Praeger,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Justice, Supreme Court, Place 6
Unexpired Term",Kathy Cheng,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Justice, Supreme Court, Place 7",Brandy Voss,,0,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Justice, Supreme Court, Place 7",Staci Williams,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Justice, Supreme Court, Place 8",Peter Kelly,,1,1
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Justice, Supreme Court, Place 8",Gisela D. Triana,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,0,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,1,0
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,0,2
Roberts County,3/3/2020,Democratic Primary,0,0,1-Apr,88,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,0,2
