00000000045000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004500000000000000000PRECINCTS COUNTED - TOTAL                               PRECINCTS COUNTED - TOTAL                                      00 
000700300450001111000009400004030000614000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Railroad Commissioner                               Chrysta Castaneda                                              01 
000700400450000708000004700002860000375000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Railroad Commissioner                               Kelly Stone                                                    01 
000800100450002978000021000010650001703000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Chief Justice, Supreme Court                        Amy Clark Meachum                                              01 
000800200450000601000006700001890000345000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Chief Justice, Supreme Court                        Jerry Zimmerer                                                 01 
000900100450001048000010900003480000591000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Justice, Supreme Court, Pl 6                        Larry Praeger                                                  01 
000900200450002521000018300008990001439000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Justice, Supreme Court, Pl 6                        Kathy Cheng                                                    01 
001000100450001353000010500004500000798000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Justice, Supreme Court, Pl 7                        Brandy Voss                                                    01 
001000200450002184000018300007890001212000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Justice, Supreme Court, Pl 7                        Staci Williams                                                 01 
001100100450002550000017600008990001475000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Justice, Supreme Court, Pl 8                        Gisela D. Triana                                               01 
001100200450000983000010800003390000536000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Justice, Supreme Court, Pl 8                        Peter Kelly                                                    01 
001200100450000445000003100001550000259000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Judge, Ct of Crim App, Pl 3                         William Pieratt Demond                                         01 
001200200450000738000008600002300000422000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Judge, Ct of Crim App, Pl 3                         Dan Wood                                                       01 
001200300450002349000017100008450001333000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Judge, Ct of Crim App, Pl 3                         Elizabeth Davis Frizell                                        01 
001300100450000882000009900002820000501000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Judge, Ct of Crim App, Pl 4                         Steven Miears                                                  01 
001300200450002635000018800009450001502000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Judge, Ct of Crim App, Pl 4                         Tina Clinton                                                   01 
001400100450003407000026100012060001940000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Judge, Ct of Crim App, Pl 9                         Brandon Birmingham                                             01 
001500100450003434000026600011970001971000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Member, State BoE, Dist 15                          John Betancourt                                                01 
001600100110000981000012500002920000564000000000000000000000000000000000000000000000000000000000000000000000000000000011000000 DEMCOMPCT3DEM County Commissioner Pct 3                           Luis Sanchez                          Pct 3                    01 
001700100110000976000012500002950000556000000000000000000000000000000000000000000000000000000000000000000000000000000011000000 DEMCONPCT3DEM Constable Pct 3                                     Larry Woodruff                        Pct 3                    01 
001800100450001638000011500005550000968000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM County Chair                                        Kristin Hanggi                                                 01 
001800200450001922000017200006880001062000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM County Chair                                        Cathy Broadrick                                                01 
001900100450003645000029500012550002095000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #1                                      Yes                                                            01Y
001900200450000218000001100000910000116000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #1                                      No                                                             01Y
002000100450003638000029800012660002074000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #2                                      Yes                                                            01Y
002000200450000217000001400000760000127000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #2                                      No                                                             01Y
002100100450003713000030600012940002113000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #3                                      Yes                                                            01Y
002100200450000138000000800000430000087000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #3                                      No                                                             01Y
002200100450003631000030300012650002063000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #4                                      Yes                                                            01Y
002200200450000212000000800000710000133000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #4                                      No                                                             01Y
002300100450003769000031000013140002145000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #5                                      Yes                                                            01Y
002300200450000089000000500000270000057000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #5                                      No                                                             01Y
002400100450003740000030600013040002130000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #6                                      Yes                                                            01Y
002400200450000108000000700000370000064000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #6                                      No                                                             01Y
002500100450003694000030400012880002102000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #7                                      Yes                                                            01Y
002500200450000148000000800000490000091000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #7                                      No                                                             01Y
002600100450003676000030000012770002099000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #8                                      Yes                                                            01Y
002600200450000174000001100000620000101000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #8                                      No                                                             01Y
002700100450003754000030600013090002139000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #9                                      Yes                                                            01Y
002700200450000081000000300000280000050000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #9                                      No                                                             01Y
002800100450003658000030000012710002087000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #10                                     Yes                                                            01Y
002800200450000175000000900000630000103000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #10                                     No                                                             01Y
002900100450003432000028500011860001961000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #11                                     Yes                                                            01Y
002900200450000383000002200001420000219000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Proposition #11                                     No                                                             01Y
