00000000045000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004500000000000000000PRECINCTS COUNTED - TOTAL                               PRECINCTS COUNTED - TOTAL                                      00 
0001001004500865340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450086534          REGISTERED VOTERS - TOTAL                               REGISTERED VOTERS - TOTAL                                      00 
0002001004500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450000000          REGISTERED VOTERS - Democratic Party                    REGISTERED VOTERS - Democratic Party                           00 
000300100450003942000033200013600002250000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       BALLOTS CAST - Democratic Party                         BALLOTS CAST - Democratic Party                                00 
000400100450000040000000800000160000016000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Julian Castro                                                  01 
000400200450000023000000500000080000010000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Tulsi Gabbard                                                  01 
000400300450000599000007700002690000253000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Michael R. Bloomberg                                           01 
000400400450000158000002500001230000010000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Pete Buttigieg                                                 01 
000400500450000008000000000000010000007000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Michael Bennet                                                 01 
000400600450000013000000200000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Roque "Rocky" De La Fuente                                     01 
000400700450000088000001000000700000008000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Amy Klobuchar                                                  01 
000400800450000994000003800003630000593000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Bernie Sanders                                                 01 
000400900450000005000000000000040000001000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Tom Steyer                                                     01 
000401000450000003000000000000020000001000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Robby Wells                                                    01 
000401100450001507000012200003240001061000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Joseph R. Biden                                                01 
000401200450000014000000100000070000006000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Andrew Yang                                                    01 
000401300450000002000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Deval Patrick                                                  01 
000401400450000016000000300000070000006000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Cory Booker                                                    01 
000401500450000422000003100001500000241000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Elizabeth Warren                                               01 
000401600450000012000000200000050000005000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           Marianne Williamson                                            01 
000401700450000010000000000000040000006000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM President                                           John K. Delaney                                                01 
000500100450000158000001000000480000100000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Adrian Ocegueda                                                01 
000500200450000114000000300000360000075000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          D. R. Hunter                                                   01 
000500300450000333000003600001000000197000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Michael Cooper                                                 01 
000500400450000457000003400001490000274000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Sema Hernandez                                                 01 
000500500450000101000001100000310000059000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Jack Daniel Foster, Jr.                                        01 
000500600450000431000002800001320000271000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Cristina Tzintzun Ramirez                                      01 
000500700450000361000002100001340000206000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Amanda K. Edwards                                              01 
000500800450000397000004300001650000189000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Royce West                                                     01 
000500900450000499000005700002180000224000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Mary (MJ) Hegar                                                01 
000501000450000079000000400000190000056000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Victor Hugo Harris                                             01 
000501100450000223000002500000830000115000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Chris Bell                                                     01 
000501200450000448000002000001410000287000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Senator                                          Annie "Mama" Garcia                                            01 
000600100450003381000022600012060001949000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM US Representative, Dist 11                          Jon Mark Hogg                                                  01 
000700100450001210000009800003640000748000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Railroad Commissioner                               Roberto R. "Beto" Alonzo                                       01 
000700200450000564000006100001950000308000000000000000000000000000000000000000000000000000000000000000000000000000000045000000 DEM       DEM Railroad Commissioner                               Mark Watson                                                    01 
