political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,DONALD J. TRUMP,,134,146
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",,0,0
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,ZOLTAN G. ISTVAN,,0,0
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,JOE WALSH,,0,0
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,BOB ELY,,0,0
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,BILL WELD,,0,2
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,MATTHEW JOHN MATERN,,0,0
Gregg County,3/3/2020,Primary,60,26,1,1582,PRESIDENT,UNCOMMITTED,,2,3
Gregg County,3/3/2020,Primary,60,26,1,1582,UNITED STATES SENATOR,DWAYNE STOVALL,,16,25
Gregg County,3/3/2020,Primary,60,26,1,1582,UNITED STATES SENATOR,MARK YANCEY,,1,4
Gregg County,3/3/2020,Primary,60,26,1,1582,UNITED STATES SENATOR,VIRGIL BIERSCHWALE,,1,1
Gregg County,3/3/2020,Primary,60,26,1,1582,UNITED STATES SENATOR,JOHN ANTHONY CASTRO,,1,3
Gregg County,3/3/2020,Primary,60,26,1,1582,UNITED STATES SENATOR,JOHN CORNYN,,114,113
Gregg County,3/3/2020,Primary,60,26,1,1582,"UNITED STATES REPRESENTATIVE,  DISTRICT 1",JOHNATHAN KYLE DAVIDSON,,9,18
Gregg County,3/3/2020,Primary,60,26,1,1582,"UNITED STATES REPRESENTATIVE,  DISTRICT 1",LOUIE GOHMERT,,125,130
Gregg County,3/3/2020,Primary,60,26,1,1582,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",,66,94
Gregg County,3/3/2020,Primary,60,26,1,1582,RAILROAD COMMISSIONER,RYAN SITTON,,52,44
Gregg County,3/3/2020,Primary,60,26,1,1582,"CHIEF JUSTICE, SUPREME COURT",NATHAN HECHT,,120,135
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",JANE BLAND,,115,134
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 7",JEFF BOYD,,115,133
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUSTICE, SUPREME COURT, PLACE 8",BRETT BUSBY,,115,133
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 3",BERT RICHARDSON,,66,80
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 3",GINA PARKER,,50,49
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 4",KEVIN PATRICK YEARY,,113,132
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUDGE, COURT OF CRIMINAL APPEALS,  PLACE 9",DAVID NEWELL,,110,132
Gregg County,3/3/2020,Primary,60,26,1,1582,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 9",KEVEN M. ELLIS,,116,133
Gregg County,3/3/2020,Primary,60,26,1,1582,"STATE SENATOR, DISTRICT 1",BRYAN HUGHES,,122,135
Gregg County,3/3/2020,Primary,60,26,1,1582,"STATE REPRESENTATIVE, DISTRICT 7",JAY DEAN,,124,138
Gregg County,3/3/2020,Primary,60,26,1,1582,"CHIEF JUSTICE, 12TH COURT OF APPEALS DISTRICT",JIM WORTHEN,,114,133
Gregg County,3/3/2020,Primary,60,26,1,1582,"JUSTICE, 6TH COURT OF APPEALS DISTRICT, PLACE 3",RALPH K. BURGESS,,112,131
Gregg County,3/3/2020,Primary,60,26,1,1582,"DISTRICT JUDGE, 124TH JUDICIAL DISTRICT",ALFONSO CHARLES,,123,138
Gregg County,3/3/2020,Primary,60,26,1,1582,SHERIFF,MAXEY CERLIANO,,127,137
Gregg County,3/3/2020,Primary,60,26,1,1582,COUNTY TAX ASSESSOR - COLLECTOR,KIRK SHIELDS,,127,143
Gregg County,3/3/2020,Primary,60,26,1,1582,"COUNTY COMMISSIONER, PRECINCT NO. 1",RONNIE MCKINNEY,,121,137
Gregg County,3/3/2020,Primary,60,26,1,1582,"CONSTABLE, PRECINCT NO. 1",MICHAEL GRISHAM,,116,138
Gregg County,3/3/2020,Primary,60,26,1,1582,COUNTY CHAIR,GARY NICE,,114,131
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 1,YES,,123,135
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 1,NO,,11,15
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 2,YES,,110,133
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 2,NO,,23,15
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 3,YES,,121,142
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 3,NO,,8,7
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 4,YES,,129,145
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 4,NO,,2,4
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 5,YES,,117,136
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 5,NO,,15,9
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 6,YES,,129,142
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 6,NO,,3,4
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 7,YES,,129,147
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 7,NO,,1,3
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 8,YES,,134,147
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 8,NO,,0,1
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 9,YES,,129,140
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 9,NO,,5,6
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 10,YES,,115,138
Gregg County,3/3/2020,Primary,60,26,1,1582,PROPOSITION 10,NO,,17,10
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,DONALD J. TRUMP,,343,290
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",,0,0
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,ZOLTAN G. ISTVAN,,0,0
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,JOE WALSH,,2,0
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,BOB ELY,,0,0
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,BILL WELD,,2,1
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,MATTHEW JOHN MATERN,,2,0
Gregg County,3/3/2020,Primary,60,26,2,3642,PRESIDENT,UNCOMMITTED,,4,4
Gregg County,3/3/2020,Primary,60,26,2,3642,UNITED STATES SENATOR,DWAYNE STOVALL,,22,53
