000000000270000000002700000000000000000PRECINCTS COUNTED - TOTAL                               PRECINCTS COUNTED - TOTAL                                      00 
00010010027005242900270052429          REGISTERED VOTERS - TOTAL                               REGISTERED VOTERS - TOTAL                                      00 
00020010027000000000270000000          REGISTERED VOTERS - Republican Party                    REGISTERED VOTERS - Republican Party                           00 
00030010027000000000270000000          REGISTERED VOTERS - Democratic Party                    REGISTERED VOTERS - Democratic Party                           00 
00040010027005242900270052429          REGISTERED VOTERS - NONPARTISAN                         REGISTERED VOTERS - NONPARTISAN                                00 
0005001002700149230027000000           BALLOTS CAST - TOTAL                                    BALLOTS CAST - TOTAL                                           00 
0006001002700118860027000000 REP       BALLOTS CAST - Republican Party                         BALLOTS CAST - Republican Party                                00 
0007001002700030370027000000 DEM       BALLOTS CAST - Democratic Party                         BALLOTS CAST - Democratic Party                                00 
0008001002700000000027000000 NON       BALLOTS CAST - NONPARTISAN                              BALLOTS CAST - NONPARTISAN                                     00 
0009001002700000020027000000           BALLOTS CAST - BLANK                                    BALLOTS CAST - BLANK                                           00 
0010001002700000650027000000 REP       REP President                                           Bill Weld                                                      01 
0010002002700000140027000000 REP       REP President                                           Roque Rocky DeLa Fuente Guerra                                 01 
0010003002700000030027000000 REP       REP President                                           Zoltan G. Istvan                                               01 
0010004002700000070027000000 REP       REP President                                           Matthew John Matern                                            01 
0010005002700113810027000000 REP       REP President                                           Donald J. Trump                                                01 
0010006002700000430027000000 REP       REP President                                           Joe Walsh                                                      01 
0010007002700000260027000000 REP       REP President                                           Bob Ely                                                        01 
0010008002700002830027000000 REP       REP President                                           Uncommitted                                                    01 
0011001002700092860027000000 REP       REP US Senator                                          John Cornyn                                                    01 
0011002002700006960027000000 REP       REP US Senator                                          Mark Yancey                                                    01 
0011003002700002830027000000 REP       REP US Senator                                          John Anthony Castro                                            01 
0011004002700000460027000000 REP       REP US Senator                                          Virgil Bierschwale                                             01 
0011005002700012410027000000 REP       REP US Senator                                          Dwayne Stovall                                                 01 
