Political_Subdivision,Election_Date,Election_Name,Total Provisional Ballots,Total Provisional Ballots Counted,precinct_number,Reg_Voters,race_name,candidate_name,party_code,early_votes,election_votes
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,1
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,Zoltan G. Istvan,REP,0,0
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,Bill Weld,REP,2,1
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,Bob Ely,REP,0,0
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,Matthew John Matern,REP,0,0
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,Donald J. Trump,REP,206,234
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,Joe Walsh,REP,3,0
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,President,Uncommitted,REP,1,4
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,United States Senator,Virgil Bierschwale,REP,1,2
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,United States Senator,Mark Yancey,REP,13,11
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,United States Senator,John Cornyn,REP,162,169
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,United States Senator,Dwayne Stovall,REP,21,29
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,United States Senator,John Anthony Castro,REP,4,4
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"United States Representative,
District No. 4",John Ratcliffe,REP,201,227
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,Railroad Commissioner,"James ""Jim"" Wright",REP,112,134
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,Railroad Commissioner,Ryan Sitton,REP,75,67
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,185,200
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,179,201
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,179,200
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,176,199
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,78,101
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,97,87
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,174,197
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,173,196
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Member, State Board of Education, District 9",Keven M. Ellis,REP,176,197
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"State Representative, District 2",Dan Flynn,REP,72,107
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"State Representative, District 2",Bryan Slaton,REP,107,89
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"State Representative, District 2","Dwayne ""Doc"" Collins",REP,32,30
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"Justice, 6th Court of Appeals District, Place 3",Ralph K. Burgess,REP,175,195
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"District Judge, 8th Judicial District",Eddie Northcutt,REP,200,227
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"District Judge, 62nd Judicial District",Will Biard,REP,186,202
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,"District Attorney, 8th Judicial District",Will Ramsay,REP,202,218
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,County Attorney,Dustanna Hyde Rabe,REP,189,216
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,Sheriff,Lewis Tatum,REP,192,223
Hopkins County,3/3/20,Rep/Dem Primary,,,1,0,County Tax Assessor-Collector,Debbie Pogue Mitchell,REP,199,217
