political_subdivision,election_date,election_name,total provisional ballots ,total provisionals counted,precinct_number,reg_voters,race_name,candidate_name,party code,early-votes,election_votes
Brazos County,3/3/2020,Primary,,,23,84,Proposition #6,Yes,,2,3
Brazos County,3/3/2020,Primary,,,23,84,Proposition #6,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition #7,Yes,,2,3
Brazos County,3/3/2020,Primary,,,23,84,Proposition #7,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition #8,Yes,,2,3
Brazos County,3/3/2020,Primary,,,23,84,Proposition #8,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition #9,Yes,,2,2
Brazos County,3/3/2020,Primary,,,23,84,Proposition #9,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition #10,Yes,,2,3
Brazos County,3/3/2020,Primary,,,23,84,Proposition #10,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition #11,Yes,,2,3
Brazos County,3/3/2020,Primary,,,23,84,Proposition #11,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition 1,Yes,,7,6
Brazos County,3/3/2020,Primary,,,23,84,Proposition 1,No,,1,3
Brazos County,3/3/2020,Primary,,,23,84,Proposition 2,Yes,,7,7
Brazos County,3/3/2020,Primary,,,23,84,Proposition 2,No,,1,2
Brazos County,3/3/2020,Primary,,,23,84,Proposition 3,Yes,,7,8
Brazos County,3/3/2020,Primary,,,23,84,Proposition 3,No,,1,1
Brazos County,3/3/2020,Primary,,,23,84,Proposition 4,Yes,,8,9
Brazos County,3/3/2020,Primary,,,23,84,Proposition 4,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition 5,Yes,,6,9
Brazos County,3/3/2020,Primary,,,23,84,Proposition 5,No,,2,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition 6,Yes,,7,6
Brazos County,3/3/2020,Primary,,,23,84,Proposition 6,No,,1,3
Brazos County,3/3/2020,Primary,,,23,84,Proposition 7,Yes,,8,9
Brazos County,3/3/2020,Primary,,,23,84,Proposition 7,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition 8,Yes,,8,9
Brazos County,3/3/2020,Primary,,,23,84,Proposition 8,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition 9,Yes,,8,9
Brazos County,3/3/2020,Primary,,,23,84,Proposition 9,No,,0,0
Brazos County,3/3/2020,Primary,,,23,84,Proposition 10,Yes,,7,9
Brazos County,3/3/2020,Primary,,,23,84,Proposition 10,No,,1,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Bob Ely,REP,0,1
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Donald J. Trump,REP,102,142
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,"Roque ""Rocky"" De La Fuente Guerra",REP,4,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Joe Walsh,REP,1,3
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Zoltan G. Istvan,REP,1,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Matthew John Matern,REP,1,2
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Bill Weld,REP,7,3
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Uncommitted,REP,12,13
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Tom Steyer,DEM,3,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Amy Klobuchar,DEM,10,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Andrew Yang,DEM,0,2
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Cory Booker,DEM,0,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Michael Bennet,DEM,0,3
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Joseph R. Biden,DEM,20,69
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Robby Wells,DEM,0,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Elizabeth Warren,DEM,27,24
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Tulsi Gabbard,DEM,0,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Julián Castro,DEM,0,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Bernie Sanders,DEM,44,52
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Pete Buttigieg,DEM,15,1
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Deval Patrick,DEM,0,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Michael R. Bloomberg,DEM,10,18
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,John K. Delaney,DEM,0,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Brazos County,3/3/2020,Primary,,,24,2295,President / Vice President,Marianne Williamson,DEM,0,1
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,John Anthony Castro,REP,13,12
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Virgil Bierschwale,REP,3,1
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Dwayne Stovall,REP,8,11
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Mark Yancey,REP,6,8
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,John Cornyn,REP,96,125
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Cristina Tzintzun Ramirez,DEM,33,33
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Sema Hernandez,DEM,7,17
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Royce West,DEM,20,22
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Jack Daniel Foster Jr,DEM,0,10
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Adrian Ocegueda,DEM,4,3
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,D.R. Hunter,DEM,1,2
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Victor Hugo Harris,DEM,4,4
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,"Mary ""MJ"" Hegar",DEM,24,26
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Michael Cooper,DEM,0,1
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Chris Bell,DEM,8,3
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,Amanda K. Edwards,DEM,7,10
Brazos County,3/3/2020,Primary,,,24,2295,US Senator,"Annie ""Mamá"" Garcia",DEM,2,8
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Pete Sessions,REP,29,60
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Scott Bland,REP,4,8
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Trent Sutton,REP,15,16
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,George W. Hindman,REP,18,20
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Laurie Godfrey McReynolds,REP,2,5
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Kristen Alamo Rowin,REP,0,5
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Ahmad Adnan,REP,7,1
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Elianor Vessali,REP,20,24
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Renée Swann,REP,22,12
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Jeff Oppenheim,REP,0,2
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Todd Kent,REP,7,4
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,David Saucedo,REP,1,3
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,William Foster III,DEM,7,19
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,David Anthony Jaramillo,DEM,32,45
Brazos County,3/3/2020,Primary,,,24,2295,US Representative District 17,Rick Kennedy,DEM,65,70
Brazos County,3/3/2020,Primary,,,24,2295,Railroad Commissioner,Ryan Sitton,REP,48,67
Brazos County,3/3/2020,Primary,,,24,2295,Railroad Commissioner,"James ""Jim"" Wright",REP,54,74
Brazos County,3/3/2020,Primary,,,24,2295,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,21,26
Brazos County,3/3/2020,Primary,,,24,2295,Railroad Commissioner,Kelly Stone,DEM,25,32
Brazos County,3/3/2020,Primary,,,24,2295,Railroad Commissioner,Chrysta Castañeda,DEM,49,53
Brazos County,3/3/2020,Primary,,,24,2295,Railroad Commissioner,Mark Watson,DEM,11,14
Brazos County,3/3/2020,Primary,,,24,2295,"Chief Justice, Supreme Court",Nathan Hecht,REP,98,146
Brazos County,3/3/2020,Primary,,,24,2295,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,16,23
Brazos County,3/3/2020,Primary,,,24,2295,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,87,109
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 6",Jane Bland,REP,99,146
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Larry Praeger,DEM,22,31
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Kathy Cheng,DEM,85,102
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,99,145
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,34,51
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 7",Staci Williams,DEM,67,74
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 8",Brett Busby,REP,96,144
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,83,93
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,20,32
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 3",Gina Parker,REP,47,74
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,52,66
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 3",Elizabeth Davis Frizell,DEM,73,96
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 3",William Pieratt Demond,DEM,5,12
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 3",Dan Wood,DEM,23,12
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,90,143
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 4",Steven Miears,DEM,13,22
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 4",Tina Clinton,DEM,85,101
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,92,144
Brazos County,3/3/2020,Primary,,,24,2295,"Judge, Court of Criminal Appeals Place 9",Brandon Birmingham,DEM,90,114
Brazos County,3/3/2020,Primary,,,24,2295,Member State Board of Education District 8,Audrey Young,REP,92,142
Brazos County,3/3/2020,Primary,,,24,2295,State Representative District 14,John Raney,REP,102,147
Brazos County,3/3/2020,Primary,,,24,2295,State Representative District 14,Janet Dudding,DEM,81,100
Brazos County,3/3/2020,Primary,,,24,2295,State Representative District 14,Raza Rahman,DEM,28,31
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, 10th Court of Appeals District, Place 2",Matt Johnson,REP,94,144
Brazos County,3/3/2020,Primary,,,24,2295,"Justice, 10th Court of Appeals District, Place 3",John E. Neill,REP,93,143
Brazos County,3/3/2020,Primary,,,24,2295,"District Judge, 272ND Judicial District",John Brick,REP,74,98
Brazos County,3/3/2020,Primary,,,24,2295,"District Judge, 272ND Judicial District",George J. Wise,REP,40,56
Brazos County,3/3/2020,Primary,,,24,2295,"District Attorney, 85TH Judicial District",Jarvis Parsons,REP,104,153
Brazos County,3/3/2020,Primary,,,24,2295,County Attorney,Earl Gray,REP,77,111
Brazos County,3/3/2020,Primary,,,24,2295,County Attorney,Eric Quisenberry,REP,41,38
Brazos County,3/3/2020,Primary,,,24,2295,County Attorney,Freddie Medina,DEM,89,119
Brazos County,3/3/2020,Primary,,,24,2295,Sheriff,Wayne Dicky,REP,69,93
Brazos County,3/3/2020,Primary,,,24,2295,Sheriff,Jason James,REP,53,65
Brazos County,3/3/2020,Primary,,,24,2295,Sheriff,Patrick Logan,DEM,93,115
Brazos County,3/3/2020,Primary,,,24,2295,County Tax Assessor-Collector,Kristeen Roe,REP,101,151
Brazos County,3/3/2020,Primary,,,24,2295,County Chair,David Hilburn,REP,102,146
Brazos County,3/3/2020,Primary,,,24,2295,County Chair,Wanda J. Watson,DEM,98,123
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #1,Yes,,121,158
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #1,No,,5,3
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #2,Yes,,119,153
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #2,No,,8,8
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #3,Yes,,124,161
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #3,No,,2,3
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #4,Yes,,121,151
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #4,No,,5,11
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #5,Yes,,122,155
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #5,No,,1,4
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #6,Yes,,123,153
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #6,No,,1,6
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #7,Yes,,121,149
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #7,No,,3,10
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #8,Yes,,122,155
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #8,No,,2,5
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #9,Yes,,120,155
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #9,No,,2,6
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #10,Yes,,121,157
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #10,No,,2,4
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #11,Yes,,114,138
Brazos County,3/3/2020,Primary,,,24,2295,Proposition #11,No,,9,20
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 1,Yes,,113,150
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 1,No,,12,11
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 2,Yes,,99,134
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 2,No,,28,28
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 3,Yes,,116,153
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 3,No,,11,7
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 4,Yes,,103,142
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 4,No,,25,20
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 5,Yes,,103,140
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 5,No,,21,19
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 6,Yes,,112,149
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 6,No,,14,9
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 7,Yes,,114,152
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 7,No,,12,7
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 8,Yes,,118,154
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 8,No,,8,8
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 9,Yes,,113,146
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 9,No,,12,16
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 10,Yes,,111,137
Brazos County,3/3/2020,Primary,,,24,2295,Proposition 10,No,,14,20
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Bob Ely,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Donald J. Trump,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Joe Walsh,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Zoltan G. Istvan,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Matthew John Matern,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Bill Weld,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Uncommitted,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Tom Steyer,DEM,2,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Amy Klobuchar,DEM,3,1
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Andrew Yang,DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Cory Booker,DEM,3,3
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Michael Bennet,DEM,0,2
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Joseph R. Biden,DEM,43,49
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Robby Wells,DEM,2,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Elizabeth Warren,DEM,2,5
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Tulsi Gabbard,DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Julián Castro,DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Bernie Sanders,DEM,11,14
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Pete Buttigieg,DEM,1,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Deval Patrick,DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Michael R. Bloomberg,DEM,9,13
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,John K. Delaney,DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,President / Vice President,Marianne Williamson,DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,John Anthony Castro,REP,1,1
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Virgil Bierschwale,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Dwayne Stovall,REP,0,1
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Mark Yancey,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,John Cornyn,REP,4,4
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Cristina Tzintzun Ramirez,DEM,6,10
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Sema Hernandez,DEM,5,10
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Royce West,DEM,29,19
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Jack Daniel Foster Jr,DEM,5,9
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Adrian Ocegueda,DEM,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,D.R. Hunter,DEM,3,6
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Victor Hugo Harris,DEM,3,4
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,"Mary ""MJ"" Hegar",DEM,0,3
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Michael Cooper,DEM,1,1
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Chris Bell,DEM,5,3
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,Amanda K. Edwards,DEM,9,4
Brazos County,3/3/2020,Primary,,,25,1036,US Senator,"Annie ""Mamá"" Garcia",DEM,3,4
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Pete Sessions,REP,3,2
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Scott Bland,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Trent Sutton,REP,1,2
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,George W. Hindman,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Laurie Godfrey McReynolds,REP,0,1
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Kristen Alamo Rowin,REP,0,1
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Ahmad Adnan,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Elianor Vessali,REP,1,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Renée Swann,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Jeff Oppenheim,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Todd Kent,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,David Saucedo,REP,0,0
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,William Foster III,DEM,23,31
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,David Anthony Jaramillo,DEM,8,12
Brazos County,3/3/2020,Primary,,,25,1036,US Representative District 17,Rick Kennedy,DEM,39,33
Brazos County,3/3/2020,Primary,,,25,1036,Railroad Commissioner,Ryan Sitton,REP,3,3
Brazos County,3/3/2020,Primary,,,25,1036,Railroad Commissioner,"James ""Jim"" Wright",REP,2,3
Brazos County,3/3/2020,Primary,,,25,1036,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,21,22
Brazos County,3/3/2020,Primary,,,25,1036,Railroad Commissioner,Kelly Stone,DEM,15,15
Brazos County,3/3/2020,Primary,,,25,1036,Railroad Commissioner,Chrysta Castañeda,DEM,7,16
Brazos County,3/3/2020,Primary,,,25,1036,Railroad Commissioner,Mark Watson,DEM,25,20
Brazos County,3/3/2020,Primary,,,25,1036,"Chief Justice, Supreme Court",Nathan Hecht,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,15,23
Brazos County,3/3/2020,Primary,,,25,1036,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,51,52
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 6",Jane Bland,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Larry Praeger,DEM,22,28
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 6 UNEXPIRED TERM",Kathy Cheng,DEM,46,42
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,17,19
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 7",Staci Williams,DEM,52,55
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 8",Brett Busby,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,25,34
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,39,33
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 3",Gina Parker,REP,1,4
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,3,2
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 3",Elizabeth Davis Frizell,DEM,39,33
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 3",William Pieratt Demond,DEM,13,15
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 3",Dan Wood,DEM,16,21
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 4",Steven Miears,DEM,7,15
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 4",Tina Clinton,DEM,60,55
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"Judge, Court of Criminal Appeals Place 9",Brandon Birmingham,DEM,65,68
Brazos County,3/3/2020,Primary,,,25,1036,Member State Board of Education District 8,Audrey Young,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,State Representative District 14,John Raney,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,State Representative District 14,Janet Dudding,DEM,56,43
Brazos County,3/3/2020,Primary,,,25,1036,State Representative District 14,Raza Rahman,DEM,13,26
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, 10th Court of Appeals District, Place 2",Matt Johnson,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"Justice, 10th Court of Appeals District, Place 3",John E. Neill,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,"District Judge, 272ND Judicial District",John Brick,REP,3,1
Brazos County,3/3/2020,Primary,,,25,1036,"District Judge, 272ND Judicial District",George J. Wise,REP,2,5
Brazos County,3/3/2020,Primary,,,25,1036,"District Attorney, 85TH Judicial District",Jarvis Parsons,REP,4,6
Brazos County,3/3/2020,Primary,,,25,1036,County Attorney,Earl Gray,REP,5,4
Brazos County,3/3/2020,Primary,,,25,1036,County Attorney,Eric Quisenberry,REP,0,2
Brazos County,3/3/2020,Primary,,,25,1036,County Attorney,Freddie Medina,DEM,67,70
Brazos County,3/3/2020,Primary,,,25,1036,Sheriff,Wayne Dicky,REP,2,4
Brazos County,3/3/2020,Primary,,,25,1036,Sheriff,Jason James,REP,3,3
Brazos County,3/3/2020,Primary,,,25,1036,Sheriff,Patrick Logan,DEM,68,73
Brazos County,3/3/2020,Primary,,,25,1036,County Tax Assessor-Collector,Kristeen Roe,REP,4,6
Brazos County,3/3/2020,Primary,,,25,1036,County Chair,David Hilburn,REP,5,6
Brazos County,3/3/2020,Primary,,,25,1036,County Chair,Wanda J. Watson,DEM,70,74
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #1,Yes,,76,83
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #1,No,,0,0
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #2,Yes,,75,81
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #2,No,,0,3
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #3,Yes,,76,83
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #3,No,,0,1
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #4,Yes,,72,81
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #4,No,,1,1
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #5,Yes,,74,82
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #5,No,,0,4
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #6,Yes,,73,82
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #6,No,,0,3
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #7,Yes,,73,85
Brazos County,3/3/2020,Primary,,,25,1036,Proposition #7,No,,1,1
