political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"Justice, Supreme Court, Place 8",Brett Busby,,22,36,0,22
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,15,22,0,15
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,7,12,0,7
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,21,36,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"Judge, Court of Criminal Appeals, Place 9",David Newell,,21,36,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"State Senator, District 21",Frank Pomeroy,,22,35,0,22
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"State Representative, District 43",J. M. Lozano,,23,34,0,23
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,,21,34,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,,21,33,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"District Judge, 343rd Judicial District",Janna K. Whatley,,22,36,0,22
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"District Attorney, 36th Judicial District",Samuel Smith Jr,,22,35,0,22
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,County Attorney,Tamara Cochran-May,,21,34,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Sheriff,Oscar Rivera,,10,11,0,10
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Sheriff,Daniel Lorberau,,15,26,0,15
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,,21,35,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"County Commissioner, Precinct 3",Lilly Wilkinson,,13,20,0,13
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,"County Commissioner, Precinct 3",Raul Lopez Jr,,10,14,0,10
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,County Chairman,Michael Carter,,22,35,0,22
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 1,Yes,,21,34,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 1,No,,5,4,0,5
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 2,Yes,,23,31,0,23
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 2,No,,3,5,0,3
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 3,Yes,,25,34,0,25
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 3,No,,0,2,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 4,Yes,,24,34,0,24
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 4,No,,1,3,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 5,Yes,,25,32,0,25
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 5,No,,1,5,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 6,Yes,,24,35,0,24
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 6,No,,1,2,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 7,Yes,,25,38,0,25
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 7,No,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 8,Yes,,24,37,0,24
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 8,No,,2,1,0,2
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 9,Yes,,25,36,0,25
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 9,No,,1,1,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 10,Yes,,21,37,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,101,479,479,Proposition 10,No,,4,1,0,4
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,Joe Walsh,,2,1,0,2
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,"Roque ""Rocky"" De La Fuente Guerra",,2,1,0,2
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,Matthew John Matern,,1,0,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,Donald J. Trump,,132,137,4,128
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,Bill Weld,,0,1,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,Zoltan G. Istvan,,0,1,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,Bob Ely,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,President,Uncommitted,,8,3,0,8
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,United States Senator,Mark Yancey,,12,15,0,12
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,United States Senator,Virgil Bierschwale,,1,1,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,United States Senator,Dwayne Stovall,,23,16,0,23
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,United States Senator,John Cornyn,,89,84,4,85
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,United States Senator,John Anthony Castro,,11,14,0,11
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"United States Representative,
District No. 34",Rey Gonzalez,,57,63,0,57
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"United States Representative,
District No. 34",Rod Lingsch,,66,68,3,63
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Railroad Commissioner,Ryan Sitton,,36,34,0,36
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Railroad Commissioner,"James ""Jim"" Wright",,93,96,2,91
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Chief Justice, Supreme Court",Nathan Hecht,,120,123,3,117
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,121,121,3,118
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Justice, Supreme Court, Place 7",Jeff Boyd,,117,119,3,114
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Justice, Supreme Court, Place 8",Brett Busby,,119,124,3,116
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,72,72,0,72
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,49,56,1,48
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,116,121,3,113
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Judge, Court of Criminal Appeals, Place 9",David Newell,,116,120,3,113
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"State Senator, District 21",Frank Pomeroy,,114,122,3,111
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"State Representative, District 43",J. M. Lozano,,124,130,4,120
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,,116,120,3,113
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,,110,121,3,107
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"District Judge, 343rd Judicial District",Janna K. Whatley,,128,134,4,124
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"District Attorney, 36th Judicial District",Samuel Smith Jr,,120,121,3,117
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,County Attorney,Tamara Cochran-May,,122,119,3,119
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Sheriff,Oscar Rivera,,76,70,2,74
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Sheriff,Daniel Lorberau,,65,72,1,64
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,,119,124,3,116
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"County Commissioner, Precinct 3",Lilly Wilkinson,,67,77,1,66
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,"County Commissioner, Precinct 3",Raul Lopez Jr,,72,64,3,69
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,County Chairman,Michael Carter,,118,124,3,115
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 1,Yes,,115,127,4,111
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 1,No,,23,18,0,23
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 2,Yes,,110,112,4,106
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 2,No,,27,32,0,27
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 3,Yes,,122,133,4,118
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 3,No,,13,11,0,13
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 4,Yes,,123,129,4,119
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 4,No,,12,13,0,12
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 5,Yes,,116,127,3,113
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 5,No,,22,16,1,21
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 6,Yes,,122,134,4,118
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 6,No,,13,8,0,13
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 7,Yes,,135,143,4,131
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 7,No,,1,2,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 8,Yes,,136,140,4,132
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 8,No,,2,4,0,2
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 9,Yes,,131,132,4,127
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 9,No,,3,11,0,3
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 10,Yes,,127,131,3,124
San Patricio County,3/3/2020,Republican Primary Election,,,102,2554,2554,Proposition 10,No,,7,11,1,6
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,Joe Walsh,,0,1,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,"Roque ""Rocky"" De La Fuente Guerra",,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,Matthew John Matern,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,Donald J. Trump,,35,54,1,34
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,Bill Weld,,0,1,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,Zoltan G. Istvan,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,Bob Ely,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,President,Uncommitted,,1,1,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,United States Senator,Mark Yancey,,4,0,0,4
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,United States Senator,Virgil Bierschwale,,0,2,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,United States Senator,Dwayne Stovall,,3,13,0,3
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,United States Senator,John Cornyn,,24,38,0,24
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,United States Senator,John Anthony Castro,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"United States Representative,
District No. 27",Michael Cloud,,34,51,0,34
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Railroad Commissioner,Ryan Sitton,,5,20,0,5
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Railroad Commissioner,"James ""Jim"" Wright",,28,30,0,28
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Chief Justice, Supreme Court",Nathan Hecht,,33,50,0,33
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,32,48,0,32
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Justice, Supreme Court, Place 7",Jeff Boyd,,31,48,0,31
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Justice, Supreme Court, Place 8",Brett Busby,,31,49,0,31
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,23,26,0,23
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,7,22,0,7
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,31,48,0,31
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Judge, Court of Criminal Appeals, Place 9",David Newell,,29,47,0,29
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"State Senator, District 21",Frank Pomeroy,,31,48,0,31
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"State Representative, District 43",J. M. Lozano,,31,50,0,31
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,,27,47,0,27
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,,27,45,0,27
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"District Judge, 343rd Judicial District",Janna K. Whatley,,34,50,0,34
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"District Attorney, 36th Judicial District",Samuel Smith Jr,,30,46,0,30
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,County Attorney,Tamara Cochran-May,,31,46,0,31
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Sheriff,Oscar Rivera,,12,17,0,12
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Sheriff,Daniel Lorberau,,23,36,0,23
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,,31,47,0,31
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"County Commissioner, Precinct 3",Lilly Wilkinson,,21,38,0,21
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,"County Commissioner, Precinct 3",Raul Lopez Jr,,12,14,0,12
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,County Chairman,Michael Carter,,32,48,0,32
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 1,Yes,,33,45,1,32
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 1,No,,2,10,0,2
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 2,Yes,,35,49,0,35
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 2,No,,1,7,1,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 3,Yes,,34,53,1,33
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 3,No,,0,1,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 4,Yes,,33,51,1,32
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 4,No,,1,3,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 5,Yes,,36,47,1,35
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 5,No,,0,8,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 6,Yes,,35,53,1,34
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 6,No,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 7,Yes,,35,55,1,34
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 7,No,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 8,Yes,,34,54,1,33
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 8,No,,1,2,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 9,Yes,,36,53,1,35
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 9,No,,0,2,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 10,Yes,,35,52,1,34
San Patricio County,3/3/2020,Republican Primary Election,,,103,402,402,Proposition 10,No,,0,2,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,Joe Walsh,,0,3,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,"Roque ""Rocky"" De La Fuente Guerra",,1,2,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,Matthew John Matern,,2,2,0,2
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,Donald J. Trump,,125,123,5,120
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,Bill Weld,,0,1,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,Zoltan G. Istvan,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,Bob Ely,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,President,Uncommitted,,5,8,0,5
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,United States Senator,Mark Yancey,,16,12,2,14
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,United States Senator,Virgil Bierschwale,,1,4,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,United States Senator,Dwayne Stovall,,17,15,0,17
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,United States Senator,John Cornyn,,78,74,2,76
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,United States Senator,John Anthony Castro,,11,24,0,11
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"United States Representative,
District No. 34",Rey Gonzalez,,57,55,2,55
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"United States Representative,
District No. 34",Rod Lingsch,,64,69,1,63
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Railroad Commissioner,Ryan Sitton,,37,44,1,36
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Railroad Commissioner,"James ""Jim"" Wright",,84,79,2,82
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Chief Justice, Supreme Court",Nathan Hecht,,111,116,4,107
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,110,112,4,106
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 7",Jeff Boyd,,109,114,3,106
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 8",Brett Busby,,109,114,4,105
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,79,57,3,76
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,39,61,0,39
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,108,113,4,104
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 9",David Newell,,109,112,4,105
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"State Senator, District 21",Frank Pomeroy,,107,109,3,104
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"State Representative, District 43",J. M. Lozano,,117,114,4,113
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,,108,107,4,104
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,,111,112,4,107
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"District Judge, 343rd Judicial District",Janna K. Whatley,,121,122,4,117
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"District Attorney, 36th Judicial District",Samuel Smith Jr,,116,114,4,112
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,County Attorney,Tamara Cochran-May,,116,118,4,112
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Sheriff,Oscar Rivera,,69,66,3,66
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Sheriff,Daniel Lorberau,,68,72,3,65
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,,109,114,4,105
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"County Commissioner, Precinct 3",Lilly Wilkinson,,69,58,3,66
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,"County Commissioner, Precinct 3",Raul Lopez Jr,,59,72,2,57
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,County Chairman,Michael Carter,,110,112,4,106
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 1,Yes,,119,113,5,114
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 1,No,,15,25,0,15
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 2,Yes,,106,103,5,101
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 2,No,,29,34,0,29
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 3,Yes,,118,126,5,113
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 3,No,,10,9,0,10
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 4,Yes,,122,119,5,117
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 4,No,,8,15,0,8
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 5,Yes,,120,121,5,115
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 5,No,,11,14,0,11
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 6,Yes,,127,127,5,122
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 6,No,,3,8,0,3
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 7,Yes,,133,133,5,128
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 7,No,,1,3,0,1
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 8,Yes,,132,133,5,127
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 8,No,,2,3,0,2
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 9,Yes,,123,126,5,118
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 9,No,,8,8,0,8
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 10,Yes,,118,122,5,113
San Patricio County,3/3/2020,Republican Primary Election,,,104,1575,1575,Proposition 10,No,,14,11,0,14
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,Joe Walsh,,0,1,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,"Roque ""Rocky"" De La Fuente Guerra",,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,Matthew John Matern,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,Donald J. Trump,,44,48,1,43
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,Bill Weld,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,Zoltan G. Istvan,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,Bob Ely,,0,0,0,0
San Patricio County,3/3/2020,Republican Primary Election,,,105,1859,1859,President,Uncommitted,,3,1,0,3
