Precinct_name,Precinct ID,Precinct Reporting,Registered Voters,REP Ballots Cast,DEM Ballots Cast,NON Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Tom Steyer,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Michael R. Bloomberg,16,,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Andrew Yang,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Elizabeth Warren,17,,7,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Amy Klobuchar,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Bernie Sanders,9,,8,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Pete Buttigieg,4,,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Joseph R. Biden,1,,14,0,0,0,3,0,0,0,1,0,0,0,10,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Cory Booker,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Michael Bennet,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,President,34,DEM,Julián Castro,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,60,REP,John Anthony Castro,3,,4,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,60,REP,Dwayne Stovall,2,,15,0,2,0,0,0,0,0,6,0,0,0,9,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,60,REP,Virgil Bierschwale,1,,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,60,REP,Mark Yancey,5,,2,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,60,REP,John Cornyn,4,,94,0,2,0,9,0,0,0,54,0,0,0,31,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Adrian Ocegueda,6,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,"Mary ""MJ"" Hegar",12,,25,0,1,0,7,0,0,0,5,0,0,0,13,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Amanda K. Edwards,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,"Jack Daniel Foster, Jr.",11,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,"Annie ""Mamá"" Garcia",10,,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Cristina Tzintzun Ramirez,1,,5,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Royce West,8,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Victor Hugo Harris,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Michael Cooper,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,D. R. Hunter,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Chris Bell,9,,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,United States Senator,55,DEM,Sema Hernandez,5,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,Wesley W. Virdell,3,,27,0,9,0,1,0,0,0,14,0,4,0,12,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,Robert Tucker,1,,3,0,9,0,0,0,0,0,2,0,4,0,1,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,J.D. Faircloth,5,,4,0,9,0,0,0,0,0,2,0,4,0,2,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,Ned Luscombe,6,,7,0,9,0,0,0,0,0,3,0,4,0,4,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,Jamie Berryhill,9,,7,0,9,0,0,0,0,0,5,0,4,0,2,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,Gene Barber,4,,3,0,9,0,0,0,0,0,1,0,4,0,2,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,Casey Gray,7,,2,0,9,0,0,0,0,0,2,0,4,0,0,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,J. Ross Lacy,2,,1,0,9,0,0,0,0,0,0,0,4,0,1,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,Brandon Batch,8,,10,0,9,0,1,0,0,0,7,0,4,0,2,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",21,REP,August Pfluger,10,,46,0,9,0,7,0,0,0,23,0,4,0,16,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,"United States Representative, District 11",2,DEM,Jon Mark Hogg,1,,29,0,8,0,7,0,0,0,7,0,2,0,15,0,6,0
Pct 101,8,Reporting         ,0,119,37,0,0,Railroad Commissioner,4,REP,"James ""Jim"" Wright",1,,64,0,15,0,5,0,1,0,33,0,7,0,26,0,7,0
Pct 101,8,Reporting         ,0,119,37,0,0,Railroad Commissioner,4,REP,Ryan Sitton,2,,40,0,15,0,3,0,1,0,23,0,7,0,14,0,7,0
Pct 101,8,Reporting         ,0,119,37,0,0,Railroad Commissioner,26,DEM,Kelly Stone,4,,10,0,4,0,3,0,0,0,3,0,0,0,4,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,Railroad Commissioner,26,DEM,Mark Watson,1,,6,0,4,0,0,0,0,0,3,0,0,0,3,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,Railroad Commissioner,26,DEM,Chrysta Castañeda,3,,15,0,4,0,3,0,0,0,3,0,0,0,9,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,Railroad Commissioner,26,DEM,"Roberto R. ""Beto"" Alonzo",2,,2,0,4,0,1,0,0,0,0,0,0,0,1,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Chief Justice, Supreme Court",9,REP,Nathan Hecht,1,,104,0,15,0,8,0,1,0,57,0,6,0,39,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Chief Justice, Supreme Court",18,DEM,Amy Clark Meachum,1,,32,0,2,0,7,0,0,0,8,0,0,0,17,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Chief Justice, Supreme Court",18,DEM,Jerry Zimmerer,2,,3,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 6, Unexpired Term",37,REP,Jane Bland,1,,105,0,14,0,8,0,1,0,58,0,5,0,39,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 6, Unexpired Term",13,DEM,Larry Praeger,2,,7,0,4,0,2,0,0,0,2,0,0,0,3,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 6, Unexpired Term",13,DEM,Kathy Cheng,1,,26,0,4,0,5,0,0,0,7,0,0,0,14,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 7",20,REP,Jeff Boyd,1,,103,0,16,0,8,0,1,0,57,0,6,0,38,0,9,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 7",11,DEM,Brandy Voss,1,,18,0,3,0,4,0,0,0,7,0,0,0,7,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 7",11,DEM,Staci Williams,2,,16,0,3,0,3,0,0,0,2,0,0,0,11,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 8",49,REP,Brett Busby,1,,101,0,18,0,8,0,1,0,56,0,7,0,37,0,10,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 8",63,DEM,Peter Kelly,2,,7,0,3,0,0,0,0,0,5,0,0,0,2,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Justice, Supreme Court, Place 8",63,DEM,Gisela D. Triana,1,,27,0,3,0,7,0,0,0,4,0,0,0,16,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 3",36,REP,Gina Parker,2,,48,0,20,0,1,0,2,0,24,0,10,0,23,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 3",36,REP,Bert Richardson,1,,51,0,20,0,6,0,2,0,29,0,10,0,16,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 3",24,DEM,William Pieratt Demond,3,,3,0,3,0,0,0,0,0,1,0,0,0,2,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 3",24,DEM,Dan Wood,1,,12,0,3,0,3,0,0,0,6,0,0,0,3,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 3",24,DEM,Elizabeth Davis Frizell,2,,19,0,3,0,4,0,0,0,2,0,0,0,13,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 4",16,REP,Kevin Patrick Yeary,1,,96,0,23,0,8,0,1,0,52,0,11,0,36,0,11,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 4",39,DEM,Tina Clinton,1,,29,0,3,0,6,0,0,0,8,0,0,0,15,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 4",39,DEM,Steven Miears,2,,5,0,3,0,1,0,0,0,1,0,0,0,3,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 9",15,REP,David Newell,1,,96,0,23,0,8,0,1,0,52,0,11,0,36,0,11,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Judge, Court of Criminal Appeals, Place 9",23,DEM,Brandon Birmingham,1,,28,0,9,0,7,0,0,0,8,0,1,0,13,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Member, State Board of Education, District 5",32,REP,Robert Morrow,1,,46,0,20,0,5,0,2,0,21,0,8,0,20,0,10,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Member, State Board of Education, District 5",32,REP,Lani Popp,2,,26,0,20,0,0,0,2,0,16,0,8,0,10,0,10,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Member, State Board of Education, District 5",32,REP,Inga Cotton,3,,27,0,20,0,2,0,2,0,18,0,8,0,7,0,10,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Member, State Board of Education, District 5",33,DEM,Rebecca Bell-Metereau,1,,23,0,5,0,7,0,0,0,5,0,2,0,11,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Member, State Board of Education, District 5",33,DEM,Letti Bresnahan,2,,9,0,5,0,0,0,0,0,2,0,2,0,7,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,"State Senator, District 24",27,REP,Dawn Buckingham,1,,101,0,18,0,9,0,0,0,53,0,10,0,39,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"State Senator, District 24",22,DEM,Clayton Tucker,1,,29,0,8,0,7,0,0,0,8,0,1,0,14,0,7,0
Pct 101,8,Reporting         ,0,119,37,0,0,"State Representative, District 53",14,REP,Andrew S. Murr,1,,103,0,16,0,8,0,1,0,56,0,7,0,39,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"State Representative, District 53",6,DEM,Joe P. Herrera,1,,29,0,8,0,7,0,0,0,7,0,2,0,15,0,6,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Chief Justice, 3rd Court of Appeals District",5,REP,Jeff Rose,1,,99,0,20,0,8,0,1,0,53,0,10,0,38,0,9,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Chief Justice, 3rd Court of Appeals District",25,DEM,Darlene Byrne,1,,22,0,6,0,6,0,0,0,4,0,2,0,12,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,"Chief Justice, 3rd Court of Appeals District",25,DEM,Keith S. Hampton,2,,9,0,6,0,1,0,0,0,3,0,2,0,5,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,"District Judge, 33rd Judicial District",29,REP,Allan Garrett,1,,99,0,20,0,8,0,1,0,54,0,9,0,37,0,10,0
Pct 101,8,Reporting         ,0,119,37,0,0,"District Attorney, 33rd Judicial District",31,REP,"Wiley B. ""Sonny"" McAfee",1,,98,0,21,0,8,0,1,0,54,0,9,0,36,0,11,0
Pct 101,8,Reporting         ,0,119,37,0,0,County Attorney,10,REP,Dwain Rogers,1,,92,0,8,0,8,0,1,0,52,0,4,0,32,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,County Attorney,10,REP,Camille Reasor,2,,19,0,8,0,0,0,1,0,7,0,4,0,12,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,Sheriff,28,REP,Bill Blackburn,1,,83,0,5,0,7,0,0,0,50,0,3,0,26,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,Sheriff,28,REP,Jim Caruso,2,,31,0,5,0,2,0,0,0,10,0,3,0,19,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,County Tax Assessor-Collector,12,REP,Kris Fogelberg,1,,107,0,12,0,9,0,0,0,59,0,4,0,39,0,8,0
Pct 101,8,Reporting         ,0,119,37,0,0,"County Commissioner, Precinct 1",30,REP,Peter Jones,1,,100,0,19,0,9,0,0,0,55,0,8,0,36,0,11,0
Pct 101,8,Reporting         ,0,119,37,0,0,"County Constable, Precinct 1",1,REP,Gary Olfers,1,,100,0,19,0,9,0,0,0,54,0,9,0,37,0,10,0
Pct 101,8,Reporting         ,0,119,37,0,0,County Chair,68,REP,Doug Sanders,1,,99,0,20,0,8,0,1,0,53,0,10,0,38,0,9,0
Pct 101,8,Reporting         ,0,119,37,0,0,County Chair,67,DEM,Paula D'Orsogna,1,,25,0,12,0,3,0,4,0,6,0,3,0,16,0,5,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 1,8,REP,Yes,2,,105,0,4,0,9,0,0,0,55,0,3,0,41,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 1,8,REP,No,1,,10,0,4,0,0,0,0,0,5,0,3,0,5,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 2,35,REP,Yes,1,,101,0,4,0,9,0,0,0,52,0,3,0,40,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 2,35,REP,No,2,,14,0,4,0,0,0,0,0,8,0,3,0,6,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 3,54,REP,Yes,1,,104,0,6,0,9,0,0,0,54,0,4,0,41,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 3,54,REP,No,2,,9,0,6,0,0,0,0,0,5,0,4,0,4,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 4,46,REP,Yes,1,,105,0,7,0,8,0,1,0,56,0,3,0,41,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 4,46,REP,No,2,,7,0,7,0,0,0,1,0,4,0,3,0,3,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 5,50,REP,Yes,2,,102,0,7,0,6,0,1,0,56,0,3,0,40,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 5,50,REP,No,1,,10,0,7,0,2,0,1,0,4,0,3,0,4,0,3,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 6,59,REP,Yes,2,,107,0,7,0,9,0,0,0,57,0,3,0,41,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 6,59,REP,No,1,,5,0,7,0,0,0,0,0,3,0,3,0,2,0,4,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 7,57,REP,Yes,2,,111,0,5,0,9,0,0,0,60,0,3,0,42,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 7,57,REP,No,1,,3,0,5,0,0,0,0,0,0,0,3,0,3,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 8,62,REP,Yes,2,,114,0,4,0,9,0,0,0,60,0,3,0,45,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 8,62,REP,No,1,,1,0,4,0,0,0,0,0,0,0,3,0,1,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 9,51,REP,Yes,2,,110,0,6,0,8,0,1,0,58,0,3,0,44,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 9,51,REP,No,1,,3,0,6,0,0,0,1,0,2,0,3,0,1,0,2,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 10,53,REP,Yes,1,,108,0,6,0,7,0,1,0,58,0,4,0,43,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition 10,53,REP,No,2,,5,0,6,0,1,0,1,0,1,0,4,0,3,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #1,48,DEM,Yes,2,,37,0,0,0,7,0,0,0,9,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #1,48,DEM,No,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #2,56,DEM,Yes,2,,36,0,0,0,7,0,0,0,8,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #2,56,DEM,No,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #3,58,DEM,Yes,1,,36,0,0,0,7,0,0,0,8,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #3,58,DEM,No,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #4,61,DEM,Yes,1,,36,0,0,0,7,0,0,0,8,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #4,61,DEM,No,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #5,43,DEM,Yes,1,,36,0,0,0,7,0,0,0,8,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #5,43,DEM,No,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #6,65,DEM,Yes,2,,36,0,0,0,7,0,0,0,8,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #6,65,DEM,No,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #7,42,DEM,Yes,1,,35,0,1,0,7,0,0,0,8,0,0,0,20,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #7,42,DEM,No,2,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #8,52,DEM,Yes,1,,35,0,0,0,7,0,0,0,8,0,0,0,20,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #8,52,DEM,No,2,,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #9,47,DEM,Yes,1,,36,0,0,0,7,0,0,0,8,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #9,47,DEM,No,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #10,45,DEM,Yes,1,,36,0,0,0,7,0,0,0,8,0,0,0,21,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #10,45,DEM,No,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #11,44,DEM,Yes,1,,35,0,1,0,7,0,0,0,8,0,0,0,20,0,1,0
Pct 101,8,Reporting         ,0,119,37,0,0,Proposition #11,44,DEM,No,2,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,Zoltan G. Istvan,4,,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,Donald J. Trump,2,,171,0,2,0,22,0,2,0,82,0,0,0,67,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,Bob Ely,1,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,Joe Walsh,3,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,Matthew John Matern,7,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,"Roque ""Rocky"" De La Fuente Guerra",6,,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,Bill Weld,8,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,19,REP,Uncommitted  (No comprometido),5,,11,0,2,0,5,0,2,0,5,0,0,0,1,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,Robby Wells,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,Tulsi Gabbard,15,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,Marianne Williamson,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,John K. Delaney,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,Deval Patrick,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,"Roque ""Rocky"" De La Fuente",12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,Tom Steyer,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,Michael R. Bloomberg,16,,10,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0
Pct 102,7,Reporting         ,0,188,45,0,0,President,34,DEM,Andrew Yang,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
