political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #3,No,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #4,Yes,,30,32
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #4,No,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #5,Yes,,30,33
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #5,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #6,Yes,,29,32
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #6,No,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #7,Yes,,30,33
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #7,No,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #8,Yes,,27,32
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #8,No,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #9,Yes,,29,32
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #9,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #10,Yes,,30,31
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #10,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #11,Yes,,31,27
San Patricio County,3/3/2020,Democratic Primary Election,,,120,731,731,Proposition #11,No,,1,4
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Joseph R. Biden,,17,48
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Julián Castro,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Amy Klobuchar,,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Bernie Sanders,,19,32
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Deval Patrick,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Pete Buttigieg,,6,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Michael R. Bloomberg,,11,11
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,Elizabeth Warren,,4,12
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Adrian Ocegueda,,1,9
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,"Mary ""MJ"" Hegar",,15,12
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Amanda K. Edwards,,3,10
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Jack Daniel Foster Jr,,0,4
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,D.R. Hunter,,4,3
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Michael Cooper,,1,7
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Royce West,,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Cristina Tzintzun Ramirez,,14,35
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Chris Bell,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Victor Hugo Harris,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,Sema Hernandez,,4,2
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,United States Senator,"Annie ""Mamá"" Garcia",,5,7
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,33,72
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"United States Representative,
District No. 27",Charlie Jackson,,24,19
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Railroad Commissioner,Kelly Stone,,11,23
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Railroad Commissioner,Chrysta Castañeda,,22,24
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Railroad Commissioner,Mark Watson,,4,9
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,18,34
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Chief Justice, Supreme Court",Amy Clark Meachum,,50,73
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Chief Justice, Supreme Court",Jerry Zimmerer,,4,14
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,9,13
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,43,74
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, Supreme Court, Place 7",Brandy Voss,,22,30
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, Supreme Court, Place 7",Staci Williams,,29,58
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, Supreme Court, Place 8",Peter Kelly,,16,20
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, Supreme Court, Place 8",Gisela D. Triana,,36,69
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,12,16
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,36,67
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,2,7
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,14,17
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,38,67
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,43,85
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"State Senator, District 21",Judith Zaffirini,,45,91
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,42,87
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,43,86
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,County Chairman,Jennifer Hay,,47,84
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #1,Yes,,60,95
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #1,No,,1,8
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #2,Yes,,60,92
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #2,No,,1,6
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #3,Yes,,61,100
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #3,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #4,Yes,,56,96
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #4,No,,4,5
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #5,Yes,,60,99
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #5,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #6,Yes,,58,101
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #6,No,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #7,Yes,,58,94
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #7,No,,3,5
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #8,Yes,,61,96
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #8,No,,0,6
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #9,Yes,,59,96
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #9,No,,0,4
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #10,Yes,,60,97
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #10,No,,0,4
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #11,Yes,,59,94
San Patricio County,3/3/2020,Democratic Primary Election,,,121,2113,2113,Proposition #11,No,,1,6
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Joseph R. Biden,,6,21
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Julián Castro,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Amy Klobuchar,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Bernie Sanders,,5,6
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Pete Buttigieg,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,"Roque ""Rocky"" De La Fuente",,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Michael R. Bloomberg,,8,5
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,Elizabeth Warren,,4,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Adrian Ocegueda,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,"Mary ""MJ"" Hegar",,5,5
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Amanda K. Edwards,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Jack Daniel Foster Jr,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,D.R. Hunter,,1,2
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Michael Cooper,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Royce West,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Cristina Tzintzun Ramirez,,7,12
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Chris Bell,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Victor Hugo Harris,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,Sema Hernandez,,4,2
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,United States Senator,"Annie ""Mamá"" Garcia",,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"United States Representative,
District No. 34",Diego Zavala,,3,6
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"United States Representative,
District No. 34",Filemon B. Vela,,24,20
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"United States Representative,
District No. 34",Osbert Rodriguez Haro III,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Railroad Commissioner,Kelly Stone,,2,9
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Railroad Commissioner,Chrysta Castañeda,,10,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Railroad Commissioner,Mark Watson,,5,6
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,10,13
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Chief Justice, Supreme Court",Amy Clark Meachum,,21,23
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Chief Justice, Supreme Court",Jerry Zimmerer,,6,10
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,7,10
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,19,21
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, Supreme Court, Place 7",Brandy Voss,,7,14
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, Supreme Court, Place 7",Staci Williams,,19,18
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, Supreme Court, Place 8",Peter Kelly,,8,8
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, Supreme Court, Place 8",Gisela D. Triana,,19,21
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,6,8
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,18,18
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,7,9
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,19,20
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,25,23
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"State Senator, District 21",Judith Zaffirini,,27,27
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,25,27
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,24,22
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"County Commissioner, Precinct 3",Gilberto Garza,,8,12
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"County Commissioner, Precinct 3",Alma Villarreal Moreno,,23,26
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,"Constable, Precinct No. 5",Valde Ramirez,,28,28
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,County Chairman,Jennifer Hay,,25,27
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #1,Yes,,29,32
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #1,No,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #2,Yes,,31,33
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #2,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #3,Yes,,28,34
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #3,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #4,Yes,,28,34
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #4,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #5,Yes,,27,34
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #5,No,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #6,Yes,,28,33
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #6,No,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #7,Yes,,30,31
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #7,No,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #8,Yes,,28,33
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #8,No,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #9,Yes,,28,33
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #9,No,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #10,Yes,,28,30
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #10,No,,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #11,Yes,,24,31
San Patricio County,3/3/2020,Democratic Primary Election,,,122,779,779,Proposition #11,No,,4,4
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Joseph R. Biden,,1,7
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Julián Castro,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Andrew Yang,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Amy Klobuchar,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Bernie Sanders,,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Pete Buttigieg,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Michael R. Bloomberg,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,Elizabeth Warren,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Adrian Ocegueda,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,"Mary ""MJ"" Hegar",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Amanda K. Edwards,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Jack Daniel Foster Jr,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,D.R. Hunter,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Michael Cooper,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Royce West,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Cristina Tzintzun Ramirez,,2,5
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Chris Bell,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Victor Hugo Harris,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,Sema Hernandez,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,United States Senator,"Annie ""Mamá"" Garcia",,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,4,7
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"United States Representative,
District No. 27",Charlie Jackson,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Railroad Commissioner,Kelly Stone,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Railroad Commissioner,Chrysta Castañeda,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Railroad Commissioner,Mark Watson,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,3,4
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Chief Justice, Supreme Court",Amy Clark Meachum,,3,7
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Chief Justice, Supreme Court",Jerry Zimmerer,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,4,5
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, Supreme Court, Place 7",Brandy Voss,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, Supreme Court, Place 7",Staci Williams,,2,5
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, Supreme Court, Place 8",Peter Kelly,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, Supreme Court, Place 8",Gisela D. Triana,,2,6
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,3,4
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,4,6
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,3,5
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"State Senator, District 21",Judith Zaffirini,,4,5
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,4,6
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,5,5
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"County Commissioner, Precinct 3",Gilberto Garza,,6,6
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"County Commissioner, Precinct 3",Alma Villarreal Moreno,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Constable, Precinct No. 2",Francisco Cantu Jr,,3,6
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,"Constable, Precinct No. 2",Steve Garcia,,5,2
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,County Chairman,Jennifer Hay,,5,6
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #1,Yes,,5,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #1,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #2,Yes,,5,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #2,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #3,Yes,,6,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #3,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #4,Yes,,6,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #4,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #5,Yes,,5,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #5,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #6,Yes,,7,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #6,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #7,Yes,,6,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #7,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #8,Yes,,5,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #8,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #9,Yes,,5,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #9,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #10,Yes,,7,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #10,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #11,Yes,,6,8
San Patricio County,3/3/2020,Democratic Primary Election,,,123,112,112,Proposition #11,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Joseph R. Biden,,105,114
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Cory Booker,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Tulsi Gabbard,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Julián Castro,,10,9
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Andrew Yang,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Amy Klobuchar,,12,2
