Political Subdivision,Election Date,Elec Name,Total Prov Ballots,Total Prov Counted, Pct number ,Reg Voters,Race Name,Candidate Name,Party Code,early votes,Election Day Voting Votes
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,Joe Walsh,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,Zoltan G. Istvan,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,Bob Ely,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,Donald J. Trump,,35,56
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,President,Uncommitted,,3,3
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,United States Senator,John Anthony Castro,,1,3
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,United States Senator,Virgil Bierschwale,,2,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,United States Senator,John Cornyn,,26,38
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,United States Senator,Dwayne Stovall,,3,6
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,United States Senator,Mark Yancey,,2,5
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",Wesley W. Virdell,,3,3
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",Ned Luscombe,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",August Pfluger,,31,35
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",J. Ross Lacy,,1,0
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",Robert Tucker,,0,2
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",J.D. Faircloth,,0,2
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",Gene Barber,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",Casey Gray,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",Brandon Batch,,0,8
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"United States Representative,
District No. 11",Jamie  Berryhill,,0,2
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Railroad Commissioner,Ryan Sitton,,9,22
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Railroad Commissioner,"James ""Jim"" Wright",,21,25
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Chief Justice, Supreme Court",Nathan Hecht,,29,48
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,29,48
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Justice, Supreme Court, Place 7",Jeff Boyd,,28,47
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Justice, Supreme Court, Place 8",Brett Busby,,29,48
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,22,26
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,4,22
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,27,46
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 9",David Newell,,27,45
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Member, State Board of Education, District 15",Jay Johnson,,27,44
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"State Representative, District 82",Tom Craddick,,27,45
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,,23,36
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,,1,8
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,,26,44
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"District Attorney, 118th Judicial District",Hardy L. Wilkerson,,27,45
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,County Attorney,James J. Napper,,34,46
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Sheriff,Randy Cozart,,15,25
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Sheriff,"James B. ""Brad"" Ingram",,21,32
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,County Tax Assessor-Collector,Kathy Hull,,34,51
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"County Commissioner, Precinct 3",Allan Carby,,3,11
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,"County Commissioner, Precinct 3",Bobby Holland,,33,43
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,County Chairman,Clayton Black,,29,46
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 1,Yes,,34,54
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 1,No,,1,5
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 2,Yes,,31,47
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 2,No,,4,12
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 3,Yes,,32,49
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 3,No,,1,7
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 4,Yes,,34,57
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 4,No,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 5,Yes,,28,56
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 5,No,,5,2
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 6,Yes,,32,51
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 6,No,,2,6
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 7,Yes,,33,57
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 7,No,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 8,Yes,,34,55
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 8,No,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 9,Yes,,32,50
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 9,No,,1,6
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 10,Yes,,30,53
Martin County,3/3/2020,2020 Rep Primary,0,0,3A,98,Proposition 10,No,,3,3
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,Bill Weld,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,Matthew John Matern,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,"Roque ""Rocky"" De La Fuente Guerra",,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,Joe Walsh,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,Zoltan G. Istvan,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,Bob Ely,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,Donald J. Trump,,27,36
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,President,Uncommitted,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,United States Senator,John Anthony Castro,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,United States Senator,Virgil Bierschwale,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,United States Senator,John Cornyn,,23,25
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,United States Senator,Dwayne Stovall,,1,3
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,United States Senator,Mark Yancey,,1,4
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",Wesley W. Virdell,,1,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",Ned Luscombe,,0,2
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",August Pfluger,,23,21
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",J. Ross Lacy,,1,3
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",Robert Tucker,,1,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",J.D. Faircloth,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",Gene Barber,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",Casey Gray,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",Brandon Batch,,1,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"United States Representative,
District No. 11",Jamie  Berryhill,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Railroad Commissioner,Ryan Sitton,,12,13
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Railroad Commissioner,"James ""Jim"" Wright",,11,12
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Chief Justice, Supreme Court",Nathan Hecht,,22,24
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,,23,22
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Justice, Supreme Court, Place 7",Jeff Boyd,,23,23
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Justice, Supreme Court, Place 8",Brett Busby,,22,23
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,15,16
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,7,8
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,22,23
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 9",David Newell,,22,23
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Member, State Board of Education, District 15",Jay Johnson,,22,23
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"State Representative, District 82",Tom Craddick,,24,27
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,,18,18
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,,2,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,,21,23
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,"District Attorney, 118th Judicial District",Hardy L. Wilkerson,,22,23
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,County Attorney,James J. Napper,,24,29
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Sheriff,Randy Cozart,,11,17
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Sheriff,"James B. ""Brad"" Ingram",,15,18
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,County Tax Assessor-Collector,Kathy Hull,,25,29
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,County Chairman,Clayton Black,,23,24
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 1,Yes,,21,35
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 1,No,,6,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 2,Yes,,22,35
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 2,No,,4,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 3,Yes,,26,33
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 3,No,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 4,Yes,,25,36
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 4,No,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 5,Yes,,26,31
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 5,No,,1,2
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 6,Yes,,25,34
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 6,No,,1,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 7,Yes,,26,35
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 7,No,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 8,Yes,,27,32
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 8,No,,0,0
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 9,Yes,,27,32
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 9,No,,0,1
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 10,Yes,,24,33
Martin County,3/3/2020,2020 Rep Primary,0,0,4A,63,Proposition 10,No,,3,1
,,,,,,,,,,0,
