political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_votes,race_name,candidate_name,party code,early_votes,election_votes
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,13,31
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,14,28
Refugio County,3/3/2020,Primary Election,0,0,2B,289,County Attorney,"Deborah ""Deb"" Bauer",REP,15,31
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Sheriff,"Raul ""Pinky"" Gonzales",REP,14,19
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Sheriff,Sheldon Wiginton,REP,8,26
Refugio County,3/3/2020,Primary Election,0,0,2B,289,County Chairman,Jeff Steele,REP,12,31
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 1,Yes,REP,21,32
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 1,No,REP,2,11
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 2,Yes,REP,18,36
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 2,No,REP,5,7
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 3,Yes,REP,20,37
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 3,No,REP,1,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 4,Yes,REP,19,34
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 4,No,REP,3,7
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 5,Yes,REP,20,37
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 5,No,REP,2,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 6,Yes,REP,19,39
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 6,No,REP,3,4
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 7,Yes,REP,19,42
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 7,No,REP,3,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 8,Yes,REP,21,42
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 8,No,REP,1,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 9,Yes,REP,21,39
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 9,No,REP,1,3
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 10,Yes,REP,22,31
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition 10,No,REP,0,10
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,Donald J. Trump,REP,145,76
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,Matthew John Matern,REP,1,1
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,Bob Ely,REP,0,0
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,2
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,Joe Walsh,REP,1,1
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,Bill Weld,REP,0,0
Refugio County,3/3/2020,Primary Election,2,0,3,710,President,Uncommitted,REP,7,6
Refugio County,3/3/2020,Primary Election,2,0,3,710,United States Senator,John Cornyn,REP,122,54
Refugio County,3/3/2020,Primary Election,2,0,3,710,United States Senator,John Anthony Castro,REP,4,12
Refugio County,3/3/2020,Primary Election,2,0,3,710,United States Senator,Virgil Bierschwale,REP,1,0
Refugio County,3/3/2020,Primary Election,2,0,3,710,United States Senator,Mark Yancey,REP,7,4
Refugio County,3/3/2020,Primary Election,2,0,3,710,United States Senator,Dwayne Stovall,REP,5,6
Refugio County,3/3/2020,Primary Election,2,0,3,710,"United States Representative,
District No. 27",Michael Cloud,REP,135,75
Refugio County,3/3/2020,Primary Election,2,0,3,710,Railroad Commissioner,"James ""Jim"" Wright",REP,106,58
Refugio County,3/3/2020,Primary Election,2,0,3,710,Railroad Commissioner,Ryan Sitton,REP,19,13
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Chief Justice, Supreme Court",Nathan Hecht,REP,120,70
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,116,68
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,116,70
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Justice, Supreme Court, Place 8",Brett Busby,REP,119,69
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,74,39
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,43,29
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,116,70
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,117,67
Refugio County,3/3/2020,Primary Election,2,0,3,710,"State Senator, District 18",Lois W. Kolkhorst,REP,122,67
Refugio County,3/3/2020,Primary Election,2,0,3,710,"State Representative, District 30",Vanessa Hicks-Callaway,REP,41,21
Refugio County,3/3/2020,Primary Election,2,0,3,710,"State Representative, District 30",Geanie W. Morrison,REP,92,49
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,108,64
Refugio County,3/3/2020,Primary Election,2,0,3,710,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,112,64
Refugio County,3/3/2020,Primary Election,2,0,3,710,"District Judge, 24th Judicial District",Jack W. Marr,REP,121,67
Refugio County,3/3/2020,Primary Election,2,0,3,710,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,124,68
Refugio County,3/3/2020,Primary Election,2,0,3,710,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,117,67
Refugio County,3/3/2020,Primary Election,2,0,3,710,County Attorney,"Deborah ""Deb"" Bauer",REP,118,72
Refugio County,3/3/2020,Primary Election,2,0,3,710,Sheriff,"Raul ""Pinky"" Gonzales",REP,119,74
Refugio County,3/3/2020,Primary Election,2,0,3,710,Sheriff,Sheldon Wiginton,REP,43,11
Refugio County,3/3/2020,Primary Election,2,0,3,710,"County Commissioner, Precinct 3",Gary Wright,REP,93,61
Refugio County,3/3/2020,Primary Election,2,0,3,710,"County Commissioner, Precinct 3",Arlen Walker,REP,67,27
Refugio County,3/3/2020,Primary Election,2,0,3,710,County Chairman,Jeff Steele,REP,141,74
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 1,Yes,REP,124,69
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 1,No,REP,32,18
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 2,Yes,REP,118,64
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 2,No,REP,31,22
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 3,Yes,REP,132,76
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 3,No,REP,11,7
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 4,Yes,REP,130,70
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 4,No,REP,16,13
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 5,Yes,REP,128,71
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 5,No,REP,17,14
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 6,Yes,REP,129,71
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 6,No,REP,10,10
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 7,Yes,REP,136,83
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 7,No,REP,5,3
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 8,Yes,REP,142,83
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 8,No,REP,1,1
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 9,Yes,REP,137,77
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 9,No,REP,8,7
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 10,Yes,REP,133,77
Refugio County,3/3/2020,Primary Election,2,0,3,710,Proposition 10,No,REP,11,8
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Donald J. Trump,REP,145,66
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Matthew John Matern,REP,3,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Bob Ely,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Joe Walsh,REP,1,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Bill Weld,REP,0,2
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Uncommitted,REP,10,5
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,John Cornyn,REP,121,43
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,John Anthony Castro,REP,10,8
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Virgil Bierschwale,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Mark Yancey,REP,7,4
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Dwayne Stovall,REP,9,6
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"United States Representative,
District No. 27",Michael Cloud,REP,142,58
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Railroad Commissioner,"James ""Jim"" Wright",REP,120,51
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Railroad Commissioner,Ryan Sitton,REP,15,8
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Chief Justice, Supreme Court",Nathan Hecht,REP,128,56
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,126,54
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,126,55
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Justice, Supreme Court, Place 8",Brett Busby,REP,126,54
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,77,26
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,43,28
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,123,53
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,122,53
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"State Senator, District 18",Lois W. Kolkhorst,REP,133,54
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"State Representative, District 30",Vanessa Hicks-Callaway,REP,32,22
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"State Representative, District 30",Geanie W. Morrison,REP,110,40
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,112,48
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,110,48
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"District Judge, 24th Judicial District",Jack W. Marr,REP,127,55
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,128,53
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,129,54
Refugio County,3/3/2020,Primary Election,0,0,3A,699,County Attorney,"Deborah ""Deb"" Bauer",REP,138,55
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Sheriff,"Raul ""Pinky"" Gonzales",REP,124,58
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Sheriff,Sheldon Wiginton,REP,33,15
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"County Commissioner, Precinct 3",Gary Wright,REP,72,43
Refugio County,3/3/2020,Primary Election,0,0,3A,699,"County Commissioner, Precinct 3",Arlen Walker,REP,87,30
Refugio County,3/3/2020,Primary Election,0,0,3A,699,County Chairman,Jeff Steele,REP,145,59
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 1,Yes,REP,133,61
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 1,No,REP,21,11
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 2,Yes,REP,127,56
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 2,No,REP,30,12
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 3,Yes,REP,145,62
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 3,No,REP,11,6
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 4,Yes,REP,141,61
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 4,No,REP,13,7
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 5,Yes,REP,140,64
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 5,No,REP,14,3
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 6,Yes,REP,143,63
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 6,No,REP,8,5
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 7,Yes,REP,152,67
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 7,No,REP,3,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 8,Yes,REP,149,67
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 8,No,REP,5,3
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 9,Yes,REP,144,65
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 9,No,REP,7,2
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 10,Yes,REP,139,62
Refugio County,3/3/2020,Primary Election,0,0,3A,699,Proposition 10,No,REP,13,4
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,Donald J. Trump,REP,17,13
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,Matthew John Matern,REP,1,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,Bob Ely,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,Joe Walsh,REP,2,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,Bill Weld,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4,492,President,Uncommitted,REP,2,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,United States Senator,John Cornyn,REP,8,10
Refugio County,3/3/2020,Primary Election,0,0,4,492,United States Senator,John Anthony Castro,REP,4,5
Refugio County,3/3/2020,Primary Election,0,0,4,492,United States Senator,Virgil Bierschwale,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4,492,United States Senator,Mark Yancey,REP,2,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,United States Senator,Dwayne Stovall,REP,4,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,"United States Representative,
District No. 27",Michael Cloud,REP,18,16
Refugio County,3/3/2020,Primary Election,0,0,4,492,Railroad Commissioner,"James ""Jim"" Wright",REP,16,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,Railroad Commissioner,Ryan Sitton,REP,1,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Chief Justice, Supreme Court",Nathan Hecht,REP,18,12
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,16,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,16,13
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Justice, Supreme Court, Place 8",Brett Busby,REP,16,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,11,7
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,7,7
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,17,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,17,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,"State Senator, District 18",Lois W. Kolkhorst,REP,17,13
Refugio County,3/3/2020,Primary Election,0,0,4,492,"State Representative, District 30",Vanessa Hicks-Callaway,REP,6,6
Refugio County,3/3/2020,Primary Election,0,0,4,492,"State Representative, District 30",Geanie W. Morrison,REP,13,9
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,19,15
Refugio County,3/3/2020,Primary Election,0,0,4,492,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,18,15
Refugio County,3/3/2020,Primary Election,0,0,4,492,"District Judge, 24th Judicial District",Jack W. Marr,REP,19,15
Refugio County,3/3/2020,Primary Election,0,0,4,492,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,20,13
Refugio County,3/3/2020,Primary Election,0,0,4,492,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,20,13
Refugio County,3/3/2020,Primary Election,0,0,4,492,County Attorney,"Deborah ""Deb"" Bauer",REP,19,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,Sheriff,"Raul ""Pinky"" Gonzales",REP,18,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,Sheriff,Sheldon Wiginton,REP,7,5
Refugio County,3/3/2020,Primary Election,0,0,4,492,Constable No. 1,Mark Winston Moore,REP,18,13
Refugio County,3/3/2020,Primary Election,0,0,4,492,Constable No. 1,Shawn Zak,REP,6,5
Refugio County,3/3/2020,Primary Election,0,0,4,492,County Chairman,Jeff Steele,REP,19,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 1,Yes,REP,18,17
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 1,No,REP,5,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 2,Yes,REP,17,15
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 2,No,REP,4,4
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 3,Yes,REP,20,18
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 3,No,REP,2,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 4,Yes,REP,16,14
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 4,No,REP,5,4
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 5,Yes,REP,21,13
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 5,No,REP,1,4
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 6,Yes,REP,21,17
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 6,No,REP,1,0
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 7,Yes,REP,22,16
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 7,No,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 8,Yes,REP,22,17
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 8,No,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 9,Yes,REP,21,17
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 9,No,REP,2,1
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 10,Yes,REP,20,16
Refugio County,3/3/2020,Primary Election,0,0,4,492,Proposition 10,No,REP,3,1
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,Donald J. Trump,REP,17,48
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,Matthew John Matern,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,Bob Ely,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,2
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,Joe Walsh,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,Bill Weld,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4A,409,President,Uncommitted,REP,1,7
Refugio County,3/3/2020,Primary Election,0,0,4A,409,United States Senator,John Cornyn,REP,14,33
Refugio County,3/3/2020,Primary Election,0,0,4A,409,United States Senator,John Anthony Castro,REP,1,6
Refugio County,3/3/2020,Primary Election,0,0,4A,409,United States Senator,Virgil Bierschwale,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4A,409,United States Senator,Mark Yancey,REP,0,4
Refugio County,3/3/2020,Primary Election,0,0,4A,409,United States Senator,Dwayne Stovall,REP,1,4
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"United States Representative,
District No. 27",Michael Cloud,REP,17,49
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Railroad Commissioner,"James ""Jim"" Wright",REP,9,33
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Railroad Commissioner,Ryan Sitton,REP,3,9
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Chief Justice, Supreme Court",Nathan Hecht,REP,14,35
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,11,41
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,12,39
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Justice, Supreme Court, Place 8",Brett Busby,REP,11,40
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,8,27
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,4,13
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,12,41
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,12,40
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"State Senator, District 18",Lois W. Kolkhorst,REP,14,42
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"State Representative, District 30",Vanessa Hicks-Callaway,REP,1,15
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"State Representative, District 30",Geanie W. Morrison,REP,17,37
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,12,43
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,11,39
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"District Judge, 24th Judicial District",Jack W. Marr,REP,13,41
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,15,39
Refugio County,3/3/2020,Primary Election,0,0,4A,409,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,14,41
Refugio County,3/3/2020,Primary Election,0,0,4A,409,County Attorney,"Deborah ""Deb"" Bauer",REP,16,44
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Sheriff,"Raul ""Pinky"" Gonzales",REP,12,28
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Sheriff,Sheldon Wiginton,REP,7,32
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Constable No. 1,Mark Winston Moore,REP,2,12
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Constable No. 1,Shawn Zak,REP,16,43
Refugio County,3/3/2020,Primary Election,0,0,4A,409,County Chairman,Jeff Steele,REP,13,35
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 1,Yes,REP,13,51
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 1,No,REP,3,10
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 2,Yes,REP,14,42
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 2,No,REP,2,16
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 3,Yes,REP,13,47
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 3,No,REP,3,2
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 4,Yes,REP,13,42
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 4,No,REP,2,14
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 5,Yes,REP,13,48
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 5,No,REP,1,5
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 6,Yes,REP,15,51
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 6,No,REP,1,4
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 7,Yes,REP,15,49
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 7,No,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 8,Yes,REP,15,52
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 8,No,REP,1,3
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 9,Yes,REP,15,46
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 9,No,REP,1,4
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 10,Yes,REP,14,44
Refugio County,3/3/2020,Primary Election,0,0,4A,409,Proposition 10,No,REP,2,7
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,Donald J. Trump,REP,8,43
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,Matthew John Matern,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,Bob Ely,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,Joe Walsh,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,Zoltan G. Istvan,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,Bill Weld,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,4B,174,President,Uncommitted,REP,0,7
Refugio County,3/3/2020,Primary Election,0,0,4B,174,United States Senator,John Cornyn,REP,7,34
Refugio County,3/3/2020,Primary Election,0,0,4B,174,United States Senator,John Anthony Castro,REP,1,6
Refugio County,3/3/2020,Primary Election,0,0,4B,174,United States Senator,Virgil Bierschwale,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,United States Senator,Mark Yancey,REP,1,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,United States Senator,Dwayne Stovall,REP,0,3
