political_subdivision,election_date,election_name,total provisional ballots,total prov. Ballots counted,precinct_number,reg_voters,NON Ballots Cast,race_name,candidate_name,party code,early-votes,election_votes
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 6
Unexpired Term",Kathy Cheng,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 6
Unexpired Term",Larry Praeger,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 7",Staci Williams,,4,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 7",Brandy Voss,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 8",Peter Kelly,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,,3,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,3,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,4,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,3,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Member, State Board of Education, District 1",Georgina Perez,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Chief Justice, 8th Court of Appeals District",Angie Juarez Barill,,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Chief Justice, 8th Court of Appeals District",Yvonne Rodriguez,,3,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,"Roque ""Rocky"" De La Fuente Guerra",,0,3
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,Bill Weld,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,Matthew John Matern,,0,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,Joe Walsh,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,Bob Ely,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,Zoltan G. Istvan,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,Donald J. Trump,,28,22
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,President,Uncommitted,,1,4
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,United States Senator,John Cornyn,,17,15
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,United States Senator,Mark Yancey,,0,6
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,United States Senator,Virgil Bierschwale,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,United States Senator,Dwayne Stovall,,2,3
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,United States Senator,John Anthony Castro,,6,6
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Tony Gonzales,,7,11
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Raul Reyes,,13,10
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Ben Van Winkle,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Alma Arredondo-Lynch,,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Jeff McFarlin,,2,6
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Darwin Boedeker,,0,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23","Cecil B. ""Burt"" Jones",,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Sharon Breckenridge Thomas,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"United States Representative,
District No. 23",Alía Ureste,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Railroad Commissioner,"James ""Jim"" Wright",,17,22
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Railroad Commissioner,Ryan Sitton,,6,7
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Chief Justice, Supreme Court",Nathan Hecht,,27,25
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 6
Unexpired Term",Jane Bland,,25,25
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 7",Jeff Boyd,,24,24
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Justice, Supreme Court, Place 8",Brett Busby,,25,24
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,13,21
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,11,10
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,25,24
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,,24,24
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Member, State Board of Education, District 1",Jennifer Ivey,,25,21
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"State Senator, District 28",Charles Perry,,26,21
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"State Representative, District 72",Lynette Lucas,,2,11
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"State Representative, District 72",Drew Darby,,23,18
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"Chief Justice, 8th Court of Appeals District",Jeff Alley,,25,23
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"District Attorney, 112th Judicial District",Laurie K. English,,25,25
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,County Attorney,Michele Dodd,,16,22
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,County Attorney,Chad Elkins,,13,13
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Sheriff,Jeff Garner,,26,31
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,County Tax Assessor-Collector,Cynthia Aguilar,,28,31
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,"County Commissioner, Precinct 1",Mike Vargas,,28,32
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,County Chairman,Cindy Weatherby,,28,27
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #1,Yes,,3,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #1,No,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #2,Yes,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #2,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #3,Yes,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #3,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #4,Yes,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #4,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #5,Yes,,3,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #5,No,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #6,Yes,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #6,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #7,Yes,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #7,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #8,Yes,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #8,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #9,Yes,,3,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #9,No,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #10,Yes,,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #10,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #11,Yes,,3,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition #11,No,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 1,Yes,,19,22
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 1,No,,9,13
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 2,Yes,,17,17
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 2,No,,11,17
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 3,Yes,,17,26
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 3,No,,10,6
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 4,Yes,,19,23
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 4,No,,8,10
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 5,Yes,,24,30
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 5,No,,5,4
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 6,Yes,,22,27
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 6,No,,5,4
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 7,Yes,,27,30
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 7,No,,1,2
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 8,Yes,,24,30
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 8,No,,2,3
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 9,Yes,,23,29
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 9,No,,3,4
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 10,Yes,,22,27
REGAN COUNTY,3/2/2020,PRIMARY,,,1,0,0,Proposition 10,No,,4,5
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Michael Bennet,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Joseph R. Biden,,1,5
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Robby Wells,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Michael R. Bloomberg,,2,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Julián Castro,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Elizabeth Warren,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Bernie Sanders,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Andrew Yang,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Amy Klobuchar,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Tom Steyer,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,"Roque ""Rocky"" De La Fuente",,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Pete Buttigieg,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,John K. Delaney,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Deval Patrick,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Marianne Williamson,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Cory Booker,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Tulsi Gabbard,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Jack Daniel Foster Jr,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,"Mary ""MJ"" Hegar",,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Royce West,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Adrian Ocegueda,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Michael Cooper,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Chris Bell,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,D.R. Hunter,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Sema Hernandez,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Victor Hugo Harris,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Amanda K. Edwards,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,"Annie ""Mamá"" Garcia",,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Cristina Tzintzun Ramirez,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Ricardo R. Madrid,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23","Rosalinda ""Rosey"" Ramos Abuabara",,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Gina Ortiz Jones,,2,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Efrain V Valdez,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Jaime Escuder,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Railroad Commissioner,Chrysta Castañeda,,0,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Railroad Commissioner,Mark Watson,,2,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Railroad Commissioner,Kelly Stone,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Chief Justice, Supreme Court",Amy Clark Meachum,,2,3
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Chief Justice, Supreme Court",Jerry Zimmerer,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 6
Unexpired Term",Kathy Cheng,,2,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 6
Unexpired Term",Larry Praeger,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 7",Staci Williams,,0,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 7",Brandy Voss,,2,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 8",Peter Kelly,,1,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,2,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,2,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,2,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Member, State Board of Education, District 1",Georgina Perez,,2,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Chief Justice, 8th Court of Appeals District",Angie Juarez Barill,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Chief Justice, 8th Court of Appeals District",Yvonne Rodriguez,,2,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,"Roque ""Rocky"" De La Fuente Guerra",,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Bill Weld,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Matthew John Matern,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Joe Walsh,,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Bob Ely,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Zoltan G. Istvan,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Donald J. Trump,,118,85
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,President,Uncommitted,,10,8
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,John Cornyn,,84,56
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Mark Yancey,,8,7
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Virgil Bierschwale,,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,Dwayne Stovall,,8,13
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,United States Senator,John Anthony Castro,,15,11
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Tony Gonzales,,31,30
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Raul Reyes,,38,26
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Ben Van Winkle,,8,4
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Alma Arredondo-Lynch,,11,4
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Jeff McFarlin,,11,18
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Darwin Boedeker,,1,0
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23","Cecil B. ""Burt"" Jones",,4,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Sharon Breckenridge Thomas,,6,4
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"United States Representative,
District No. 23",Alía Ureste,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Railroad Commissioner,"James ""Jim"" Wright",,81,56
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Railroad Commissioner,Ryan Sitton,,24,30
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Chief Justice, Supreme Court",Nathan Hecht,,109,81
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 6
Unexpired Term",Jane Bland,,106,77
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 7",Jeff Boyd,,105,78
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Justice, Supreme Court, Place 8",Brett Busby,,107,76
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,,54,41
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,49,42
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,105,78
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,,104,78
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Member, State Board of Education, District 1",Jennifer Ivey,,105,75
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"State Senator, District 28",Charles Perry,,109,78
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"State Representative, District 72",Lynette Lucas,,17,16
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"State Representative, District 72",Drew Darby,,103,74
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"Chief Justice, 8th Court of Appeals District",Jeff Alley,,103,76
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,"District Attorney, 112th Judicial District",Laurie K. English,,117,86
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,County Attorney,Michele Dodd,,70,67
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,County Attorney,Chad Elkins,,63,33
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Sheriff,Jeff Garner,,124,91
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,County Tax Assessor-Collector,Cynthia Aguilar,,125,90
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,County Chairman,Cindy Weatherby,,120,86
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #1,Yes,,3,3
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #1,No,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #2,Yes,,3,4
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #2,No,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #3,Yes,,3,4
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #3,No,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #4,Yes,,3,3
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #4,No,,0,1
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #5,Yes,,3,3
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #5,No,,0,2
REGAN COUNTY,3/2/2020,PRIMARY,,,2,0,0,Proposition #6,Yes,,3,4
