political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_votes,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Deval Patrick,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Bernie Sanders,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Elizabeth Warren,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Amy Klobuchar,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Andrew Yang,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,President,Pete Buttigieg,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Royce West,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Amanda K. Edwards,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,"Mary ""MJ"" Hegar",DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,D.R. Hunter,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Chris Bell,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Sema Hernandez,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Jack Daniel Foster Jr,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Adrian Ocegueda,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Victor Hugo Harris,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,United States Senator,Michael Cooper,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",DEM,3,1,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"United States Representative,
District No. 27",Charlie Jackson,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Railroad Commissioner,Kelly Stone,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Railroad Commissioner,Chrysta Castañeda,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Railroad Commissioner,Mark Watson,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,3,2,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,2,3,0,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 7",Staci Williams,DEM,3,2,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,4,2,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,4,1,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,2,2,0,2
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"State Senator, District 18",Michael Antalan,DEM,1,3,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,DEM,3,3,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,DEM,3,2,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Sheriff,Shelly G. Haertig,DEM,3,2,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,County Tax Assessor-Collector,Ida Mascorro Turner,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Constable No. 2,Johnnie Garza,DEM,4,3,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #1,Yes,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #1,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #2,Yes,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #2,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #3,Yes,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #3,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #4,Yes,DEM,3,4,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #4,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #5,Yes,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #5,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #6,Yes,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #6,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #7,Yes,DEM,4,3,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #7,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #8,Yes,DEM,3,4,0,3
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #8,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #9,Yes,DEM,4,3,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #9,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #10,Yes,DEM,4,3,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #10,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #11,Yes,DEM,4,4,0,4
Refugio County,3/3/2020,Primary Election,0,0,2A,183,Proposition #11,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Tulsi Gabbard,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,John K. Delaney,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Cory Booker,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Julián Castro,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Marianne Williamson,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Michael Bennet,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Tom Steyer,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Michael R. Bloomberg,DEM,5,7,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Joseph R. Biden,DEM,1,7,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Robby Wells,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Deval Patrick,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Bernie Sanders,DEM,0,7,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Elizabeth Warren,DEM,0,3,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Amy Klobuchar,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Andrew Yang,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,President,Pete Buttigieg,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Royce West,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Amanda K. Edwards,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,"Mary ""MJ"" Hegar",DEM,1,7,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,D.R. Hunter,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,"Annie ""Mamá"" Garcia",DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Chris Bell,DEM,2,5,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Sema Hernandez,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Jack Daniel Foster Jr,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Adrian Ocegueda,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Victor Hugo Harris,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Cristina Tzintzun Ramirez,DEM,1,3,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,United States Senator,Michael Cooper,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",DEM,1,12,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"United States Representative,
District No. 27",Charlie Jackson,DEM,6,11,0,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,1,11,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Railroad Commissioner,Kelly Stone,DEM,3,3,0,3
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Railroad Commissioner,Chrysta Castañeda,DEM,1,6,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Railroad Commissioner,Mark Watson,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,5,19,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,4,14,0,4
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,2,4,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 7",Staci Williams,DEM,4,10,0,4
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,1,8,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,4,5,0,4
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,2,13,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,3,4,0,3
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,4,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,2,9,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,2,6,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,3,12,0,3
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,5,13,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"State Senator, District 18",Michael Antalan,DEM,4,15,0,4
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,DEM,5,15,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,DEM,5,15,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Sheriff,Shelly G. Haertig,DEM,3,11,0,3
Refugio County,3/3/2020,Primary Election,0,0,2B,289,County Tax Assessor-Collector,Ida Mascorro Turner,DEM,7,17,0,7
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Constable No. 2,Johnnie Garza,DEM,5,19,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #1,Yes,DEM,6,23,0,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #1,No,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #2,Yes,DEM,7,21,0,7
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #2,No,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #3,Yes,DEM,6,23,0,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #3,No,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #4,Yes,DEM,5,22,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #4,No,DEM,3,0,0,3
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #5,Yes,DEM,6,22,0,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #5,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #6,Yes,DEM,6,22,0,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #6,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #7,Yes,DEM,5,21,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #7,No,DEM,2,2,0,2
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #8,Yes,DEM,6,22,0,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #8,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #9,Yes,DEM,7,21,0,7
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #9,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #10,Yes,DEM,5,21,0,5
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #10,No,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #11,Yes,DEM,6,20,0,6
Refugio County,3/3/2020,Primary Election,0,0,2B,289,Proposition #11,No,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Tulsi Gabbard,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,John K. Delaney,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Cory Booker,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Julián Castro,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Marianne Williamson,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Michael Bennet,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Tom Steyer,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Michael R. Bloomberg,DEM,14,6,5,9
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Joseph R. Biden,DEM,10,12,1,9
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Robby Wells,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Deval Patrick,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Bernie Sanders,DEM,2,4,0,2
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Elizabeth Warren,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Amy Klobuchar,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Andrew Yang,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,President,Pete Buttigieg,DEM,2,1,0,2
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Royce West,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Amanda K. Edwards,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,"Mary ""MJ"" Hegar",DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,D.R. Hunter,DEM,3,0,0,3
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,"Annie ""Mamá"" Garcia",DEM,5,5,1,4
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Chris Bell,DEM,1,4,1,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Sema Hernandez,DEM,4,6,0,4
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Jack Daniel Foster Jr,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Adrian Ocegueda,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Victor Hugo Harris,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Cristina Tzintzun Ramirez,DEM,3,2,2,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,United States Senator,Michael Cooper,DEM,2,1,1,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",DEM,15,14,3,12
Refugio County,3/3/2020,Primary Election,0,0,3,710,"United States Representative,
District No. 27",Charlie Jackson,DEM,10,11,2,8
Refugio County,3/3/2020,Primary Election,0,0,3,710,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,8,14,2,6
Refugio County,3/3/2020,Primary Election,0,0,3,710,Railroad Commissioner,Kelly Stone,DEM,4,5,0,4
Refugio County,3/3/2020,Primary Election,0,0,3,710,Railroad Commissioner,Chrysta Castañeda,DEM,9,3,3,6
Refugio County,3/3/2020,Primary Election,0,0,3,710,Railroad Commissioner,Mark Watson,DEM,3,3,0,3
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,18,20,2,16
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,7,4,3,4
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,22,16,4,18
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,4,7,1,3
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, Supreme Court, Place 7",Staci Williams,DEM,17,19,3,14
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,7,5,2,5
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,10,10,2,8
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,14,14,3,11
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,7,7,2,5
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,3,3,1,2
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,13,13,2,11
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,4,8,1,3
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,17,14,4,13
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,20,22,5,15
Refugio County,3/3/2020,Primary Election,0,0,3,710,"State Senator, District 18",Michael Antalan,DEM,21,20,5,16
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,DEM,22,21,5,17
Refugio County,3/3/2020,Primary Election,0,0,3,710,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,DEM,25,21,5,20
Refugio County,3/3/2020,Primary Election,0,0,3,710,Sheriff,Shelly G. Haertig,DEM,19,21,4,15
Refugio County,3/3/2020,Primary Election,0,0,3,710,County Tax Assessor-Collector,Ida Mascorro Turner,DEM,26,25,6,20
Refugio County,3/3/2020,Primary Election,0,0,3,710,Constable No. 2,Johnnie Garza,DEM,27,24,6,21
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #1,Yes,DEM,28,29,6,22
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #1,No,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #2,Yes,DEM,24,27,4,20
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #2,No,DEM,3,1,1,2
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #3,Yes,DEM,28,31,6,22
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #3,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #4,Yes,DEM,26,25,6,20
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #4,No,DEM,1,4,0,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #5,Yes,DEM,27,29,6,21
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #5,No,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #6,Yes,DEM,27,29,6,21
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #6,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #7,Yes,DEM,26,29,5,21
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #7,No,DEM,1,2,1,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #8,Yes,DEM,27,28,6,21
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #8,No,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #9,Yes,DEM,27,27,6,21
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #9,No,DEM,0,2,0,0
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #10,Yes,DEM,25,26,5,20
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #10,No,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #11,Yes,DEM,24,25,6,18
Refugio County,3/3/2020,Primary Election,0,0,3,710,Proposition #11,No,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Tulsi Gabbard,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,John K. Delaney,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Cory Booker,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Julián Castro,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Marianne Williamson,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Michael Bennet,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Tom Steyer,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Michael R. Bloomberg,DEM,9,7,1,8
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Joseph R. Biden,DEM,9,10,0,9
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Robby Wells,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Deval Patrick,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Bernie Sanders,DEM,5,3,0,5
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Elizabeth Warren,DEM,1,1,0,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Amy Klobuchar,DEM,1,0,0,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Andrew Yang,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,3A,699,President,Pete Buttigieg,DEM,2,0,0,2
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Royce West,DEM,3,0,1,2
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Amanda K. Edwards,DEM,1,3,0,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,"Mary ""MJ"" Hegar",DEM,2,2,0,2
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,D.R. Hunter,DEM,3,2,0,3
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,"Annie ""Mamá"" Garcia",DEM,3,4,0,3
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Chris Bell,DEM,1,2,0,1
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Sema Hernandez,DEM,6,5,0,6
Refugio County,3/3/2020,Primary Election,0,0,3A,699,United States Senator,Jack Daniel Foster Jr,DEM,0,0,0,0
