political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Cory Booker,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Elizabeth Warren,DEM,9,7
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Pete Buttigieg,DEM,5,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Tom Steyer,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Robby Wells,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Tulsi Gabbard,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Marianne Williamson,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Bernie Sanders,DEM,4,16
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Amy Klobuchar,DEM,1,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Michael Bennet,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Joseph R. Biden,DEM,17,35
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Andrew Yang,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,John K. Delaney,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Julián Castro,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Deval Patrick,DEM,0,0
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,President,Michael R. Bloomberg,DEM,10,6
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Michael Cooper,DEM,4,4
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,"Mary ""MJ"" Hegar",DEM,6,4
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Cristina Tzintzun Ramirez,DEM,6,9
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,D. R. Hunter,DEM,2,2
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Amanda K. Edwards,DEM,4,6
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Royce West,DEM,3,7
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,"Annie ""Mamá"" Garcia",DEM,2,5
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Adrian Ocegueda,DEM,1,1
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Chris Bell,DEM,4,3
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Jack Daniel Foster Jr,DEM,3,2
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Sema Hernandez,DEM,4,4
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,United States Senator,Victor Hugo Harris,DEM,1,3
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"United States Representative, District 1",Hank Gilbert,DEM,31,42
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,Railroad Commissioner,Chrysta Castañeda,DEM,12,14
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,7,14
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,Railroad Commissioner,Kelly Stone,DEM,6,14
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,Railroad Commissioner,Mark Watson,DEM,14,5
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,30,36
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,8,10
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,27,34
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,13,10
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,19,16
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Justice, Supreme Court, Place 7",Staci Williams,DEM,19,30
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,20,27
NACOGDOCHES COUNTY,3/3/2020,2020 DEMOCRATIC PRIMARY,0,0,12,1875,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,15,17
