#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","REP Ballots Cast","DEM Ballots Cast","NON Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes","Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes"
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Tulsi Gabbard",6,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Bernie Sanders",14,"",23,0,0,0,9,0,0,0,2,0,0,0,12,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Andrew Yang",13,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Robby Wells",10,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Elizabeth Warren",16,"",11,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","John K. Delaney",11,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Cory Booker",4,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Joseph R. Biden",2,"",59,0,0,0,33,0,0,0,11,0,0,0,15,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Julián Castro",8,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Amy Klobuchar",7,"",5,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Pete Buttigieg",1,"",12,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Deval Patrick",5,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Michael Bennet",12,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Tom Steyer",15,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,Reporting         ,0,879,131,0,0.00,"President",28,"DEM","Roque ""Rocky"" De La Fuente",17,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
