political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Wheeler County,7/14/2020,Rep. Runoff,0,0,1 - REP,235,"United States Representative, District No. 13",Josh Winegarner,,38,20,6,32
Wheeler County,7/14/2020,Rep. Runoff,0,0,1 - REP,235,"United States Representative, District No. 13",Ronny Jackson,,20,27,4,16
Wheeler County,7/14/2020,Rep. Runoff,0,0,1 - REP,235,"Justice, 7th Court of Appeals District, Place 4 - Unexpired Term",Steven Denny,,21,8,3,18
Wheeler County,7/14/2020,Rep. Runoff,0,0,1 - REP,235,"Justice, 7th Court of Appeals District, Place 4 - Unexpired Term",Larry Doss,,31,31,6,25
Wheeler County,7/14/2020,Rep. Runoff,0,0,1 - REP,235,Sheriff,John Hankins,,35,27,8,27
Wheeler County,7/14/2020,Rep. Runoff,0,0,1 - REP,235,Sheriff,Johnny Carter,,23,21,2,21
Wheeler County,7/14/2020,Rep. Runoff,0,0,2 - REP,536,"United States Representative, District No. 13",Josh Winegarner,,68,36,2,66
Wheeler County,7/14/2020,Rep. Runoff,0,0,2 - REP,536,"United States Representative, District No. 13",Ronny Jackson,,80,63,5,75
Wheeler County,7/14/2020,Rep. Runoff,0,0,2 - REP,536,"Justice, 7th Court of Appeals District, Place 4 - Unexpired Term",Steven Denny,,51,30,4,47
Wheeler County,7/14/2020,Rep. Runoff,0,0,2 - REP,536,"Justice, 7th Court of Appeals District, Place 4 - Unexpired Term",Larry Doss,,64,55,3,61
Wheeler County,7/14/2020,Rep. Runoff,0,0,2 - REP,536,Sheriff,John Hankins,,98,49,6,92
Wheeler County,7/14/2020,Rep. Runoff,0,0,2 - REP,536,Sheriff,Johnny Carter,,53,50,1,52
Wheeler County,7/14/2020,Rep. Runoff,0,0,3 - REP,549,"United States Representative, District No. 13",Josh Winegarner,,52,49,3,49
Wheeler County,7/14/2020,Rep. Runoff,0,0,3 - REP,549,"United States Representative, District No. 13",Ronny Jackson,,65,59,1,64
Wheeler County,7/14/2020,Rep. Runoff,0,0,3 - REP,549,"Justice, 7th Court of Appeals District, Place 4 - Unexpired Term",Steven Denny,,44,27,1,43
Wheeler County,7/14/2020,Rep. Runoff,0,0,3 - REP,549,"Justice, 7th Court of Appeals District, Place 4 - Unexpired Term",Larry Doss,,51,69,0,51
Wheeler County,7/14/2020,Rep. Runoff,0,0,3 - REP,549,Sheriff,John Hankins,,61,47,4,57
Wheeler County,7/14/2020,Rep. Runoff,0,0,3 - REP,549,Sheriff,Johnny Carter,,60,61,2,58
Wheeler County,7/14/2020,Rep. Runoff,0,0,4 - REP,177,"United States Representative, District No. 13",Josh Winegarner,,16,18,2,14
