COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST - Republican,BALLOTS CAST BLANK,"REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District",
043,0064,064,2650,6,0,1,5,0,0,
043,0064,064,2650,0,0,0,0,0,0,
043,0064,064,2650,0,0,0,0,0,0,
043,0065,065,1190,27,0,20,7,0,0,
043,0065,065,1190,30,1,21,8,0,1,
043,0065,065,1190,1,0,0,1,0,0,
043,0065,065,1190,0,0,0,0,0,0,
043,0065,065,1190,0,0,0,0,0,0,
043,0066,066,2117,33,0,26,7,0,0,
043,0066,066,2117,28,0,22,6,0,0,
043,0066,066,2117,6,0,1,5,0,0,
043,0066,066,2117,0,0,0,0,0,0,
043,0066,066,2117,0,0,0,0,0,0,
043,0067,067,2577,22,0,19,3,0,0,
043,0067,067,2577,47,0,42,5,0,0,
043,0067,067,2577,14,1,8,5,0,1,
043,0067,067,2577,0,0,0,0,0,0,
043,0067,067,2577,0,0,0,0,0,0,
043,0068,068,1986,22,0,11,11,0,0,
043,0068,068,1986,34,1,21,13,0,0,
043,0068,068,1986,1,0,0,1,0,0,
043,0068,068,1986,0,0,0,0,0,0,
043,0068,068,1986,0,0,0,0,0,0,
043,0069,069,3732,59,0,40,19,0,0,
043,0069,069,3732,99,0,60,39,0,0,
043,0069,069,3732,7,0,5,2,0,0,
043,0069,069,3732,0,0,0,0,0,0,
043,0069,069,3732,0,0,0,0,0,0,
043,0070,070,1881,33,0,22,11,0,0,
043,0070,070,1881,39,0,27,12,0,0,
043,0070,070,1881,6,0,5,1,0,0,
043,0070,070,1881,0,0,0,0,0,0,
043,0070,070,1881,0,0,0,0,0,0,
043,0071,071,1773,21,1,11,9,0,1,
043,0071,071,1773,44,0,28,16,0,0,
043,0071,071,1773,3,0,2,1,0,0,
043,0071,071,1773,0,0,0,0,0,0,
043,0071,071,1773,0,0,0,0,0,0,
043,0072,072,1557,28,0,23,5,0,0,
043,0072,072,1557,34,0,27,7,0,0,
043,0072,072,1557,7,0,7,0,0,0,
043,0072,072,1557,0,0,0,0,0,0,
043,0072,072,1557,0,0,0,0,0,0,
043,0073,073,1904,5,0,4,1,0,0,
043,0073,073,1904,7,0,5,2,0,0,
043,0073,073,1904,2,0,2,0,0,0,
043,0073,073,1904,0,0,0,0,0,0,
043,0073,073,1904,0,0,0,0,0,0,
043,0074,074,1865,9,0,4,5,0,0,
043,0074,074,1865,23,0,18,5,0,0,
043,0074,074,1865,3,0,1,2,0,0,
043,0074,074,1865,0,0,0,0,0,0,
043,0074,074,1865,0,0,0,0,0,0,
043,0075,075,2033,21,0,18,3,0,0,
043,0075,075,2033,42,0,32,10,0,0,
043,0075,075,2033,7,0,0,7,0,0,
043,0075,075,2033,0,0,0,0,0,0,
043,0075,075,2033,0,0,0,0,0,0,
043,0076,076,3272,29,0,22,7,0,0,
043,0076,076,3272,85,0,69,16,0,0,
043,0076,076,3272,8,0,3,5,0,0,
043,0076,076,3272,0,0,0,0,0,0,
043,0076,076,3272,0,0,0,0,0,0,
043,0077,077,3606,25,0,19,6,0,0,
043,0077,077,3606,34,0,24,10,0,0,
043,0077,077,3606,10,0,5,5,0,0,
043,0077,077,3606,0,0,0,0,0,0,
043,0077,077,3606,0,0,0,0,0,0,
043,0078,078,3679,17,0,13,4,0,0,
043,0078,078,3679,20,0,13,7,0,0,
043,0078,078,3679,5,0,3,2,0,0,
043,0078,078,3679,0,0,0,0,0,0,
043,0078,078,3679,0,0,0,0,0,0,
043,0079,079,2647,24,0,12,12,0,0,
043,0079,079,2647,45,0,12,33,0,0,
043,0079,079,2647,7,1,0,6,0,1,
043,0079,079,2647,0,0,0,0,0,0,
043,0079,079,2647,0,0,0,0,0,0,
043,0080,080,3570,33,0,27,6,0,0,
043,0080,080,3570,44,0,27,17,0,0,
043,0080,080,3570,3,0,0,3,0,0,
043,0080,080,3570,0,0,0,0,0,0,
043,0080,080,3570,0,0,0,0,0,0,
043,0081,081,2794,22,0,14,8,0,0,
043,0081,081,2794,36,0,26,10,0,0,
043,0081,081,2794,2,0,2,0,0,0,
043,0081,081,2794,0,0,0,0,0,0,
043,0081,081,2794,0,0,0,0,0,0,
043,0082,082,2735,30,1,20,9,0,1,
043,0082,082,2735,50,0,40,10,0,0,
043,0082,082,2735,10,0,4,6,0,0,
043,0082,082,2735,0,0,0,0,0,0,
043,0082,082,2735,0,0,0,0,0,0,
043,0083,083,3713,20,0,16,4,0,0,
043,0083,083,3713,54,0,32,22,0,0,
043,0083,083,3713,7,1,3,4,0,0,
043,0083,083,3713,0,0,0,0,0,0,
043,0083,083,3713,0,0,0,0,0,0,
043,0084,084,2353,13,0,9,4,0,0,
043,0084,084,2353,13,0,8,5,0,0,
043,0084,084,2353,8,0,2,6,0,0,
043,0084,084,2353,0,0,0,0,0,0,
043,0084,084,2353,0,0,0,0,0,0,
043,0085,085,3036,21,0,14,7,0,0,
043,0085,085,3036,37,0,21,16,0,0,
043,0085,085,3036,4,0,0,4,0,0,
043,0085,085,3036,0,0,0,0,0,0,
043,0085,085,3036,0,0,0,0,0,0,
043,0086,086,2810,24,1,15,9,0,0,
043,0086,086,2810,56,0,39,17,0,0,
043,0086,086,2810,9,0,6,3,0,0,
043,0086,086,2810,0,0,0,0,0,0,
043,0086,086,2810,0,0,0,0,0,0,
043,0087,087,5089,29,0,19,10,0,0,
043,0087,087,5089,37,0,26,11,0,0,
043,0087,087,5089,1,0,0,1,0,0,
043,0087,087,5089,0,0,0,0,0,0,
043,0087,087,5089,0,0,0,0,0,0,
043,0088,088,2269,6,1,3,2,0,1,
043,0088,088,2269,5,1,3,1,0,1,
043,0088,088,2269,3,0,0,3,0,0,
043,0088,088,2269,0,0,0,0,0,0,
043,0088,088,2269,0,0,0,0,0,0,
043,0089,089,3179,36,0,23,13,0,0,
043,0089,089,3179,35,0,25,10,0,0,
043,0089,089,3179,6,0,1,5,0,0,
043,0089,089,3179,0,0,0,0,0,0,
043,0089,089,3179,0,0,0,0,0,0,
043,0090,090,3182,30,0,26,4,0,0,
043,0090,090,3182,58,0,50,8,0,0,
043,0090,090,3182,11,0,6,5,0,0,
043,0090,090,3182,0,0,0,0,0,0,
043,0090,090,3182,0,0,0,0,0,0,
043,0091,091,2276,28,1,19,8,0,1,
043,0091,091,2276,36,0,25,11,0,0,
043,0091,091,2276,3,0,2,1,0,0,
043,0091,091,2276,0,0,0,0,0,0,
043,0091,091,2276,0,0,0,0,0,0,
043,0092,092,3555,35,0,27,8,0,0,
043,0092,092,3555,17,0,12,5,0,0,
043,0092,092,3555,15,2,6,7,0,2,
043,0092,092,3555,0,0,0,0,0,0,
043,0092,092,3555,0,0,0,0,0,0,
043,0093,093,269,1,0,1,0,0,0,
043,0093,093,269,0,0,0,0,0,0,
043,0093,093,269,2,0,0,2,0,0,
043,0093,093,269,0,0,0,0,0,0,
043,0093,093,269,0,0,0,0,0,0,
043,0094,094,3909,35,0,19,16,0,0,
043,0094,094,3909,18,0,11,7,0,0,
043,0094,094,3909,6,0,1,5,0,0,
043,0094,094,3909,0,0,0,0,0,0,
043,0094,094,3909,0,0,0,0,0,0,
043,0095,095,3002,36,0,23,13,0,0,
043,0095,095,3002,55,0,35,20,0,0,
043,0095,095,3002,7,0,3,4,0,0,
043,0095,095,3002,0,0,0,0,0,0,
043,0095,095,3002,0,0,0,0,0,0,
043,0096,096,1844,13,1,6,7,0,0,
043,0096,096,1844,7,0,2,5,0,0,
043,0096,096,1844,0,0,0,0,0,0,
043,0096,096,1844,0,0,0,0,0,0,
043,0096,096,1844,0,0,0,0,0,0,
043,0097,097,1296,18,0,14,4,0,0,
043,0097,097,1296,44,0,25,19,0,0,
043,0097,097,1296,3,0,2,1,0,0,
043,0097,097,1296,0,0,0,0,0,0,
043,0097,097,1296,0,0,0,0,0,0,
043,0098,098,1226,13,0,6,7,0,0,
043,0098,098,1226,18,0,9,9,0,0,
043,0098,098,1226,15,0,7,8,0,0,
043,0098,098,1226,0,0,0,0,0,0,
043,0098,098,1226,0,0,0,0,0,0,
043,0099,099,269,3,0,3,0,0,0,
043,0099,099,269,1,0,1,0,0,0,
043,0099,099,269,0,0,0,0,0,0,
043,0099,099,269,0,0,0,0,0,0,
043,0099,099,269,0,0,0,0,0,0,
043,0100,100,31,1,0,0,1,0,0,
043,0100,100,31,2,0,0,2,0,0,
043,0100,100,31,0,0,0,0,0,0,
043,0100,100,31,0,0,0,0,0,0,
043,0100,100,31,0,0,0,0,0,0,
043,0101,101,3712,30,0,24,6,0,0,
043,0101,101,3712,33,0,24,9,0,0,
043,0101,101,3712,4,0,2,2,0,0,
043,0101,101,3712,0,0,0,0,0,0,
043,0101,101,3712,0,0,0,0,0,0,
043,0102,102,2551,38,0,31,7,0,0,
043,0102,102,2551,89,0,66,23,0,0,
043,0102,102,2551,11,0,7,4,0,0,
043,0102,102,2551,0,0,0,0,0,0,
043,0102,102,2551,0,0,0,0,0,0,
043,0103,103,1334,16,0,8,8,0,0,
043,0103,103,1334,6,0,2,4,0,0,
043,0103,103,1334,3,0,1,2,0,0,
043,0103,103,1334,0,0,0,0,0,0,
043,0103,103,1334,0,0,0,0,0,0,
043,0104,104,2640,7,0,5,2,0,0,
043,0104,104,2640,11,0,7,4,0,0,
043,0104,104,2640,4,0,2,2,0,0,
043,0104,104,2640,0,0,0,0,0,0,
043,0104,104,2640,0,0,0,0,0,0,
043,0105,105,1190,9,0,7,2,0,0,
043,0105,105,1190,19,0,15,4,0,0,
043,0105,105,1190,3,0,2,1,0,0,
043,0105,105,1190,0,0,0,0,0,0,
043,0105,105,1190,0,0,0,0,0,0,
043,0106,106,1949,21,0,18,3,0,0,
043,0106,106,1949,25,0,14,11,0,0,
043,0106,106,1949,1,0,1,0,0,0,
043,0106,106,1949,0,0,0,0,0,0,
043,0106,106,1949,0,0,0,0,0,0,
043,0107,107,3372,49,0,37,12,0,0,
043,0107,107,3372,87,0,68,19,0,0,
043,0107,107,3372,4,0,2,2,0,0,
043,0107,107,3372,0,0,0,0,0,0,
043,0107,107,3372,0,0,0,0,0,0,
043,0108,108,2891,21,1,15,5,0,1,
043,0108,108,2891,27,0,17,10,0,0,
043,0108,108,2891,4,0,2,2,0,0,
043,0108,108,2891,0,0,0,0,0,0,
043,0108,108,2891,0,0,0,0,0,0,
043,0109,109,3767,54,0,39,15,0,0,
043,0109,109,3767,92,1,72,19,0,1,
043,0109,109,3767,0,0,0,0,0,0,
043,0109,109,3767,0,0,0,0,0,0,
043,0109,109,3767,0,0,0,0,0,0,
043,0110,110,2744,40,1,34,5,0,1,
043,0110,110,2744,59,0,49,10,0,0,
043,0110,110,2744,10,0,1,9,0,0,
043,0110,110,2744,0,0,0,0,0,0,
043,0110,110,2744,0,0,0,0,0,0,
043,0111,111,5223,22,0,15,7,0,0,
043,0111,111,5223,51,0,42,9,0,0,
043,0111,111,5223,9,0,3,6,0,0,
043,0111,111,5223,0,0,0,0,0,0,
043,0111,111,5223,0,0,0,0,0,0,
043,0112,112,2930,33,0,24,9,0,0,
043,0112,112,2930,52,0,38,14,0,0,
043,0112,112,2930,9,0,7,2,0,0,
043,0112,112,2930,0,0,0,0,0,0,
043,0112,112,2930,0,0,0,0,0,0,
043,0113,113,3276,27,0,21,6,0,0,
043,0113,113,3276,52,0,41,11,0,0,
043,0113,113,3276,4,1,1,2,0,1,
043,0113,113,3276,0,0,0,0,0,0,
043,0113,113,3276,0,0,0,0,0,0,
043,0114,114,1338,25,0,11,14,0,0,
043,0114,114,1338,10,0,6,4,0,0,
043,0114,114,1338,3,0,2,1,0,0,
043,0114,114,1338,0,0,0,0,0,0,
043,0114,114,1338,0,0,0,0,0,0,
043,0115,115,2869,21,1,15,6,0,0,
043,0115,115,2869,43,0,27,16,0,0,
043,0115,115,2869,6,0,4,2,0,0,
043,0115,115,2869,0,0,0,0,0,0,
043,0115,115,2869,0,0,0,0,0,0,
043,0116,116,4648,50,0,35,15,0,0,
043,0116,116,4648,66,1,48,18,0,0,
043,0116,116,4648,5,0,3,2,0,0,
043,0116,116,4648,0,0,0,0,0,0,
043,0116,116,4648,0,0,0,0,0,0,
043,0117,117,4182,34,0,21,13,0,0,
043,0117,117,4182,35,0,25,10,0,0,
043,0117,117,4182,9,0,2,7,0,0,
043,0117,117,4182,0,0,0,0,0,0,
043,0117,117,4182,0,0,0,0,0,0,
043,0118,118,4334,38,0,24,14,0,0,
043,0118,118,4334,28,0,21,7,0,0,
043,0118,118,4334,12,0,3,9,0,0,
043,0118,118,4334,0,0,0,0,0,0,
043,0118,118,4334,0,0,0,0,0,0,
043,0119,119,5140,55,0,46,9,0,0,
043,0119,119,5140,115,0,83,32,0,0,
043,0119,119,5140,5,0,2,3,0,0,
043,0119,119,5140,0,0,0,0,0,0,
