political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes 
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,110,5130,United States Senator,"Mary ""MJ"" Hegar",,46,8
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,110,5130,United States Senator,Royce West,,12,5
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,110,5130,"United States Representative, District 13",Greg Sagan,,24,4
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,110,5130,"United States Representative, District 13",Gus Trujillo,,32,9
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,110,5130,Railroad Commissioner,Chrysta Castañeda,,46,8
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,110,5130,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,11,5
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,111,4936,United States Senator,"Mary ""MJ"" Hegar",,52,21
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,111,4936,United States Senator,Royce West,,23,8
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,111,4936,"United States Representative, District 13",Greg Sagan,,16,4
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,111,4936,"United States Representative, District 13",Gus Trujillo,,59,26
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,111,4936,Railroad Commissioner,Chrysta Castañeda,,51,15
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,111,4936,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,24,14
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,112,3955,United States Senator,"Mary ""MJ"" Hegar",,41,18
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,112,3955,United States Senator,Royce West,,12,4
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,112,3955,"United States Representative, District 13",Greg Sagan,,21,4
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,112,3955,"United States Representative, District 13",Gus Trujillo,,33,18
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,112,3955,Railroad Commissioner,Chrysta Castañeda,,37,15
Randall County,7/14/2020,Democratic Primary Runoff ,0,0,112,3955,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,16,7
