COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST - Democratic,BALLOTS CAST BLANK,DEM United States Senator,DEM United States Senator,DEM United States Senator,DEM United States Senator,DEM United States Representative District 3,DEM United States Representative District 3,DEM United States Representative District 3,DEM United States Representative District 3,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM State Representative District 67 STATE HOUSE REP DISTRICT 67,DEM State Representative District 67 STATE HOUSE REP DISTRICT 67,DEM State Representative District 67 STATE HOUSE REP DISTRICT 67,DEM State Representative District 67 STATE HOUSE REP DISTRICT 67,
,,,,DEM,,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,
,,,VOTERS,BALLOTS CAST,BALLOTS CAST,Royce West,"Mary ""MJ"" Hegar",OVER VOTES,UNDER VOTES,Lulu Seikaly,Sean McCaffity,OVER VOTES,UNDER VOTES,"Roberto R. ""Beto"" Alonzo",Chrysta Castañeda,OVER VOTES,UNDER VOTES,Lorenzo Sanchez,Tom Adair,OVER VOTES,UNDER VOTES,
043,0001,001,2582,63,0,19,43,0,1,32,31,0,0,18,41,0,4,0,0,0,0,
043,0001,001,2582,111,0,45,64,0,2,64,43,0,4,27,76,0,8,0,0,0,0,
043,0001,001,2582,28,0,17,11,0,0,15,12,0,1,3,21,0,4,0,0,0,0,
043,0001,001,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0001,001,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0002,002,4195,74,0,34,40,0,0,33,38,0,3,21,49,0,4,0,0,0,0,
043,0002,002,4195,105,0,49,56,0,0,53,51,0,1,36,66,0,3,0,0,0,0,
043,0002,002,4195,37,1,18,19,0,0,25,11,0,1,14,23,0,0,0,0,0,0,
043,0002,002,4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0002,002,4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0003,003,2473,48,0,29,19,0,0,30,16,0,2,19,27,0,2,0,0,0,0,
043,0003,003,2473,72,1,54,18,0,0,36,31,0,5,41,27,0,4,0,0,0,0,
043,0003,003,2473,29,0,25,4,0,0,17,10,0,2,9,16,0,4,0,0,0,0,
043,0003,003,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0003,003,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0004,004,1965,34,1,11,23,0,0,19,15,0,0,7,25,0,2,0,0,0,0,
043,0004,004,1965,32,0,15,16,0,1,20,12,0,0,19,12,0,1,0,0,0,0,
043,0004,004,1965,10,0,2,8,0,0,6,4,0,0,3,7,0,0,0,0,0,0,
043,0004,004,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0004,004,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0005,005,1015,12,0,7,5,0,0,4,8,0,0,8,3,0,1,10,2,0,0,
043,0005,005,1015,27,0,14,13,0,0,15,10,0,2,10,16,0,1,16,9,0,2,
043,0005,005,1015,17,0,3,13,0,1,5,11,0,1,8,8,0,1,5,12,0,0,
043,0005,005,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0005,005,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0006,006,1456,29,0,17,11,0,1,21,8,0,0,12,16,0,1,0,0,0,0,
043,0006,006,1456,56,0,39,16,0,1,32,21,0,3,26,27,0,3,0,0,0,0,
043,0006,006,1456,5,0,2,3,0,0,4,1,0,0,2,3,0,0,0,0,0,0,
043,0006,006,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0006,006,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0007,007,1519,48,0,23,24,0,1,25,23,0,0,21,25,0,2,0,0,0,0,
043,0007,007,1519,52,0,28,24,0,0,24,27,0,1,23,27,0,2,0,0,0,0,
043,0007,007,1519,19,0,8,11,0,0,12,6,0,1,3,13,0,3,0,0,0,0,
043,0007,007,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0007,007,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0008,008,2852,17,0,2,14,0,1,7,9,0,1,3,14,0,0,0,0,0,0,
043,0008,008,2852,21,0,8,13,0,0,14,7,0,0,2,17,0,2,0,0,0,0,
043,0008,008,2852,8,0,4,4,0,0,7,1,0,0,3,5,0,0,0,0,0,0,
043,0008,008,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0008,008,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0009,009,2809,48,0,29,19,0,0,33,13,0,2,13,33,0,2,0,0,0,0,
043,0009,009,2809,68,0,27,41,0,0,41,27,0,0,18,50,0,0,0,0,0,0,
043,0009,009,2809,13,0,4,9,0,0,10,3,0,0,1,11,0,1,0,0,0,0,
043,0009,009,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0009,009,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0010,010,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0010,010,693,8,0,4,4,0,0,6,2,0,0,2,6,0,0,0,0,0,0,
043,0010,010,693,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,
043,0010,010,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0010,010,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0011,011,3761,28,0,11,17,0,0,0,0,0,0,14,12,0,2,0,0,0,0,
043,0011,011,3761,18,0,16,2,0,0,0,0,0,0,6,9,0,3,0,0,0,0,
043,0011,011,3761,21,0,11,10,0,0,0,0,0,0,4,15,0,2,0,0,0,0,
043,0011,011,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0011,011,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0012,012,2077,18,0,7,11,0,0,11,7,0,0,6,10,0,2,0,0,0,0,
043,0012,012,2077,52,1,18,34,0,0,31,21,0,0,6,43,0,3,0,0,0,0,
043,0012,012,2077,43,0,13,30,0,0,30,13,0,0,16,22,0,5,0,0,0,0,
043,0012,012,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0012,012,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0013,013,5231,64,0,37,27,0,0,0,0,0,0,30,29,0,5,0,0,0,0,
043,0013,013,5231,51,0,24,27,0,0,0,0,0,0,17,34,0,0,0,0,0,0,
043,0013,013,5231,16,0,4,12,0,0,0,0,0,0,9,6,0,1,0,0,0,0,
043,0013,013,5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0013,013,5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0014,014,2924,59,0,31,28,0,0,41,16,0,2,20,37,0,2,0,0,0,0,
043,0014,014,2924,77,0,34,43,0,0,38,37,0,2,27,46,0,4,0,0,0,0,
043,0014,014,2924,34,0,18,16,0,0,19,12,0,3,8,24,0,2,0,0,0,0,
043,0014,014,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0014,014,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0015,015,1608,38,0,14,24,0,0,24,13,0,1,17,20,0,1,0,0,0,0,
043,0015,015,1608,50,0,29,19,0,2,28,19,0,3,15,28,0,7,0,0,0,0,
043,0015,015,1608,28,0,12,16,0,0,19,8,0,1,8,20,0,0,0,0,0,0,
043,0015,015,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0015,015,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0016,016,3387,54,1,25,29,0,0,34,20,0,0,23,30,0,1,0,0,0,0,
043,0016,016,3387,81,0,40,41,0,0,54,26,0,1,33,45,0,3,0,0,0,0,
043,0016,016,3387,12,0,0,12,0,0,4,8,0,0,9,3,0,0,0,0,0,0,
043,0016,016,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0016,016,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0017,017,3344,50,0,23,27,0,0,0,0,0,0,23,27,0,0,0,0,0,0,
043,0017,017,3344,46,0,27,19,0,0,0,0,0,0,20,25,0,1,0,0,0,0,
043,0017,017,3344,29,0,14,15,0,0,0,0,0,0,7,21,0,1,0,0,0,0,
043,0017,017,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0017,017,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0018,018,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0018,018,848,3,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,
043,0018,018,848,30,0,14,16,0,0,0,0,0,0,11,19,0,0,0,0,0,0,
043,0018,018,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0018,018,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0019,019,1602,24,0,8,15,0,1,12,12,0,0,9,14,0,1,0,0,0,0,
043,0019,019,1602,66,0,26,39,0,1,26,37,0,3,21,42,0,3,0,0,0,0,
043,0019,019,1602,25,0,6,19,0,0,14,10,0,1,6,17,0,2,0,0,0,0,
043,0019,019,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0019,019,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0020,020,830,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
043,0020,020,830,9,0,4,5,0,0,0,0,0,0,3,4,0,2,0,0,0,0,
043,0020,020,830,9,0,3,6,0,0,0,0,0,0,4,5,0,0,0,0,0,0,
043,0020,020,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0020,020,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0021,021,4181,109,0,43,64,0,2,69,38,0,2,43,60,0,6,59,48,0,2,
043,0021,021,4181,172,0,79,88,0,5,100,62,0,10,51,109,0,12,85,81,0,6,
043,0021,021,4181,77,1,35,41,0,1,47,27,0,3,21,52,0,4,19,55,0,3,
043,0021,021,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0021,021,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0022,022,3777,33,1,12,21,0,0,0,0,0,0,12,20,0,1,0,0,0,0,
043,0022,022,3777,41,0,16,25,0,0,0,0,0,0,14,27,0,0,0,0,0,0,
043,0022,022,3777,21,1,11,9,0,1,0,0,0,0,4,14,0,3,0,0,0,0,
043,0022,022,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0022,022,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0023,023,2722,87,1,51,33,0,3,54,28,0,5,39,37,0,11,57,26,0,4,
043,0023,023,2722,106,1,66,37,0,3,67,34,0,5,41,59,0,6,51,53,0,2,
043,0023,023,2722,27,1,13,13,0,1,18,8,0,1,12,14,0,1,13,13,0,1,
043,0023,023,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0023,023,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0024,024,2426,74,0,38,36,0,0,46,23,0,5,27,40,0,7,0,0,0,0,
043,0024,024,2426,80,0,51,29,0,0,49,31,0,0,24,53,0,3,0,0,0,0,
043,0024,024,2426,17,0,4,13,0,0,12,5,0,0,3,13,0,1,0,0,0,0,
043,0024,024,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0024,024,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0025,025,5198,118,0,66,50,0,2,65,48,0,5,48,64,0,6,0,0,0,0,
043,0025,025,5198,218,1,123,94,0,1,124,86,0,8,77,132,0,9,0,0,0,0,
043,0025,025,5198,24,0,13,11,0,0,14,8,0,2,7,13,0,4,0,0,0,0,
043,0025,025,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0025,025,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0026,026,1820,49,0,23,23,0,3,28,19,0,2,20,24,0,5,27,18,0,4,
043,0026,026,1820,79,0,30,47,0,2,52,25,0,2,24,52,0,3,38,40,0,1,
043,0026,026,1820,25,0,4,21,0,0,17,7,0,1,7,17,0,1,8,16,0,1,
043,0026,026,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0026,026,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0027,027,2609,40,0,24,15,0,1,0,0,0,0,17,22,0,1,0,0,0,0,
043,0027,027,2609,67,0,43,24,0,0,0,0,0,0,29,34,0,4,0,0,0,0,
043,0027,027,2609,12,0,3,9,0,0,0,0,0,0,1,11,0,0,0,0,0,0,
043,0027,027,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0027,027,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0028,028,2469,45,0,22,23,0,0,32,12,0,1,18,27,0,0,0,0,0,0,
043,0028,028,2469,129,0,52,75,0,2,83,41,0,5,35,87,0,7,0,0,0,0,
043,0028,028,2469,34,0,12,22,0,0,21,13,0,0,8,26,0,0,0,0,0,0,
043,0028,028,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0028,028,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0029,029,2099,43,0,21,22,0,0,0,0,0,0,15,26,0,2,0,0,0,0,
043,0029,029,2099,39,0,17,22,0,0,0,0,0,0,12,24,0,3,0,0,0,0,
043,0029,029,2099,5,0,1,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,
043,0029,029,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0029,029,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0030,030,4422,83,1,34,48,0,1,58,23,0,2,27,51,0,5,0,0,0,0,
043,0030,030,4422,110,0,49,60,0,1,66,44,0,0,31,77,0,2,0,0,0,0,
043,0030,030,4422,26,0,12,14,0,0,20,6,0,0,6,20,0,0,0,0,0,0,
043,0030,030,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0030,030,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0031,031,2095,46,0,9,37,0,0,27,18,0,1,22,23,0,1,0,0,0,0,
043,0031,031,2095,85,0,33,52,0,0,40,42,0,3,23,57,0,5,0,0,0,0,
043,0031,031,2095,32,0,7,25,0,0,17,15,0,0,4,28,0,0,0,0,0,0,
043,0031,031,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0031,031,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0032,032,2488,61,0,20,41,0,0,38,21,0,2,28,30,0,3,38,20,0,3,
043,0032,032,2488,129,0,47,81,0,1,76,50,0,3,42,82,0,5,53,75,0,1,
043,0032,032,2488,37,0,12,24,0,1,23,14,0,0,12,22,0,3,10,27,0,0,
043,0032,032,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0032,032,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0033,033,3966,67,0,27,40,0,0,0,0,0,0,29,38,0,0,0,0,0,0,
043,0033,033,3966,18,0,11,7,0,0,0,0,0,0,5,13,0,0,0,0,0,0,
043,0033,033,3966,11,0,5,6,0,0,0,0,0,0,5,4,0,2,0,0,0,0,
043,0033,033,3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0033,033,3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0034,034,4192,110,1,54,55,0,1,60,48,0,2,26,79,0,5,0,0,0,0,
043,0034,034,4192,150,0,64,85,0,1,89,59,0,2,38,108,0,4,0,0,0,0,
043,0034,034,4192,35,1,13,21,0,1,19,13,0,3,8,24,0,3,0,0,0,0,
043,0034,034,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0034,034,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0035,035,1506,16,1,9,7,0,0,0,0,0,0,8,8,0,0,0,0,0,0,
043,0035,035,1506,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
043,0035,035,1506,5,0,3,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,
043,0035,035,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0035,035,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0036,036,1930,31,0,12,19,0,0,21,8,0,2,9,19,0,3,0,0,0,0,
043,0036,036,1930,100,0,49,51,0,0,51,41,0,8,23,67,0,10,0,0,0,0,
043,0036,036,1930,34,0,22,12,0,0,20,14,0,0,0,32,0,2,0,0,0,0,
043,0036,036,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0036,036,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0037,037,2175,6,0,2,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,
043,0037,037,2175,11,0,4,7,0,0,0,0,0,0,4,6,0,1,0,0,0,0,
043,0037,037,2175,10,0,6,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,
043,0037,037,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0037,037,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0038,038,4621,109,1,50,58,0,1,56,48,0,5,40,62,0,7,0,0,0,0,
043,0038,038,4621,177,0,103,74,0,0,104,71,0,2,58,108,0,11,0,0,0,0,
043,0038,038,4621,49,0,22,27,0,0,40,9,0,0,14,34,0,1,0,0,0,0,
043,0038,038,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0038,038,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0039,039,2952,93,1,37,54,0,2,64,28,0,1,39,53,0,1,67,23,0,3,
043,0039,039,2952,114,0,43,70,0,1,75,35,0,4,39,70,0,5,66,45,0,3,
043,0039,039,2952,37,0,18,19,0,0,27,10,0,0,11,26,0,0,17,20,0,0,
043,0039,039,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0039,039,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0040,040,3496,56,0,24,30,0,2,32,22,0,2,23,28,0,5,39,14,0,3,
043,0040,040,3496,115,0,55,56,0,4,61,49,0,5,46,65,0,4,64,48,0,3,
043,0040,040,3496,33,0,9,24,0,0,24,9,0,0,7,24,0,2,12,21,0,0,
043,0040,040,3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0040,040,3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0041,041,4189,71,0,32,38,0,1,38,33,0,0,22,45,0,4,0,0,0,0,
043,0041,041,4189,96,1,47,48,0,1,48,46,0,2,30,57,0,9,0,0,0,0,
043,0041,041,4189,29,0,10,19,0,0,23,5,0,1,4,22,0,3,0,0,0,0,
043,0041,041,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0041,041,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0042,042,1656,4,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,
043,0042,042,1656,7,0,6,1,0,0,0,0,0,0,4,2,0,1,0,0,0,0,
043,0042,042,1656,6,0,4,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,
043,0042,042,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0042,042,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0043,043,3320,67,1,40,25,0,2,40,24,0,3,37,26,0,4,0,0,0,0,
043,0043,043,3320,119,0,62,57,0,0,78,41,0,0,44,74,0,1,0,0,0,0,
043,0043,043,3320,29,0,14,15,0,0,20,9,0,0,15,14,0,0,0,0,0,0,
043,0043,043,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0043,043,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0044,044,1586,32,0,14,18,0,0,16,14,0,2,8,20,0,4,0,0,0,0,
043,0044,044,1586,24,0,12,12,0,0,19,5,0,0,9,14,0,1,0,0,0,0,
043,0044,044,1586,11,0,7,4,0,0,7,4,0,0,5,6,0,0,0,0,0,0,
043,0044,044,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0044,044,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0045,045,2865,65,0,32,33,0,0,28,37,0,0,28,34,0,3,0,0,0,0,
043,0045,045,2865,64,0,40,23,0,1,31,32,0,1,21,38,0,5,0,0,0,0,
043,0045,045,2865,24,0,5,19,0,0,15,8,0,1,7,13,0,4,0,0,0,0,
043,0045,045,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0045,045,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0046,046,2974,57,1,24,32,0,1,34,22,0,1,28,27,0,2,37,19,0,1,
043,0046,046,2974,88,0,35,48,0,5,53,29,0,6,38,45,0,5,45,41,0,2,
043,0046,046,2974,30,0,19,11,0,0,19,10,0,1,11,16,0,3,9,21,0,0,
043,0046,046,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0046,046,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0047,047,2554,59,0,24,34,0,1,34,23,0,2,19,34,0,6,0,0,0,0,
043,0047,047,2554,115,0,51,63,0,1,74,39,0,2,53,60,0,2,0,0,0,0,
043,0047,047,2554,29,0,16,12,0,1,20,8,0,1,9,19,0,1,0,0,0,0,
043,0047,047,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0047,047,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0048,048,3503,100,0,41,59,0,0,57,41,0,2,28,66,0,6,41,56,0,3,
043,0048,048,3503,155,0,74,78,0,3,86,65,0,4,46,98,0,11,64,87,0,4,
043,0048,048,3503,52,0,18,34,0,0,32,20,0,0,17,35,0,0,15,37,0,0,
043,0048,048,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0048,048,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0049,049,2298,39,0,12,26,0,1,27,10,0,2,18,19,0,2,22,16,0,1,
043,0049,049,2298,106,0,44,61,0,1,69,35,0,2,34,66,0,6,49,54,0,3,
043,0049,049,2298,43,0,16,27,0,0,21,19,0,3,10,26,0,7,8,32,0,3,
043,0049,049,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0049,049,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0050,050,3135,89,0,44,43,0,2,48,35,0,6,42,40,0,7,57,29,0,3,
043,0050,050,3135,109,0,65,41,0,3,66,37,0,6,42,59,0,8,55,49,0,5,
043,0050,050,3135,35,1,18,16,0,1,23,11,0,1,12,21,0,2,21,13,0,1,
043,0050,050,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0050,050,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0051,051,1694,39,0,21,17,0,1,23,12,0,4,19,18,0,2,26,12,0,1,
043,0051,051,1694,66,1,30,32,0,4,34,27,0,5,18,42,0,6,34,30,0,2,
043,0051,051,1694,16,0,5,11,0,0,10,6,0,0,5,11,0,0,7,9,0,0,
043,0051,051,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0051,051,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0052,052,3943,106,0,61,45,0,0,62,41,0,3,51,47,0,8,0,0,0,0,
043,0052,052,3943,119,0,77,42,0,0,67,45,0,7,59,54,0,6,0,0,0,0,
043,0052,052,3943,30,0,19,11,0,0,25,5,0,0,10,20,0,0,0,0,0,0,
043,0052,052,3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0052,052,3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0053,053,2220,57,0,17,40,0,0,40,16,0,1,22,33,0,2,26,27,0,4,
043,0053,053,2220,79,0,25,52,0,2,45,32,0,2,23,50,0,6,26,49,0,4,
043,0053,053,2220,46,0,14,32,0,0,30,16,0,0,11,33,0,2,13,33,0,0,
043,0053,053,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0053,053,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0054,054,3187,93,0,52,39,0,2,41,45,0,7,45,39,0,9,52,36,0,5,
043,0054,054,3187,117,1,66,50,0,1,64,48,0,5,51,56,0,10,55,58,0,4,
043,0054,054,3187,35,0,17,17,0,1,17,18,0,0,15,18,0,2,18,15,0,2,
043,0054,054,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0054,054,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0055,055,3658,113,0,48,64,0,1,69,43,0,1,45,64,0,4,70,40,0,3,
043,0055,055,3658,120,0,55,64,0,1,69,46,0,5,21,89,0,10,53,61,0,6,
043,0055,055,3658,53,0,21,32,0,0,32,21,0,0,11,40,0,2,14,39,0,0,
043,0055,055,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0055,055,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0056,056,2971,21,0,9,12,0,0,0,0,0,0,9,12,0,0,0,0,0,0,
043,0056,056,2971,47,0,23,24,0,0,0,0,0,0,17,30,0,0,0,0,0,0,
043,0056,056,2971,21,0,9,12,0,0,0,0,0,0,6,13,0,2,0,0,0,0,
043,0056,056,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0056,056,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
043,0057,057,4653,96,1,57,39,0,0,63,32,0,1,39,56,0,1,0,0,0,0,
043,0057,057,4653,137,1,75,61,0,1,69,66,0,2,46,80,0,11,0,0,0,0,
043,0057,057,4653,37,0,12,25,0,0,26,10,0,1,8,26,0,3,0,0,0,0,
