political_subdivision,election_date,election_name,#Precinct,Precinct ID,Precinct Reporting,Registered Voters,REP Ballots Cast,DEM Ballots Cast,NON Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Waller County,7/14/2020,2020 Primary Runoff ,310,19,Reporting         ,2012,58,163,0,10.98,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,44,0,4,0,12,0,0,0,19,0,2,0,13,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,29,0,22,0,0,0,0,0,13,0,7,0,16,0,15,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,78,0,22,0,3,0,0,0,41,0,7,0,34,0,15,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,Sheriff,5,REP,R. Glenn Smith,1,,64,0,0,0,1,0,0,0,28,0,0,0,35,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,Sheriff,5,REP,Troy Guidry,2,,65,0,0,0,2,0,0,0,33,0,0,0,30,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,United States Senator,4,DEM,Royce West,1,,12,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,27,0,0,0,5,0,0,0,6,0,0,0,16,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,"United States Representative, District 10",6,DEM,Mike Siegel,2,,21,0,0,0,7,0,0,0,4,0,0,0,10,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,18,0,0,0,4,0,0,0,4,0,0,0,10,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,19,0,1,0,6,0,0,0,6,0,0,0,7,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,19,0,1,0,5,0,0,0,2,0,0,0,12,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,28,0,1,0,8,0,0,0,6,0,0,0,14,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,311,4,Reporting         ,817,129,39,0,20.56,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,10,0,1,0,3,0,0,0,2,0,0,0,5,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,74,0,44,0,7,0,1,0,44,0,28,0,23,0,15,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,174,0,44,0,21,0,1,0,99,0,28,0,54,0,15,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,Sheriff,5,REP,R. Glenn Smith,1,,112,0,0,0,11,0,0,0,59,0,0,0,42,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,Sheriff,5,REP,Troy Guidry,2,,180,0,0,0,18,0,0,0,112,0,0,0,50,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,United States Senator,4,DEM,Royce West,1,,6,0,1,0,1,0,0,0,4,0,1,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,24,0,1,0,8,0,0,0,14,0,1,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,"United States Representative, District 10",6,DEM,Mike Siegel,2,,12,0,1,0,5,0,0,0,6,0,1,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,18,0,1,0,4,0,0,0,12,0,1,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,11,0,4,0,3,0,0,0,7,0,4,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,16,0,4,0,6,0,0,0,8,0,4,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,11,0,4,0,3,0,0,0,7,0,4,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,312,5,Reporting         ,1684,292,31,0,19.18,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,16,0,4,0,6,0,0,0,8,0,4,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,6,0,6,0,2,0,0,0,1,0,2,0,3,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,31,0,6,0,1,0,0,0,18,0,2,0,12,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,Sheriff,5,REP,R. Glenn Smith,1,,19,0,0,0,3,0,0,0,9,0,0,0,7,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,Sheriff,5,REP,Troy Guidry,2,,24,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,United States Senator,4,DEM,Royce West,1,,8,0,1,0,2,0,1,0,3,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,14,0,1,0,3,0,1,0,5,0,0,0,6,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,"United States Representative, District 10",6,DEM,Mike Siegel,2,,12,0,1,0,4,0,1,0,3,0,0,0,5,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,10,0,1,0,1,0,1,0,5,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,10,0,3,0,2,0,0,0,5,0,2,0,3,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,10,0,3,0,4,0,0,0,1,0,2,0,5,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,12,0,3,0,1,0,1,0,5,0,1,0,6,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,313,12,Reporting         ,725,43,23,0,9.1,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,8,0,3,0,4,0,1,0,2,0,1,0,2,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,8,0,3,0,2,0,0,0,3,0,2,0,3,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,21,0,3,0,5,0,0,0,10,0,2,0,6,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,Sheriff,5,REP,R. Glenn Smith,1,,14,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,Sheriff,5,REP,Troy Guidry,2,,18,0,0,0,2,0,0,0,9,0,0,0,7,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,United States Senator,4,DEM,Royce West,1,,5,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,10,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,"United States Representative, District 10",6,DEM,Mike Siegel,2,,8,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,7,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,5,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,10,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,8,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,414,7,Reporting         ,389,32,15,0,12.08,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,7,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,49,0,46,0,7,0,6,0,24,0,26,0,18,0,14,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,135,0,46,0,18,0,6,0,62,0,26,0,55,0,14,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,Sheriff,5,REP,R. Glenn Smith,1,,117,0,0,0,20,0,0,0,61,0,0,0,36,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,Sheriff,5,REP,Troy Guidry,2,,113,0,0,0,11,0,0,0,51,0,0,0,51,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,United States Senator,4,DEM,Royce West,1,,19,0,0,0,9,0,0,0,4,0,0,0,6,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,30,0,0,0,12,0,0,0,5,0,0,0,13,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,"United States Representative, District 10",6,DEM,Mike Siegel,2,,28,0,1,0,13,0,0,0,5,0,0,0,10,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,20,0,1,0,8,0,0,0,4,0,0,0,8,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,17,0,0,0,8,0,0,0,5,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,32,0,0,0,13,0,0,0,4,0,0,0,15,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,30,0,1,0,13,0,0,0,4,0,0,0,13,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,415,20,Reporting         ,1379,230,49,0,20.23,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,18,0,1,0,8,0,0,0,5,0,0,0,5,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,14,0,8,0,2,0,0,0,8,0,4,0,4,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,48,0,8,0,3,0,0,0,32,0,4,0,13,0,4,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,Sheriff,5,REP,R. Glenn Smith,1,,30,0,1,0,3,0,0,0,17,0,1,0,10,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,Sheriff,5,REP,Troy Guidry,2,,39,0,1,0,2,0,0,0,26,0,1,0,11,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,United States Senator,4,DEM,Royce West,1,,46,0,0,0,6,0,0,0,19,0,0,0,21,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,39,0,0,0,8,0,0,0,18,0,0,0,13,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,"United States Representative, District 10",6,DEM,Mike Siegel,2,,46,0,1,0,7,0,0,0,18,0,0,0,21,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,38,0,1,0,7,0,0,0,19,0,0,0,12,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,44,0,2,0,8,0,0,0,21,0,0,0,15,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,39,0,2,0,6,0,0,0,16,0,0,0,17,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,59,0,3,0,9,0,0,0,25,0,1,0,25,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,416,17,Reporting         ,1648,70,85,0,9.41,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,23,0,3,0,5,0,0,0,11,0,1,0,7,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,17,0,8,0,1,0,0,0,11,0,6,0,5,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,38,0,8,0,7,0,0,0,24,0,6,0,7,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,Sheriff,5,REP,R. Glenn Smith,1,,34,0,0,0,5,0,0,0,19,0,0,0,10,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,Sheriff,5,REP,Troy Guidry,2,,29,0,0,0,3,0,0,0,22,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,United States Senator,4,DEM,Royce West,1,,47,0,1,0,11,0,0,0,18,0,1,0,18,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,32,0,1,0,7,0,0,0,17,0,1,0,8,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,"United States Representative, District 10",6,DEM,Mike Siegel,2,,51,0,0,0,12,0,0,0,20,0,0,0,19,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,29,0,0,0,6,0,0,0,16,0,0,0,7,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,49,0,1,0,11,0,0,0,20,0,1,0,18,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,30,0,1,0,7,0,0,0,15,0,1,0,8,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,56,0,3,0,13,0,2,0,22,0,1,0,21,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,417,16,Reporting         ,1292,63,80,0,11.07,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,21,0,3,0,3,0,2,0,13,0,1,0,5,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,45,0,14,0,8,0,0,0,20,0,12,0,17,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,114,0,14,0,11,0,0,0,68,0,12,0,35,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,Sheriff,5,REP,R. Glenn Smith,1,,53,0,0,0,7,0,0,0,29,0,0,0,17,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,Sheriff,5,REP,Troy Guidry,2,,120,0,0,0,12,0,0,0,71,0,0,0,37,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,United States Senator,4,DEM,Royce West,1,,28,0,0,0,5,0,0,0,12,0,0,0,11,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,43,0,0,0,1,0,0,0,16,0,0,0,26,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,"United States Representative, District 10",6,DEM,Mike Siegel,2,,33,0,1,0,6,0,0,0,12,0,0,0,15,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,37,0,1,0,0,0,0,0,16,0,0,0,21,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,34,0,1,0,2,0,0,0,12,0,0,0,20,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,36,0,1,0,4,0,0,0,16,0,0,0,16,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,46,0,1,0,2,0,0,0,22,0,0,0,22,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,418,8,Reporting         ,2680,173,71,0,9.1,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,24,0,1,0,4,0,0,0,6,0,0,0,14,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,9,0,3,0,0,0,0,0,2,0,1,0,7,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,25,0,3,0,2,0,0,0,7,0,1,0,16,0,2,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,Sheriff,5,REP,R. Glenn Smith,1,,19,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,Sheriff,5,REP,Troy Guidry,2,,18,0,0,0,2,0,0,0,6,0,0,0,10,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,United States Senator,4,DEM,Royce West,1,,9,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,12,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,"United States Representative, District 10",6,DEM,Mike Siegel,2,,12,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,9,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,9,0,1,0,0,0,0,0,4,0,0,0,5,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,11,0,1,0,1,0,0,0,2,0,0,0,8,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,15,0,1,0,1,0,0,0,6,0,0,0,8,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,419,15,Reporting         ,509,37,21,0,11.39,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,5,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,"Justice, 1st Court of Appeals District, Place 5",1,REP,James Lombardino,2,,36,0,21,0,12,0,3,0,9,0,6,0,15,0,12,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,"Justice, 1st Court of Appeals District, Place 5",1,REP,Terry Adams,1,,99,0,21,0,39,0,3,0,27,0,6,0,33,0,12,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,Sheriff,5,REP,R. Glenn Smith,1,,112,0,1,0,38,0,0,0,27,0,0,0,47,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,Sheriff,5,REP,Troy Guidry,2,,43,0,1,0,16,0,0,0,15,0,0,0,12,0,1,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,United States Senator,4,DEM,Royce West,1,,30,0,0,0,3,0,0,0,11,0,0,0,16,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,United States Senator,4,DEM,"Mary ""MJ"" Hegar",2,,48,0,0,0,6,0,0,0,13,0,0,0,29,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,"United States Representative, District 10",6,DEM,Mike Siegel,2,,32,0,1,0,2,0,1,0,7,0,0,0,23,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,"United States Representative, District 10",6,DEM,Pritesh Gandhi,1,,45,0,1,0,6,0,1,0,17,0,0,0,22,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,Railroad Commissioner,3,DEM,"Roberto R. ""Beto"" Alonzo",1,,20,1,1,0,3,1,0,0,6,0,1,0,11,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,Railroad Commissioner,3,DEM,Chrysta Castañeda,2,,56,1,1,0,5,1,0,0,17,0,1,0,34,0,0,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,"Justice, 14th Court of Appeals District, Place 7",2,DEM,"Tamika ""Tami"" Craft",1,,42,0,6,0,3,0,1,0,18,0,2,0,21,0,3,0
Waller County,7/14/2020,2020 Primary Runoff ,420,18,Reporting         ,1692,156,78,0,13.83,"Justice, 14th Court of Appeals District, Place 7",2,DEM,Cheri Thomas,2,,30,0,6,0,5,0,1,0,4,0,2,0,21,0,3,0
