"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1A  (Ballots Cast: 36)"
"United States Senator, Vote For 1     DEMOCRATIC PARTY","Mary ""MJ"" Hegar","13","7","20","55.56%","Mary ""MJ"" Hegar","8","5","7","20","55.56%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1A  (Ballots Cast: 36)","Royce West","11","5","16","44.44%","Royce West","9","2","5","16","44.44%","Cast Votes:","24","100.00%","12","100.00%","36","Over Votes:","0","0","0","0.00%","Under Votes:","0","0","0","0.00%","Cast Votes:","17","7","12","100.00%","36","100.00%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","0","0","0.00%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1A  (Ballots Cast: 36)","Railroad Commissioner, Vote For 1     DEMOCRATIC PARTY","Chrysta Castañeda","12","11","23","63.89%","Chrysta Castañeda","7","5","11","23","63.89%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1A  (Ballots Cast: 36)","Roberto R. ""Beto"" Alonzo","12","1","13","36.11%","Roberto R. ""Beto"" Alonzo","10","2","1","13","36.11%","Cast Votes:","24","100.00%","12","100.00%","36","Over Votes:","0","0","0","0.00%","Under Votes:","0","0","0","0.00%","Cast Votes:","17","7","12","100.00%","36","100.00%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","0","0","0.00%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1B  (Ballots Cast: 60)"
"United States Senator, Vote For 1     DEMOCRATIC PARTY","Mary ""MJ"" Hegar","22","7","29","48.33%","Mary ""MJ"" Hegar","15","7","7","29","48.33%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1B  (Ballots Cast: 60)","Royce West","19","12","31","51.67%","Royce West","10","9","12","31","51.67%","Cast Votes:","41","100.00%","19","100.00%","60","Over Votes:","0","0","0","0.00%","Under Votes:","0","0","0","0.00%","Cast Votes:","25","16","19","100.00%","60","100.00%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","0","0","0.00%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1B  (Ballots Cast: 60)","Railroad Commissioner, Vote For 1     DEMOCRATIC PARTY","Chrysta Castañeda","29","13","42","72.41%","Chrysta Castañeda","18","11","13","42","72.41%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1B  (Ballots Cast: 60)","Roberto R. ""Beto"" Alonzo","11","5","16","27.59%","Roberto R. ""Beto"" Alonzo","6","5","5","16","27.59%","Cast Votes:","40","97.56%","18","94.74%","58","Over Votes:","0","0","0","0.00%","Under Votes:","1","1","2","3.33%","Cast Votes:","24","16","18","94.74%","58","96.67%","Over Votes:","0","0","0","0","0.00%","Under Votes:","1","0","1","2","3.33%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1C  (Ballots Cast: 85)"
"United States Senator, Vote For 1     DEMOCRATIC PARTY","Mary ""MJ"" Hegar","19","10","29","34.94%","Mary ""MJ"" Hegar","16","3","10","29","34.94%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1C  (Ballots Cast: 85)","Royce West","32","22","54","65.06%","Royce West","22","10","22","54","65.06%","Cast Votes:","51","96.23%","32","100.00%","83","Over Votes:","0","0","0","0.00%","Under Votes:","2","0","2","2.35%","Cast Votes:","38","13","32","100.00%","83","97.65%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","2","0","2","2.35%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1C  (Ballots Cast: 85)","Railroad Commissioner, Vote For 1     DEMOCRATIC PARTY","Chrysta Castañeda","23","13","36","44.44%","Chrysta Castañeda","18","5","13","36","44.44%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1C  (Ballots Cast: 85)","Roberto R. ""Beto"" Alonzo","29","16","45","55.56%","Roberto R. ""Beto"" Alonzo","19","10","16","45","55.56%","Cast Votes:","52","98.11%","29","90.63%","81","Over Votes:","0","0","0","0.00%","Under Votes:","1","3","4","4.71%","Cast Votes:","37","15","29","90.63%","81","95.29%","Over Votes:","0","0","0","0","0.00%","Under Votes:","1","0","3","4","4.71%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1D  (Ballots Cast: 42)"
"United States Senator, Vote For 1     DEMOCRATIC PARTY","Mary ""MJ"" Hegar","20","3","23","54.76%","Mary ""MJ"" Hegar","16","4","3","23","54.76%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1D  (Ballots Cast: 42)","Royce West","14","5","19","45.24%","Royce West","11","3","5","19","45.24%","Cast Votes:","34","100.00%","8","100.00%","42","Over Votes:","0","0","0","0.00%","Under Votes:","0","0","0","0.00%","Cast Votes:","27","7","8","100.00%","42","100.00%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","0","0","0.00%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1D  (Ballots Cast: 42)","Railroad Commissioner, Vote For 1     DEMOCRATIC PARTY","Chrysta Castañeda","22","3","25","60.98%","Chrysta Castañeda","19","3","3","25","60.98%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1D  (Ballots Cast: 42)","Roberto R. ""Beto"" Alonzo","12","4","16","39.02%","Roberto R. ""Beto"" Alonzo","8","4","4","16","39.02%","Cast Votes:","34","100.00%","7","87.50%","41","Over Votes:","0","0","0","0.00%","Under Votes:","0","1","1","2.38%","Cast Votes:","27","7","7","87.50%","41","97.62%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","1","1","2.38%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1E  (Ballots Cast: 46)"
"United States Senator, Vote For 1     DEMOCRATIC PARTY","Mary ""MJ"" Hegar","15","6","21","46.67%","Mary ""MJ"" Hegar","10","5","6","21","46.67%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1E  (Ballots Cast: 46)","Royce West","9","15","24","53.33%","Royce West","8","1","15","24","53.33%","Cast Votes:","24","96.00%","21","100.00%","45","Over Votes:","0","0","0","0.00%","Under Votes:","1","0","1","2.17%","Cast Votes:","18","6","21","100.00%","45","97.83%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","1","0","1","2.17%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1E  (Ballots Cast: 46)","Railroad Commissioner, Vote For 1     DEMOCRATIC PARTY","Chrysta Castañeda","11","15","26","56.52%","Chrysta Castañeda","7","4","15","26","56.52%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1E  (Ballots Cast: 46)","Roberto R. ""Beto"" Alonzo","14","6","20","43.48%","Roberto R. ""Beto"" Alonzo","11","3","6","20","43.48%","Cast Votes:","25","100.00%","21","100.00%","46","Over Votes:","0","0","0","0.00%","Under Votes:","0","0","0","0.00%","Cast Votes:","18","7","21","100.00%","46","100.00%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","0","0","0.00%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1F  (Ballots Cast: 18)"
"United States Senator, Vote For 1     DEMOCRATIC PARTY","Mary ""MJ"" Hegar","9","4","13","72.22%","Mary ""MJ"" Hegar","9","0","4","13","72.22%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1F  (Ballots Cast: 18)","Royce West","3","2","5","27.78%","Royce West","3","0","2","5","27.78%","Cast Votes:","12","100.00%","6","100.00%","18","Over Votes:","0","0","0","0.00%","Under Votes:","0","0","0","0.00%","Cast Votes:","12","0","6","100.00%","18","100.00%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","0","0","0.00%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1F  (Ballots Cast: 18)","Railroad Commissioner, Vote For 1     DEMOCRATIC PARTY","Chrysta Castañeda","8","2","10","55.56%","Chrysta Castañeda","8","0","2","10","55.56%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 1F  (Ballots Cast: 18)","Roberto R. ""Beto"" Alonzo","4","4","8","44.44%","Roberto R. ""Beto"" Alonzo","4","0","4","8","44.44%","Cast Votes:","12","100.00%","6","100.00%","18","Over Votes:","0","0","0","0.00%","Under Votes:","0","0","0","0.00%","Cast Votes:","12","0","6","100.00%","18","100.00%","Over Votes:","0","0","0","0","0.00%","Under Votes:","0","0","0","0","0.00%"
"","","Page 1 of 1","08/05/2020 09:39 AM","","","","","Party","Candidate","","","","Total","Party","Candidate","","","Total","Precinct 2  (Ballots Cast: 16)"
"United States Senator, Vote For 1     DEMOCRATIC PARTY","Mary ""MJ"" Hegar","1","10","11","68.75%","Mary ""MJ"" Hegar","1","0","10","11","68.75%"
